p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
59908.37989477,4.00625733600464,0,0,0,0,0,0,0,0,0,59916.453445651,59919.194448097,2.63349816200207
59920.562112478,4.01722085099755,0,0,0,0,0,0,0,0,0,59928.622388946,59930.794011067,2.15036010800395
59932.64526367,4.01652849600214,0,0,0,0,0,0,0,0,0,59940.704484262,59943.493907392,2.76651353500347
59944.728258392,4.01729293999961,0,0,0,0,0,0,0,0,0,59952.787603548,59955.543753459,2.73308165200433
59956.83135438,4.01432880499488,0,0,0,0,0,0,0,0,0,59964.889531266,59967.260630031,2.35095841199654
59968.911856181,4.01604903399857,0,0,0,0,0,0,0,0,0,59976.970519562,59979.260737128,2.26738657100213
59981.010599522,4.01736884599813,0,0,0,0,0,0,0,0,0,59989.068919033,59990.726356549,1.63268837999931
59993.110237112,4.01671408700349,0,0,0,0,0,0,0,0,0,60001.153198545,60003.243619987,2.06788452600449
60005.177258502,4.01623003299756,0,0,0,0,0,0,0,0,0,60013.234232176,60016.276306419,3.01672038599645
60017.276669711,4.017154510002,0,0,0,0,0,0,0,0,0,60025.335418762,60028.05988891,2.70050735200493
60029.359906667,4.01663345700217,0,0,0,0,0,0,0,0,0,60036.251631275,60037.644141755,1.36790816199937
60040.276509315,4.0174048359986,0,0,0,0,0,0,0,0,0,60048.333311342,60051.242804632,2.88395653299813
60052.359546661,4.01743922199967,0,0,0,0,0,0,0,0,0,60060.419683727,60062.425213164,1.9826087620022
60064.443768437,4.01644971300266,0,0,0,0,0,0,0,0,0,60072.500942211,60075.17575051,2.65041483000095
60076.525884382,4.01871132100496,0,0,0,0,0,0,0,0,0,60084.58507299,60087.092320654,2.48400424199644
60088.61014938,4.01757478599757,0,0,0,0,0,0,0,0,0,60096.419667026,60098.525239335,2.08294834600383
60100.458912327,4.01747463599895,0,0,0,0,0,0,0,0,0,60108.517594488,60110.625392313,2.08389365499897
60112.542193446,4.01655320999998,0,0,0,0,0,0,0,0,0,60120.597298104,60121.824566425,1.19960201100184
60124.625837964,4.0170258520011,0,0,0,0,0,0,0,0,0,60132.685579333,60134.791595965,2.08376450299693
60136.708268866,4.01874737299659,0,0,0,0,0,0,0,0,0,60144.097336855,60146.441146582,2.3170912630012
60148.124910739,4.01752974199917,0,0,0,0,0,0,0,0,0,60156.184254994,60158.307433582,2.09988420800073
60160.224764916,4.01703190300032,0,0,0,0,0,0,0,0,0,60168.281999243,60169.956898497,1.64924584799883
60172.308076846,4.01741174999916,0,0,0,0,0,0,0,0,0,60180.367660225,60182.040050824,1.64957172799768
60184.391082366,4.01757555900258,0,0,0,0,0,0,0,0,0,60192.448561352,60193.856504479,1.3830478489981
60196.474354213,4.01850554299745,0,0,0,0,0,0,0,0,0,60204.511812612,60206.040886663,1.51858610500494
60208.524231121,4.01737655000034,0,0,0,0,0,0,0,0,0,60216.583785959,60218.356577743,1.75004933799937
60220.607256146,4.01757865199761,0,0,0,0,0,0,0,0,0,60228.666587334,60230.791392173,2.10148057100014
60232.690560463,4.0173527529987,0,0,0,0,0,0,0,0,0,60240.748473897,60242.156671325,1.38410126300005
60244.774936532,4.01553246399999,0,0,0,0,0,0,0,0,0,60252.831863659,60255.406549544,2.55024629300169
60256.87328131,4.01868492900394,0,0,0,0,0,0,0,0,0,60264.932305688,60267.172643,2.21652988799906
60268.956474742,4.01777327899617,0,0,0,0,0,0,0,0,0,60277.016807691,60278.255954543,1.21698784299952
60281.039755292,4.01772566100408,0,0,0,0,0,0,0,0,0,60289.098885011,60291.389235215,2.26717177499813
60293.122997469,4.01734314900386,0,0,0,0,0,0,0,0,0,60300.295824397,60303.289187623,2.96694696299528
60304.323002095,4.01727609299996,0,0,0,0,0,0,0,0,0,60312.381579805,60314.238592326,1.83354588899965
60316.406000918,4.01648737299547,0,0,0,0,0,0,0,0,0,60324.464342347,60326.155828871,1.66767188200174
60328.489018234,4.01789215399913,0,0,0,0,0,0,0,0,0,60336.548061683,60338.138859379,1.56680019200576
