ptb_coord_x,ptb_coord_y
462.6171875,598.47265625
466.36328125,586.796875
470.94921875,570.85546875
467.76953125,570.50390625
546.87109375,438.640625
473.58203125,586.6640625
471.09375,583.09765625
461.5078125,586.46484375
466.5,585.546875
537.51171875,444.9296875
465.68359375,595.56640625
474.61328125,554.9765625
463.98828125,598.21875
687.16015625,371.015625
475.1640625,551.5546875
470.0859375,590.63671875
476.6171875,570.9296875
726.17578125,362.1640625
772.48828125,372.05859375
531.0390625,451.14453125
465.546875,581.5234375
477.55859375,536.03515625
538.44140625,440.9140625
632.359375,378.953125
588.8046875,403.58984375
772.64453125,372.05859375
767.33984375,359.578125
464.98828125,605.6953125
473.25,564.09765625
470.875,572.6953125
670.5546875,369.8984375
486.6640625,526.265625
471.484375,556.28515625
472.89453125,551.6640625
740.7734375,371.078125
464.21875,571.69921875
