p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
9874.94640998,4.00606261699977,0,0,0,0,0,0,0,0,0,9892.057432524,NaN,NaN
9896.186629179,4.01700495700061,0,0,0,0,0,0,0,0,0,9913.326794892,9915.334187756,1.96543001100144
9917.384925445,4.01755976599998,0,0,0,0,0,0,0,0,0,9934.481697617,9937.267125948,2.74886644400067
9938.534442113,4.01718299999993,0,0,0,0,0,0,0,0,0,9955.642264214,9958.61644314,2.93012264099889
9959.703531567,4.01540038799976,0,0,0,0,0,0,0,0,0,9977.153839168,9978.899173177,1.71303560100023
9981.202189325,4.0148847219989,0,0,0,0,0,0,0,0,0,9998.331527051,10001.182572481,2.8133415379998
10002.383469346,4.01699483700031,0,0,0,0,0,0,0,0,0,10019.511437003,10022.149368979,2.60027708199959
10023.566324388,4.01755159899949,0,0,0,0,0,0,0,0,0,10040.689497622,10042.732452672,2.016660624
10044.716137552,4.01734691999991,0,0,0,0,0,0,0,0,0,10061.811590128,10063.198352042,1.34889368200129
10065.865618563,4.01773940800012,0,0,0,0,0,0,0,0,0,10082.986291502,10085.415437982,2.39618677600083
10087.032167644,4.01841774599961,0,0,0,0,0,0,0,0,0,10104.152319801,10105.815064605,1.6168298169996
10108.198989213,4.01646099400023,0,0,0,0,0,0,0,0,0,10125.301715894,10126.898269677,1.56723442200018
10129.331515635,4.01746051800001,0,0,0,0,0,0,0,0,0,10146.473218378,10148.713986535,2.21271830600017
10150.514604506,4.01687598600074,0,0,0,0,0,0,0,0,0,10167.634570985,10169.531054201,1.86496503200033
10171.681027453,4.0166601639994,0,0,0,0,0,0,0,0,0,10188.796421881,10191.030788904,2.18450209500043
10192.847360913,4.01758335200066,0,0,0,0,0,0,0,0,0,10209.969072499,10212.213546325,2.20916032099922
10214.013635627,4.01758162500118,0,0,0,0,0,0,0,0,0,10231.163676383,10232.930138652,1.73364289999881
10235.212921762,4.01828987299996,0,0,0,0,0,0,0,0,0,10252.330424221,10254.112958261,1.74901307400069
10256.379109454,4.01763424900128,0,0,0,0,0,0,0,0,0,10273.489421062,10276.145970343,2.61417854200045
10277.546244364,4.01745984899935,0,0,0,0,0,0,0,0,0,10294.664106841,10296.995600706,2.29979671599904
10298.7124872,4.01751193199925,0,0,0,0,0,0,0,0,0,10315.826757914,10318.87946174,3.01730175000012
10319.878786052,4.01742367999941,0,0,0,0,0,0,0,0,0,10337.01583647,10340.04449575,2.99730063300012
10341.06199644,4.01749783800005,0,0,0,0,0,0,0,0,0,10358.179126302,10362.010614836,3.7990773950005
10362.227803409,4.01799877899975,0,0,0,0,0,0,0,0,0,10379.341522261,10381.84373458,2.46505415399952
10383.394656199,4.01751375800086,0,0,0,0,0,0,0,0,0,10400.509932858,10402.660991226,2.11641803699968
10404.560887653,4.01766211699942,0,0,0,0,0,0,0,0,0,10421.665490904,NaN,NaN
10425.710502116,4.01798772099937,0,0,0,0,0,0,0,0,0,10442.82653113,10446.593640562,3.73390651400041
10446.877121206,4.01758453900038,0,0,0,0,0,0,0,0,0,10463.976923607,10466.7598787,2.7488352520013
10468.027049791,4.0174210969999,0,0,0,0,0,0,0,0,0,10485.124001344,10487.226432072,2.06607587200051
10489.176762641,4.01770381999995,0,0,0,0,0,0,0,0,0,10506.344780907,10509.009541831,2.63093755900081
10510.392965872,4.01757168899894,0,0,0,0,0,0,0,0,0,10527.508027272,10529.559115329,2.01595005200033
10531.559485962,4.01737987200067,0,0,0,0,0,0,0,0,0,10548.670808719,10550.791500171,2.0789628069997
10552.72584967,4.01729397599956,0,0,0,0,0,0,0,0,0,10569.84268851,10572.858695049,2.98193786800039
10573.892104165,4.01740803200119,0,0,0,0,0,0,0,0,0,10591.00665302,10593.141838303,2.09784783400028
10595.05853894,4.01662264100014,0,0,0,0,0,0,0,0,0,10612.173325576,10614.524690643,2.31677335699897
10616.208251552,4.01750789000107,0,0,0,0,0,0,0,0,0,10633.34810602,10635.907844509,2.53138297800069
