ptb_coord_x,ptb_coord_y
651.97265625,374.234375
664.44140625,376.078125
684.0546875,366.5703125
460.9921875,574.8828125
753.98046875,361.30859375
462.8125,592.00390625
467.9609375,577.5390625
466.8671875,589.8203125
621.85546875,377.015625
541.04296875,448.71875
480.0546875,519.52734375
478.85546875,555.2109375
770.9765625,359.78125
777.66796875,355.91015625
471.29296875,563.2890625
668.89453125,370.58984375
775.35546875,375.23046875
486.05078125,523.55859375
493.8359375,502.609375
474.3984375,547.89453125
564.078125,419.34375
620.453125,384.80078125
470.44921875,576.21875
508.48046875,489.828125
474.421875,560.82421875
711.5234375,368.77734375
722.98046875,361.91796875
461.2265625,588.8515625
743.80078125,363.40625
474.9375,539.95703125
466.43359375,588.859375
637.828125,378.984375
463.40625,596.28125
470.76953125,573.90234375
615.359375,393.05078125
473.36328125,555.03515625
