onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean
14.214070081710815	16.01481008529663	22.601109981536865	35.32270002365112	low_cue	low_stim	1.71835899353027	2.79270236571328	2.13437867164612	2.78141366927516	-1	-1	1	-2.121785032985682	-7.744745932178459
40.608190059661865	43.60942006111145	50.200900077819824	63.7176399230957	low_cue	med_stim	1.77483224868774	0.0	2.58457660675049	23.7748653160852	-1	0	-2	-4.914487398698962	13.248705714631582
72.20444011688232	75.20567011833191	86.10081005096436	95.91412997245789	high_cue	med_stim	2.11770033836365	12.8042660652868	1.5553822517395	0.0	1	0	-2	7.889778666587838	-10.52615960145362
109.00281000137329	110.92025995254517	120.3008599281311	130.5116000175476	low_cue	high_stim	1.81754565238953	0.232908389920523	3.32586193084717	3.57633437499735	-1	1	1	-4.6815790087784395	-6.949825226456269
145.11756992340088	146.81826996803284	155.3052499294281	166.52631998062134	high_cue	med_stim	2.51965379714966	9.9546069435557	1.7508111000061	0.0	1	0	-2	5.040119544856737	-10.52615960145362
171.41164994239807	174.5129199028015	182.69983005523682	194.52109003067017	low_cue	high_stim	2.62604117393494	1.38035407344445	2.16855669021606	29.5454437848755	-1	1	1	-3.534133325254512	19.01928418342188
199.80659008026123	202.80782008171082	218.20022010803223	231.11939001083374	low_cue	low_stim	2.45119285583496	3.38063226331718	1.85492491722107	0.0	-1	-1	1	-1.5338551353817822	-10.52615960145362
236.8050401210785	238.50573992729187	245.30160999298096	255.51269006729126	high_cue	high_stim	2.93545150756836	7.1250163489018	3.18487644195557	18.5829996032663	1	1	1	2.2105289502028382	8.05684000181268
264.2162399291992	267.2174699306488	279.50013995170593	290.52699995040894	high_cue	high_stim	2.2511932849884	10.3466834671815	2.76789546012878	34.0716098073942	1	1	1	5.432196068482537	23.545450205940583
298.41354990005493	301.2146999835968	321.8997700214386	331.1269199848175	high_cue	low_stim	2.90139412879944	6.46745892779152	1.71763491630554	10.5338618096845	1	-1	1	1.5529715290925576	0.007702208230881524
336.01224994659424	338.91343998908997	345.7001299858093	359.4218199253082	high_cue	low_stim	1.75089526176453	4.48921993927479	2.40706348419189	0.0	1	-1	1	-0.4252674594241723	-10.52615960145362
367.008260011673	368.9090299606323	382.49985003471375	394.51950001716614	low_cue	med_stim	1.58691740036011	0.0	3.53497505187988	3.4473868518652	-1	0	-2	-4.914487398698962	-7.078772749588419
