rating,rt
7.71710991859436,1.18684649467468
27.90796995162964,1.57654309272766
35.694209814071655,1.7341480255127
55.401559829711914,2.48448061943054
73.39159989356995,3.18854594230652
93.2990198135376,2.14220595359802
103.50282979011536,1.61737203598022
124.6940598487854,1.78415393829346
137.49884009361267,1.72201132774353
159.70711994171143,2.59305214881897
172.39519000053406,1.56740832328796
190.90209007263184,1.5340285301208505
199.9054400920868,2.23434138298035
231.0003697872162,2.41914010047913
239.70361995697021,2.00508975982666
259.29425978660583,2.9345977306366
271.29873991012573,1.91752672195435
295.6911699771881,2.30399060249329
304.19433999061584,2.2370412349700897
327.7030999660492,2.9111356735229506
336.9065399169922,1.65077376365662
361.5990798473358,3.21800565719604
375.5042598247528,1.6550178527831998
394.6947498321533,3.76825976371765
