onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean
5.692889928817749	7.726979970932007	13.766769886016846	27.88449001312256	low_cue	med_stim	2.27594304084778	0	2.20191860198975	0	-1	0	-2	0.0	0.0
33.386539936065674	35.68739986419678	44.523550033569336	55.394749879837036	low_cue	low_stim	2.28448796272278	0	3.15137934684753	0	-1	-1	1	0.0	0.0
71.08395004272461	73.40147995948792	82.22857999801636	93.29223990440369	low_cue	high_stim	2.61820840835571	0	1.85167479515076	0	-1	1	1	0.0	0.0
100.69500994682312	103.49605989456177	112.82673001289368	124.68730998039246	high_cue	low_stim	3.40690064430237	0	1.9342246055603	0	1	-1	1	0.0	0.0
135.79147005081177	137.49210000038147	147.81080985069275	159.683739900589	high_cue	med_stim	3.63493227958679	0	1.88595867156982	0	1	0	-2	0.0	0.0
170.58782982826233	172.38849997520447	179.01708984375	190.89542984962463	high_cue	high_stim	4.0	0	2.85757207870483	0	1	1	1	0.0	0.0
196.8810098171234	199.89880990982056	210.2028398513794	230.99379992485046	high_cue	low_stim	2.65422606468201	0	2.93466973304749	0	1	-1	1	0.0	0.0
236.97937989234924	239.69705986976624	249.3268699645996	259.28775000572205	low_cue	high_stim	2.70601511001587	0	4.0	0	-1	1	1	0.0	0.0
268.29112005233765	271.292249917984	277.2400300502777	295.68473982810974	high_cue	high_stim	4.0	0	2.75186562538147	0	1	1	1	0.0	0.0
301.887069940567	304.18793988227844	314.51697993278503	327.69676995277405	low_cue	med_stim	2.38446545600891	0	2.9733555316925	0	-1	0	-2	0.0	0.0
333.88242983818054	336.8835599422455	347.2502999305725	361.5928499698639	high_cue	med_stim	2.6531081199646	0	3.75159406661987	0	1	0	-2	0.0	0.0
372.48026990890503	375.4980700016022	381.4572899341583	394.68862986564636	low_cue	low_stim	2.37206673622131	0	2.56782245635986	0	-1	-1	1	0.0	0.0
