rating,rt
12.534130096435547,2.58456611633301
32.99176001548767,1.33971762657166
42.995490074157715,2.31787848472595
59.50163984298706,1.60141658782959
69.5053699016571,1.98971366882324
87.49540996551514,1.67385053634644
100.70034003257751,1.50071811676025
119.29059982299805,3.06797742843628
132.2954499721527,1.4070148468017598
156.80458998680115,1.20056438446045
174.89467000961304,2.68451428413391
191.70093989372253,3.0179269313812296
199.80395984649658,1.88463020324707
228.8981499671936,2.6345043182373
237.00116991996765,1.97395920753479
256.19165992736816,2.4845006465911896
264.8948998451233,1.86765718460083
285.80269980430603,3.9183063507080096
293.3055000305176,2.27039003372192
322.9999098777771,1.38410758972168
338.28893995285034,1.5340781211853
367.09968996047974,1.66865801811218
373.4020299911499,2.20223903656006
394.793349981308,1.55847716331482
