onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
4.78	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png	n/a	n/a	n/a
33.09	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png	n/a	n/a	n/a
61.08	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l039.png	n/a	n/a	n/a
86.48	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png	n/a	n/a	n/a
114.79	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h038.png	n/a	n/a	n/a
138.48	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png	n/a	n/a	n/a
163.49	0.98	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h005.png	n/a	n/a	n/a
209.39	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png	n/a	n/a	n/a
234.58	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png	n/a	n/a	n/a
270.98	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a
317.58	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png	n/a	n/a	n/a
358.08	1.0	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h030.png	n/a	n/a	n/a
7.2	2.0	expectrating	1	high_cue	n/a	32.28	Strong	32.28	Strong	0.33	1.67	h041.png	n/a	n/a	n/a
34.89	1.17	expectrating	2	low_cue	n/a	9.73	Weak	9.73	Weak	0.05	1.12	l036.png	n/a	n/a	n/a
63.19	1.93	expectrating	3	low_cue	n/a	10.5	Moderate	10.5	Moderate	0.05	1.88	l039.png	n/a	n/a	n/a
89.6	1.27	expectrating	4	low_cue	n/a	4.86	Weak	4.86	Weak	0.05	1.22	l054.png	n/a	n/a	n/a
117.19	2.64	expectrating	5	high_cue	n/a	61.26	Strong	61.26	Strong	1.08	1.56	h038.png	n/a	n/a	n/a
140.6	2.62	expectrating	6	high_cue	n/a	59.63	Strong	59.63	Strong	0.5	2.12	h026.png	n/a	n/a	n/a
165.59	2.59	expectrating	7	high_cue	n/a	37.19	Strong	37.19	Strong	0.38	2.2	h005.png	n/a	n/a	n/a
211.49	1.29	expectrating	8	high_cue	n/a	30.81	Strong	30.81	Strong	0.05	1.24	h014.png	n/a	n/a	n/a
237.68	2.38	expectrating	9	low_cue	n/a	21.18	Moderate	21.18	Moderate	0.18	2.19	l028.png	n/a	n/a	n/a
274.1	1.92	expectrating	10	low_cue	n/a	5.5	Weak	5.5	Weak	0.43	1.48	l043.png	n/a	n/a	n/a
319.98	1.83	expectrating	11	low_cue	n/a	4.17	Weak	4.17	Weak	0.05	1.78	l009.png	n/a	n/a	n/a
361.2	1.2	expectrating	12	high_cue	n/a	45.0	Strong	45.0	Strong	0.28	0.92	h030.png	n/a	n/a	n/a
17.8	6.99	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_50.jpg	same	same	True
46.2	6.99	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	1_50.jpg	same	same	True
71.79	7.0	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	7_100.jpg	same	diff	False
100.78	7.0	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	22_150_R.jpg	diff	diff	True
124.59	7.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_100_R.jpg	diff	diff	True
147.88	7.0	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	20_150.jpg	same	same	True
178.39	6.99	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	19_50_R.jpg	diff	diff	True
218.39	6.99	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_150.jpg	same	diff	False
252.49	7.0	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	19_50.jpg	same	same	True
285.38	7.0	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	1_100.jpg	same	same	True
327.38	7.0	stimulus	11	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	35_150.jpg	same	diff	False
377.49	7.0	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	20_100.jpg	same	same	True
27.19	3.02	outcomerating	1	high_cue	low_stim	19.89	Moderate	19.89	Moderate	0.9	2.12	task-cognitive_scale.png	n/a	n/a	n/a
56.08	2.58	outcomerating	2	low_cue	low_stim	5.55	Weak	5.55	Weak	0.6	1.98	task-cognitive_scale.png	n/a	n/a	n/a
81.39	1.4	outcomerating	3	low_cue	med_stim	3.07	Weak	3.07	Weak	0.43	0.97	task-cognitive_scale.png	n/a	n/a	n/a
110.09	2.59	outcomerating	4	low_cue	high_stim	2.1	Barely detectable	2.1	Barely detectable	0.6	1.99	task-cognitive_scale.png	n/a	n/a	n/a
133.9	3.02	outcomerating	5	high_cue	med_stim	4.84	Weak	4.84	Weak	0.87	2.15	task-cognitive_scale.png	n/a	n/a	n/a
157.59	3.69	outcomerating	6	high_cue	high_stim	48.48	Strong	48.48	Strong	0.82	2.87	task-cognitive_scale.png	n/a	n/a	n/a
197.59	1.89	outcomerating	7	high_cue	low_stim	4.61	Weak	4.61	Weak	0.45	1.44	task-cognitive_scale.png	n/a	n/a	n/a
229.7		outcomerating	8	high_cue	high_stim			26.04	Moderate	0.85	3.02	task-cognitive_scale.png	n/a	n/a	n/a
265.09	2.13	outcomerating	9	low_cue	low_stim	4.82	Weak	4.82	Weak	0.57	1.57	task-cognitive_scale.png	n/a	n/a	n/a
296.59	2.89	outcomerating	10	low_cue	med_stim	5.87	Weak	5.87	Weak	0.75	2.14	task-cognitive_scale.png	n/a	n/a	n/a
337.09	2.34	outcomerating	11	low_cue	high_stim	4.82	Weak	4.82	Weak	0.78	1.56	task-cognitive_scale.png	n/a	n/a	n/a
394.09	2.37	outcomerating	12	high_cue	med_stim	27.18	Moderate	27.18	Moderate	0.48	1.89	task-cognitive_scale.png	n/a	n/a	n/a
