rating,rt
7.720720052719116,4.0
27.894910097122192,4.0
35.69780993461609,4.0
55.40515995025635,4.0
73.3952100276947,4.0
93.30262994766235,4.0
103.50642991065979,4.0
124.69766998291016,4.0
137.50244998931885,4.0
159.7107298374176,4.0
172.3987898826599,4.0
190.905699968338,4.0
199.89237999916077,4.0
231.00397992134094,4.0
239.7072298526764,4.0
259.2978699207306,4.0
271.302339553833,4.0
295.69476985931396,4.0
304.1979398727417,4.0
327.70671010017395,4.0
336.8934700489044,4.0
361.60268998146057,4.0
375.50786995887756,4.0
394.6983599662781,4.0
