"subj","rand_intercept","social_cue","stim_con_linear","stim_con_quad","social_cue:stim_con_linear","social_cue:stim_con_quad","fix_intercept","fix_cue","fix_stimulus_linear","fix_stimulus_quad","fix_int_cue_stimlin","fix_int_cue_stimquad","task"
"60",-50.5052999486744,-3.94389644284709,-13.7751519618985,-2.60861505638747,-0.272332591340237,3.26383216409333,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"19",-45.6193044085214,-1.42649570321222,-6.08991848050802,-2.3031101418723,0.139964559190271,2.31595045934761,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"29",-45.4205858483366,-4.54194889934262,-14.5390260664549,-2.37533206082059,-0.429129711570244,3.11604441448881,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"85",-45.2064730734697,-2.87301647161673,-13.2788244146288,-2.3021252020977,-0.109240464122568,3.13500006505724,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"66",-44.5214881773798,-2.6317619701105,-10.7013142587028,-2.27245801032222,-0.0815770868338149,2.7776346360298,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"130",-43.8497209530401,-4.24547542773138,-7.71141104330619,-2.32320980150946,-0.421226458398958,2.13631321411785,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"55",-37.0140652322762,-1.67217030027346,-1.64029524020338,-1.9088634970863,-0.00571878430845111,1.3522901037681,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"81",-34.4558398532245,-2.5177950082545,5.98366703456992,-1.8596171544331,-0.235377618144252,0.0858257311704227,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"100",-33.3976924570705,-0.608615861764815,-0.523253495612801,-1.69021386415693,0.166855420726082,1.19558655342239,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"53",-32.556529644351,4.90985878983942,-5.72621413933039,-1.38839358371061,1.27439832021136,2.57048607878376,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"119",-30.5620259916357,-0.509221454097177,-6.06373536514949,-1.51306001321429,0.192440570355855,1.88488746010002,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"115",-30.188638880567,-0.371955159950742,-8.3300871169134,-1.4758403539098,0.228610007436551,2.20681789613875,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"84",-26.9267074743011,0.0941693327898937,-9.56109285901785,-1.28651799250307,0.299344817925773,2.31990327665687,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"97",-24.6305995565751,-2.15217880933198,-3.42702784983174,-1.30037946646918,-0.195744792666121,1.10123210573947,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"10",-24.6261450266508,2.89901396232705,5.80129698172693,-1.14163511285922,0.74847194015151,0.420663838164332,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"8",-24.347470762014,-3.02332624090832,-13.1441188244217,-1.26752821047781,-0.316832630439715,2.35052217995832,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
"52",-24.1694574956717,0.572238953693139,-16.2858033487679,-1.09076335841164,0.406582549247022,3.22469340053298,65.9777182045468,8.32695714926261,29.2255401316163,0.835315319465022,-0.434660239225198,-4.60983810419937,"pain"
