"subj","rand_intercept","social_cue","stim_con_linear","stim_con_quad","social_cue:stim_con_linear","social_cue:stim_con_quad","fix_intercept","fix_cue","fix_stimulus_linear","fix_stimulus_quad","fix_int_cue_stimlin","fix_int_cue_stimquad","task"
"16",-23.8643100001164,-4.65505943671387,-3.73807508449003,-2.50215682415452,0.680325877511875,3.79406026119109,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"68",-21.0552165770952,-3.88830138037052,-3.15041430701558,-2.10098073341524,0.726080476663247,3.34523528494673,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"120",-19.4354965960294,-3.6689638655626,-2.59352460865554,-2.02051908539958,0.70955902428446,2.82550933627211,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"82",-18.6138431302077,-3.65925134832974,-2.88397370207811,-1.81492606413135,0.542588445634882,3.06071689808533,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"133",-17.8736246127878,-4.92258680987833,-2.53882601459636,-2.00632079670627,0.0429567679513939,2.60031879314218,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"84",-16.9787267637169,-4.66960755829982,-2.81435984771281,-1.55430392980587,-0.0177748163256844,3.02598413854803,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"19",-15.9515055956672,0.0361878455858391,-3.88165014444757,-1.5728884631516,1.25988114689269,3.39551224567514,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"9",-14.310290117377,-0.581285343438905,-2.35075033555342,-1.77438094505644,1.14679141063199,2.04750428328068,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"53",-14.2577474787405,1.13211593733957,-2.71499163889795,-1.28397629120647,1.7179037622454,2.65229241007036,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"14",-14.1891861136281,-3.4839965042097,-1.86791229524181,-1.65994377977856,0.215268430059498,1.90435457907821,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"85",-13.1292645922789,-3.44937257131046,-2.52026895139565,-1.30388841087102,-0.0501930782484712,2.45745401889722,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"10",-12.857167305866,-0.8740546656023,-0.54645070808087,-1.42563893008564,1.30282286015492,1.03559364299148,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"29",-12.845619446964,-5.12731995502995,-2.10984407673913,-1.48227936740407,-0.614087393957712,2.0471339028377,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"117",-12.7063613347868,-0.918565258846366,-2.41600168998069,-1.2558498490438,0.827327128574785,2.31044390672798,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"59",-12.2401075639723,-3.82801617922615,-1.93789878048642,-1.28142065909066,-0.173561971616145,1.9954738880516,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
"107",-12.2261893262285,-2.96626050843662,-2.98383966173807,-1.60410555346223,-0.154577969186485,2.33063698737727,28.4155541146281,8.04177444743517,8.17402952014922,3.09156545428885,2.5811123583576,-1.60716573661888,"cognitive"
