onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
4.77	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png	n/a	n/a	n/a
33.07	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png	n/a	n/a	n/a
61.08	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l039.png	n/a	n/a	n/a
86.47	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png	n/a	n/a	n/a
114.78	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h038.png	n/a	n/a	n/a
138.47	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png	n/a	n/a	n/a
163.48	0.98	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h005.png	n/a	n/a	n/a
209.38	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png	n/a	n/a	n/a
234.58	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png	n/a	n/a	n/a
270.97	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a
317.57	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png	n/a	n/a	n/a
358.07	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h030.png	n/a	n/a	n/a
7.19	2.31	expectrating	1	high_cue	n/a	121.24	Strongest sensation of any kind	121.24	Strongest sensation of any kind	0.23	2.08	h041.png	n/a	n/a	n/a
34.89	3.65	expectrating	2	low_cue	n/a	22.42	Moderate	22.42	Moderate	0.4	3.25	l036.png	n/a	n/a	n/a
63.18	2.62	expectrating	3	low_cue	n/a	44.84	Strong	44.84	Strong	0.55	2.07	l039.png	n/a	n/a	n/a
89.57	2.33	expectrating	4	low_cue	n/a	10.9	Moderate	10.9	Moderate	0.65	1.68	l054.png	n/a	n/a	n/a
117.18	3.57	expectrating	5	high_cue	n/a	108.94	Strongest sensation of any kind	108.94	Strongest sensation of any kind	0.55	3.02	h038.png	n/a	n/a	n/a
140.58	1.78	expectrating	6	high_cue	n/a	95.17	Very Strong	95.17	Very Strong	0.2	1.58	h026.png	n/a	n/a	n/a
165.58	1.3	expectrating	7	high_cue	n/a	106.56	Strongest sensation of any kind	106.56	Strongest sensation of any kind	0.05	1.25	h005.png	n/a	n/a	n/a
211.49	1.78	expectrating	8	high_cue	n/a	123.69	Strongest sensation of any kind	123.69	Strongest sensation of any kind	0.5	1.28	h014.png	n/a	n/a	n/a
237.68	1.79	expectrating	9	low_cue	n/a	107.49	Strongest sensation of any kind	107.49	Strongest sensation of any kind	0.6	1.19	l028.png	n/a	n/a	n/a
274.08		expectrating	10	low_cue	n/a			30.42	Strong	1.93	3.92	l043.png	n/a	n/a	n/a
319.98		expectrating	11	low_cue	n/a			6.06	Weak	0.05	3.75	l009.png	n/a	n/a	n/a
361.17	2.18	expectrating	12	high_cue	n/a	93.92	Very Strong	93.92	Very Strong	0.05	2.13	h030.png	n/a	n/a	n/a
17.78	7.0	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_50.jpg	same	diff	False
46.17	7.0	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	1_50.jpg	same	same	True
71.78	7.0	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	7_100.jpg	same	same	True
100.78	7.0	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	22_150_R.jpg	diff	diff	True
124.59	7.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_100_R.jpg	diff	diff	True
147.88	7.0	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	20_150.jpg	same	diff	False
178.37	7.0	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	19_50_R.jpg	diff	diff	True
218.37	7.0	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_150.jpg	same	diff	False
252.48	6.99	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	19_50.jpg	same	same	True
285.38	7.0	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	1_100.jpg	same	diff	False
327.38	7.0	stimulus	11	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	35_150.jpg	same	diff	False
377.48	7.0	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	20_100.jpg	same	diff	False
27.18		outcomerating	1	high_cue	low_stim					3.97	0.02	task-cognitive_scale.png	n/a	n/a	n/a
56.08	2.11	outcomerating	2	low_cue	low_stim	4.86	Weak	4.86	Weak	0.63	1.47	task-cognitive_scale.png	n/a	n/a	n/a
81.39	1.28	outcomerating	3	low_cue	med_stim	125.62	Strongest sensation of any kind	125.62	Strongest sensation of any kind	0.42	0.87	task-cognitive_scale.png	n/a	n/a	n/a
110.08	2.52	outcomerating	4	low_cue	high_stim	12.26	Moderate	12.26	Moderate	1.47	1.05	task-cognitive_scale.png	n/a	n/a	n/a
133.89	1.82	outcomerating	5	high_cue	med_stim	130.53	Strongest sensation of any kind	130.53	Strongest sensation of any kind	0.63	1.18	task-cognitive_scale.png	n/a	n/a	n/a
157.58		outcomerating	6	high_cue	high_stim			109.17	Strongest sensation of any kind	3.18	0.78	task-cognitive_scale.png	n/a	n/a	n/a
197.58		outcomerating	7	high_cue	low_stim			138.58	Strongest sensation of any kind	0.73	2.5	task-cognitive_scale.png	n/a	n/a	n/a
229.68	3.03	outcomerating	8	high_cue	high_stim	154.94	Strongest sensation of any kind	154.94	Strongest sensation of any kind	0.75	2.28	task-cognitive_scale.png	n/a	n/a	n/a
265.07		outcomerating	9	low_cue	low_stim			46.23	Strong	0.78	3.08	task-cognitive_scale.png	n/a	n/a	n/a
296.58	2.6	outcomerating	10	low_cue	med_stim	155.31	Strongest sensation of any kind	155.31	Strongest sensation of any kind	0.53	2.07	task-cognitive_scale.png	n/a	n/a	n/a
337.08		outcomerating	11	low_cue	high_stim			141.02	Strongest sensation of any kind	0.27	1.75	task-cognitive_scale.png	n/a	n/a	n/a
394.09		outcomerating	12	high_cue	med_stim			110.64	Strongest sensation of any kind	2.15	1.67	task-cognitive_scale.png	n/a	n/a	n/a
