rating,rt
14.803419828414917,1.45074057579041
36.89498996734619,1.1339683532714802
44.19771981239319,1.23526620864868
67.48973989486694,1.82191824913025
77.39342999458313,1.57763671875
96.58392000198364,1.5174467563629197
113.29014992713928,1.13393640518188
133.19756984710693,1.2197573184967
143.08458995819092,1.53960537910461
165.69302010536194,1.3673331737518302
183.69973993301392,2.06933522224426
210.39303016662598,2.2738790512085
218.69612002372742,1.38406085968018
244.48908019065857,1.3889839649200402
253.09227991104126,2.05094647407532
282.6866500377655,1.217289686203
289.48919010162354,1.9190270900726296
308.19616961479187,1.3857185840606698
320.5841200351715,1.80628085136414
337.4904201030731,2.1587176322937
345.693480014801,1.5173544883728
366.6846499443054,2.07180666923523
376.68836998939514,1.80092763900757
394.79513001441956,1.35060000419617
