"subj","rand_intercept","fix_intercept","fix_cue","stim_con_linear","stim_con_quad","cue_factorlow_cue:stim_con_linear","cue_factorlow_cue:stim_con_quad","task"
"56",-1.29014001324025,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"69",-1.11005325925336,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"90",-1.06575248281354,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"43",-0.814027455393409,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"46",-0.677450220424717,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"47",-0.613506211603694,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"39",-0.569238586240716,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"17",-0.561370238365877,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"106",-0.519423866757195,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"83",-0.512039922084966,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"62",-0.509391893236934,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"55",-0.504509086921131,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"18",-0.489682024412636,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"79",-0.485389316447605,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"19",-0.349006390686278,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"51",-0.311231162784941,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"53",-0.306459889138638,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"29",-0.286853062432568,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"65",-0.280215887762518,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"16",-0.276158974640708,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"36",-0.252107409343334,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"58",-0.251971379468104,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"37",-0.242159289641632,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"20",-0.240814429785513,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"84",-0.201423284560661,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"33",-0.200420486455039,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"30",-0.194827248978535,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"70",-0.161096654074714,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"15",-0.147376311558452,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"76",-0.109515611525101,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"25",-0.0865221569828713,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"14",-0.05682848791785,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"57",-0.053828876793272,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"40",-0.0513550199634992,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"21",-0.0463604667225358,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"78",-0.0447411059934693,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"89",-0.0300099908621024,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"23",-0.0120821574927233,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"88",0.0178465656180963,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"94",0.0180247295215864,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"87",0.0292571412811861,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"92",0.0541327061448109,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"60",0.0549515872221803,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"66",0.055472684286489,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"52",0.0819574983627649,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"82",0.106144326786948,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"24",0.12345288387653,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"64",0.141521348844943,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"50",0.178342774321613,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"85",0.194388840180034,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"101",0.194552402067601,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"35",0.206486914852151,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"95",0.212210739645413,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"44",0.222913601812164,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"77",0.225570432787897,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"102",0.234945696642061,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"31",0.252568575771174,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"59",0.272130127940192,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"100",0.305650794953744,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"74",0.312365196815492,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"73",0.316634645899113,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"41",0.322381867609217,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"97",0.327454316039118,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"103",0.335421290799246,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"104",0.349201147642063,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"81",0.350609987395259,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"34",0.366199356277247,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"68",0.373527651083449,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"13",0.389192923382232,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"93",0.411758911451612,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"32",0.412660746972804,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"86",0.436181121115162,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"80",0.444792910952724,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"26",0.474566680046281,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"28",0.490356302552459,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"61",0.518045721789245,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"91",0.520002124582149,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"98",0.544472567325523,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"71",0.553443867919408,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"75",0.577025265121957,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"38",0.583121645828698,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"99",0.619356353774127,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
"105",0.704045337462153,3.15954819107525,-0.00973133234299952,0.177998656468222,0.0478317362198283,0.121332783957943,-0.0240154126956402,"cognitive"
