onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
4.99	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l049.png
37.39	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h045.png
70.68	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l034.png
100.2	0.98	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png
132.59	0.99	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png
165.29	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png
199.38	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l007.png
236.4	0.98	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png
266.49	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png
304.49	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
335.88	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png
371.2	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png
7.61	3.59	expectrating	1	low_cue	n/a	46.97	Strong	46.97	Strong	0.68	2.91	l049.png
39.69		expectrating	2	high_cue	n/a			47.98	Strong	2.2	3.87	h045.png
72.99	2.73	expectrating	3	low_cue	n/a	54.14	Strong	54.14	Strong	1.17	1.57	l034.png
102.8	3.4	expectrating	4	high_cue	n/a	56.5	Strong	56.5	Strong	1.28	2.12	h047.png
135.19	2.97	expectrating	5	low_cue	n/a	52.49	Strong	52.49	Strong	1.02	1.96	l022.png
167.59	3.58	expectrating	6	high_cue	n/a	71.13	Very Strong	71.13	Very Strong	0.87	2.72	h040.png
201.8	3.8	expectrating	7	low_cue	n/a	49.27	Strong	49.27	Strong	0.9	2.9	l007.png
239.1		expectrating	8	low_cue	n/a			54.87	Strong	2.38	3.98	l001.png
269.69	3.01	expectrating	9	high_cue	n/a	55.79	Strong	55.79	Strong	0.95	2.06	h042.png
307.39	3.03	expectrating	10	high_cue	n/a	61.89	Strong	61.89	Strong	1.03	1.99	h024.png
338.3	2.8	expectrating	11	high_cue	n/a	51.05	Strong	51.05	Strong	0.92	1.88	h046.png
373.1	3.37	expectrating	12	low_cue	n/a	52.99	Strong	52.99	Strong	0.83	2.54	l043.png
18.78	7.0	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aiaff_H.mp4
51.98	7.02	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeunaff_M.mp4
79.88	7.01	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1aaunaff_L.mp4
110.18	7.0	stimulus	4	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1afunaff_L.mp4
147.48	7.0	stimulus	5	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t2aaaff_M.mp4
179.78	7.01	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aaunaff_H.mp4
214.08	7.01	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aaunaff_L.mp4
247.38	7.01	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aiaff_H.mp4
280.18	7.0	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aaaff_H.mp4
319.58	7.02	stimulus	10	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t2aaunaff_M.mp4
346.58	7.01	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t2aeunaff_L.mp4
385.18	7.01	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aeunaff_M.mp4
28.8		outcomerating	1	low_cue	high_stim			60.65	Strong	0.62	2.82	task-vicarious_scale.png
65.5	2.78	outcomerating	2	high_cue	med_stim	31.93	Strong	31.93	Strong	0.93	1.85	task-vicarious_scale.png
88.29	3.44	outcomerating	3	low_cue	low_stim	42.29	Strong	42.29	Strong	0.8	2.64	task-vicarious_scale.png
123.7		outcomerating	4	high_cue	low_stim			38.44	Strong	0.88	2.03	task-vicarious_scale.png
156.4		outcomerating	5	low_cue	med_stim			110.89	Strongest sensation of any kind	0.9	2.88	task-vicarious_scale.png
190.6	3.04	outcomerating	6	high_cue	high_stim	23.89	Moderate	23.89	Moderate	0.63	2.4	task-vicarious_scale.png
230.99	3.44	outcomerating	7	low_cue	low_stim	21.84	Moderate	21.84	Moderate	1.12	2.32	task-vicarious_scale.png
261.21		outcomerating	8	low_cue	high_stim			51.7	Strong	0.3	3.25	task-vicarious_scale.png
290.7		outcomerating	9	high_cue	high_stim			77.42	Very Strong	0.62	1.68	task-vicarious_scale.png
329.7		outcomerating	10	high_cue	med_stim			42.61	Strong	3.0	0.98	task-vicarious_scale.png
358.29	3.09	outcomerating	11	high_cue	low_stim	40.78	Strong	40.78	Strong	0.58	2.51	task-vicarious_scale.png
394.91		outcomerating	12	low_cue	med_stim			17.27	Moderate	0.53	2.8	task-vicarious_scale.png
