sub,ses,run,run_type,meta,experiment_dur
sub-0020,ses-03,5,run-05-pain,sub-0020_ses-03_run-05-pain,398.83056139946
sub-0020,ses-03,2,run-02-pain,sub-0020_ses-03_run-02-pain,398.834356069565
sub-0020,ses-03,6,run-06-cognitive,sub-0020_ses-03_run-06-cognitive,398.824466943741
sub-0020,ses-03,3,run-03-vicarious,sub-0020_ses-03_run-03-vicarious,399.028042793274
sub-0020,ses-03,1,run-01-cognitive,sub-0020_ses-03_run-01-cognitive,398.835960149765
sub-0020,ses-03,4,run-04-vicarious,sub-0020_ses-03_run-04-vicarious,398.944580078125
sub-0020,ses-04,2,run-02-vicarious,sub-0020_ses-04_run-02-vicarious,398.5565159320829
sub-0020,ses-04,5,run-05-cognitive,sub-0020_ses-04_run-05-cognitive,398.836121082306
sub-0020,ses-04,1,run-01-cognitive,sub-0020_ses-04_run-01-cognitive,398.4343085289
sub-0020,ses-04,4,run-04-vicarious,sub-0020_ses-04_run-04-vicarious,398.53168702125504
sub-0020,ses-04,3,run-03-pain,sub-0020_ses-04_run-03-pain,398.81347131729103
sub-0021,ses-03,6,run-06-cognitive,sub-0021_ses-03_run-06-cognitive,398.832574129105
sub-0021,ses-03,3,run-03-vicarious,sub-0021_ses-03_run-03-vicarious,399.057409524918
sub-0021,ses-03,1,run-01-cognitive,sub-0021_ses-03_run-01-cognitive,398.823161363602
sub-0021,ses-03,4,run-04-vicarious,sub-0021_ses-03_run-04-vicarious,398.530966043472
sub-0021,ses-03,2,run-02-pain,sub-0021_ses-03_run-02-pain,398.822640419006
sub-0021,ses-03,5,run-05-pain,sub-0021_ses-03_run-05-pain,398.826693058014
sub-0021,ses-04,3,run-03-pain,sub-0021_ses-04_run-03-pain,399.038414001465
sub-0021,ses-04,6,run-06-pain,sub-0021_ses-04_run-06-pain,398.834106445312
sub-0021,ses-04,2,run-02-vicarious,sub-0021_ses-04_run-02-vicarious,398.54163312912
sub-0021,ses-04,1,run-01-cognitive,sub-0021_ses-04_run-01-cognitive,398.4455463886261
sub-0021,ses-04,4,run-04-vicarious,sub-0021_ses-04_run-04-vicarious,398.54562377929705
sub-0021,ses-04,5,run-05-cognitive,sub-0021_ses-04_run-05-cognitive,398.818576335907
sub-0023,ses-01,1,run-01-pain,sub-0023_ses-01_run-01-pain,398.12742972374
sub-0023,ses-01,6,run-06-pain,sub-0023_ses-01_run-06-pain,398.850692272186
sub-0023,ses-01,2,run-02-vicarious,sub-0023_ses-01_run-02-vicarious,398.821082830429
sub-0023,ses-01,3,run-03-cognitive,sub-0023_ses-01_run-03-cognitive,399.10941314697305
sub-0023,ses-01,5,run-05-vicarious,sub-0023_ses-01_run-05-vicarious,398.843244314194
sub-0023,ses-01,4,run-04-cognitive,sub-0023_ses-01_run-04-cognitive,399.028017997742
sub-0023,ses-03,1,run-01-vicarious,sub-0023_ses-03_run-01-vicarious,398.429859161377
sub-0023,ses-03,5,run-05-cognitive,sub-0023_ses-03_run-05-cognitive,399.2096357345581
sub-0023,ses-03,4,run-04-pain,sub-0023_ses-03_run-04-pain,398.807271242142
sub-0023,ses-03,3,run-03-pain,sub-0023_ses-03_run-03-pain,399.017282009125
sub-0023,ses-03,6,run-06-vicarious,sub-0023_ses-03_run-06-vicarious,398.630075454712
sub-0023,ses-03,2,run-02-cognitive,sub-0023_ses-03_run-02-cognitive,398.7109229564669
sub-0023,ses-04,1,run-01-cognitive,sub-0023_ses-04_run-01-cognitive,398.84022307395895
sub-0023,ses-04,4,run-04-vicarious,sub-0023_ses-04_run-04-vicarious,398.929169654846
sub-0023,ses-04,6,run-06-cognitive,sub-0023_ses-04_run-06-cognitive,398.605930089951
sub-0023,ses-04,3,run-03-vicarious,sub-0023_ses-04_run-03-vicarious,398.639071941376
sub-0023,ses-04,5,run-05-pain,sub-0023_ses-04_run-05-pain,399.017217159271
sub-0024,ses-01,5,run-05-vicarious,sub-0024_ses-01_run-05-vicarious,399.0288002491
sub-0024,ses-01,1,run-01-vicarious,sub-0024_ses-01_run-01-vicarious,399.038023471832
sub-0024,ses-01,2,run-02-pain,sub-0024_ses-01_run-02-pain,398.740056037903
sub-0024,ses-01,6,run-06-cognitive,sub-0024_ses-01_run-06-cognitive,398.11954522132896
sub-0024,ses-01,3,run-03-cognitive,sub-0024_ses-01_run-03-cognitive,398.516570091248
sub-0024,ses-03,2,run-02-vicarious,sub-0024_ses-03_run-02-vicarious,398.836757898331
sub-0024,ses-03,4,run-04-vicarious,sub-0024_ses-03_run-04-vicarious,398.934105873108
sub-0024,ses-03,1,run-01-cognitive,sub-0024_ses-03_run-01-cognitive,399.012889623642
sub-0024,ses-03,3,run-03-pain,sub-0024_ses-03_run-03-pain,398.81144380569503
sub-0024,ses-04,3,run-03-vicarious,sub-0024_ses-04_run-03-vicarious,398.8565535545349
sub-0024,ses-04,6,run-06-vicarious,sub-0024_ses-04_run-06-vicarious,398.846101999283
sub-0024,ses-04,2,run-02-cognitive,sub-0024_ses-04_run-02-cognitive,398.639542818069
sub-0024,ses-04,4,run-04-cognitive,sub-0024_ses-04_run-04-cognitive,398.83036398887606
sub-0025,ses-01,1,run-01-pain,sub-0025_ses-01_run-01-pain,398.8121907711029
sub-0025,ses-01,4,run-04-cognitive,sub-0025_ses-01_run-04-cognitive,398.81321740150497
sub-0025,ses-01,5,run-05-pain,sub-0025_ses-01_run-05-pain,399.335611820221
sub-0025,ses-01,6,run-06-vicarious,sub-0025_ses-01_run-06-vicarious,399.347167491913
sub-0025,ses-01,3,run-03-vicarious,sub-0025_ses-01_run-03-vicarious,399.10980701446505
sub-0025,ses-01,2,run-02-cognitive,sub-0025_ses-01_run-02-cognitive,399.0574676990509
sub-0025,ses-03,4,run-04-pain,sub-0025_ses-03_run-04-pain,398.893810033798
sub-0025,ses-03,3,run-03-pain,sub-0025_ses-03_run-03-pain,398.82853221893305
sub-0025,ses-03,2,run-02-cognitive,sub-0025_ses-03_run-02-cognitive,398.129069805145
sub-0025,ses-03,6,run-06-vicarious,sub-0025_ses-03_run-06-vicarious,398.113888025284
sub-0025,ses-03,5,run-05-cognitive,sub-0025_ses-03_run-05-cognitive,398.857913017273
sub-0025,ses-03,1,run-01-vicarious,sub-0025_ses-03_run-01-vicarious,398.130542039871
sub-0025,ses-04,2,run-02-vicarious,sub-0025_ses-04_run-02-vicarious,398.851517915726
sub-0025,ses-04,6,run-06-pain,sub-0025_ses-04_run-06-pain,398.432994127274
sub-0025,ses-04,5,run-05-cognitive,sub-0025_ses-04_run-05-cognitive,398.8176717758181
sub-0025,ses-04,4,run-04-vicarious,sub-0025_ses-04_run-04-vicarious,398.119478464127
sub-0025,ses-04,1,run-01-cognitive,sub-0025_ses-04_run-01-cognitive,398.814793348312
sub-0025,ses-04,3,run-03-pain,sub-0025_ses-04_run-03-pain,399.467835187912
sub-0026,ses-01,4,run-04-pain,sub-0026_ses-01_run-04-pain,399.141300916672
sub-0026,ses-01,3,run-03-cognitive,sub-0026_ses-01_run-03-cognitive,398.53136491775496
sub-0026,ses-01,6,run-06-cognitive,sub-0026_ses-01_run-06-cognitive,398.137925386429
sub-0026,ses-01,5,run-05-vicarious,sub-0026_ses-01_run-05-vicarious,398.738129138947
sub-0026,ses-01,1,run-01-vicarious,sub-0026_ses-01_run-01-vicarious,399.033230066299
sub-0026,ses-03,4,run-04-vicarious,sub-0026_ses-03_run-04-vicarious,398.834946632385
sub-0026,ses-03,1,run-01-cognitive,sub-0026_ses-03_run-01-cognitive,398.734360933304
sub-0026,ses-03,5,run-05-pain,sub-0026_ses-03_run-05-pain,399.333268165588
sub-0026,ses-03,2,run-02-pain,sub-0026_ses-03_run-02-pain,398.8533623218541
sub-0026,ses-03,3,run-03-vicarious,sub-0026_ses-03_run-03-vicarious,398.917634487152
sub-0026,ses-03,6,run-06-cognitive,sub-0026_ses-03_run-06-cognitive,399.0403475761409
sub-0026,ses-04,4,run-04-cognitive,sub-0026_ses-04_run-04-cognitive,398.830144643784
sub-0026,ses-04,5,run-05-vicarious,sub-0026_ses-04_run-05-vicarious,399.242699146271
sub-0026,ses-04,3,run-03-cognitive,sub-0026_ses-04_run-03-cognitive,398.618636608124
sub-0026,ses-04,6,run-06-pain,sub-0026_ses-04_run-06-pain,399.025429964066
sub-0026,ses-04,1,run-01-pain,sub-0026_ses-04_run-01-pain,398.639465808868
sub-0026,ses-04,2,run-02-vicarious,sub-0026_ses-04_run-02-vicarious,398.826020956039
sub-0028,ses-01,2,run-02-cognitive,sub-0028_ses-01_run-02-cognitive,399.0124335289
sub-0028,ses-01,3,run-03-pain,sub-0028_ses-01_run-03-pain,399.315317630768
sub-0028,ses-01,4,run-04-pain,sub-0028_ses-01_run-04-pain,398.818757295609
sub-0028,ses-01,6,run-06-vicarious,sub-0028_ses-01_run-06-vicarious,399.109847784042
sub-0028,ses-01,5,run-05-cognitive,sub-0028_ses-01_run-05-cognitive,399.11740231514
sub-0028,ses-01,1,run-01-vicarious,sub-0028_ses-01_run-01-vicarious,399.32671046257
sub-0029,ses-01,3,run-03-cognitive,sub-0029_ses-01_run-03-cognitive,398.8101651668551
sub-0029,ses-01,6,run-06-cognitive,sub-0029_ses-01_run-06-cognitive,398.525592327118
sub-0029,ses-01,1,run-01-vicarious,sub-0029_ses-01_run-01-vicarious,398.8436937332151
sub-0029,ses-01,4,run-04-pain,sub-0029_ses-01_run-04-pain,398.116989135742
sub-0029,ses-01,5,run-05-vicarious,sub-0029_ses-01_run-05-vicarious,398.819499731064
sub-0029,ses-01,2,run-02-pain,sub-0029_ses-01_run-02-pain,398.83011531829806
sub-0029,ses-03,5,run-05-vicarious,sub-0029_ses-03_run-05-vicarious,398.621520042419
sub-0029,ses-03,4,run-04-cognitive,sub-0029_ses-03_run-04-cognitive,398.117100000381
sub-0029,ses-03,2,run-02-vicarious,sub-0029_ses-03_run-02-vicarious,398.425681114197
sub-0029,ses-03,3,run-03-cognitive,sub-0029_ses-03_run-03-cognitive,398.83920955658
sub-0029,ses-03,1,run-01-pain,sub-0029_ses-03_run-01-pain,399.540166854858
sub-0029,ses-03,6,run-06-pain,sub-0029_ses-03_run-06-pain,398.808562517166
sub-0029,ses-04,1,run-01-pain,sub-0029_ses-04_run-01-pain,398.787108659744
sub-0029,ses-04,4,run-04-cognitive,sub-0029_ses-04_run-04-cognitive,398.814131498337
sub-0029,ses-04,2,run-02-cognitive,sub-0029_ses-04_run-02-cognitive,398.820767402649
sub-0029,ses-04,6,run-06-vicarious,sub-0029_ses-04_run-06-vicarious,398.65281701088
sub-0029,ses-04,3,run-03-vicarious,sub-0029_ses-04_run-03-vicarious,398.938334703445
sub-0029,ses-04,5,run-05-pain,sub-0029_ses-04_run-05-pain,398.929425239563
sub-0030,ses-01,2,run-02-vicarious,sub-0030_ses-01_run-02-vicarious,399.008631467819
sub-0030,ses-01,5,run-05-cognitive,sub-0030_ses-01_run-05-cognitive,399.0283989906311
sub-0030,ses-01,6,run-06-pain,sub-0030_ses-01_run-06-pain,398.1092841625209
sub-0030,ses-01,4,run-04-vicarious,sub-0030_ses-01_run-04-vicarious,399.458001852036
sub-0030,ses-01,1,run-01-cognitive,sub-0030_ses-01_run-01-cognitive,399.134528636932
sub-0030,ses-01,3,run-03-pain,sub-0030_ses-01_run-03-pain,398.711548566818
sub-0031,ses-01,5,run-05-pain,sub-0031_ses-01_run-05-pain,398.120938777924
sub-0031,ses-01,2,run-02-pain,sub-0031_ses-01_run-02-pain,398.708054065704
sub-0031,ses-01,3,run-03-vicarious,sub-0031_ses-01_run-03-vicarious,399.047350645065
sub-0031,ses-01,6,run-06-cognitive,sub-0031_ses-01_run-06-cognitive,399.320687770844
sub-0031,ses-01,4,run-04-vicarious,sub-0031_ses-01_run-04-vicarious,399.03115940094
sub-0031,ses-01,1,run-01-cognitive,sub-0031_ses-01_run-01-cognitive,399.039697647095
sub-0031,ses-03,5,run-05-vicarious,sub-0031_ses-03_run-05-vicarious,398.81835436821
sub-0031,ses-03,1,run-01-vicarious,sub-0031_ses-03_run-01-vicarious,398.823137521744
sub-0031,ses-03,3,run-03-cognitive,sub-0031_ses-03_run-03-cognitive,398.828692436218
sub-0031,ses-03,6,run-06-cognitive,sub-0031_ses-03_run-06-cognitive,398.829887151718
sub-0031,ses-03,4,run-04-pain,sub-0031_ses-03_run-04-pain,399.013108253479
sub-0031,ses-03,2,run-02-pain,sub-0031_ses-03_run-02-pain,398.828462362289
sub-0031,ses-04,5,run-05-vicarious,sub-0031_ses-04_run-05-vicarious,398.812662601471
sub-0031,ses-04,4,run-04-cognitive,sub-0031_ses-04_run-04-cognitive,398.819356918335
sub-0031,ses-04,2,run-02-vicarious,sub-0031_ses-04_run-02-vicarious,398.821345090866
sub-0031,ses-04,3,run-03-cognitive,sub-0031_ses-04_run-03-cognitive,398.416810750961
sub-0031,ses-04,6,run-06-pain,sub-0031_ses-04_run-06-pain,398.504481315613
sub-0031,ses-04,1,run-01-pain,sub-0031_ses-04_run-01-pain,398.642933130264
sub-0032,ses-01,3,run-03-pain,sub-0032_ses-01_run-03-pain,398.71338558197
sub-0032,ses-01,6,run-06-pain,sub-0032_ses-01_run-06-pain,399.140449285507
sub-0032,ses-01,5,run-05-cognitive,sub-0032_ses-01_run-05-cognitive,398.5386521816249
sub-0032,ses-01,4,run-04-vicarious,sub-0032_ses-01_run-04-vicarious,398.751342058182
sub-0032,ses-01,1,run-01-cognitive,sub-0032_ses-01_run-01-cognitive,398.141061067581
sub-0032,ses-01,2,run-02-vicarious,sub-0032_ses-01_run-02-vicarious,398.743916034698
sub-0032,ses-03,6,run-06-vicarious,sub-0032_ses-03_run-06-vicarious,398.832975625992
sub-0032,ses-03,3,run-03-vicarious,sub-0032_ses-03_run-03-vicarious,398.830881118774
sub-0032,ses-03,2,run-02-cognitive,sub-0032_ses-03_run-02-cognitive,399.005120992661
sub-0032,ses-03,1,run-01-pain,sub-0032_ses-03_run-01-pain,398.815940856934
sub-0032,ses-03,4,run-04-cognitive,sub-0032_ses-03_run-04-cognitive,398.733958482742
sub-0032,ses-03,5,run-05-pain,sub-0032_ses-03_run-05-pain,399.2192628383641
sub-0032,ses-04,6,run-06-vicarious,sub-0032_ses-04_run-06-vicarious,399.228823661804
sub-0032,ses-04,2,run-02-cognitive,sub-0032_ses-04_run-02-cognitive,398.822578668594
sub-0032,ses-04,1,run-01-vicarious,sub-0032_ses-04_run-01-vicarious,398.853637933731
sub-0032,ses-04,5,run-05-cognitive,sub-0032_ses-04_run-05-cognitive,398.623543739319
sub-0032,ses-04,4,run-04-pain,sub-0032_ses-04_run-04-pain,399.026469707489
sub-0032,ses-04,3,run-03-pain,sub-0032_ses-04_run-03-pain,398.61218309402494
sub-0033,ses-01,4,run-04-vicarious,sub-0033_ses-01_run-04-vicarious,398.818547010422
sub-0033,ses-01,1,run-01-cognitive,sub-0033_ses-01_run-01-cognitive,398.512921571732
sub-0033,ses-01,5,run-05-cognitive,sub-0033_ses-01_run-05-cognitive,398.83176612854
sub-0033,ses-01,2,run-02-vicarious,sub-0033_ses-01_run-02-vicarious,398.8388636112209
sub-0033,ses-01,6,run-06-pain,sub-0033_ses-01_run-06-pain,398.1360726356511
sub-0033,ses-01,3,run-03-pain,sub-0033_ses-01_run-03-pain,398.828096866608
sub-0033,ses-03,2,run-02-vicarious,sub-0033_ses-03_run-02-vicarious,398.412840127945
sub-0033,ses-03,3,run-03-cognitive,sub-0033_ses-03_run-03-cognitive,398.818999290466
sub-0033,ses-03,6,run-06-pain,sub-0033_ses-03_run-06-pain,398.8052446842189
sub-0033,ses-03,1,run-01-pain,sub-0033_ses-03_run-01-pain,399.034999132156
sub-0033,ses-03,5,run-05-vicarious,sub-0033_ses-03_run-05-vicarious,398.60730028152494
sub-0033,ses-03,4,run-04-cognitive,sub-0033_ses-03_run-04-cognitive,398.120483160019
sub-0033,ses-04,5,run-05-pain,sub-0033_ses-04_run-05-pain,398.913392782211
sub-0033,ses-04,2,run-02-pain,sub-0033_ses-04_run-02-pain,398.516523838043
sub-0033,ses-04,3,run-03-vicarious,sub-0033_ses-04_run-03-vicarious,398.632816791534
sub-0033,ses-04,6,run-06-cognitive,sub-0033_ses-04_run-06-cognitive,398.826156377792
sub-0033,ses-04,4,run-04-vicarious,sub-0033_ses-04_run-04-vicarious,398.918644666672
sub-0033,ses-04,1,run-01-cognitive,sub-0033_ses-04_run-01-cognitive,398.820529937744
sub-0034,ses-01,4,run-04-pain,sub-0034_ses-01_run-04-pain,398.118953227997
sub-0034,ses-01,3,run-03-pain,sub-0034_ses-01_run-03-pain,398.528148412704
sub-0034,ses-01,6,run-06-vicarious,sub-0034_ses-01_run-06-vicarious,399.0184555053711
sub-0034,ses-01,2,run-02-cognitive,sub-0034_ses-01_run-02-cognitive,399.024500370026
sub-0034,ses-01,1,run-01-vicarious,sub-0034_ses-01_run-01-vicarious,398.815011262894
sub-0034,ses-01,5,run-05-cognitive,sub-0034_ses-01_run-05-cognitive,399.320913791656
sub-0034,ses-03,1,run-01-pain,sub-0034_ses-03_run-01-pain,398.8291282653809
sub-0034,ses-03,4,run-04-cognitive,sub-0034_ses-03_run-04-cognitive,398.826742887497
sub-0034,ses-03,2,run-02-cognitive,sub-0034_ses-03_run-02-cognitive,398.80566930770897
sub-0034,ses-03,3,run-03-vicarious,sub-0034_ses-03_run-03-vicarious,398.529769897461
sub-0034,ses-03,6,run-06-vicarious,sub-0034_ses-03_run-06-vicarious,399.025807619095
sub-0034,ses-03,5,run-05-pain,sub-0034_ses-03_run-05-pain,398.833688735962
sub-0034,ses-04,5,run-05-vicarious,sub-0034_ses-04_run-05-vicarious,398.532180070877
sub-0034,ses-04,1,run-01-vicarious,sub-0034_ses-04_run-01-vicarious,398.541026830673
sub-0034,ses-04,4,run-04-pain,sub-0034_ses-04_run-04-pain,398.8216066360469
sub-0034,ses-04,6,run-06-cognitive,sub-0034_ses-04_run-06-cognitive,398.419881820679
sub-0034,ses-04,2,run-02-pain,sub-0034_ses-04_run-02-pain,398.834468364716
sub-0034,ses-04,3,run-03-cognitive,sub-0034_ses-04_run-03-cognitive,398.821518659592
sub-0035,ses-01,2,run-02-cognitive,sub-0035_ses-01_run-02-cognitive,398.13463640213
sub-0035,ses-01,6,run-06-vicarious,sub-0035_ses-01_run-06-vicarious,399.322510957718
sub-0035,ses-01,3,run-03-vicarious,sub-0035_ses-01_run-03-vicarious,399.118904590607
sub-0035,ses-01,1,run-01-pain,sub-0035_ses-01_run-01-pain,398.827629327774
sub-0035,ses-01,4,run-04-cognitive,sub-0035_ses-01_run-04-cognitive,398.538175821304
sub-0035,ses-01,5,run-05-pain,sub-0035_ses-01_run-05-pain,399.33384561538696
sub-0035,ses-03,1,run-01-cognitive,sub-0035_ses-03_run-01-cognitive,398.743718624115
sub-0035,ses-03,4,run-04-vicarious,sub-0035_ses-03_run-04-vicarious,398.142409563065
sub-0035,ses-03,6,run-06-cognitive,sub-0035_ses-03_run-06-cognitive,399.264028072357
sub-0035,ses-03,3,run-03-vicarious,sub-0035_ses-03_run-03-vicarious,398.12517213821405
sub-0035,ses-04,6,run-06-pain,sub-0035_ses-04_run-06-pain,399.278385162354
sub-0035,ses-04,1,run-01-pain,sub-0035_ses-04_run-01-pain,398.439744472504
sub-0035,ses-04,4,run-04-cognitive,sub-0035_ses-04_run-04-cognitive,398.830540657043
sub-0035,ses-04,5,run-05-vicarious,sub-0035_ses-04_run-05-vicarious,398.823665857315
sub-0035,ses-04,3,run-03-cognitive,sub-0035_ses-04_run-03-cognitive,398.610014200211
sub-0035,ses-04,2,run-02-vicarious,sub-0035_ses-04_run-02-vicarious,398.133434295654
sub-0036,ses-01,1,run-01-vicarious,sub-0036_ses-01_run-01-vicarious,399.051688671112
sub-0036,ses-01,5,run-05-vicarious,sub-0036_ses-01_run-05-vicarious,398.81531047821
sub-0036,ses-01,3,run-03-cognitive,sub-0036_ses-01_run-03-cognitive,399.009734392166
sub-0036,ses-01,6,run-06-cognitive,sub-0036_ses-01_run-06-cognitive,399.106151342392
sub-0036,ses-01,2,run-02-pain,sub-0036_ses-01_run-02-pain,398.113123655319
sub-0036,ses-01,4,run-04-pain,sub-0036_ses-01_run-04-pain,398.5304825305941
sub-0036,ses-03,3,run-03-pain,sub-0036_ses-03_run-03-pain,398.848351716995
sub-0036,ses-03,2,run-02-vicarious,sub-0036_ses-03_run-02-vicarious,398.516170501709
sub-0036,ses-03,5,run-05-cognitive,sub-0036_ses-03_run-05-cognitive,398.71484494209295
sub-0036,ses-03,1,run-01-cognitive,sub-0036_ses-03_run-01-cognitive,399.212581634521
sub-0036,ses-03,6,run-06-pain,sub-0036_ses-03_run-06-pain,398.812059640884
sub-0036,ses-03,4,run-04-vicarious,sub-0036_ses-03_run-04-vicarious,399.00985074043297
sub-0036,ses-04,2,run-02-cognitive,sub-0036_ses-04_run-02-cognitive,398.818091869354
sub-0036,ses-04,4,run-04-pain,sub-0036_ses-04_run-04-pain,398.821260929108
sub-0036,ses-04,3,run-03-pain,sub-0036_ses-04_run-03-pain,398.837436914444
sub-0036,ses-04,6,run-06-vicarious,sub-0036_ses-04_run-06-vicarious,398.505553007126
sub-0036,ses-04,5,run-05-cognitive,sub-0036_ses-04_run-05-cognitive,398.63584804534895
sub-0036,ses-04,1,run-01-vicarious,sub-0036_ses-04_run-01-vicarious,398.529776096344
sub-0037,ses-01,3,run-03-pain,sub-0037_ses-01_run-03-pain,398.1313803195951
sub-0037,ses-01,4,run-04-pain,sub-0037_ses-01_run-04-pain,398.727899551392
sub-0037,ses-01,5,run-05-cognitive,sub-0037_ses-01_run-05-cognitive,399.13994717598
sub-0037,ses-01,1,run-01-vicarious,sub-0037_ses-01_run-01-vicarious,399.0228135585781
sub-0037,ses-01,2,run-02-cognitive,sub-0037_ses-01_run-02-cognitive,399.0298683643341
sub-0037,ses-01,6,run-06-vicarious,sub-0037_ses-01_run-06-vicarious,399.010284423828
sub-0037,ses-03,6,run-06-cognitive,sub-0037_ses-03_run-06-cognitive,399.240334033966
sub-0037,ses-03,3,run-03-vicarious,sub-0037_ses-03_run-03-vicarious,398.83257651329
sub-0037,ses-03,1,run-01-cognitive,sub-0037_ses-03_run-01-cognitive,398.72820520401
sub-0037,ses-03,4,run-04-vicarious,sub-0037_ses-03_run-04-vicarious,398.816423416138
sub-0037,ses-03,5,run-05-pain,sub-0037_ses-03_run-05-pain,399.031783819199
sub-0037,ses-03,2,run-02-pain,sub-0037_ses-03_run-02-pain,398.8128530979161
sub-0037,ses-04,3,run-03-cognitive,sub-0037_ses-04_run-03-cognitive,398.61996078491205
sub-0037,ses-04,2,run-02-vicarious,sub-0037_ses-04_run-02-vicarious,398.8315944671632
sub-0037,ses-04,4,run-04-cognitive,sub-0037_ses-04_run-04-cognitive,398.82460641861
sub-0037,ses-04,5,run-05-vicarious,sub-0037_ses-04_run-05-vicarious,398.819317817688
sub-0037,ses-04,6,run-06-pain,sub-0037_ses-04_run-06-pain,398.522275924683
sub-0037,ses-04,1,run-01-pain,sub-0037_ses-04_run-01-pain,398.616326332092
sub-0038,ses-01,5,run-05-pain,sub-0038_ses-01_run-05-pain,399.111946582794
sub-0038,ses-01,4,run-04-cognitive,sub-0038_ses-01_run-04-cognitive,398.5111515522
sub-0038,ses-01,3,run-03-vicarious,sub-0038_ses-01_run-03-vicarious,398.707270145416
sub-0038,ses-01,1,run-01-pain,sub-0038_ses-01_run-01-pain,398.738484382629
sub-0038,ses-01,6,run-06-vicarious,sub-0038_ses-01_run-06-vicarious,398.724907159805
sub-0038,ses-01,2,run-02-cognitive,sub-0038_ses-01_run-02-cognitive,398.135362625122
sub-0038,ses-03,2,run-02-vicarious,sub-0038_ses-03_run-02-vicarious,398.816828012466
sub-0038,ses-03,5,run-05-cognitive,sub-0038_ses-03_run-05-cognitive,398.73160815239
sub-0038,ses-03,6,run-06-pain,sub-0038_ses-03_run-06-pain,399.206023693085
sub-0038,ses-03,1,run-01-cognitive,sub-0038_ses-03_run-01-cognitive,399.026045799255
sub-0038,ses-03,4,run-04-vicarious,sub-0038_ses-03_run-04-vicarious,398.833236694336
sub-0038,ses-03,3,run-03-pain,sub-0038_ses-03_run-03-pain,398.829836845398
sub-0038,ses-04,2,run-02-pain,sub-0038_ses-04_run-02-pain,399.031813621521
sub-0038,ses-04,4,run-04-pain,sub-0038_ses-04_run-04-pain,398.61199593544
sub-0038,ses-04,6,run-06-cognitive,sub-0038_ses-04_run-06-cognitive,398.637739896774
sub-0038,ses-04,3,run-03-cognitive,sub-0038_ses-04_run-03-cognitive,398.81822180748
sub-0038,ses-04,5,run-05-vicarious,sub-0038_ses-04_run-05-vicarious,398.810792684555
sub-0038,ses-04,1,run-01-vicarious,sub-0038_ses-04_run-01-vicarious,399.248373985291
sub-0039,ses-01,5,run-05-cognitive,sub-0039_ses-01_run-05-cognitive,398.536978244781
sub-0039,ses-01,1,run-01-vicarious,sub-0039_ses-01_run-01-vicarious,398.849694013596
sub-0039,ses-01,2,run-02-cognitive,sub-0039_ses-01_run-02-cognitive,398.82971072197
sub-0039,ses-01,6,run-06-vicarious,sub-0039_ses-01_run-06-vicarious,398.825365066528
sub-0039,ses-01,3,run-03-pain,sub-0039_ses-01_run-03-pain,398.121086359024
sub-0039,ses-01,4,run-04-pain,sub-0039_ses-01_run-04-pain,398.811470985413
sub-0039,ses-03,2,run-02-pain,sub-0039_ses-03_run-02-pain,398.8141648769381
sub-0039,ses-03,4,run-04-pain,sub-0039_ses-03_run-04-pain,399.021670818329
sub-0039,ses-03,3,run-03-cognitive,sub-0039_ses-03_run-03-cognitive,398.1238443851471
sub-0039,ses-03,6,run-06-cognitive,sub-0039_ses-03_run-06-cognitive,398.833065032959
sub-0039,ses-03,1,run-01-vicarious,sub-0039_ses-03_run-01-vicarious,398.617362976074
sub-0039,ses-03,5,run-05-vicarious,sub-0039_ses-03_run-05-vicarious,398.432090044022
sub-0039,ses-04,6,run-06-cognitive,sub-0039_ses-04_run-06-cognitive,398.812451124191
sub-0039,ses-04,3,run-03-vicarious,sub-0039_ses-04_run-03-vicarious,398.646404504776
sub-0039,ses-04,1,run-01-cognitive,sub-0039_ses-04_run-01-cognitive,398.8318479061129
sub-0039,ses-04,4,run-04-vicarious,sub-0039_ses-04_run-04-vicarious,398.945787668228
sub-0039,ses-04,5,run-05-pain,sub-0039_ses-04_run-05-pain,398.923653364182
sub-0039,ses-04,2,run-02-pain,sub-0039_ses-04_run-02-pain,398.515527486801
sub-0040,ses-01,4,run-04-cognitive,sub-0040_ses-01_run-04-cognitive,398.834475278854
sub-0040,ses-01,1,run-01-pain,sub-0040_ses-01_run-01-pain,398.721400976181
sub-0040,ses-01,2,run-02-cognitive,sub-0040_ses-01_run-02-cognitive,398.539090156555
sub-0040,ses-01,3,run-03-vicarious,sub-0040_ses-01_run-03-vicarious,398.7387585639949
sub-0040,ses-01,6,run-06-vicarious,sub-0040_ses-01_run-06-vicarious,398.714611768723
sub-0040,ses-01,5,run-05-pain,sub-0040_ses-01_run-05-pain,399.13503575325
sub-0040,ses-03,6,run-06-cognitive,sub-0040_ses-03_run-06-cognitive,398.83320569992105
sub-0040,ses-03,3,run-03-cognitive,sub-0040_ses-03_run-03-cognitive,398.1251878738401
sub-0040,ses-03,1,run-01-vicarious,sub-0040_ses-03_run-01-vicarious,398.824523210526
sub-0040,ses-03,5,run-05-vicarious,sub-0040_ses-03_run-05-vicarious,398.853060483932
sub-0040,ses-04,6,run-06-vicarious,sub-0040_ses-04_run-06-vicarious,399.2123379707341
sub-0040,ses-04,2,run-02-cognitive,sub-0040_ses-04_run-02-cognitive,398.818289518356
sub-0040,ses-04,1,run-01-vicarious,sub-0040_ses-04_run-01-vicarious,398.839579582214
