sub,ses,run,run_type,meta,experiment_dur
sub-0040,ses-04,4,run-04-pain,sub-0040_ses-04_run-04-pain,399.019580125809
sub-0040,ses-04,3,run-03-pain,sub-0040_ses-04_run-03-pain,398.635178565979
sub-0040,ses-04,5,run-05-cognitive,sub-0040_ses-04_run-05-cognitive,398.82563376426697
sub-0041,ses-01,4,run-04-cognitive,sub-0041_ses-01_run-04-cognitive,399.0327892303469
sub-0041,ses-01,5,run-05-vicarious,sub-0041_ses-01_run-05-vicarious,399.013830661774
sub-0041,ses-01,6,run-06-pain,sub-0041_ses-01_run-06-pain,398.118906974792
sub-0041,ses-01,3,run-03-cognitive,sub-0041_ses-01_run-03-cognitive,399.316988706589
sub-0041,ses-01,1,run-01-pain,sub-0041_ses-01_run-01-pain,398.52824068069503
sub-0041,ses-01,2,run-02-vicarious,sub-0041_ses-01_run-02-vicarious,398.81258010864303
sub-0041,ses-03,3,run-03-vicarious,sub-0041_ses-03_run-03-vicarious,399.028983354568
sub-0041,ses-03,6,run-06-cognitive,sub-0041_ses-03_run-06-cognitive,398.832958221436
sub-0041,ses-03,4,run-04-vicarious,sub-0041_ses-03_run-04-vicarious,398.54265260696405
sub-0041,ses-03,1,run-01-cognitive,sub-0041_ses-03_run-01-cognitive,398.836089611053
sub-0041,ses-04,2,run-02-vicarious,sub-0041_ses-04_run-02-vicarious,398.535547971725
sub-0041,ses-04,3,run-03-pain,sub-0041_ses-04_run-03-pain,398.813139438629
sub-0041,ses-04,5,run-05-cognitive,sub-0041_ses-04_run-05-cognitive,398.8105659484861
sub-0041,ses-04,4,run-04-vicarious,sub-0041_ses-04_run-04-vicarious,398.531628847122
sub-0041,ses-04,1,run-01-cognitive,sub-0041_ses-04_run-01-cognitive,398.438632726669
sub-0041,ses-04,6,run-06-pain,sub-0041_ses-04_run-06-pain,398.811495780945
sub-0043,ses-01,3,run-03-cognitive,sub-0043_ses-01_run-03-cognitive,399.137771844864
sub-0043,ses-01,6,run-06-pain,sub-0043_ses-01_run-06-pain,398.841313362122
sub-0043,ses-01,1,run-01-pain,sub-0043_ses-01_run-01-pain,398.138105154037
sub-0043,ses-01,2,run-02-vicarious,sub-0043_ses-01_run-02-vicarious,398.827354431152
sub-0043,ses-01,4,run-04-cognitive,sub-0043_ses-01_run-04-cognitive,399.03144788742105
sub-0043,ses-01,5,run-05-vicarious,sub-0043_ses-01_run-05-vicarious,398.837884664536
sub-0043,ses-03,3,run-03-pain,sub-0043_ses-03_run-03-pain,399.016964197159
sub-0043,ses-03,4,run-04-pain,sub-0043_ses-03_run-04-pain,398.8325295448301
sub-0043,ses-03,5,run-05-cognitive,sub-0043_ses-03_run-05-cognitive,399.231714725494
sub-0043,ses-03,1,run-01-vicarious,sub-0043_ses-03_run-01-vicarious,398.44727396965
sub-0043,ses-03,2,run-02-cognitive,sub-0043_ses-03_run-02-cognitive,398.715137720108
sub-0043,ses-03,6,run-06-vicarious,sub-0043_ses-03_run-06-vicarious,398.641710042953
sub-0043,ses-04,4,run-04-vicarious,sub-0043_ses-04_run-04-vicarious,398.911361694336
sub-0043,ses-04,1,run-01-cognitive,sub-0043_ses-04_run-01-cognitive,398.83990359306296
sub-0043,ses-04,3,run-03-vicarious,sub-0043_ses-04_run-03-vicarious,398.62309765815695
sub-0043,ses-04,6,run-06-cognitive,sub-0043_ses-04_run-06-cognitive,398.609602928162
sub-0043,ses-04,5,run-05-pain,sub-0043_ses-04_run-05-pain,399.311188697815
sub-0043,ses-04,2,run-02-pain,sub-0043_ses-04_run-02-pain,398.521218061447
sub-0044,ses-01,4,run-04-pain,sub-0044_ses-01_run-04-pain,398.126624345779
sub-0044,ses-01,2,run-02-pain,sub-0044_ses-01_run-02-pain,398.728611946106
sub-0044,ses-01,1,run-01-vicarious,sub-0044_ses-01_run-01-vicarious,399.047695875168
sub-0044,ses-01,5,run-05-vicarious,sub-0044_ses-01_run-05-vicarious,399.332314014435
sub-0044,ses-01,6,run-06-cognitive,sub-0044_ses-01_run-06-cognitive,398.515239715576
sub-0044,ses-01,3,run-03-cognitive,sub-0044_ses-01_run-03-cognitive,398.523800849915
sub-0044,ses-03,2,run-02-vicarious,sub-0044_ses-03_run-02-vicarious,398.815228700638
sub-0044,ses-03,5,run-05-cognitive,sub-0044_ses-03_run-05-cognitive,398.730909585953
sub-0044,ses-03,6,run-06-pain,sub-0044_ses-03_run-06-pain,399.009617805481
sub-0044,ses-03,1,run-01-cognitive,sub-0044_ses-03_run-01-cognitive,399.306216001511
sub-0044,ses-03,4,run-04-vicarious,sub-0044_ses-03_run-04-vicarious,398.833580732346
sub-0044,ses-03,3,run-03-pain,sub-0044_ses-03_run-03-pain,398.850790262222
sub-0044,ses-04,2,run-02-cognitive,sub-0044_ses-04_run-02-cognitive,398.621150970459
sub-0044,ses-04,3,run-03-vicarious,sub-0044_ses-04_run-03-vicarious,398.836735725403
sub-0044,ses-04,5,run-05-pain,sub-0044_ses-04_run-05-pain,398.6085817813871
sub-0044,ses-04,6,run-06-vicarious,sub-0044_ses-04_run-06-vicarious,398.816917896271
sub-0044,ses-04,4,run-04-cognitive,sub-0044_ses-04_run-04-cognitive,398.806391954422
sub-0044,ses-04,1,run-01-pain,sub-0044_ses-04_run-01-pain,398.526559829712
sub-0046,ses-01,3,run-03-cognitive,sub-0046_ses-01_run-03-cognitive,398.534084320068
sub-0046,ses-01,6,run-06-cognitive,sub-0046_ses-01_run-06-cognitive,398.144213914871
sub-0046,ses-01,1,run-01-vicarious,sub-0046_ses-01_run-01-vicarious,398.750661611557
sub-0046,ses-01,5,run-05-vicarious,sub-0046_ses-01_run-05-vicarious,398.749125957489
sub-0046,ses-01,2,run-02-pain,sub-0046_ses-01_run-02-pain,398.729483127594
sub-0046,ses-01,4,run-04-pain,sub-0046_ses-01_run-04-pain,399.12989783287
sub-0046,ses-03,2,run-02-pain,sub-0046_ses-03_run-02-pain,398.822719812393
sub-0046,ses-03,5,run-05-pain,sub-0046_ses-03_run-05-pain,399.214248180389
sub-0046,ses-03,1,run-01-cognitive,sub-0046_ses-03_run-01-cognitive,398.75076293945295
sub-0046,ses-03,4,run-04-vicarious,sub-0046_ses-03_run-04-vicarious,398.813304901123
sub-0046,ses-03,6,run-06-cognitive,sub-0046_ses-03_run-06-cognitive,399.024803876877
sub-0046,ses-03,3,run-03-vicarious,sub-0046_ses-03_run-03-vicarious,398.849453210831
sub-0046,ses-04,1,run-01-pain,sub-0046_ses-04_run-01-pain,398.631620168686
sub-0046,ses-04,6,run-06-pain,sub-0046_ses-04_run-06-pain,399.037432909012
sub-0046,ses-04,5,run-05-vicarious,sub-0046_ses-04_run-05-vicarious,399.23961496353104
sub-0046,ses-04,4,run-04-cognitive,sub-0046_ses-04_run-04-cognitive,398.81154298782303
sub-0046,ses-04,2,run-02-vicarious,sub-0046_ses-04_run-02-vicarious,398.852553844452
sub-0046,ses-04,3,run-03-cognitive,sub-0046_ses-04_run-03-cognitive,398.61271429061895
sub-0047,ses-01,5,run-05-pain,sub-0047_ses-01_run-05-pain,398.511301517487
sub-0047,ses-01,2,run-02-cognitive,sub-0047_ses-01_run-02-cognitive,399.330730199814
sub-0047,ses-01,3,run-03-vicarious,sub-0047_ses-01_run-03-vicarious,399.0294013023381
sub-0047,ses-01,6,run-06-vicarious,sub-0047_ses-01_run-06-vicarious,398.810570955276
sub-0047,ses-01,4,run-04-cognitive,sub-0047_ses-01_run-04-cognitive,399.52507019043
sub-0047,ses-01,1,run-01-pain,sub-0047_ses-01_run-01-pain,398.12121295929
sub-0050,ses-01,6,run-06-pain,sub-0050_ses-01_run-06-pain,398.12104344368
sub-0050,ses-01,2,run-02-vicarious,sub-0050_ses-01_run-02-vicarious,399.0205857753749
sub-0050,ses-01,3,run-03-pain,sub-0050_ses-01_run-03-pain,398.734974861145
sub-0050,ses-01,1,run-01-cognitive,sub-0050_ses-01_run-01-cognitive,399.130943536758
sub-0050,ses-01,4,run-04-vicarious,sub-0050_ses-01_run-04-vicarious,399.038805246353
sub-0050,ses-01,5,run-05-cognitive,sub-0050_ses-01_run-05-cognitive,399.022472381592
sub-0050,ses-03,5,run-05-cognitive,sub-0050_ses-03_run-05-cognitive,399.233182668686
sub-0050,ses-03,1,run-01-vicarious,sub-0050_ses-03_run-01-vicarious,399.127238750458
sub-0050,ses-03,2,run-02-cognitive,sub-0050_ses-03_run-02-cognitive,398.73840594291687
sub-0050,ses-03,3,run-03-pain,sub-0050_ses-03_run-03-pain,399.023263692856
sub-0050,ses-03,6,run-06-vicarious,sub-0050_ses-03_run-06-vicarious,398.838616371155
sub-0050,ses-03,4,run-04-pain,sub-0050_ses-03_run-04-pain,398.821982383728
sub-0050,ses-04,1,run-01-cognitive,sub-0050_ses-04_run-01-cognitive,399.106471538544
sub-0050,ses-04,4,run-04-vicarious,sub-0050_ses-04_run-04-vicarious,398.85275554657005
sub-0050,ses-04,6,run-06-cognitive,sub-0050_ses-04_run-06-cognitive,398.632544755936
sub-0050,ses-04,3,run-03-vicarious,sub-0050_ses-04_run-03-vicarious,398.842765808105
sub-0050,ses-04,5,run-05-pain,sub-0050_ses-04_run-05-pain,398.654192447662
sub-0050,ses-04,2,run-02-pain,sub-0050_ses-04_run-02-pain,398.529892444611
sub-0051,ses-01,2,run-02-pain,sub-0051_ses-01_run-02-pain,398.729473590851
sub-0051,ses-01,5,run-05-pain,sub-0051_ses-01_run-05-pain,398.108397006989
sub-0051,ses-01,6,run-06-cognitive,sub-0051_ses-01_run-06-cognitive,399.32974839210505
sub-0051,ses-01,3,run-03-vicarious,sub-0051_ses-01_run-03-vicarious,399.034731388092
sub-0051,ses-01,1,run-01-cognitive,sub-0051_ses-01_run-01-cognitive,399.023440599442
sub-0051,ses-01,4,run-04-vicarious,sub-0051_ses-01_run-04-vicarious,399.014919757843
sub-0051,ses-03,4,run-04-pain,sub-0051_ses-03_run-04-pain,399.017303228378
sub-0051,ses-03,1,run-01-vicarious,sub-0051_ses-03_run-01-vicarious,398.839228153229
sub-0051,ses-03,2,run-02-pain,sub-0051_ses-03_run-02-pain,398.807055950165
sub-0051,ses-03,5,run-05-vicarious,sub-0051_ses-03_run-05-vicarious,398.823299884796
sub-0051,ses-03,3,run-03-cognitive,sub-0051_ses-03_run-03-cognitive,398.820837259293
sub-0051,ses-03,6,run-06-cognitive,sub-0051_ses-03_run-06-cognitive,398.834205389023
sub-0051,ses-04,4,run-04-cognitive,sub-0051_ses-04_run-04-cognitive,398.826963186264
sub-0051,ses-04,5,run-05-vicarious,sub-0051_ses-04_run-05-vicarious,398.811335802078
sub-0051,ses-04,1,run-01-pain,sub-0051_ses-04_run-01-pain,398.637305259705
sub-0051,ses-04,6,run-06-pain,sub-0051_ses-04_run-06-pain,398.598180055618
sub-0051,ses-04,3,run-03-cognitive,sub-0051_ses-04_run-03-cognitive,398.416725635529
sub-0051,ses-04,2,run-02-vicarious,sub-0051_ses-04_run-02-vicarious,398.834885835648
sub-0052,ses-01,1,run-01-cognitive,sub-0052_ses-01_run-01-cognitive,398.133628845215
sub-0052,ses-01,4,run-04-vicarious,sub-0052_ses-01_run-04-vicarious,398.725836277008
sub-0052,ses-01,3,run-03-pain,sub-0052_ses-01_run-03-pain,398.721051454544
sub-0052,ses-01,5,run-05-cognitive,sub-0052_ses-01_run-05-cognitive,398.536413431168
sub-0052,ses-01,2,run-02-vicarious,sub-0052_ses-01_run-02-vicarious,398.7392861843109
sub-0052,ses-01,6,run-06-pain,sub-0052_ses-01_run-06-pain,399.134776115417
sub-0052,ses-03,1,run-01-pain,sub-0052_ses-03_run-01-pain,398.81286907196
sub-0052,ses-03,2,run-02-cognitive,sub-0052_ses-03_run-02-cognitive,399.006314516068
sub-0052,ses-03,6,run-06-vicarious,sub-0052_ses-03_run-06-vicarious,398.813141584396
sub-0052,ses-03,3,run-03-vicarious,sub-0052_ses-03_run-03-vicarious,398.817086458206
sub-0052,ses-03,5,run-05-pain,sub-0052_ses-03_run-05-pain,399.206928014755
sub-0052,ses-03,4,run-04-cognitive,sub-0052_ses-03_run-04-cognitive,398.738550662994
sub-0052,ses-04,3,run-03-pain,sub-0052_ses-04_run-03-pain,398.611469984055
sub-0052,ses-04,4,run-04-pain,sub-0052_ses-04_run-04-pain,399.02018404007
sub-0052,ses-04,2,run-02-cognitive,sub-0052_ses-04_run-02-cognitive,398.817225933075
sub-0052,ses-04,6,run-06-vicarious,sub-0052_ses-04_run-06-vicarious,399.224622964859
sub-0052,ses-04,5,run-05-cognitive,sub-0052_ses-04_run-05-cognitive,398.626111984253
sub-0052,ses-04,1,run-01-vicarious,sub-0052_ses-04_run-01-vicarious,398.845401287079
sub-0053,ses-01,6,run-06-pain,sub-0053_ses-01_run-06-pain,398.105036497116
sub-0053,ses-01,5,run-05-cognitive,sub-0053_ses-01_run-05-cognitive,398.8424551486969
sub-0053,ses-01,1,run-01-cognitive,sub-0053_ses-01_run-01-cognitive,398.53486490249605
sub-0053,ses-01,4,run-04-vicarious,sub-0053_ses-01_run-04-vicarious,398.820596694946
sub-0053,ses-01,2,run-02-vicarious,sub-0053_ses-01_run-02-vicarious,398.8216156959529
sub-0053,ses-01,3,run-03-pain,sub-0053_ses-01_run-03-pain,398.813093423843
sub-0053,ses-03,3,run-03-cognitive,sub-0053_ses-03_run-03-cognitive,398.818948030472
sub-0053,ses-03,2,run-02-vicarious,sub-0053_ses-03_run-02-vicarious,398.413949251175
sub-0053,ses-03,4,run-04-cognitive,sub-0053_ses-03_run-04-cognitive,398.126880645752
sub-0053,ses-03,5,run-05-vicarious,sub-0053_ses-03_run-05-vicarious,398.624749183655
sub-0053,ses-03,1,run-01-pain,sub-0053_ses-03_run-01-pain,399.023324251175
sub-0053,ses-03,6,run-06-pain,sub-0053_ses-03_run-06-pain,398.829653501511
sub-0053,ses-04,6,run-06-cognitive,sub-0053_ses-04_run-06-cognitive,398.8059871196749
sub-0053,ses-04,3,run-03-vicarious,sub-0053_ses-04_run-03-vicarious,398.661215305328
sub-0053,ses-04,1,run-01-cognitive,sub-0053_ses-04_run-01-cognitive,398.834842205048
sub-0053,ses-04,4,run-04-vicarious,sub-0053_ses-04_run-04-vicarious,398.914395332336
sub-0053,ses-04,2,run-02-pain,sub-0053_ses-04_run-02-pain,398.778779268265
sub-0053,ses-04,5,run-05-pain,sub-0053_ses-04_run-05-pain,398.922291994095
sub-0055,ses-01,1,run-01-pain,sub-0055_ses-01_run-01-pain,398.830823421478
sub-0055,ses-01,6,run-06-vicarious,sub-0055_ses-01_run-06-vicarious,399.305770397186
sub-0055,ses-01,3,run-03-vicarious,sub-0055_ses-01_run-03-vicarious,399.11263847351097
sub-0055,ses-01,2,run-02-cognitive,sub-0055_ses-01_run-02-cognitive,398.237601518631
sub-0055,ses-01,5,run-05-pain,sub-0055_ses-01_run-05-pain,399.3169023990631
sub-0055,ses-01,4,run-04-cognitive,sub-0055_ses-01_run-04-cognitive,398.526285648346
sub-0055,ses-03,4,run-04-vicarious,sub-0055_ses-03_run-04-vicarious,398.139417886734
sub-0055,ses-03,1,run-01-cognitive,sub-0055_ses-03_run-01-cognitive,398.727443933487
sub-0055,ses-03,3,run-03-vicarious,sub-0055_ses-03_run-03-vicarious,398.139622211456
sub-0055,ses-03,2,run-02-pain,sub-0055_ses-03_run-02-pain,398.827696800232
sub-0055,ses-03,5,run-05-pain,sub-0055_ses-03_run-05-pain,398.809454917908
sub-0055,ses-03,6,run-06-cognitive,sub-0055_ses-03_run-06-cognitive,399.005295753479
sub-0055,ses-04,5,run-05-vicarious,sub-0055_ses-04_run-05-vicarious,398.83212566375687
sub-0055,ses-04,1,run-01-pain,sub-0055_ses-04_run-01-pain,398.4195878505709
sub-0055,ses-04,6,run-06-pain,sub-0055_ses-04_run-06-pain,399.027888536453
sub-0055,ses-04,4,run-04-cognitive,sub-0055_ses-04_run-04-cognitive,398.837459802628
sub-0055,ses-04,2,run-02-vicarious,sub-0055_ses-04_run-02-vicarious,398.112064361572
sub-0055,ses-04,3,run-03-cognitive,sub-0055_ses-04_run-03-cognitive,398.6185028553009
sub-0056,ses-01,5,run-05-vicarious,sub-0056_ses-01_run-05-vicarious,398.81087422370905
sub-0056,ses-01,1,run-01-vicarious,sub-0056_ses-01_run-01-vicarious,399.03543639183
sub-0056,ses-01,2,run-02-pain,sub-0056_ses-01_run-02-pain,398.120846748352
sub-0056,ses-01,3,run-03-cognitive,sub-0056_ses-01_run-03-cognitive,399.0305027961729
sub-0056,ses-01,4,run-04-pain,sub-0056_ses-01_run-04-pain,398.53700947761496
sub-0056,ses-01,6,run-06-cognitive,sub-0056_ses-01_run-06-cognitive,399.103060245514
sub-0056,ses-03,2,run-02-vicarious,sub-0056_ses-03_run-02-vicarious,398.509371042252
sub-0056,ses-03,4,run-04-vicarious,sub-0056_ses-03_run-04-vicarious,399.028819084167
sub-0056,ses-03,3,run-03-pain,sub-0056_ses-03_run-03-pain,398.828900814056
sub-0056,ses-03,1,run-01-cognitive,sub-0056_ses-03_run-01-cognitive,399.2141516208649
sub-0056,ses-03,5,run-05-cognitive,sub-0056_ses-03_run-05-cognitive,398.727774620056
sub-0056,ses-03,6,run-06-pain,sub-0056_ses-03_run-06-pain,398.828680753708
sub-0056,ses-04,6,run-06-vicarious,sub-0056_ses-04_run-06-vicarious,398.543444633484
sub-0056,ses-04,2,run-02-cognitive,sub-0056_ses-04_run-02-cognitive,398.806797742844
sub-0056,ses-04,1,run-01-vicarious,sub-0056_ses-04_run-01-vicarious,398.541907548904
sub-0056,ses-04,5,run-05-cognitive,sub-0056_ses-04_run-05-cognitive,398.63021659851097
sub-0056,ses-04,3,run-03-pain,sub-0056_ses-04_run-03-pain,398.815900802612
sub-0056,ses-04,4,run-04-pain,sub-0056_ses-04_run-04-pain,398.811086177826
sub-0057,ses-01,4,run-04-pain,sub-0057_ses-01_run-04-pain,398.7091524600981
sub-0057,ses-01,3,run-03-pain,sub-0057_ses-01_run-03-pain,398.122808933258
sub-0057,ses-01,1,run-01-vicarious,sub-0057_ses-01_run-01-vicarious,399.02055764198303
sub-0057,ses-01,5,run-05-cognitive,sub-0057_ses-01_run-05-cognitive,399.12600922584505
sub-0057,ses-01,6,run-06-vicarious,sub-0057_ses-01_run-06-vicarious,399.03031873703
sub-0057,ses-01,2,run-02-cognitive,sub-0057_ses-01_run-02-cognitive,399.026912927628
sub-0057,ses-03,2,run-02-pain,sub-0057_ses-03_run-02-pain,398.818329811096
sub-0057,ses-03,5,run-05-pain,sub-0057_ses-03_run-05-pain,399.0428695678711
sub-0057,ses-03,3,run-03-vicarious,sub-0057_ses-03_run-03-vicarious,398.815267801285
sub-0057,ses-03,6,run-06-cognitive,sub-0057_ses-03_run-06-cognitive,399.23491191864
sub-0057,ses-03,4,run-04-vicarious,sub-0057_ses-03_run-04-vicarious,399.328012704849
sub-0057,ses-03,1,run-01-cognitive,sub-0057_ses-03_run-01-cognitive,398.738184690475
sub-0057,ses-04,2,run-02-vicarious,sub-0057_ses-04_run-02-vicarious,398.824578046799
sub-0057,ses-04,3,run-03-cognitive,sub-0057_ses-04_run-03-cognitive,398.72025179863
sub-0057,ses-04,5,run-05-vicarious,sub-0057_ses-04_run-05-vicarious,398.84088993072487
sub-0057,ses-04,4,run-04-cognitive,sub-0057_ses-04_run-04-cognitive,398.833943367004
sub-0057,ses-04,1,run-01-pain,sub-0057_ses-04_run-01-pain,398.648633956909
sub-0057,ses-04,6,run-06-pain,sub-0057_ses-04_run-06-pain,398.5079665184021
sub-0058,ses-01,4,run-04-cognitive,sub-0058_ses-01_run-04-cognitive,398.522475719452
sub-0058,ses-01,5,run-05-pain,sub-0058_ses-01_run-05-pain,399.114766359329
sub-0058,ses-01,2,run-02-cognitive,sub-0058_ses-01_run-02-cognitive,398.133425951004
sub-0058,ses-01,3,run-03-vicarious,sub-0058_ses-01_run-03-vicarious,398.726726531982
sub-0058,ses-01,6,run-06-vicarious,sub-0058_ses-01_run-06-vicarious,398.731630563736
sub-0058,ses-01,1,run-01-pain,sub-0058_ses-01_run-01-pain,398.7259471416471
sub-0058,ses-03,6,run-06-pain,sub-0058_ses-03_run-06-pain,399.221239328384
sub-0058,ses-03,2,run-02-vicarious,sub-0058_ses-03_run-02-vicarious,398.818856239319
sub-0058,ses-03,3,run-03-pain,sub-0058_ses-03_run-03-pain,398.816853284836
sub-0058,ses-03,4,run-04-vicarious,sub-0058_ses-03_run-04-vicarious,398.8324506282809
sub-0058,ses-03,1,run-01-cognitive,sub-0058_ses-03_run-01-cognitive,399.026131153107
sub-0058,ses-03,5,run-05-cognitive,sub-0058_ses-03_run-05-cognitive,398.72257757186895
sub-0058,ses-04,2,run-02-pain,sub-0058_ses-04_run-02-pain,399.037519931793
sub-0058,ses-04,4,run-04-pain,sub-0058_ses-04_run-04-pain,398.6361784935
sub-0058,ses-04,6,run-06-cognitive,sub-0058_ses-04_run-06-cognitive,398.628884553909
sub-0058,ses-04,3,run-03-cognitive,sub-0058_ses-04_run-03-cognitive,398.853698730469
sub-0058,ses-04,1,run-01-vicarious,sub-0058_ses-04_run-01-vicarious,399.241247653961
sub-0058,ses-04,5,run-05-vicarious,sub-0058_ses-04_run-05-vicarious,398.8546991348269
sub-0059,ses-01,4,run-04-pain,sub-0059_ses-01_run-04-pain,399.260484933853
sub-0059,ses-01,3,run-03-pain,sub-0059_ses-01_run-03-pain,398.25724959373497
sub-0059,ses-01,1,run-01-vicarious,sub-0059_ses-01_run-01-vicarious,398.857624530792
sub-0059,ses-01,5,run-05-cognitive,sub-0059_ses-01_run-05-cognitive,398.52748131752
sub-0059,ses-01,6,run-06-vicarious,sub-0059_ses-01_run-06-vicarious,398.841307163239
sub-0059,ses-01,2,run-02-cognitive,sub-0059_ses-01_run-02-cognitive,398.83531665802
sub-0059,ses-03,2,run-02-pain,sub-0059_ses-03_run-02-pain,398.837823390961
sub-0059,ses-03,3,run-03-cognitive,sub-0059_ses-03_run-03-cognitive,398.1334624290471
sub-0059,ses-03,6,run-06-cognitive,sub-0059_ses-03_run-06-cognitive,398.813445091248
sub-0059,ses-03,4,run-04-pain,sub-0059_ses-03_run-04-pain,399.030921697617
sub-0059,ses-03,5,run-05-vicarious,sub-0059_ses-03_run-05-vicarious,398.417510271072
sub-0059,ses-03,1,run-01-vicarious,sub-0059_ses-03_run-01-vicarious,398.621660232544
sub-0059,ses-04,3,run-03-vicarious,sub-0059_ses-04_run-03-vicarious,398.61487865448
sub-0059,ses-04,6,run-06-cognitive,sub-0059_ses-04_run-06-cognitive,398.8177058696749
sub-0059,ses-04,4,run-04-vicarious,sub-0059_ses-04_run-04-vicarious,398.928678512573
sub-0059,ses-04,1,run-01-cognitive,sub-0059_ses-04_run-01-cognitive,398.81415772438
sub-0060,ses-01,1,run-01-pain,sub-0060_ses-01_run-01-pain,398.116511583328
sub-0060,ses-01,6,run-06-pain,sub-0060_ses-01_run-06-pain,398.828200340271
sub-0060,ses-01,3,run-03-cognitive,sub-0060_ses-01_run-03-cognitive,399.116202354431
sub-0060,ses-01,2,run-02-vicarious,sub-0060_ses-01_run-02-vicarious,398.8155996799469
sub-0060,ses-01,4,run-04-cognitive,sub-0060_ses-01_run-04-cognitive,399.034168481827
sub-0060,ses-01,5,run-05-vicarious,sub-0060_ses-01_run-05-vicarious,398.846206188202
sub-0060,ses-03,4,run-04-pain,sub-0060_ses-03_run-04-pain,398.839253425598
sub-0060,ses-03,3,run-03-pain,sub-0060_ses-03_run-03-pain,399.035039901733
sub-0060,ses-03,5,run-05-cognitive,sub-0060_ses-03_run-05-cognitive,399.242609024048
sub-0060,ses-03,1,run-01-vicarious,sub-0060_ses-03_run-01-vicarious,398.444157123566
sub-0060,ses-03,2,run-02-cognitive,sub-0060_ses-03_run-02-cognitive,399.0238451957701
sub-0060,ses-03,6,run-06-vicarious,sub-0060_ses-03_run-06-vicarious,398.63896727562
sub-0061,ses-01,2,run-02-vicarious,sub-0061_ses-01_run-02-vicarious,398.841295003891
sub-0061,ses-01,3,run-03-cognitive,sub-0061_ses-01_run-03-cognitive,399.326131820679
sub-0061,ses-01,5,run-05-vicarious,sub-0061_ses-01_run-05-vicarious,399.015456676483
sub-0061,ses-01,6,run-06-pain,sub-0061_ses-01_run-06-pain,398.123780965805
sub-0061,ses-01,1,run-01-pain,sub-0061_ses-01_run-01-pain,398.535555362701
sub-0061,ses-01,4,run-04-cognitive,sub-0061_ses-01_run-04-cognitive,399.008078813553
sub-0061,ses-03,4,run-04-vicarious,sub-0061_ses-03_run-04-vicarious,398.540099859238
sub-0061,ses-03,1,run-01-cognitive,sub-0061_ses-03_run-01-cognitive,398.816932439804
sub-0061,ses-03,3,run-03-vicarious,sub-0061_ses-03_run-03-vicarious,399.0313739776609
sub-0061,ses-03,6,run-06-cognitive,sub-0061_ses-03_run-06-cognitive,398.83084154129
sub-0061,ses-03,5,run-05-pain,sub-0061_ses-03_run-05-pain,398.8304011821749
sub-0061,ses-03,2,run-02-pain,sub-0061_ses-03_run-02-pain,398.842086791992
sub-0061,ses-04,3,run-03-pain,sub-0061_ses-04_run-03-pain,399.044333219528
sub-0061,ses-04,4,run-04-vicarious,sub-0061_ses-04_run-04-vicarious,398.5147614479061
sub-0061,ses-04,1,run-01-cognitive,sub-0061_ses-04_run-01-cognitive,398.4174356460569
sub-0061,ses-04,5,run-05-cognitive,sub-0061_ses-04_run-05-cognitive,398.817368030548
sub-0061,ses-04,2,run-02-vicarious,sub-0061_ses-04_run-02-vicarious,398.524793624878
sub-0061,ses-04,6,run-06-pain,sub-0061_ses-04_run-06-pain,398.81728887558
sub-0062,ses-01,5,run-05-pain,sub-0062_ses-01_run-05-pain,399.134466648102
sub-0062,ses-01,4,run-04-cognitive,sub-0062_ses-01_run-04-cognitive,398.890666246414
sub-0062,ses-01,6,run-06-vicarious,sub-0062_ses-01_run-06-vicarious,398.753531694412
sub-0062,ses-01,3,run-03-vicarious,sub-0062_ses-01_run-03-vicarious,398.744701623917
sub-0062,ses-01,1,run-01-pain,sub-0062_ses-01_run-01-pain,398.747401714325
sub-0062,ses-01,2,run-02-cognitive,sub-0062_ses-01_run-02-cognitive,398.5951247215271
sub-0062,ses-03,3,run-03-cognitive,sub-0062_ses-03_run-03-cognitive,398.109288692474
sub-0062,ses-03,6,run-06-cognitive,sub-0062_ses-03_run-06-cognitive,399.135073661804
sub-0062,ses-03,5,run-05-vicarious,sub-0062_ses-03_run-05-vicarious,398.827281713486
sub-0062,ses-03,1,run-01-vicarious,sub-0062_ses-03_run-01-vicarious,398.843133449554
sub-0062,ses-03,2,run-02-pain,sub-0062_ses-03_run-02-pain,398.8145687580111
sub-0062,ses-03,4,run-04-pain,sub-0062_ses-03_run-04-pain,399.214282512665
sub-0062,ses-04,2,run-02-cognitive,sub-0062_ses-04_run-02-cognitive,398.821629524231
sub-0062,ses-04,4,run-04-pain,sub-0062_ses-04_run-04-pain,399.033039331436
sub-0062,ses-04,3,run-03-pain,sub-0062_ses-04_run-03-pain,398.611123085022
sub-0062,ses-04,6,run-06-vicarious,sub-0062_ses-04_run-06-vicarious,399.244182825089
sub-0062,ses-04,5,run-05-cognitive,sub-0062_ses-04_run-05-cognitive,398.82085108757
sub-0062,ses-04,1,run-01-vicarious,sub-0062_ses-04_run-01-vicarious,398.832846403122
sub-0063,ses-01,1,run-01-pain,sub-0063_ses-01_run-01-pain,398.112351417542
sub-0064,ses-01,2,run-02-pain,sub-0064_ses-01_run-02-pain,398.71836161613504
sub-0064,ses-01,4,run-04-pain,sub-0064_ses-01_run-04-pain,398.139561891556
sub-0064,ses-01,6,run-06-cognitive,sub-0064_ses-01_run-06-cognitive,398.116992235184
sub-0064,ses-01,3,run-03-cognitive,sub-0064_ses-01_run-03-cognitive,398.524029016495
