onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttlplateau	onset03_stim_ttlplateau_duration
7.883739948272705	10.117899894714355	18.852629899978638	32.99309992790222	high_cue	low_stim	2.50111842155457	46.3019526725789	2.65754103660583	71.0567369387485	1	-1	1	46.3019526725789	71.0567369387485	18.46175	21.832	26.83125	29.95025	18.46175	22.96175	27.46175	21.832	4.99925
37.59482002258301	39.99570989608765	45.420949935913086	57.50223994255066	low_cue	med_stim	1.65502834320068	4.64797069138703	2.38440465927124	94.840112488847	-1	0	-2	4.64797069138703	94.840112488847	45.03775	48.542	53.54225	56.879	45.03775	49.53775	54.03775	48.542	5.000250000000001
66.68899989128113	68.88981986045837	79.93649005889893	90.39784002304077	high_cue	low_stim	2.05088639259338	54.7824070318073	2.13616895675659	55.7995158697315	1	-1	1	54.7824070318073	55.7995158697315	79.56425	82.8935	87.895	91.07775	79.56425	84.06425	88.56425	82.8935	5.001499999999993
95.4997398853302	99.00104999542236	105.64204001426697	120.79251003265381	low_cue	med_stim	2.18433356285095	0.0	2.89168119430542	114.919664369832	-1	0	-2	0.0	114.919664369832	105.26525	108.771	113.76975	117.13875	105.26525	109.76525	114.26525	108.771	4.998750000000001
125.89440989494324	127.59504985809326	132.25548005104065	147.40243005752563	high_cue	high_stim	2.23904943466187	49.2244032170839	2.66777992248535	120.036460354935	1	1	1	49.2244032170839	120.036460354935	131.88225	135.61575	140.616	144.184	131.88225	136.38225	140.88225	135.61575	5.0002500000000225
151.98747992515564	155.48878002166748	167.71493005752563	181.89862990379333	low_cue	low_stim	2.06755447387695	5.04916646758286	2.56873798370361	67.5572466347056	-1	-1	1	5.04916646758286	67.5572466347056	167.34275	170.66725	175.66725	178.82525	167.34275	171.84275	176.34275	170.66725	5.0
187.48405003547668	189.70153999328613	201.9603500366211	217.1951298713684	low_cue	high_stim	2.08427929878235	3.00066141346215	2.35564923286438	99.914945678475	-1	1	1	3.00066141346215	99.914945678475	201.58525	205.40375	210.404	213.943	201.58525	206.08525	210.58525	205.40375	5.000249999999994
223.39743995666504	225.59825992584229	230.25593996047974	245.48900985717773	low_cue	low_stim	2.26922988891602	8.9239884436314	2.38437056541443	85.1403855690276	-1	-1	1	8.9239884436314	85.1403855690276	229.88075	233.166	238.16525	241.35425	229.88075	234.38075	238.88075	233.166	4.999249999999989
259.2941598892212	262.79546999931335	269.4219100475311	281.4857699871063	high_cue	high_stim	1.80526041984558	85.5834843317724	2.56777429580688	91.610300602499	1	1	1	85.5834843317724	91.610300602499	269.05225	272.85775	277.85675	281.4155	269.05225	273.55225	278.05225	272.85775	4.998999999999967
291.68956995010376	294.0904700756073	299.7313599586487	310.19648003578186	low_cue	high_stim	2.87695693969727	2.89857679928171	2.5543270111084	97.1535643183944	-1	1	1	2.89857679928171	97.1535643183944	299.35375	303.11275	308.113	311.68225	299.35375	303.85375	308.35375	303.11275	5.000249999999994
328.68669986724854	331.0875999927521	344.8290898799896	359.7983100414276	high_cue	med_stim	2.03429508209229	58.1931288759425	4.0		1	0	-2	58.1931288759425	0.0	344.4455	348.001	353.0	356.354	344.4455	348.9455	353.4455	348.001	4.999000000000024
369.58528995513916	371.586040019989	382.6208300590515	394.79468989372253	high_cue	med_stim	2.23436093330383	38.6598082540901	1.78932905197144	95.7563382611234	1	0	-2	38.6598082540901	95.7563382611234	382.24225	385.80625	390.8065	394.1645	382.24225	386.74225	391.24225	385.80625	5.000250000000051
