onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
9.11	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h051.png
45.5	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png
87.2	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png
129.1	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
155.41	0.98	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
189.61	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png
214.1	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png
238.99	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l012.png
268.0	0.98	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l051.png
305.0	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png
339.2	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png
370.11	0.98	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h007.png
10.74	3.85	expectrating	1	high_cue	n/a	57.8	Strong	57.8	Strong	0.03	3.82	h051.png
47.4		expectrating	2	low_cue	n/a			11.73	Moderate	0.03	3.9	l045.png
89.52	2.9	expectrating	3	high_cue	n/a	33.56	Strong	33.56	Strong	0.05	2.85	h053.png
131.0		expectrating	4	high_cue	n/a			35.86	Strong	0.73	3.45	h001.png
158.61	2.62	expectrating	5	low_cue	n/a	5.11	Weak	5.11	Weak	0.45	2.17	l040.png
192.31	3.72	expectrating	6	low_cue	n/a	0.94	No sensation	0.94	No sensation	0.53	3.18	l028.png
216.4	3.76	expectrating	7	low_cue	n/a	5.76	Weak	5.76	Weak	1.63	2.12	l037.png
241.41	3.48	expectrating	8	low_cue	n/a	5.05	Weak	5.05	Weak	0.53	2.95	l012.png
271.2	3.1	expectrating	9	low_cue	n/a	4.13	Weak	4.13	Weak	0.62	2.49	l051.png
308.1		expectrating	10	high_cue	n/a			34.97	Strong	0.93	3.75	h026.png
341.9	3.11	expectrating	11	high_cue	n/a	42.24	Strong	42.24	Strong	0.17	2.94	h015.png
372.81	3.6	expectrating	12	high_cue	n/a	39.81	Strong	39.81	Strong	2.75	0.85	h007.png
22.59	7.01	stimulus	1	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1afaff_H.mp4
60.69	7.0	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1aaunaff_L.mp4
104.49	7.0	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t1afaff_L.mp4
138.09	7.02	stimulus	4	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2aeunaff_M.mp4
170.49	7.01	stimulus	5	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t1aaunaff_L.mp4
199.69	7.01	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeunaff_H.mp4
224.09	7.02	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeaff_M.mp4
248.49	7.01	stimulus	8	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t2afaff_M.mp4
281.69	7.0	stimulus	9	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t1afaff_H.mp4
317.09	7.02	stimulus	10	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t2aeunaff_L.mp4
352.39	7.01	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t2aaaff_M.mp4
387.49	7.01	stimulus	12	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aaunaff_H.mp4
32.61	3.0	outcomerating	1	high_cue	high_stim	33.05	Strong	33.05	Strong	0.57	2.44	task-vicarious_scale.png
75.51	2.76	outcomerating	2	low_cue	low_stim	1.86	Barely detectable	1.86	Barely detectable	0.85	1.91	task-vicarious_scale.png
118.41	3.69	outcomerating	3	high_cue	low_stim	47.28	Strong	47.28	Strong	1.08	2.61	task-vicarious_scale.png
148.61	3.65	outcomerating	4	high_cue	med_stim	26.05	Moderate	26.05	Moderate	0.43	3.22	task-vicarious_scale.png
184.3		outcomerating	5	low_cue	low_stim			2.3	Barely detectable	0.58	2.43	task-vicarious_scale.png
208.21	3.6	outcomerating	6	low_cue	high_stim	4.88	Weak	4.88	Weak	0.77	2.83	task-vicarious_scale.png
232.71	3.63	outcomerating	7	low_cue	med_stim	20.48	Moderate	20.48	Moderate	1.15	2.48	task-vicarious_scale.png
261.72		outcomerating	8	low_cue	med_stim			11.81	Moderate	0.83	2.2	task-vicarious_scale.png
294.91	3.9	outcomerating	9	low_cue	high_stim	5.76	Weak	5.76	Weak	0.62	3.28	task-vicarious_scale.png
328.61		outcomerating	10	high_cue	low_stim			32.22	Strong	0.88	0.78	task-vicarious_scale.png
364.91		outcomerating	11	high_cue	med_stim			37.19	Strong	0.52	3.12	task-vicarious_scale.png
395.02	3.41	outcomerating	12	high_cue	high_stim	25.13	Moderate	25.13	Moderate	0.83	2.57	task-vicarious_scale.png
