onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
7.91	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h008.png	n/a	n/a	n/a
37.6	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l011.png	n/a	n/a	n/a
66.7	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png	n/a	n/a	n/a
95.51	0.98	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l038.png	n/a	n/a	n/a
125.9	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png	n/a	n/a	n/a
152.0	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l016.png	n/a	n/a	n/a
187.51	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png	n/a	n/a	n/a
223.41	0.98	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png	n/a	n/a	n/a
259.3	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h025.png	n/a	n/a	n/a
291.7	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a
328.69	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h028.png	n/a	n/a	n/a
369.61	0.98	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h021.png	n/a	n/a	n/a
10.11		expectrating	1	high_cue	n/a			49.9	Strong	0.93	3.82	h008.png	n/a	n/a	n/a
40.0	2.52	expectrating	2	low_cue	n/a	1.85	Barely detectable	1.85	Barely detectable	0.65	1.87	l011.png	n/a	n/a	n/a
68.9	2.74	expectrating	3	high_cue	n/a	13.2	Moderate	13.2	Moderate	0.68	2.06	h024.png	n/a	n/a	n/a
99.01	2.46	expectrating	4	low_cue	n/a	0.92	No sensation	0.92	No sensation	0.65	1.81	l038.png	n/a	n/a	n/a
127.6	2.93	expectrating	5	high_cue	n/a	17.49	Moderate	17.49	Moderate	1.12	1.82	h047.png	n/a	n/a	n/a
155.51	2.46	expectrating	6	low_cue	n/a	2.31	Barely detectable	2.31	Barely detectable	0.47	1.99	l016.png	n/a	n/a	n/a
189.71	3.87	expectrating	7	low_cue	n/a	2.99	Barely detectable	2.99	Barely detectable	0.77	3.1	l042.png	n/a	n/a	n/a
225.61	3.73	expectrating	8	low_cue	n/a	1.15	Barely detectable	1.15	Barely detectable	1.35	2.38	l009.png	n/a	n/a	n/a
262.82	2.4	expectrating	9	high_cue	n/a	29.23	Strong	29.23	Strong	0.53	1.87	h025.png	n/a	n/a	n/a
294.1	3.0	expectrating	10	low_cue	n/a	2.77	Barely detectable	2.77	Barely detectable	0.67	2.34	l043.png	n/a	n/a	n/a
331.11	2.4	expectrating	11	high_cue	n/a	27.69	Moderate	27.69	Moderate	0.87	1.53	h028.png	n/a	n/a	n/a
371.61	2.75	expectrating	12	high_cue	n/a	20.99	Moderate	20.99	Moderate	0.75	2.0	h021.png	n/a	n/a	n/a
20.81	6.99	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	5_50.jpg	same	same	True
47.41	7.0	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	5_100_R.jpg	diff	diff	True
81.9	7.0	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	42_50.jpg	same	same	True
107.61	6.99	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	38_100_R.jpg	diff	diff	True
134.21	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_150_R.jpg	diff	diff	True
169.7	7.0	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_50.jpg	same	same	True
203.9	7.0	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_150_R.jpg	diff	diff	True
232.21	7.0	stimulus	8	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	38_50_R.jpg	diff	diff	True
271.41	7.0	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_150_R.jpg	diff	diff	True
301.7	7.0	stimulus	10	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_150.jpg	same	diff	False
346.8	7.0	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_100.jpg	same	same	True
384.6	7.0	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	35_100.jpg	same	diff	False
33.02	3.24	outcomerating	1	high_cue	low_stim	13.7	Moderate	13.7	Moderate	0.73	2.5	task-cognitive_scale.png	n/a	n/a	n/a
57.51	3.25	outcomerating	2	low_cue	med_stim	2.32	Barely detectable	2.32	Barely detectable	0.92	2.33	task-cognitive_scale.png	n/a	n/a	n/a
90.41	3.27	outcomerating	3	high_cue	low_stim	2.3	Barely detectable	2.3	Barely detectable	0.62	2.65	task-cognitive_scale.png	n/a	n/a	n/a
120.8	3.05	outcomerating	4	low_cue	med_stim	2.53	Barely detectable	2.53	Barely detectable	0.9	2.15	task-cognitive_scale.png	n/a	n/a	n/a
147.41	3.95	outcomerating	5	high_cue	high_stim	13.92	Moderate	13.92	Moderate	0.4	3.55	task-cognitive_scale.png	n/a	n/a	n/a
181.91	2.32	outcomerating	6	low_cue	low_stim	2.99	Barely detectable	2.99	Barely detectable	0.7	1.62	task-cognitive_scale.png	n/a	n/a	n/a
217.2		outcomerating	7	low_cue	high_stim			1.84	Barely detectable	0.45	3.48	task-cognitive_scale.png	n/a	n/a	n/a
245.51	3.09	outcomerating	8	low_cue	low_stim	2.54	Barely detectable	2.54	Barely detectable	0.8	2.29	task-cognitive_scale.png	n/a	n/a	n/a
281.51	3.18	outcomerating	9	high_cue	high_stim	22.96	Moderate	22.96	Moderate	0.58	2.6	task-cognitive_scale.png	n/a	n/a	n/a
310.2	3.78	outcomerating	10	low_cue	high_stim	31.91	Strong	31.91	Strong	0.8	2.98	task-cognitive_scale.png	n/a	n/a	n/a
359.81	2.83	outcomerating	11	high_cue	med_stim	22.66	Moderate	22.66	Moderate	1.05	1.78	task-cognitive_scale.png	n/a	n/a	n/a
394.8		outcomerating	12	high_cue	med_stim			26.36	Moderate	0.8	2.92	task-cognitive_scale.png	n/a	n/a	n/a
