event01_cue_onset	event02_expect_displayonset	event03_stimulus_displayonset	event04_actual_displayonset	param_cue_type	param_stimulus_type	event02_expect_RT	event02_expect_angle	event04_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad
11.598770141601562	14.799960136413574	21.484300136566162	36.90820002555847	low_cue	low_stim	1.65205788612366	23.1985905136482	1.73429274559021	9.994583547415381	-1	-1	1
42.393580198287964	44.19425010681152	57.482720136642456	67.5029501914978	high_cue	med_stim	1.42425894737244	42.0726520082591	1.41741061210632	0.701545912345228	1	0	-2
74.18877029418945	77.38997030258179	85.08286023139954	96.59713006019592	high_cue	low_stim	1.70083904266357	41.556554795040604	3.5381090641021697	42.0219793480502	1	-1	1
110.58568024635315	113.30336022377014	119.98267030715942	133.2107801437378	high_cue	high_stim	2.35108733177185	34.709684542718804	2.2009654045105003	63.1246859015714	1	1	1
139.89661026000977	143.0978000164032	156.78266024589539	165.70624017715454	low_cue	med_stim	1.33755588531494	34.071609807394196	3.65147590637207	79.8592068538872	-1	0	-2
181.29538011550903	183.69628024101257	196.78264021873474	210.40624022483826	low_cue	high_stim	1.6891174316406203	36.869897645844	2.26764726638794	36.869897645844	-1	1	1
216.09169006347656	218.69266033172607	235.78277015686035	244.50229001045227	low_cue	med_stim	2.4759087562561004	26.8725389916558	3.36809039115906	13.0291948079437	-1	0	-2
250.38782024383545	253.08882021903992	265.7826302051544	282.69986033439636	low_cue	high_stim	3.86840391159058	3.24406302962854			-1	1	1
287.68506026268005	289.5024001598358	297.0824501514435	308.2093801498413	high_cue	low_stim	1.90083956718445	48.90433987109421	3.63483810424805	46.4604825118437	1	-1	1
317.99636030197144	320.5973300933838	328.1827001571655	337.5036401748657	high_cue	high_stim	1.77139902114868	45.993468856282604	2.98464441299438	72.09206713701221	1	1	1
343.88935017585754	345.6900200843811	357.7826602458954	366.6978602409363	high_cue	med_stim	2.85135459899902	47.726310993906296	3.07074666023254	21.119856153424802	1	0	-2
374.8008801937103	376.70159006118774	384.2827501296997	394.80834007263184	low_cue	low_stim	2.53444623947144	36.04423500307271	1.73435091972351	4.61064931866061	-1	-1	1
