event01_cue_onset	event02_expect_displayonset	event03_stimulus_displayonset	event04_actual_displayonset	param_cue_type	param_stimulus_type	event02_expect_RT	event02_expect_angle	event04_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad
5.022049903869629	7.222870111465454	17.244189977645874	27.413739919662476	high_cue	low_stim	1.90669918060303	86.4531463425004	3.0012443065643297	78.2317110679794	1	-1	1
39.618290185928345	42.81947994232178	48.52957010269165	61.80989980697632	high_cue	low_stim	2.0509014129638703	79.2807247406265	3.0361986160278303	53.49855887949371	1	-1	1
72.51389002799988	74.51463985443115	80.26638007164001	93.12157011032104	high_cue	med_stim	1.6507306098938	95.45155109871271	2.4343507289886497	50.0472149986114	1	0	-2
105.30944991111755	107.31019997596741	113.03845977783203	123.21613001823425	low_cue	med_stim			2.28432011604309	57.14024796027821	-1	0	-2
129.4184398651123	133.31989979743958	148.96217012405396	163.1143400669098	high_cue	high_stim	2.63449263572693	87.6909372109743	1.9009468555450402	24.102234501161103	1	1	1
167.91613006591797	171.1173300743103	180.34409999847412	191.1081199645996	low_cue	high_stim	2.0342159271240203	56.24548280546289	1.6713767051696797	60.1972149536823	-1	1	1
200.51162004470825	202.5123701095581	212.9363498687744	226.7214000225067	high_cue	high_stim	2.11772775650024	80.7644409068341	2.65111827850342	35.8583597764751	1	1	1
237.0085699558258	240.20975995063782	249.43948984146118	262.7181499004364	high_cue	med_stim	2.31977772712708	70.9065079995144	1.90093994140625	58.2985703304943	1	0	-2
268.50364995002747	271.7215099334717	278.7433099746704	288.91125988960266	low_cue	low_stim	1.38405442237854	33.560877712192806	2.5681533813476602	36.6388675289486	-1	-1	1
296.4140498638153	298.3147599697113	306.73977994918823	320.02285981178284	low_cue	high_stim	1.9509165287017802	42.0726520082591	1.9900794029235802	52.4873881971436	-1	1	1
330.7101800441742	332.4108097553253	340.06044006347656	365.82327008247375	low_cue	low_stim	1.3187575340271	53.8203795520211	2.75620341300964	9.04466653441065	-1	-1	1
372.0089099407196	373.60950994491577	381.2399899959564	395.217570066452	low_cue	med_stim	2.2867410182952903	32.418449949643104	2.1843204498291002	27.4991387310472	-1	0	-2
