"","X","Unnamed..0","index","nifti_name","sub","ses","run","run_type","ev","num","onset","dur","mod","regressor","cue_type","stim_type","expect_rating","actual_rating","cue_con","stim_lin","stim_quad","subject","subject","fname_noext","vps","vps_corr","vps_cosine","con"
"87",222,222,14,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0003",6,1,5,"vicarious","stim",3,87.2815299034119,5,1,"True","low_cue","high_stim",63.0234960789303,27.1811110854772,-1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-0.733378745403234,-0.00741125434313205,-0.00198326435449747,"vicarious"
"88",223,223,15,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0004",6,1,5,"vicarious","stim",4,115.181380033493,5,1,"True","high_cue","low_stim",47.9273479917409,6.21337526527838,1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",12.1760740578485,0.0334229843821296,0.0328320141132639,"vicarious"
"89",224,224,16,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0005",6,1,5,"vicarious","stim",5,154.981640100479,5,1,"True","high_cue","med_stim",53.0376153004857,51.4146018073397,1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",1.06928381565453,-0.00124528601128574,0.00291041318381989,"vicarious"
"90",225,225,17,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0006",6,1,5,"vicarious","stim",6,188.481769800186,5,1,"True","high_cue","high_stim",85.159887511153,125.806417751387,1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",1.51750853238963,0.00769186358039259,0.00420921534571779,"vicarious"
"91",226,226,18,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0007",6,1,5,"vicarious","stim",7,219.281630039215,5,1,"True","high_cue","low_stim",55.2753581648781,33.111341960372,1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",7.90464505636776,0.0218745119297799,0.0216538608901741,"vicarious"
"92",227,227,19,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0008",6,1,5,"vicarious","stim",8,253.581540107727,5,1,"True","low_cue","high_stim",69.0944306630845,36.9662739712862,-1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-1.69113033313106,-0.00831727931173054,-0.00458388438950375,"vicarious"
"93",228,228,20,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0009",6,1,5,"vicarious","stim",9,281.682189941406,5,1,"True","high_cue","high_stim",66.0613544612128,12.3039235540599,1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-0.139423987057198,-0.00175879017349533,-0.000375280251076973,"vicarious"
"94",229,229,21,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0010",6,1,5,"vicarious","stim",10,318.38171005249,5,1,"True","low_cue","med_stim",38.0633870698261,90.6986943829835,-1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",4.6036696547655,0.0197813689705929,0.0124283521398836,"vicarious"
"95",230,230,22,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0011",6,1,5,"vicarious","stim",11,348.781430006027,5,1,"True","high_cue","med_stim",30.5245640369386,2.08677727557076,1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",-0.871589814866233,-0.00292807845839538,-0.00235123249148016,"vicarious"
"96",231,231,23,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0012",6,1,5,"vicarious","stim",12,385.68154001236,5,1,"True","low_cue","low_stim",80.9553334655894,12.0786537105128,-1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",2.51729902893097,0.00693399631412571,0.00675653574906385,"vicarious"
"97",428,428,12,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0001",6,3,3,"vicarious","stim",1,18.9801800251007,5,1,"True","high_cue","low_stim",37.1910075397043,43.6677801461304,1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-5.23331534291539,-0.00960952943247284,-0.0144246114222223,"vicarious"
"98",429,429,13,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0002",6,3,3,"vicarious","stim",2,48.2799000740051,5,1,"True","high_cue","high_stim",51.1964134291043,1.16438804012388,1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",23.6041041966995,0.079127353404436,0.0662642579055065,"vicarious"
"99",430,430,14,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0003",6,3,3,"vicarious","stim",3,81.3801598548889,5,1,"True","high_cue","med_stim",60.3128183608063,97.7542856958229,1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",8.24909370270392,0.0218573338242841,0.0240036861821909,"vicarious"
"100",431,431,15,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0004",6,3,3,"vicarious","stim",4,105.679909944534,5,1,"True","low_cue","low_stim",69.3624530153122,9.23555909316592,-1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",29.9886487042346,0.0852844020159619,0.0817494710926608,"vicarious"
"101",432,432,16,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0005",6,3,3,"vicarious","stim",5,134.384299993515,5,1,"True","high_cue","high_stim",59.6277136423551,6.46745892779152,1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-3.25504609091517,-0.0111584961132071,-0.00965097112394604,"vicarious"
"102",433,433,17,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0006",6,3,3,"vicarious","stim",6,180.479279994965,5,1,"True","high_cue","low_stim",31.122470196792,41.7480543996361,1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",11.5457506738821,0.0307855516132571,0.0328976337839265,"vicarious"
"103",434,434,18,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0007",6,3,3,"vicarious","stim",7,220.579349994659,5,1,"True","low_cue","med_stim",47.1090897372578,6.0724564072077,-1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",0.537658466487397,0.00135165662148444,0.00148808660332825,"vicarious"
"104",435,435,19,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0008",6,3,3,"vicarious","stim",8,256.879390001297,5,1,"True","low_cue","high_stim",68.8801438465753,21.2028186438097,-1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",7.7540117661119,0.0234888613059794,0.0212013750146049,"vicarious"
"105",436,436,20,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0009",6,3,3,"vicarious","stim",9,290.479419946671,5,1,"True","low_cue","med_stim",51.6624771065963,10.859503235322,-1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",1.98554641936181,0.0118882849392258,0.00533759980571539,"vicarious"
"106",437,437,21,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0010",6,3,3,"vicarious","stim",10,325.379070043564,5,1,"True","low_cue","low_stim",31.9081069356532,10.9029448317519,-1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",11.6472701601115,0.0300056545851753,0.0321735497616813,"vicarious"
"107",438,438,22,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0011",6,3,3,"vicarious","stim",11,356.679120063782,5,1,"True","high_cue","med_stim",32.029785156997,10.6337744921121,1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",10.331634318894,0.0290714117571638,0.0299738480420592,"vicarious"
"108",439,439,23,"sub-0006_ses-06_run-03-vicarious_task-social-ev-stim-0012",6,3,3,"vicarious","stim",12,385.579289913177,5,1,"True","low_cue","high_stim",77.9213462894872,27.7045999471476,-1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",12.5018852159719,0.0326454221969204,0.0346780372830097,"vicarious"
"109",480,480,12,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0001",6,3,4,"vicarious","stim",1,21.4843001365662,5,1,"True","low_cue","low_stim",37.1910075397043,43.6677801461304,-1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",13.0169378190541,0.0369503247596865,0.0382921225489082,"vicarious"
"110",481,481,13,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0002",6,3,4,"vicarious","stim",2,57.4827201366425,5,1,"True","high_cue","med_stim",51.1964134291043,1.16438804012388,1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",-12.6416273050006,-0.033187681455932,-0.0349347685316437,"vicarious"
"111",482,482,14,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0003",6,3,4,"vicarious","stim",3,85.0828602313995,5,1,"True","high_cue","low_stim",60.3128183608063,97.7542856958229,1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-2.7768402509978,-0.00495155696070702,-0.00774048944789877,"vicarious"
"112",483,483,15,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0004",6,3,4,"vicarious","stim",4,119.982670307159,5,1,"True","high_cue","high_stim",69.3624530153122,9.23555909316592,1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",15.327602562397,0.0438936060497833,0.0419430403286615,"vicarious"
"113",484,484,16,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0005",6,3,4,"vicarious","stim",5,156.782660245895,5,1,"True","low_cue","med_stim",59.6277136423551,6.46745892779152,-1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",-2.94754137907924,-0.00522203515525871,-0.00836872051990911,"vicarious"
"114",485,485,17,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0006",6,3,4,"vicarious","stim",6,196.782640218735,5,1,"True","low_cue","high_stim",31.122470196792,41.7480543996361,-1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",8.28451905572909,0.0276879499435457,0.0245253534794035,"vicarious"
"115",486,486,18,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0007",6,3,4,"vicarious","stim",7,235.78277015686,5,1,"True","low_cue","med_stim",47.1090897372578,6.0724564072077,-1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",1.84171622688092,0.00513964190278287,0.00496451881012715,"vicarious"
"116",487,487,19,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0008",6,3,4,"vicarious","stim",8,265.782630205154,5,1,"True","low_cue","high_stim",68.8801438465753,21.2028186438097,-1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",6.97442410692303,0.0270772645638906,0.0193872774789414,"vicarious"
"117",488,488,20,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0009",6,3,4,"vicarious","stim",9,297.082450151443,5,1,"True","high_cue","low_stim",51.6624771065963,10.859503235322,1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",11.2231732588804,0.0403521953845395,0.030507261810463,"vicarious"
"118",489,489,21,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0010",6,3,4,"vicarious","stim",10,328.182700157166,5,1,"True","high_cue","high_stim",31.9081069356532,10.9029448317519,1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",28.9577886895071,0.0811886478251219,0.0814474637716497,"vicarious"
"119",490,490,22,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0011",6,3,4,"vicarious","stim",11,357.782660245895,5,1,"True","high_cue","med_stim",32.029785156997,10.6337744921121,1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",19.3626818164162,0.0549742897375695,0.0525523404459525,"vicarious"
"120",491,491,23,"sub-0006_ses-06_run-04-vicarious_task-social-ev-stim-0012",6,3,4,"vicarious","stim",12,384.2827501297,5,1,"True","low_cue","low_stim",77.9213462894872,27.7045999471476,-1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",4.52889677450086,0.00970116489063371,0.0123673398328203,"vicarious"
"121",688,688,12,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0001",6,4,2,"vicarious","stim",1,21.2777900695801,5,1,"True","low_cue","med_stim",65.5175141026529,79.5922886875099,-1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",4.32708904591554,0.0214954201509953,0.0129006233791881,"vicarious"
"122",689,689,13,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0002",6,4,2,"vicarious","stim",2,53.677619934082,5,1,"True","high_cue","low_stim",29.6591092359951,46.6272833223936,1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",6.04444077063132,0.0191092439037222,0.0179010156601908,"vicarious"
"123",690,690,14,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0003",6,4,2,"vicarious","stim",3,90.8774499893188,5,1,"True","high_cue","high_stim",39.1397230185291,20.1794586645109,1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-5.55213489710721,-0.032848522978857,-0.0153650270716456,"vicarious"
"124",691,691,15,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0004",6,4,2,"vicarious","stim",4,119.277759790421,5,1,"True","low_cue","med_stim",28.9830142410641,35.2175929681927,-1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",-8.91589765114718,-0.0219573795693553,-0.0248881458001187,"vicarious"
"125",692,692,16,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0005",6,4,2,"vicarious","stim",5,145.782649993896,5,1,"True","high_cue","low_stim",64.5663162536045,39.5984075029918,1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-1.92001632531048,-0.002297761768553,-0.00553846607464507,"vicarious"
"126",693,693,17,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0006",6,4,2,"vicarious","stim",6,173.876829862595,5,1,"True","low_cue","high_stim",29.1441986773614,60.4001709995294,-1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",5.17182086276177,0.0168322814633688,0.0148029991701858,"vicarious"
"127",694,694,18,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0007",6,4,2,"vicarious","stim",7,208.477089881897,5,1,"True","low_cue","low_stim",28.9423915917175,9.53846273398614,-1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-2.04082366468437,-0.0059793431242133,-0.00581916035836901,"vicarious"
"128",695,695,19,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0008",6,4,2,"vicarious","stim",8,237.377239942551,5,1,"True","high_cue","med_stim",15.3762512488262,5.77948582515591,1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",2.94965941847251,0.00333447914787652,0.00813641690153313,"vicarious"
"129",696,696,20,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0009",6,4,2,"vicarious","stim",9,264.777050018311,5,1,"True","low_cue","high_stim",48.6592815186608,14.3700015151793,-1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",8.79073811076843,0.0206808437524779,0.0236826153391655,"vicarious"
"130",697,697,21,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0010",6,4,2,"vicarious","stim",10,301.676859855652,5,1,"True","high_cue","med_stim",21.9295877501754,59.710280365911,1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",-10.2599495198766,-0.0389961306798607,-0.0290362445561101,"vicarious"
"131",698,698,22,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0011",6,4,2,"vicarious","stim",11,332.176720142365,5,1,"True","low_cue","low_stim",20.7494246475868,74.1179493242497,-1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",3.0720060377905,0.0149612614966587,0.00844204578677349,"vicarious"
"132",699,699,23,"sub-0006_ses-06_run-02-vicarious_task-social-ev-stim-0012",6,4,2,"vicarious","stim",12,381.576959848404,5,1,"True","high_cue","high_stim",93.6913859864513,93.5178543958018,1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-7.18011169718676,-0.0300436624459502,-0.0204843178789504,"vicarious"
"133",844,844,12,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0001",6,4,5,"vicarious","stim",1,19.1854498386383,5,1,"True","high_cue","low_stim",65.5175141026529,79.5922886875099,1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",5.48561061501371,0.014408586867007,0.0149861199512707,"vicarious"
"134",845,845,13,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0002",6,4,5,"vicarious","stim",2,50.4839599132538,5,1,"True","high_cue","low_stim",29.6591092359951,46.6272833223936,1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-13.9312587903103,-0.0364718849291751,-0.0378259482901354,"vicarious"
"135",846,846,14,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0003",6,4,5,"vicarious","stim",3,82.1836898326874,5,1,"True","high_cue","med_stim",39.1397230185291,20.1794586645109,1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",3.87989087618911,0.00710975321652359,0.0104978150470385,"vicarious"
"136",847,847,15,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0004",6,4,5,"vicarious","stim",4,114.984000205994,5,1,"True","low_cue","med_stim",28.9830142410641,35.2175929681927,-1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",-0.872268342454057,-0.00697608244131227,-0.00256554178508916,"vicarious"
"137",848,848,16,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0005",6,4,5,"vicarious","stim",5,150.883889913559,5,1,"True","high_cue","high_stim",64.5663162536045,39.5984075029918,1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-0.448587633305617,-0.014192480895911,-0.00120557720212384,"vicarious"
"138",849,849,17,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0006",6,4,5,"vicarious","stim",6,182.283739805222,5,1,"True","low_cue","high_stim",29.1441986773614,60.4001709995294,-1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-4.01306229870073,-0.020818935533922,-0.0110044900468207,"vicarious"
"139",850,850,18,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0007",6,4,5,"vicarious","stim",7,214.883809804916,5,1,"True","high_cue","high_stim",28.9423915917175,9.53846273398614,1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-1.49451704479135,-0.0114205690430136,-0.00415986672814496,"vicarious"
"140",851,851,19,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0008",6,4,5,"vicarious","stim",8,251.383789777756,5,1,"True","high_cue","med_stim",15.3762512488262,5.77948582515591,1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",-18.4730949995301,-0.0550082891241925,-0.0495806548954135,"vicarious"
"141",852,852,20,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0009",6,4,5,"vicarious","stim",9,280.683919906616,5,1,"True","low_cue","low_stim",48.6592815186608,14.3700015151793,-1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",-0.133532189680485,0.00620721097900499,-0.00035871071680903,"vicarious"
"142",853,853,21,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0010",6,4,5,"vicarious","stim",10,308.68375992775,5,1,"True","low_cue","high_stim",21.9295877501754,59.710280365911,-1,1,1,"6","sub-0006","vicarious_ev-stim_l2norm",7.29687160834253,0.025683683182127,0.0207315247844842,"vicarious"
"143",854,854,22,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0011",6,4,5,"vicarious","stim",11,341.983819723129,5,1,"True","low_cue","low_stim",20.7494246475868,74.1179493242497,-1,-1,1,"6","sub-0006","vicarious_ev-stim_l2norm",1.46666774995969,-0.00131777021679153,0.00401991073155453,"vicarious"
"144",855,855,23,"sub-0006_ses-06_run-05-vicarious_task-social-ev-stim-0012",6,4,5,"vicarious","stim",12,383.184229850769,5,1,"True","low_cue","med_stim",93.6913859864513,93.5178543958018,-1,0,-2,"6","sub-0006","vicarious_ev-stim_l2norm",-11.6868569575038,-0.0302272269969176,-0.0323561431888905,"vicarious"
"145",12,12,12,"sub-0009_ses-09_run-01-vicarious_task-social-ev-stim-0001",9,1,1,"vicarious","stim",1,21.2884500026703,5,1,"True","high_cue","high_stim",11.3550828031402,18.9432630612515,1,1,1,"9","sub-0009","vicarious_ev-stim_l2norm",6.1593948791087,0.0167771568740307,0.0166475053948597,"vicarious"
"146",13,13,13,"sub-0009_ses-09_run-01-vicarious_task-social-ev-stim-0002",9,1,1,"vicarious","stim",2,61.3884098529816,5,1,"True","low_cue","high_stim",7.1250163489018,28.072486935853,-1,1,1,"9","sub-0009","vicarious_ev-stim_l2norm",12.2839492779317,0.0358684699368843,0.0328827542115736,"vicarious"
"147",14,14,14,"sub-0009_ses-09_run-01-vicarious_task-social-ev-stim-0003",9,1,1,"vicarious","stim",3,91.9883098602295,5,1,"True","high_cue","high_stim",45.4869212478131,43.3348939418963,1,1,1,"9","sub-0009","vicarious_ev-stim_l2norm",14.5125928406491,0.0470645528312459,0.0389448443073173,"vicarious"
"148",15,15,15,"sub-0009_ses-09_run-01-vicarious_task-social-ev-stim-0004",9,1,1,"vicarious","stim",4,114.488009929657,5,1,"True","low_cue","med_stim",2.77021579720019,43.3053529314628,-1,0,-2,"9","sub-0009","vicarious_ev-stim_l2norm",11.8379946655229,0.0459181226144049,0.0317894464996654,"vicarious"
"149",16,16,16,"sub-0009_ses-09_run-01-vicarious_task-social-ev-stim-0005",9,1,1,"vicarious","stim",5,147.892220020294,5,1,"True","high_cue","low_stim",48.9004937423819,15.4375241765319,1,-1,1,"9","sub-0009","vicarious_ev-stim_l2norm",7.25987090823372,0.0199691378567851,0.0194395047471243,"vicarious"
"150",17,17,17,"sub-0009_ses-09_run-01-vicarious_task-social-ev-stim-0006",9,1,1,"vicarious","stim",6,186.887449979782,5,1,"True","high_cue","med_stim",3.79829522039212,20.8333701570145,1,0,-2,"9","sub-0009","vicarious_ev-stim_l2norm",-2.78298328648092,-0.0104313651863345,-0.00753493941960761,"vicarious"
"151",18,18,18,"sub-0009_ses-09_run-01-vicarious_task-social-ev-stim-0007",9,1,1,"vicarious","stim",7,218.387899875641,5,1,"True","low_cue","high_stim",15.5615103253285,23.3507297724187,-1,1,1,"9","sub-0009","vicarious_ev-stim_l2norm",22.0350932370244,0.0608133324948462,0.0594346886042044,"vicarious"
"152",19,19,19,"sub-0009_ses-09_run-01-vicarious_task-social-ev-stim-0008",9,1,1,"vicarious","stim",8,244.887209892273,5,1,"True","high_cue","low_stim",49.8990924537878,31.7787197682781,1,-1,1,"9","sub-0009","vicarious_ev-stim_l2norm",13.6786001721018,0.0358597254712472,0.0367349463950613,"vicarious"
"153",20,20,20,"sub-0009_ses-09_run-01-vicarious_task-social-ev-stim-0009",9,1,1,"vicarious","stim",9,280.787729978561,5,1,"True","low_cue","low_stim",26.4603058101988,4.48921993927479,-1,-1,1,"9","sub-0009","vicarious_ev-stim_l2norm",5.76945473632726,0.0111168733015783,0.0154923100349477,"vicarious"
"154",21,21,21,"sub-0009_ses-09_run-01-vicarious_task-social-ev-stim-0010",9,1,1,"vicarious","stim",10,307.887349843979,5,1,"True","high_cue","med_stim",56.888658039628,11.2632366575349,1,0,-2,"9","sub-0009","vicarious_ev-stim_l2norm",-2.54436661695744,-0.0136386039276626,-0.00692907688425809,"vicarious"
