"","X","Unnamed..0","index","nifti_name","sub","ses","run","run_type","ev","num","onset","dur","mod","regressor","cue_type","stim_type","expect_rating","actual_rating","cue_con","stim_lin","stim_quad","subject","subject","fname_noext","vps","vps_corr","vps_cosine","con"
"138",797,797,17,"sub-0006_ses-06_run-04-cognitive_task-social-ev-stim-0006",6,4,4,"cognitive","stim",6,169.690340042114,5,1,"True","low_cue","low_stim",29.1441986773614,60.4001709995294,-1,-1,1,"6","sub-0006","cognitive_ev-stim_l2norm",-3.33482672958145,-0.0184783045035048,-0.00898025407255588,"cognitive"
"139",798,798,18,"sub-0006_ses-06_run-04-cognitive_task-social-ev-stim-0007",6,4,4,"cognitive","stim",7,203.886430025101,5,1,"True","low_cue","high_stim",28.9423915917175,9.53846273398614,-1,1,1,"6","sub-0006","cognitive_ev-stim_l2norm",8.41714970492168,0.0236788203445375,0.026211494821739,"cognitive"
"140",799,799,19,"sub-0006_ses-06_run-04-cognitive_task-social-ev-stim-0008",6,4,4,"cognitive","stim",8,232.196990013123,5,1,"True","low_cue","low_stim",15.3762512488262,5.77948582515591,-1,-1,1,"6","sub-0006","cognitive_ev-stim_l2norm",19.6383798133459,0.0547224881003138,0.0556907825265525,"cognitive"
"141",800,800,20,"sub-0006_ses-06_run-04-cognitive_task-social-ev-stim-0009",6,4,4,"cognitive","stim",9,271.394939899445,5,1,"True","high_cue","high_stim",48.6592815186608,14.3700015151793,1,1,1,"6","sub-0006","cognitive_ev-stim_l2norm",12.0900103523471,0.0310532439083329,0.0331551153325017,"cognitive"
"142",801,801,21,"sub-0006_ses-06_run-04-cognitive_task-social-ev-stim-0010",6,4,4,"cognitive","stim",10,301.689570188522,5,1,"True","low_cue","high_stim",21.9295877501754,59.710280365911,-1,1,1,"6","sub-0006","cognitive_ev-stim_l2norm",3.65486397300587,0.00693739777943506,0.010723825312106,"cognitive"
"143",802,802,22,"sub-0006_ses-06_run-04-cognitive_task-social-ev-stim-0011",6,4,4,"cognitive","stim",11,346.789720058441,5,1,"True","high_cue","med_stim",20.7494246475868,74.1179493242497,1,0,-2,"6","sub-0006","cognitive_ev-stim_l2norm",11.8464316882613,0.0300986559016291,0.0322568555306989,"cognitive"
"144",803,803,23,"sub-0006_ses-06_run-04-cognitive_task-social-ev-stim-0012",6,4,4,"cognitive","stim",12,384.587150096893,5,1,"True","high_cue","med_stim",93.6913859864513,93.5178543958018,1,0,-2,"6","sub-0006","cognitive_ev-stim_l2norm",4.48075499709314,0.01312637325227,0.0120410074453483,"cognitive"
"145",116,116,12,"sub-0009_ses-09_run-03-cognitive_task-social-ev-stim-0001",9,1,3,"cognitive","stim",1,23.2987298965454,5,1,"True","high_cue","low_stim",70.175004920869,47.8239602892424,1,-1,1,"9","sub-0009","cognitive_ev-stim_l2norm",16.0002424567709,0.0419505668256381,0.0429960951184104,"cognitive"
"146",117,117,13,"sub-0009_ses-09_run-03-cognitive_task-social-ev-stim-0002",9,1,3,"cognitive","stim",2,68.9991097450256,5,1,"True","low_cue","med_stim",8.32565033042684,7.60983715755195,-1,0,-2,"9","sub-0009","cognitive_ev-stim_l2norm",17.4024066846791,0.0457382201121799,0.0468725834222376,"cognitive"
"147",118,118,14,"sub-0009_ses-09_run-03-cognitive_task-social-ev-stim-0003",9,1,3,"cognitive","stim",3,105.596089839935,5,1,"True","high_cue","high_stim",54.2461127455633,18.7372984148987,1,1,1,"9","sub-0009","cognitive_ev-stim_l2norm",11.256592294266,0.036668079871743,0.0300667857878231,"cognitive"
