param_fmriSession,param_counterbalanceVer,param_counterbalanceBlockNum,param_videoSubject,param_videoFilename,param_cue_type,param_administer_type,param_cond_type,p1_fixation_onset,p1_fixation_duration,p2_cue_onset,p2_cue_type,p2_cue_filename,p3_expect_onset,p3_expect_responseonset,p3_expect_RT,p4_fixation_onset,p4_fixation_duration,p5_administer_type,p5_administer_filename,p5_administer_onset,p6_actual_onset,p6_actual_responseonset,p6_actual_RT,param_end_instruct_onset,param_experimentDuration,param_runNum,param_triggerOnset
1,3,1,066-mg066,mg066t2aaunaff_M.mp4,high,med,4,13813.2430683657,0.81600083820922,13814.0756824428,high,h039.png,13815.1089848023,13817.3754698389,2.26648314628801,13819.1428583002,0.115867086526123,mg066t2aaunaff_M.mp4,mg066t2aaunaff_M.mp4,13819.2837782406,13825.7800085927,1.49992722374736,13825.7916163376,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,095-tv095,tv095t1afaff_H.mp4,low,high,5,13829.8254015318,3.21601747278328,13833.0578356531,low,l053.png,13834.0911958016,13836.1410274171,2.04982972516882,13838.1251125061,0.115826850305893,tv095t1afaff_H.mp4,tv095t1afaff_H.mp4,13838.2659838391,13844.7624223934,2.24990663306198,13844.773834628,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,096-bg096,bg096t2aaaff_M.mp4,high,med,4,13848.8076400754,4.01597621040128,13852.8400105208,high,h030.png,13853.873355547,13855.673213559,1.79985612175187,13857.9072155427,0.115883559074064,bg096t2aaaff_M.mp4,bg096t2aaaff_M.mp4,13858.0481098292,13864.5446758432,2.44988740609006,13864.5559965337,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,121-vw121,vw121t1aeaff_L.mp4,low,low,1,13868.5897860486,0.716046772313348,13869.3223612667,low,l048.png,13870.3556503942,13872.3555818036,1.99992897901939,13874.3895244322,0.115963761476451,vw121t1aeaff_L.mp4,vw121t1aeaff_L.mp4,13874.5304222292,13881.0270109267,1.58330936712628,13881.0383475497,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,052-dr052,dr052t1aiaff_H.mp4,high,high,6,13885.0720922376,3.21608120263772,13888.3045954896,high,h050.png,13889.337948347,NaN,NaN,13893.3548610622,3.51615646327446,dr052t1aiaff_H.mp4,dr052t1aiaff_H.mp4,13896.8959634428,13903.3923987566,2.08328654859906,13903.4036648987,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,101-mg101,mg101t2aeunaff_M.mp4,high,med,4,13907.4374403714,0.816130188211901,13908.2700987354,high,h012.png,13909.3034362003,13911.436609723,2.13317163232932,13913.3373040273,0.916373468829988,mg101t2aeunaff_M.mp4,mg101t2aeunaff_M.mp4,13914.2790122737,13920.7745378168,2.16654906348049,13920.7860318741,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,109-ib109,ib109t1aiaff_H.mp4,high,high,6,13924.8198292202,3.2160158525312,13928.0522744132,high,h038.png,13929.0855972959,13930.9854315173,1.89983206102988,13933.1195104899,0.915841216527042,ib109t1aiaff_H.mp4,ib109t1aiaff_H.mp4,13934.060027312,13940.5567602118,2.59987723901759,13940.5681937798,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,103-jk103,jk103t1aaaff_H.mp4,high,high,6,13944.6019519698,1.61605625077755,13946.2345021011,high,h034.png,13947.267884393,13949.2177314278,1.94984514455427,13951.3017821946,0.115841432560046,jk103t1aaaff_H.mp4,jk103t1aaaff_H.mp4,13951.4430051219,13957.939034833,2.44998975191447,13957.9504800127,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,043-jh043,jh043t2aeunaff_M.mp4,low,med,3,13961.9842187597,3.21611468781521,13965.2167438851,low,l042.png,13966.2500994429,13969.2332744912,2.98317315806526,13970.2839586285,0.11587167723701,jh043t2aeunaff_M.mp4,jh043t2aeunaff_M.mp4,13970.4250438345,13976.9214410724,1.91658599169205,13976.932729628,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,101-mg101,mg101t2aeaff_H.mp4,low,high,5,13980.9665126619,3.21598641797937,13984.1989540743,low,l044.png,13985.2323252945,13987.248832407,2.01649226019799,13989.2661798894,0.115874917737528,mg101t2aeaff_H.mp4,mg101t2aeaff_H.mp4,13989.4070279987,13995.9035319031,1.56661943636209,13995.9149414374,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,121-vw121,vw121t1aiaff_M.mp4,low,med,3,13999.9487771294,1.31600637406518,14001.281277924,low,l019.png,14002.3146472539,14003.8645076288,1.54985848461729,14006.3485426251,0.615857770086222,vw121t1aiaff_M.mp4,vw121t1aiaff_M.mp4,14006.985850082,14013.4689396621,1.84990890141307,14013.4805900736,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,096-bg096,bg096t2afunaff_L.mp4,high,low,2,14017.5143814788,4.01649199015628,14021.5467727175,high,h046.png,14022.5801420474,14024.4966440561,1.91650011841193,14026.6140757645,0.516288783734126,bg096t2afunaff_L.mp4,bg096t2afunaff_L.mp4,14027.1556512584,14033.6511624893,2.01657462293406,14033.6627299979,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,095-tv095,tv095t2afaff_M.mp4,high,med,4,14037.6965189727,1.11602560103893,14038.8291351292,high,h023.png,14039.86244586,14042.4122408848,2.54979286447087,14043.8968062431,0.215350469643454,tv095t2afaff_M.mp4,tv095t2afaff_M.mp4,14044.1373637606,14050.6334453197,1.59993178745208,14050.6450662966,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,043-jh043,jh043t2aeaff_H.mp4,high,high,6,14054.6788757946,0.816003268586428,14055.511433703,high,h017.png,14056.5448089738,14059.0446027969,2.49979193282707,14060.5787472817,0.51579244698587,jh043t2aeaff_H.mp4,jh043t2aeaff_H.mp4,14061.1200211389,14067.6159566054,1.89991064318201,14067.6274379707,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,103-jk103,jk103t2aaunaff_M.mp4,low,med,3,14071.6612210046,0.21599802977471,14071.8937912269,low,l001.png,14072.9272515609,14074.8103337419,1.88308002066515,14076.9611504427,0.116278090081323,jk103t2aaunaff_M.mp4,jk103t2aaunaff_M.mp4,14077.1030695376,14083.5984314355,2.73319766435452,14083.609803974,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,042-ll042,ll042t1aaunaff_L.mp4,high,low,2,14087.6436599191,1.31595668638329,14088.9761269585,high,h055.png,14090.0094900775,14091.492711438,1.48320731834792,14094.0433792377,0.316333124590528,ll042t1aaunaff_L.mp4,ll042t1aaunaff_L.mp4,14094.3846563894,14100.8805448687,2.58320324071792,14100.8921334406,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,109-ib109,ib109t1aiunaff_L.mp4,low,low,1,14104.9259159344,1.61603086685318,14106.5584414918,low,l016.png,14107.5918019103,14110.0082567967,2.41645299612537,14111.6261747154,0.115383441741869,ib109t1aiunaff_L.mp4,ib109t1aiunaff_L.mp4,14111.7665880575,14118.2627995067,1.56661592581986,14118.2744121123,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,066-mg066,mg066t2aeunaff_L.mp4,low,low,1,14122.3082124289,1.71604083139391,14124.0407457905,low,l005.png,14125.0741091795,14126.3073188607,1.23320779092137,14129.1084919761,0.115367509277348,mg066t2aeunaff_L.mp4,mg066t2aeunaff_L.mp4,14129.2488537403,14135.7453255097,2.71653608797533,14135.7567269427,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,097-gf097,gf097t2aaunaff_H.mp4,high,high,6,14139.7905512929,3.21600586098612,14143.0229638109,high,h042.png,14144.056321259,14146.4061600845,2.34982181294617,14148.09021528,0.115848723688032,gf097t2aaunaff_H.mp4,gf097t2aaunaff_H.mp4,14148.2310180223,14154.7276850319,2.01658677481282,14154.7389406424,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,052-dr052,dr052t1aeunaff_L.mp4,high,low,2,14158.7727072037,0.116063136843877,14158.9053797989,high,h001.png,14159.9387280655,14162.1385514042,2.19982090830672,14163.9726112849,3.91585471861617,dr052t1aeunaff_L.mp4,dr052t1aeunaff_L.mp4,14167.9134675495,14174.4095639609,2.63321119344619,14174.4211393008,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,097-gf097,gf097t2aiunaff_L.mp4,high,low,2,14178.4549199043,1.81602811242738,14180.2874707916,high,h021.png,14181.3208198684,14183.4206534957,2.099832007023,14185.354704978,2.01634832794298,gf097t2aiunaff_L.mp4,gf097t2aiunaff_L.mp4,14187.3957726583,14193.8918350445,2.7665386398694,14193.9033147896,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,066-mg066,mg066t1aaaff_H.mp4,low,high,5,14197.9371056546,0.716049472728628,14198.6697119276,low,l002.png,14199.7030712659,14202.6195073844,2.91643422822381,14203.7369612363,0.215835464638076,mg066t1aaaff_H.mp4,mg066t1aaaff_H.mp4,14203.9777304665,14210.4744436532,1.96658719337756,14210.4856755,14231.7344231138,675.583067949798,1,13556.151355164
1,3,1,101-mg101,mg101t2afunaff_L.mp4,high,low,2,14214.5194644748,1.31603499849189,14215.8520362904,high,h014.png,14216.8853578229,14219.7685015734,2.88314186022581,14220.9193293459,0.215763903572224,mg101t2afunaff_L.mp4,mg101t2afunaff_L.mp4,14221.1601147785,14227.6565441514,2.34984611670552,14227.6680290273,14231.7344231138,675.583067949798,1,13556.151355164
