,sub,ses,run,runtype,event,trial,cuetype,stimintensity
1543,80,1,4,pain,stimulus,4,high,med
1544,80,1,4,pain,stimulus,5,high,high
1545,80,1,4,pain,stimulus,6,high,low
1546,80,1,4,pain,stimulus,7,high,high
1547,80,1,4,pain,stimulus,11,high,med
1548,80,3,3,pain,stimulus,,high,low
1549,80,3,3,pain,stimulus,2,high,low
1550,80,3,3,pain,stimulus,4,high,high
1551,80,3,3,pain,stimulus,8,high,high
1552,80,3,3,pain,stimulus,10,high,med
1553,80,3,3,pain,stimulus,11,high,med
1554,80,3,6,pain,stimulus,2,high,low
1555,80,3,6,pain,stimulus,3,high,med
1556,80,3,6,pain,stimulus,4,high,high
1557,80,3,6,pain,stimulus,7,high,high
1558,80,3,6,pain,stimulus,8,high,low
1559,80,3,6,pain,stimulus,11,high,med
1560,80,4,1,pain,stimulus,2,high,med
1561,80,4,1,pain,stimulus,4,high,med
1562,80,4,1,pain,stimulus,7,high,high
1563,80,4,1,pain,stimulus,8,high,high
1564,80,4,1,pain,stimulus,9,high,low
1565,80,4,1,pain,stimulus,10,high,low
1566,80,4,5,pain,stimulus,1,high,med
1567,80,4,5,pain,stimulus,4,high,low
1568,80,4,5,pain,stimulus,5,high,med
1569,80,4,5,pain,stimulus,6,high,low
1570,80,4,5,pain,stimulus,10,high,high
1571,80,4,5,pain,stimulus,11,high,high
1572,81,1,1,pain,stimulus,2,high,med
1573,81,1,1,pain,stimulus,4,high,med
1574,81,1,1,pain,stimulus,7,high,high
1575,81,1,1,pain,stimulus,8,high,high
1576,81,1,1,pain,stimulus,9,high,low
1577,81,1,1,pain,stimulus,10,high,low
1578,81,1,6,pain,stimulus,,high,low
1579,81,1,6,pain,stimulus,4,high,med
1580,81,1,6,pain,stimulus,5,high,high
1581,81,1,6,pain,stimulus,6,high,low
1582,81,1,6,pain,stimulus,7,high,high
1583,81,1,6,pain,stimulus,11,high,med
1584,81,3,2,pain,stimulus,,high,med
1585,81,3,2,pain,stimulus,1,high,high
1586,81,3,2,pain,stimulus,3,high,low
1587,81,3,2,pain,stimulus,4,high,med
1588,81,3,2,pain,stimulus,8,high,high
1589,81,3,2,pain,stimulus,10,high,low
1590,81,3,5,pain,stimulus,1,high,med
1591,81,3,5,pain,stimulus,2,high,low
1592,81,3,5,pain,stimulus,3,high,high
1593,81,3,5,pain,stimulus,8,high,low
1594,81,3,5,pain,stimulus,9,high,high
1595,81,3,5,pain,stimulus,10,high,med
1596,81,4,3,pain,stimulus,,high,low
1597,81,4,3,pain,stimulus,2,high,high
1598,81,4,3,pain,stimulus,4,high,low
1599,81,4,3,pain,stimulus,5,high,med
1600,81,4,3,pain,stimulus,7,high,med
1601,81,4,3,pain,stimulus,10,high,high
1602,81,4,6,pain,stimulus,,high,high
1603,81,4,6,pain,stimulus,2,high,high
1604,81,4,6,pain,stimulus,4,high,low
1605,81,4,6,pain,stimulus,5,high,med
1606,81,4,6,pain,stimulus,7,high,low
1607,81,4,6,pain,stimulus,9,high,med
1608,82,3,2,pain,stimulus,4,high,med
1609,82,3,2,pain,stimulus,5,high,high
1610,82,3,2,pain,stimulus,6,high,med
1611,82,3,2,pain,stimulus,7,high,low
1612,82,3,2,pain,stimulus,8,high,low
1613,82,3,2,pain,stimulus,9,high,high
1614,82,3,4,pain,stimulus,,high,low
1615,82,3,4,pain,stimulus,1,high,low
1616,82,3,4,pain,stimulus,2,high,med
1617,82,3,4,pain,stimulus,4,high,high
1618,82,3,4,pain,stimulus,6,high,high
1619,82,3,4,pain,stimulus,7,high,med
1620,83,3,3,pain,stimulus,,high,high
1621,83,3,3,pain,stimulus,2,high,low
1622,83,3,3,pain,stimulus,3,high,med
1623,83,3,3,pain,stimulus,9,high,low
1624,83,3,3,pain,stimulus,10,high,med
1625,83,3,3,pain,stimulus,11,high,high
1626,83,3,4,pain,stimulus,,high,low
1627,83,3,4,pain,stimulus,2,high,low
1628,83,3,4,pain,stimulus,4,high,high
1629,83,3,4,pain,stimulus,8,high,high
1630,83,3,4,pain,stimulus,10,high,med
1631,83,3,4,pain,stimulus,11,high,med
1632,83,4,5,pain,stimulus,1,high,med
1633,83,4,5,pain,stimulus,3,high,low
1634,83,4,5,pain,stimulus,5,high,high
1635,83,4,5,pain,stimulus,8,high,high
1636,83,4,5,pain,stimulus,9,high,med
1637,83,4,5,pain,stimulus,10,high,low
1638,84,1,2,pain,stimulus,3,high,low
1639,84,1,2,pain,stimulus,4,high,med
1640,84,1,2,pain,stimulus,5,high,high
1641,84,1,2,pain,stimulus,6,high,low
1642,84,1,2,pain,stimulus,8,high,high
1643,84,1,2,pain,stimulus,10,high,med
1644,84,1,4,pain,stimulus,,high,low
1645,84,1,4,pain,stimulus,4,high,med
1646,84,1,4,pain,stimulus,5,high,high
1647,84,1,4,pain,stimulus,6,high,low
1648,84,1,4,pain,stimulus,7,high,high
1649,84,1,4,pain,stimulus,11,high,med
1650,84,4,1,pain,stimulus,2,high,med
1651,84,4,1,pain,stimulus,4,high,med
1652,84,4,1,pain,stimulus,7,high,high
1653,84,4,1,pain,stimulus,8,high,high
1654,84,4,1,pain,stimulus,9,high,low
1655,84,4,1,pain,stimulus,10,high,low
1656,84,4,5,pain,stimulus,1,high,med
1657,84,4,5,pain,stimulus,4,high,low
1658,84,4,5,pain,stimulus,5,high,med
1659,84,4,5,pain,stimulus,6,high,low
1660,84,4,5,pain,stimulus,10,high,high
1661,84,4,5,pain,stimulus,11,high,high
1662,85,1,1,pain,stimulus,,high,med
1663,85,1,1,pain,stimulus,1,high,low
1664,85,1,1,pain,stimulus,3,high,high
1665,85,1,1,pain,stimulus,4,high,high
1666,85,1,1,pain,stimulus,6,high,med
1667,85,1,1,pain,stimulus,7,high,low
1668,85,1,5,pain,stimulus,,high,med
1669,85,1,5,pain,stimulus,2,high,low
1670,85,1,5,pain,stimulus,4,high,high
1671,85,1,5,pain,stimulus,7,high,med
1672,85,1,5,pain,stimulus,8,high,low
1673,85,1,5,pain,stimulus,10,high,high
1674,86,1,2,pain,stimulus,3,high,low
1675,86,1,2,pain,stimulus,4,high,med
1676,86,1,2,pain,stimulus,5,high,high
1677,86,1,2,pain,stimulus,6,high,low
1678,86,1,2,pain,stimulus,8,high,high
1679,86,1,2,pain,stimulus,10,high,med
1680,86,1,4,pain,stimulus,1,high,low
1681,86,1,4,pain,stimulus,3,high,med
1682,86,1,4,pain,stimulus,6,high,high
1683,86,1,4,pain,stimulus,9,high,low
1684,86,1,4,pain,stimulus,10,high,med
1685,86,1,4,pain,stimulus,11,high,high
1686,86,3,2,pain,stimulus,4,high,med
1687,86,3,2,pain,stimulus,5,high,high
1688,86,3,2,pain,stimulus,6,high,med
1689,86,3,2,pain,stimulus,7,high,low
1690,86,3,2,pain,stimulus,8,high,low
1691,86,3,2,pain,stimulus,9,high,high
1692,86,3,5,pain,stimulus,,high,low
1693,86,3,5,pain,stimulus,1,high,low
1694,86,3,5,pain,stimulus,2,high,med
1695,86,3,5,pain,stimulus,4,high,high
1696,86,3,5,pain,stimulus,6,high,high
1697,86,3,5,pain,stimulus,7,high,med
1698,86,4,1,pain,stimulus,1,high,med
1699,86,4,1,pain,stimulus,4,high,low
1700,86,4,1,pain,stimulus,5,high,med
1701,86,4,1,pain,stimulus,6,high,low
1702,86,4,1,pain,stimulus,10,high,high
1703,86,4,1,pain,stimulus,11,high,high
1704,86,4,6,pain,stimulus,,high,high
1705,86,4,6,pain,stimulus,3,high,high
1706,86,4,6,pain,stimulus,5,high,low
1707,86,4,6,pain,stimulus,7,high,med
1708,86,4,6,pain,stimulus,8,high,med
1709,86,4,6,pain,stimulus,10,high,low
1710,87,3,3,pain,stimulus,,high,med
1711,87,3,3,pain,stimulus,1,high,high
1712,87,3,3,pain,stimulus,3,high,low
1713,87,3,3,pain,stimulus,4,high,med
1714,87,3,3,pain,stimulus,8,high,high
1715,87,3,3,pain,stimulus,10,high,low
1716,87,3,6,pain,stimulus,1,high,med
1717,87,3,6,pain,stimulus,2,high,low
1718,87,3,6,pain,stimulus,3,high,high
1719,87,3,6,pain,stimulus,8,high,low
1720,87,3,6,pain,stimulus,9,high,high
1721,87,3,6,pain,stimulus,10,high,med
1722,87,4,2,pain,stimulus,,high,low
1723,87,4,2,pain,stimulus,2,high,high
1724,87,4,2,pain,stimulus,4,high,low
1725,87,4,2,pain,stimulus,5,high,med
1726,87,4,2,pain,stimulus,7,high,med
1727,87,4,2,pain,stimulus,10,high,high
1728,88,1,3,pain,stimulus,,high,med
1729,88,1,3,pain,stimulus,2,high,low
1730,88,1,3,pain,stimulus,4,high,high
1731,88,1,3,pain,stimulus,7,high,med
1732,88,1,3,pain,stimulus,8,high,low
1733,88,1,3,pain,stimulus,10,high,high
1734,88,1,4,pain,stimulus,,high,med
1735,88,1,4,pain,stimulus,1,high,low
1736,88,1,4,pain,stimulus,3,high,high
1737,88,1,4,pain,stimulus,4,high,high
1738,88,1,4,pain,stimulus,6,high,med
1739,88,1,4,pain,stimulus,7,high,low
1740,88,3,1,pain,stimulus,1,high,low
1741,88,3,1,pain,stimulus,2,high,high
1742,88,3,1,pain,stimulus,4,high,low
1743,88,3,1,pain,stimulus,7,high,med
1744,88,3,1,pain,stimulus,9,high,med
1745,88,3,1,pain,stimulus,11,high,high
1746,88,3,6,pain,stimulus,,high,med
1747,88,3,6,pain,stimulus,1,high,high
1748,88,3,6,pain,stimulus,3,high,low
1749,88,3,6,pain,stimulus,4,high,med
1750,88,3,6,pain,stimulus,8,high,high
1751,88,3,6,pain,stimulus,10,high,low
1752,88,4,2,pain,stimulus,,high,high
1753,88,4,2,pain,stimulus,3,high,high
1754,88,4,2,pain,stimulus,5,high,low
1755,88,4,2,pain,stimulus,7,high,med
1756,88,4,2,pain,stimulus,8,high,med
1757,88,4,2,pain,stimulus,10,high,low
1758,88,4,5,pain,stimulus,,high,med
1759,88,4,5,pain,stimulus,2,high,low
1760,88,4,5,pain,stimulus,3,high,high
1761,88,4,5,pain,stimulus,4,high,low
1762,88,4,5,pain,stimulus,5,high,med
1763,88,4,5,pain,stimulus,8,high,high
1764,89,1,2,pain,stimulus,,high,low
1765,89,1,2,pain,stimulus,1,high,high
1766,89,1,2,pain,stimulus,2,high,med
1767,89,1,2,pain,stimulus,4,high,high
1768,89,1,2,pain,stimulus,5,high,low
1769,89,1,2,pain,stimulus,10,high,med
1770,89,3,1,pain,stimulus,,high,high
1771,89,3,1,pain,stimulus,2,high,low
1772,89,3,1,pain,stimulus,3,high,med
1773,89,3,1,pain,stimulus,9,high,low
1774,89,3,1,pain,stimulus,10,high,med
1775,89,3,1,pain,stimulus,11,high,high
1776,89,3,6,pain,stimulus,,high,low
1777,89,3,6,pain,stimulus,2,high,low
1778,89,3,6,pain,stimulus,4,high,high
1779,89,3,6,pain,stimulus,8,high,high
1780,89,3,6,pain,stimulus,10,high,med
1781,89,3,6,pain,stimulus,11,high,med
1782,89,4,1,pain,stimulus,2,high,med
1783,89,4,1,pain,stimulus,4,high,med
1784,89,4,1,pain,stimulus,7,high,high
1785,89,4,1,pain,stimulus,8,high,high
1786,89,4,1,pain,stimulus,9,high,low
1787,89,4,1,pain,stimulus,10,high,low
1788,89,4,5,pain,stimulus,1,high,med
1789,89,4,5,pain,stimulus,3,high,low
1790,89,4,5,pain,stimulus,5,high,high
1791,89,4,5,pain,stimulus,8,high,high
1792,89,4,5,pain,stimulus,9,high,med
1793,89,4,5,pain,stimulus,10,high,low
1794,90,1,3,pain,stimulus,3,high,low
1795,90,1,3,pain,stimulus,4,high,med
1796,90,1,3,pain,stimulus,5,high,high
1797,90,1,3,pain,stimulus,6,high,low
1798,90,1,3,pain,stimulus,8,high,high
1799,90,1,3,pain,stimulus,10,high,med
1800,90,1,6,pain,stimulus,,high,low
1801,90,1,6,pain,stimulus,4,high,med
1802,90,1,6,pain,stimulus,5,high,high
1803,90,1,6,pain,stimulus,6,high,low
1804,90,1,6,pain,stimulus,7,high,high
1805,90,1,6,pain,stimulus,11,high,med
1806,90,3,3,pain,stimulus,2,high,low
1807,90,3,3,pain,stimulus,3,high,med
1808,90,3,3,pain,stimulus,4,high,high
1809,90,3,3,pain,stimulus,7,high,high
1810,90,3,3,pain,stimulus,8,high,low
1811,90,3,3,pain,stimulus,11,high,med
1812,90,3,4,pain,stimulus,,high,low
1813,90,3,4,pain,stimulus,2,high,low
1814,90,3,4,pain,stimulus,4,high,high
1815,90,3,4,pain,stimulus,8,high,high
1816,90,3,4,pain,stimulus,10,high,med
1817,90,3,4,pain,stimulus,11,high,med
1818,90,4,2,pain,stimulus,2,high,med
1819,90,4,2,pain,stimulus,4,high,med
1820,90,4,2,pain,stimulus,7,high,high
1821,90,4,2,pain,stimulus,8,high,high
1822,90,4,2,pain,stimulus,9,high,low
1823,90,4,2,pain,stimulus,10,high,low
1824,90,4,5,pain,stimulus,1,high,med
1825,90,4,5,pain,stimulus,4,high,low
1826,90,4,5,pain,stimulus,5,high,med
1827,90,4,5,pain,stimulus,6,high,low
1828,90,4,5,pain,stimulus,10,high,high
1829,90,4,5,pain,stimulus,11,high,high
1830,91,1,2,pain,stimulus,3,high,low
1831,91,1,2,pain,stimulus,4,high,med
1832,91,1,2,pain,stimulus,5,high,high
1833,91,1,2,pain,stimulus,6,high,low
1834,91,1,2,pain,stimulus,8,high,high
1835,91,1,2,pain,stimulus,10,high,med
1836,91,1,5,pain,stimulus,,high,low
1837,91,1,5,pain,stimulus,4,high,med
1838,91,1,5,pain,stimulus,5,high,high
1839,91,1,5,pain,stimulus,6,high,low
1840,91,1,5,pain,stimulus,7,high,high
1841,91,1,5,pain,stimulus,11,high,med
1842,91,3,2,pain,stimulus,,high,low
1843,91,3,2,pain,stimulus,2,high,low
1844,91,3,2,pain,stimulus,4,high,high
1845,91,3,2,pain,stimulus,8,high,high
1846,91,3,2,pain,stimulus,10,high,med
1847,91,3,2,pain,stimulus,11,high,med
1848,91,3,4,pain,stimulus,2,high,low
1849,91,3,4,pain,stimulus,3,high,med
1850,91,3,4,pain,stimulus,4,high,high
1851,91,3,4,pain,stimulus,7,high,high
1852,91,3,4,pain,stimulus,8,high,low
1853,91,3,4,pain,stimulus,11,high,med
1854,91,4,1,pain,stimulus,1,high,med
1855,91,4,1,pain,stimulus,4,high,low
1856,91,4,1,pain,stimulus,5,high,med
1857,91,4,1,pain,stimulus,6,high,low
1858,91,4,1,pain,stimulus,10,high,high
1859,91,4,1,pain,stimulus,11,high,high
1860,92,1,3,pain,stimulus,3,high,low
1861,92,1,3,pain,stimulus,4,high,med
1862,92,1,3,pain,stimulus,5,high,high
1863,92,1,3,pain,stimulus,6,high,low
1864,92,1,3,pain,stimulus,8,high,high
1865,92,1,3,pain,stimulus,10,high,med
1866,92,1,6,pain,stimulus,1,high,low
1867,92,1,6,pain,stimulus,3,high,med
1868,92,1,6,pain,stimulus,6,high,high
1869,92,1,6,pain,stimulus,9,high,low
1870,92,1,6,pain,stimulus,10,high,med
1871,92,1,6,pain,stimulus,11,high,high
1872,92,3,1,pain,stimulus,4,high,med
1873,92,3,1,pain,stimulus,5,high,high
1874,92,3,1,pain,stimulus,6,high,med
1875,92,3,1,pain,stimulus,7,high,low
1876,92,3,1,pain,stimulus,8,high,low
1877,92,3,1,pain,stimulus,9,high,high
1878,92,3,5,pain,stimulus,,high,low
1879,92,3,5,pain,stimulus,1,high,low
1880,92,3,5,pain,stimulus,2,high,med
1881,92,3,5,pain,stimulus,4,high,high
1882,92,3,5,pain,stimulus,6,high,high
1883,92,3,5,pain,stimulus,7,high,med
1884,92,4,3,pain,stimulus,1,high,med
1885,92,4,3,pain,stimulus,4,high,low
1886,92,4,3,pain,stimulus,5,high,med
1887,92,4,3,pain,stimulus,6,high,low
1888,92,4,3,pain,stimulus,10,high,high
1889,92,4,3,pain,stimulus,11,high,high
1890,92,4,4,pain,stimulus,,high,high
1891,92,4,4,pain,stimulus,3,high,high
1892,92,4,4,pain,stimulus,5,high,low
1893,92,4,4,pain,stimulus,7,high,med
1894,92,4,4,pain,stimulus,8,high,med
1895,92,4,4,pain,stimulus,10,high,low
1896,93,1,3,pain,stimulus,,high,low
1897,93,1,3,pain,stimulus,1,high,high
1898,93,1,3,pain,stimulus,2,high,med
1899,93,1,3,pain,stimulus,4,high,high
1900,93,1,3,pain,stimulus,5,high,low
1901,93,1,3,pain,stimulus,10,high,med
1902,93,1,6,pain,stimulus,,high,low
1903,93,1,6,pain,stimulus,4,high,med
1904,93,1,6,pain,stimulus,5,high,high
1905,93,1,6,pain,stimulus,6,high,low
1906,93,1,6,pain,stimulus,7,high,high
1907,93,1,6,pain,stimulus,11,high,med
1908,93,3,1,pain,stimulus,,high,high
1909,93,3,1,pain,stimulus,2,high,low
1910,93,3,1,pain,stimulus,3,high,med
1911,93,3,1,pain,stimulus,9,high,low
1912,93,3,1,pain,stimulus,10,high,med
1913,93,3,1,pain,stimulus,11,high,high
1914,93,3,6,pain,stimulus,,high,low
1915,93,3,6,pain,stimulus,2,high,low
1916,93,3,6,pain,stimulus,4,high,high
1917,93,3,6,pain,stimulus,8,high,high
1918,93,3,6,pain,stimulus,10,high,med
1919,93,3,6,pain,stimulus,11,high,med
1920,93,4,2,pain,stimulus,2,high,med
1921,93,4,2,pain,stimulus,4,high,med
1922,93,4,2,pain,stimulus,7,high,high
1923,93,4,2,pain,stimulus,8,high,high
1924,93,4,2,pain,stimulus,9,high,low
1925,93,4,2,pain,stimulus,10,high,low
1926,93,4,5,pain,stimulus,1,high,med
1927,93,4,5,pain,stimulus,3,high,low
1928,93,4,5,pain,stimulus,5,high,high
1929,93,4,5,pain,stimulus,8,high,high
1930,93,4,5,pain,stimulus,9,high,med
1931,93,4,5,pain,stimulus,10,high,low
1932,94,1,3,pain,stimulus,2,high,med
1933,94,1,3,pain,stimulus,4,high,med
1934,94,1,3,pain,stimulus,7,high,high
1935,94,1,3,pain,stimulus,8,high,high
1936,94,1,3,pain,stimulus,9,high,low
1937,94,1,3,pain,stimulus,10,high,low
1938,94,1,4,pain,stimulus,,high,low
1939,94,1,4,pain,stimulus,4,high,med
1940,94,1,4,pain,stimulus,5,high,high
1941,94,1,4,pain,stimulus,6,high,low
1942,94,1,4,pain,stimulus,7,high,high
1943,94,1,4,pain,stimulus,11,high,med
1944,94,3,1,pain,stimulus,,high,med
1945,94,3,1,pain,stimulus,1,high,high
1946,94,3,1,pain,stimulus,3,high,low
1947,94,3,1,pain,stimulus,4,high,med
1948,94,3,1,pain,stimulus,8,high,high
1949,94,3,1,pain,stimulus,10,high,low
1950,94,3,5,pain,stimulus,1,high,med
1951,94,3,5,pain,stimulus,2,high,low
1952,94,3,5,pain,stimulus,3,high,high
1953,94,3,5,pain,stimulus,8,high,low
1954,94,3,5,pain,stimulus,9,high,high
1955,94,3,5,pain,stimulus,10,high,med
1956,94,4,2,pain,stimulus,,high,low
1957,94,4,2,pain,stimulus,2,high,high
1958,94,4,2,pain,stimulus,4,high,low
1959,94,4,2,pain,stimulus,5,high,med
1960,94,4,2,pain,stimulus,7,high,med
1961,94,4,2,pain,stimulus,10,high,high
1962,94,4,4,pain,stimulus,,high,high
1963,94,4,4,pain,stimulus,2,high,high
1964,94,4,4,pain,stimulus,4,high,low
1965,94,4,4,pain,stimulus,5,high,med
1966,94,4,4,pain,stimulus,7,high,low
1967,94,4,4,pain,stimulus,9,high,med
1968,95,1,1,pain,stimulus,,high,med
1969,95,1,1,pain,stimulus,1,high,low
1970,95,1,1,pain,stimulus,3,high,high
1971,95,1,1,pain,stimulus,4,high,high
1972,95,1,1,pain,stimulus,6,high,med
1973,95,1,1,pain,stimulus,7,high,low
1974,95,1,5,pain,stimulus,,high,med
1975,95,1,5,pain,stimulus,2,high,low
1976,95,1,5,pain,stimulus,4,high,high
1977,95,1,5,pain,stimulus,7,high,med
1978,95,1,5,pain,stimulus,8,high,low
1979,95,1,5,pain,stimulus,10,high,high
1980,95,3,2,pain,stimulus,,high,med
1981,95,3,2,pain,stimulus,1,high,high
1982,95,3,2,pain,stimulus,3,high,low
1983,95,3,2,pain,stimulus,4,high,med
1984,95,3,2,pain,stimulus,8,high,high
1985,95,3,2,pain,stimulus,10,high,low
1986,95,3,5,pain,stimulus,1,high,low
1987,95,3,5,pain,stimulus,2,high,high
1988,95,3,5,pain,stimulus,4,high,low
1989,95,3,5,pain,stimulus,7,high,med
1990,95,3,5,pain,stimulus,9,high,med
1991,95,3,5,pain,stimulus,11,high,high
1992,95,4,1,pain,stimulus,,high,med
1993,95,4,1,pain,stimulus,2,high,low
1994,95,4,1,pain,stimulus,3,high,high
1995,95,4,1,pain,stimulus,4,high,low
1996,95,4,1,pain,stimulus,5,high,med
1997,95,4,1,pain,stimulus,8,high,high
1998,95,4,6,pain,stimulus,,high,high
1999,95,4,6,pain,stimulus,3,high,high
2000,95,4,6,pain,stimulus,5,high,low
2001,95,4,6,pain,stimulus,7,high,med
2002,95,4,6,pain,stimulus,8,high,med
2003,95,4,6,pain,stimulus,10,high,low
2004,97,1,3,pain,stimulus,,high,low
2005,97,1,3,pain,stimulus,4,high,med
2006,97,1,3,pain,stimulus,5,high,high
2007,97,1,3,pain,stimulus,6,high,low
2008,97,1,3,pain,stimulus,7,high,high
2009,97,1,3,pain,stimulus,11,high,med
2010,97,1,4,pain,stimulus,3,high,low
2011,97,1,4,pain,stimulus,4,high,med
2012,97,1,4,pain,stimulus,5,high,high
2013,97,1,4,pain,stimulus,6,high,low
2014,97,1,4,pain,stimulus,8,high,high
2015,97,1,4,pain,stimulus,10,high,med
2016,98,1,1,pain,stimulus,3,high,low
2017,98,1,1,pain,stimulus,4,high,med
2018,98,1,1,pain,stimulus,5,high,high
2019,98,1,1,pain,stimulus,6,high,low
2020,98,1,1,pain,stimulus,8,high,high
2021,98,1,1,pain,stimulus,10,high,med
2022,98,1,5,pain,stimulus,1,high,low
2023,98,1,5,pain,stimulus,3,high,med
2024,98,1,5,pain,stimulus,6,high,high
2025,98,1,5,pain,stimulus,9,high,low
2026,98,1,5,pain,stimulus,10,high,med
2027,98,1,5,pain,stimulus,11,high,high
2028,98,3,3,pain,stimulus,4,high,med
2029,98,3,3,pain,stimulus,5,high,high
2030,98,3,3,pain,stimulus,6,high,med
2031,98,3,3,pain,stimulus,7,high,low
2032,98,3,3,pain,stimulus,8,high,low
2033,98,3,3,pain,stimulus,9,high,high
2034,98,3,6,pain,stimulus,,high,low
2035,98,3,6,pain,stimulus,1,high,low
2036,98,3,6,pain,stimulus,2,high,med
2037,98,3,6,pain,stimulus,4,high,high
2038,98,3,6,pain,stimulus,6,high,high
2039,98,3,6,pain,stimulus,7,high,med
2040,98,4,2,pain,stimulus,,high,high
2041,98,4,2,pain,stimulus,3,high,high
2042,98,4,2,pain,stimulus,5,high,low
2043,98,4,2,pain,stimulus,7,high,med
2044,98,4,2,pain,stimulus,8,high,med
2045,98,4,2,pain,stimulus,10,high,low
2046,98,4,4,pain,stimulus,1,high,med
2047,98,4,4,pain,stimulus,4,high,low
2048,98,4,4,pain,stimulus,5,high,med
2049,98,4,4,pain,stimulus,6,high,low
2050,98,4,4,pain,stimulus,10,high,high
2051,98,4,4,pain,stimulus,11,high,high
2052,99,1,3,pain,stimulus,,high,low
2053,99,1,3,pain,stimulus,4,high,med
2054,99,1,3,pain,stimulus,5,high,high
2055,99,1,3,pain,stimulus,6,high,low
2056,99,1,3,pain,stimulus,7,high,high
2057,99,1,3,pain,stimulus,11,high,med
2058,99,1,4,pain,stimulus,,high,low
2059,99,1,4,pain,stimulus,1,high,high
2060,99,1,4,pain,stimulus,2,high,med
2061,99,1,4,pain,stimulus,4,high,high
2062,99,1,4,pain,stimulus,5,high,low
2063,99,1,4,pain,stimulus,10,high,med
2064,99,3,2,pain,stimulus,,high,low
2065,99,3,2,pain,stimulus,2,high,low
2066,99,3,2,pain,stimulus,4,high,high
2067,99,3,2,pain,stimulus,8,high,high
2068,99,3,2,pain,stimulus,10,high,med
2069,99,3,2,pain,stimulus,11,high,med
2070,99,3,4,pain,stimulus,,high,high
2071,99,3,4,pain,stimulus,2,high,low
2072,99,3,4,pain,stimulus,3,high,med
2073,99,3,4,pain,stimulus,9,high,low
2074,99,3,4,pain,stimulus,10,high,med
2075,99,3,4,pain,stimulus,11,high,high
2076,99,4,2,pain,stimulus,2,high,med
2077,99,4,2,pain,stimulus,4,high,med
2078,99,4,2,pain,stimulus,7,high,high
2079,99,4,2,pain,stimulus,8,high,high
2080,99,4,2,pain,stimulus,9,high,low
2081,99,4,2,pain,stimulus,10,high,low
2082,99,4,5,pain,stimulus,1,high,med
2083,99,4,5,pain,stimulus,3,high,low
2084,99,4,5,pain,stimulus,5,high,high
2085,99,4,5,pain,stimulus,8,high,high
2086,99,4,5,pain,stimulus,9,high,med
2087,99,4,5,pain,stimulus,10,high,low
2088,100,1,1,pain,stimulus,,high,med
2089,100,1,1,pain,stimulus,1,high,low
2090,100,1,1,pain,stimulus,3,high,high
2091,100,1,1,pain,stimulus,4,high,high
2092,100,1,1,pain,stimulus,6,high,med
2093,100,1,1,pain,stimulus,7,high,low
2094,100,1,5,pain,stimulus,,high,med
2095,100,1,5,pain,stimulus,2,high,low
2096,100,1,5,pain,stimulus,4,high,high
2097,100,1,5,pain,stimulus,7,high,med
2098,100,1,5,pain,stimulus,8,high,low
2099,100,1,5,pain,stimulus,10,high,high
2100,100,3,3,pain,stimulus,1,high,low
2101,100,3,3,pain,stimulus,2,high,high
2102,100,3,3,pain,stimulus,4,high,low
2103,100,3,3,pain,stimulus,7,high,med
2104,100,3,3,pain,stimulus,9,high,med
2105,100,3,3,pain,stimulus,11,high,high
2106,100,3,4,pain,stimulus,,high,med
2107,100,3,4,pain,stimulus,1,high,high
2108,100,3,4,pain,stimulus,3,high,low
2109,100,3,4,pain,stimulus,4,high,med
2110,100,3,4,pain,stimulus,8,high,high
2111,100,3,4,pain,stimulus,10,high,low
2112,100,4,3,pain,stimulus,,high,high
2113,100,4,3,pain,stimulus,3,high,high
2114,100,4,3,pain,stimulus,5,high,low
2115,100,4,3,pain,stimulus,7,high,med
2116,100,4,3,pain,stimulus,8,high,med
2117,100,4,3,pain,stimulus,10,high,low
2118,100,4,6,pain,stimulus,,high,med
2119,100,4,6,pain,stimulus,2,high,low
2120,100,4,6,pain,stimulus,3,high,high
2121,100,4,6,pain,stimulus,4,high,low
2122,100,4,6,pain,stimulus,5,high,med
2123,100,4,6,pain,stimulus,8,high,high
2124,101,1,1,pain,stimulus,2,high,med
2125,101,1,1,pain,stimulus,4,high,med
2126,101,1,1,pain,stimulus,7,high,high
2127,101,1,1,pain,stimulus,8,high,high
2128,101,1,1,pain,stimulus,9,high,low
2129,101,1,1,pain,stimulus,10,high,low
2130,101,1,6,pain,stimulus,,high,low
2131,101,1,6,pain,stimulus,4,high,med
2132,101,1,6,pain,stimulus,5,high,high
2133,101,1,6,pain,stimulus,6,high,low
2134,101,1,6,pain,stimulus,7,high,high
2135,101,1,6,pain,stimulus,11,high,med
2136,101,3,2,pain,stimulus,,high,med
2137,101,3,2,pain,stimulus,1,high,high
2138,101,3,2,pain,stimulus,3,high,low
2139,101,3,2,pain,stimulus,4,high,med
2140,101,3,2,pain,stimulus,8,high,high
2141,101,3,2,pain,stimulus,10,high,low
2142,101,3,5,pain,stimulus,1,high,med
2143,101,3,5,pain,stimulus,2,high,low
2144,101,3,5,pain,stimulus,3,high,high
2145,101,3,5,pain,stimulus,8,high,low
2146,101,3,5,pain,stimulus,9,high,high
2147,101,3,5,pain,stimulus,10,high,med
2148,101,4,3,pain,stimulus,,high,low
2149,101,4,3,pain,stimulus,2,high,high
2150,101,4,3,pain,stimulus,4,high,low
2151,101,4,3,pain,stimulus,5,high,med
