,sub,ses,run,runtype,event,trial,cuetype,stimintensity
0,2,3,2,pain,stimulus,4,high,med
1,2,3,2,pain,stimulus,5,high,high
2,2,3,2,pain,stimulus,6,high,med
3,2,3,2,pain,stimulus,7,high,low
4,2,3,2,pain,stimulus,8,high,low
5,2,3,2,pain,stimulus,9,high,high
6,3,3,3,pain,stimulus,,high,high
7,3,3,3,pain,stimulus,2,high,low
8,3,3,3,pain,stimulus,3,high,med
9,3,3,3,pain,stimulus,9,high,low
10,3,3,3,pain,stimulus,10,high,med
11,3,3,3,pain,stimulus,11,high,high
12,3,3,4,pain,stimulus,,high,low
13,3,3,4,pain,stimulus,2,high,low
14,3,3,4,pain,stimulus,4,high,high
15,3,3,4,pain,stimulus,8,high,high
16,3,3,4,pain,stimulus,10,high,med
17,3,3,4,pain,stimulus,11,high,med
18,3,4,2,pain,stimulus,2,high,med
19,3,4,2,pain,stimulus,4,high,med
20,3,4,2,pain,stimulus,7,high,high
21,3,4,2,pain,stimulus,8,high,high
22,3,4,2,pain,stimulus,9,high,low
23,3,4,2,pain,stimulus,10,high,low
24,3,4,5,pain,stimulus,1,high,med
25,3,4,5,pain,stimulus,3,high,low
26,3,4,5,pain,stimulus,5,high,high
27,3,4,5,pain,stimulus,8,high,high
28,3,4,5,pain,stimulus,9,high,med
29,3,4,5,pain,stimulus,10,high,low
30,4,3,3,pain,stimulus,,high,low
31,4,3,3,pain,stimulus,2,high,low
32,4,3,3,pain,stimulus,4,high,high
33,4,3,3,pain,stimulus,8,high,high
34,4,3,3,pain,stimulus,10,high,med
35,4,3,3,pain,stimulus,11,high,med
36,4,3,6,pain,stimulus,2,high,low
37,4,3,6,pain,stimulus,3,high,med
38,4,3,6,pain,stimulus,4,high,high
39,4,3,6,pain,stimulus,7,high,high
40,4,3,6,pain,stimulus,8,high,low
41,4,3,6,pain,stimulus,11,high,med
42,4,4,1,pain,stimulus,2,high,med
43,4,4,1,pain,stimulus,4,high,med
44,4,4,1,pain,stimulus,7,high,high
45,4,4,1,pain,stimulus,8,high,high
46,4,4,1,pain,stimulus,9,high,low
47,4,4,1,pain,stimulus,10,high,low
48,4,4,5,pain,stimulus,1,high,med
49,4,4,5,pain,stimulus,4,high,low
50,4,4,5,pain,stimulus,5,high,med
51,4,4,5,pain,stimulus,6,high,low
52,4,4,5,pain,stimulus,10,high,high
53,4,4,5,pain,stimulus,11,high,high
54,5,3,3,pain,stimulus,1,high,low
55,5,3,3,pain,stimulus,2,high,high
56,5,3,3,pain,stimulus,4,high,low
57,5,3,3,pain,stimulus,7,high,med
58,5,3,3,pain,stimulus,9,high,med
59,5,3,3,pain,stimulus,11,high,high
60,5,3,4,pain,stimulus,,high,med
61,5,3,4,pain,stimulus,1,high,high
62,5,3,4,pain,stimulus,3,high,low
63,5,3,4,pain,stimulus,4,high,med
64,5,3,4,pain,stimulus,8,high,high
65,5,3,4,pain,stimulus,10,high,low
66,5,4,3,pain,stimulus,,high,high
67,5,4,3,pain,stimulus,3,high,high
68,5,4,3,pain,stimulus,5,high,low
69,5,4,3,pain,stimulus,7,high,med
70,5,4,3,pain,stimulus,8,high,med
71,5,4,3,pain,stimulus,10,high,low
72,5,4,6,pain,stimulus,,high,med
73,5,4,6,pain,stimulus,2,high,low
74,5,4,6,pain,stimulus,3,high,high
75,5,4,6,pain,stimulus,4,high,low
76,5,4,6,pain,stimulus,5,high,med
77,5,4,6,pain,stimulus,8,high,high
78,6,3,2,pain,stimulus,4,high,med
79,6,3,2,pain,stimulus,5,high,high
80,6,3,2,pain,stimulus,6,high,med
81,6,3,2,pain,stimulus,7,high,low
82,6,3,2,pain,stimulus,8,high,low
83,6,3,2,pain,stimulus,9,high,high
84,6,3,5,pain,stimulus,,high,low
85,6,3,5,pain,stimulus,1,high,low
86,6,3,5,pain,stimulus,2,high,med
87,6,3,5,pain,stimulus,4,high,high
88,6,3,5,pain,stimulus,6,high,high
89,6,3,5,pain,stimulus,7,high,med
90,6,4,1,pain,stimulus,1,high,med
91,6,4,1,pain,stimulus,4,high,low
92,6,4,1,pain,stimulus,5,high,med
93,6,4,1,pain,stimulus,6,high,low
94,6,4,1,pain,stimulus,10,high,high
95,6,4,1,pain,stimulus,11,high,high
96,6,4,6,pain,stimulus,,high,high
97,6,4,6,pain,stimulus,3,high,high
98,6,4,6,pain,stimulus,5,high,low
99,6,4,6,pain,stimulus,7,high,med
100,6,4,6,pain,stimulus,8,high,med
101,6,4,6,pain,stimulus,10,high,low
102,7,3,3,pain,stimulus,,high,med
103,7,3,3,pain,stimulus,1,high,high
104,7,3,3,pain,stimulus,3,high,low
105,7,3,3,pain,stimulus,4,high,med
106,7,3,3,pain,stimulus,8,high,high
107,7,3,3,pain,stimulus,10,high,low
108,8,3,1,pain,stimulus,1,high,low
109,8,3,1,pain,stimulus,2,high,high
110,8,3,1,pain,stimulus,4,high,low
111,8,3,1,pain,stimulus,7,high,med
112,8,3,1,pain,stimulus,9,high,med
113,8,3,1,pain,stimulus,11,high,high
114,8,3,6,pain,stimulus,,high,med
115,8,3,6,pain,stimulus,1,high,high
116,8,3,6,pain,stimulus,3,high,low
117,8,3,6,pain,stimulus,4,high,med
118,8,3,6,pain,stimulus,8,high,high
119,8,3,6,pain,stimulus,10,high,low
120,8,4,2,pain,stimulus,,high,high
121,8,4,2,pain,stimulus,3,high,high
122,8,4,2,pain,stimulus,5,high,low
123,8,4,2,pain,stimulus,7,high,med
124,8,4,2,pain,stimulus,8,high,med
125,8,4,2,pain,stimulus,10,high,low
126,9,3,1,pain,stimulus,,high,high
127,9,3,1,pain,stimulus,2,high,low
128,9,3,1,pain,stimulus,3,high,med
129,9,3,1,pain,stimulus,9,high,low
130,9,3,1,pain,stimulus,10,high,med
131,9,3,1,pain,stimulus,11,high,high
132,9,3,6,pain,stimulus,,high,low
133,9,3,6,pain,stimulus,2,high,low
134,9,3,6,pain,stimulus,4,high,high
135,9,3,6,pain,stimulus,8,high,high
136,9,3,6,pain,stimulus,10,high,med
137,9,3,6,pain,stimulus,11,high,med
138,9,4,1,pain,stimulus,2,high,med
139,9,4,1,pain,stimulus,4,high,med
140,9,4,1,pain,stimulus,7,high,high
141,9,4,1,pain,stimulus,8,high,high
142,9,4,1,pain,stimulus,9,high,low
143,9,4,1,pain,stimulus,10,high,low
144,9,4,5,pain,stimulus,1,high,med
145,9,4,5,pain,stimulus,3,high,low
146,9,4,5,pain,stimulus,5,high,high
147,9,4,5,pain,stimulus,8,high,high
148,9,4,5,pain,stimulus,9,high,med
149,9,4,5,pain,stimulus,10,high,low
150,10,3,3,pain,stimulus,2,high,low
151,10,3,3,pain,stimulus,3,high,med
152,10,3,3,pain,stimulus,4,high,high
153,10,3,3,pain,stimulus,7,high,high
154,10,3,3,pain,stimulus,8,high,low
155,10,3,3,pain,stimulus,11,high,med
156,10,3,4,pain,stimulus,,high,low
157,10,3,4,pain,stimulus,2,high,low
158,10,3,4,pain,stimulus,4,high,high
159,10,3,4,pain,stimulus,8,high,high
160,10,3,4,pain,stimulus,10,high,med
161,10,3,4,pain,stimulus,11,high,med
162,10,4,2,pain,stimulus,2,high,med
163,10,4,2,pain,stimulus,4,high,med
164,10,4,2,pain,stimulus,7,high,high
165,10,4,2,pain,stimulus,8,high,high
166,10,4,2,pain,stimulus,9,high,low
167,10,4,2,pain,stimulus,10,high,low
168,10,4,5,pain,stimulus,1,high,med
169,10,4,5,pain,stimulus,4,high,low
170,10,4,5,pain,stimulus,5,high,med
171,10,4,5,pain,stimulus,6,high,low
172,10,4,5,pain,stimulus,10,high,high
173,10,4,5,pain,stimulus,11,high,high
174,11,3,4,pain,stimulus,2,high,low
175,11,3,4,pain,stimulus,3,high,med
176,11,3,4,pain,stimulus,4,high,high
177,11,3,4,pain,stimulus,7,high,high
178,11,3,4,pain,stimulus,8,high,low
179,11,3,4,pain,stimulus,11,high,med
180,11,4,6,pain,stimulus,2,high,med
181,11,4,6,pain,stimulus,4,high,med
182,11,4,6,pain,stimulus,7,high,high
183,11,4,6,pain,stimulus,8,high,high
184,11,4,6,pain,stimulus,9,high,low
185,11,4,6,pain,stimulus,10,high,low
186,13,1,6,pain,stimulus,,high,low
187,13,1,6,pain,stimulus,4,high,med
188,13,1,6,pain,stimulus,5,high,high
189,13,1,6,pain,stimulus,6,high,low
190,13,1,6,pain,stimulus,7,high,high
191,13,1,6,pain,stimulus,11,high,med
192,13,3,1,pain,stimulus,,high,high
193,13,3,1,pain,stimulus,2,high,low
194,13,3,1,pain,stimulus,3,high,med
195,13,3,1,pain,stimulus,9,high,low
196,13,3,1,pain,stimulus,10,high,med
197,13,3,1,pain,stimulus,11,high,high
198,13,3,6,pain,stimulus,,high,low
199,13,3,6,pain,stimulus,2,high,low
200,13,3,6,pain,stimulus,4,high,high
201,13,3,6,pain,stimulus,8,high,high
202,13,3,6,pain,stimulus,10,high,med
203,13,3,6,pain,stimulus,11,high,med
204,13,4,2,pain,stimulus,2,high,med
205,13,4,2,pain,stimulus,4,high,med
206,13,4,2,pain,stimulus,7,high,high
207,13,4,2,pain,stimulus,8,high,high
208,13,4,2,pain,stimulus,9,high,low
209,13,4,2,pain,stimulus,10,high,low
210,13,4,5,pain,stimulus,1,high,med
211,13,4,5,pain,stimulus,3,high,low
212,13,4,5,pain,stimulus,5,high,high
213,13,4,5,pain,stimulus,8,high,high
214,13,4,5,pain,stimulus,9,high,med
215,13,4,5,pain,stimulus,10,high,low
216,14,3,1,pain,stimulus,,high,med
217,14,3,1,pain,stimulus,1,high,high
218,14,3,1,pain,stimulus,3,high,low
219,14,3,1,pain,stimulus,4,high,med
220,14,3,1,pain,stimulus,8,high,high
221,14,3,1,pain,stimulus,10,high,low
222,14,3,5,pain,stimulus,1,high,med
223,14,3,5,pain,stimulus,2,high,low
224,14,3,5,pain,stimulus,3,high,high
225,14,3,5,pain,stimulus,8,high,low
226,14,3,5,pain,stimulus,9,high,high
227,14,3,5,pain,stimulus,10,high,med
228,14,4,2,pain,stimulus,,high,low
229,14,4,2,pain,stimulus,2,high,high
230,14,4,2,pain,stimulus,4,high,low
231,14,4,2,pain,stimulus,5,high,med
232,14,4,2,pain,stimulus,7,high,med
233,14,4,2,pain,stimulus,10,high,high
234,14,4,4,pain,stimulus,,high,high
235,14,4,4,pain,stimulus,2,high,high
236,14,4,4,pain,stimulus,4,high,low
237,14,4,4,pain,stimulus,5,high,med
238,14,4,4,pain,stimulus,7,high,low
239,14,4,4,pain,stimulus,9,high,med
240,15,1,1,pain,stimulus,,high,med
241,15,1,1,pain,stimulus,1,high,low
242,15,1,1,pain,stimulus,3,high,high
243,15,1,1,pain,stimulus,4,high,high
244,15,1,1,pain,stimulus,6,high,med
245,15,1,1,pain,stimulus,7,high,low
246,15,1,5,pain,stimulus,,high,med
247,15,1,5,pain,stimulus,2,high,low
248,15,1,5,pain,stimulus,4,high,high
249,15,1,5,pain,stimulus,7,high,med
250,15,1,5,pain,stimulus,8,high,low
251,15,1,5,pain,stimulus,10,high,high
252,16,1,2,pain,stimulus,,high,low
253,16,1,2,pain,stimulus,4,high,med
254,16,1,2,pain,stimulus,5,high,high
255,16,1,2,pain,stimulus,6,high,low
256,16,1,2,pain,stimulus,7,high,high
257,16,1,2,pain,stimulus,11,high,med
258,16,1,4,pain,stimulus,2,high,med
259,16,1,4,pain,stimulus,4,high,med
260,16,1,4,pain,stimulus,7,high,high
261,16,1,4,pain,stimulus,8,high,high
262,16,1,4,pain,stimulus,9,high,low
263,16,1,4,pain,stimulus,10,high,low
264,16,3,3,pain,stimulus,,high,med
265,16,3,3,pain,stimulus,1,high,high
266,16,3,3,pain,stimulus,3,high,low
267,16,3,3,pain,stimulus,4,high,med
268,16,3,3,pain,stimulus,8,high,high
269,16,3,3,pain,stimulus,10,high,low
270,16,3,6,pain,stimulus,1,high,med
271,16,3,6,pain,stimulus,2,high,low
272,16,3,6,pain,stimulus,3,high,high
273,16,3,6,pain,stimulus,8,high,low
274,16,3,6,pain,stimulus,9,high,high
275,16,3,6,pain,stimulus,10,high,med
276,16,4,4,pain,stimulus,,high,low
277,16,4,4,pain,stimulus,2,high,high
278,16,4,4,pain,stimulus,4,high,low
279,16,4,4,pain,stimulus,5,high,med
280,16,4,4,pain,stimulus,7,high,med
281,16,4,4,pain,stimulus,10,high,high
282,17,3,2,pain,stimulus,,high,low
283,17,3,2,pain,stimulus,2,high,low
284,17,3,2,pain,stimulus,4,high,high
285,17,3,2,pain,stimulus,8,high,high
286,17,3,2,pain,stimulus,10,high,med
287,17,3,2,pain,stimulus,11,high,med
288,17,3,5,pain,stimulus,2,high,low
289,17,3,5,pain,stimulus,3,high,med
290,17,3,5,pain,stimulus,4,high,high
291,17,3,5,pain,stimulus,7,high,high
292,17,3,5,pain,stimulus,8,high,low
293,17,3,5,pain,stimulus,11,high,med
294,17,4,1,pain,stimulus,1,high,med
295,17,4,1,pain,stimulus,4,high,low
296,17,4,1,pain,stimulus,5,high,med
297,17,4,1,pain,stimulus,6,high,low
298,17,4,1,pain,stimulus,10,high,high
299,17,4,1,pain,stimulus,11,high,high
300,17,4,6,pain,stimulus,2,high,med
301,17,4,6,pain,stimulus,4,high,med
302,17,4,6,pain,stimulus,7,high,high
303,17,4,6,pain,stimulus,8,high,high
304,17,4,6,pain,stimulus,9,high,low
305,17,4,6,pain,stimulus,10,high,low
306,18,3,3,pain,stimulus,4,high,med
307,18,3,3,pain,stimulus,5,high,high
308,18,3,3,pain,stimulus,6,high,med
309,18,3,3,pain,stimulus,7,high,low
310,18,3,3,pain,stimulus,8,high,low
311,18,3,3,pain,stimulus,9,high,high
312,18,3,6,pain,stimulus,,high,low
313,18,3,6,pain,stimulus,1,high,low
314,18,3,6,pain,stimulus,2,high,med
315,18,3,6,pain,stimulus,4,high,high
316,18,3,6,pain,stimulus,6,high,high
317,18,3,6,pain,stimulus,7,high,med
318,18,4,2,pain,stimulus,,high,high
319,18,4,2,pain,stimulus,3,high,high
320,18,4,2,pain,stimulus,5,high,low
321,18,4,2,pain,stimulus,7,high,med
322,18,4,2,pain,stimulus,8,high,med
323,18,4,2,pain,stimulus,10,high,low
324,18,4,4,pain,stimulus,1,high,med
325,18,4,4,pain,stimulus,4,high,low
326,18,4,4,pain,stimulus,5,high,med
327,18,4,4,pain,stimulus,6,high,low
328,18,4,4,pain,stimulus,10,high,high
329,18,4,4,pain,stimulus,11,high,high
330,19,3,4,pain,stimulus,,high,high
331,19,3,4,pain,stimulus,2,high,low
332,19,3,4,pain,stimulus,3,high,med
333,19,3,4,pain,stimulus,9,high,low
334,19,3,4,pain,stimulus,10,high,med
335,19,3,4,pain,stimulus,11,high,high
336,19,4,2,pain,stimulus,2,high,med
337,19,4,2,pain,stimulus,4,high,med
338,19,4,2,pain,stimulus,7,high,high
339,19,4,2,pain,stimulus,8,high,high
340,19,4,2,pain,stimulus,9,high,low
341,19,4,2,pain,stimulus,10,high,low
342,19,4,5,pain,stimulus,1,high,med
343,19,4,5,pain,stimulus,3,high,low
344,19,4,5,pain,stimulus,5,high,high
345,19,4,5,pain,stimulus,8,high,high
346,19,4,5,pain,stimulus,9,high,med
347,19,4,5,pain,stimulus,10,high,low
348,21,3,2,pain,stimulus,,high,med
349,21,3,2,pain,stimulus,1,high,high
350,21,3,2,pain,stimulus,3,high,low
351,21,3,2,pain,stimulus,4,high,med
352,21,3,2,pain,stimulus,8,high,high
353,21,3,2,pain,stimulus,10,high,low
354,21,3,5,pain,stimulus,1,high,med
355,21,3,5,pain,stimulus,2,high,low
356,21,3,5,pain,stimulus,3,high,high
357,21,3,5,pain,stimulus,8,high,low
358,21,3,5,pain,stimulus,9,high,high
359,21,3,5,pain,stimulus,10,high,med
360,21,4,3,pain,stimulus,,high,low
361,21,4,3,pain,stimulus,2,high,high
362,21,4,3,pain,stimulus,4,high,low
363,21,4,3,pain,stimulus,5,high,med
364,21,4,3,pain,stimulus,7,high,med
365,21,4,3,pain,stimulus,10,high,high
366,21,4,6,pain,stimulus,,high,high
367,21,4,6,pain,stimulus,2,high,high
368,21,4,6,pain,stimulus,4,high,low
369,21,4,6,pain,stimulus,5,high,med
370,21,4,6,pain,stimulus,7,high,low
371,21,4,6,pain,stimulus,9,high,med
372,23,4,5,pain,stimulus,1,high,med
373,23,4,5,pain,stimulus,3,high,low
374,23,4,5,pain,stimulus,5,high,high
375,23,4,5,pain,stimulus,8,high,high
376,23,4,5,pain,stimulus,9,high,med
377,23,4,5,pain,stimulus,10,high,low
378,24,3,3,pain,stimulus,,high,low
379,24,3,3,pain,stimulus,2,high,low
380,24,3,3,pain,stimulus,4,high,high
381,24,3,3,pain,stimulus,8,high,high
382,24,3,3,pain,stimulus,10,high,med
383,24,3,3,pain,stimulus,11,high,med
384,25,1,1,pain,stimulus,,high,med
385,25,1,1,pain,stimulus,1,high,low
386,25,1,1,pain,stimulus,3,high,high
387,25,1,1,pain,stimulus,4,high,high
388,25,1,1,pain,stimulus,6,high,med
389,25,1,1,pain,stimulus,7,high,low
390,25,1,5,pain,stimulus,,high,med
391,25,1,5,pain,stimulus,2,high,low
392,25,1,5,pain,stimulus,4,high,high
393,25,1,5,pain,stimulus,7,high,med
394,25,1,5,pain,stimulus,8,high,low
395,25,1,5,pain,stimulus,10,high,high
396,25,3,3,pain,stimulus,1,high,low
397,25,3,3,pain,stimulus,2,high,high
398,25,3,3,pain,stimulus,4,high,low
399,25,3,3,pain,stimulus,7,high,med
400,25,3,3,pain,stimulus,9,high,med
401,25,3,3,pain,stimulus,11,high,high
402,25,3,4,pain,stimulus,,high,med
403,25,3,4,pain,stimulus,1,high,high
404,25,3,4,pain,stimulus,3,high,low
405,25,3,4,pain,stimulus,4,high,med
406,25,3,4,pain,stimulus,8,high,high
407,25,3,4,pain,stimulus,10,high,low
408,25,4,3,pain,stimulus,,high,high
409,25,4,3,pain,stimulus,3,high,high
410,25,4,3,pain,stimulus,5,high,low
411,25,4,3,pain,stimulus,7,high,med
412,25,4,3,pain,stimulus,8,high,med
413,25,4,3,pain,stimulus,10,high,low
414,25,4,6,pain,stimulus,,high,med
415,25,4,6,pain,stimulus,2,high,low
416,25,4,6,pain,stimulus,3,high,high
417,25,4,6,pain,stimulus,4,high,low
418,25,4,6,pain,stimulus,5,high,med
419,25,4,6,pain,stimulus,8,high,high
420,26,1,4,pain,stimulus,1,high,low
421,26,1,4,pain,stimulus,3,high,med
422,26,1,4,pain,stimulus,6,high,high
423,26,1,4,pain,stimulus,9,high,low
424,26,1,4,pain,stimulus,10,high,med
425,26,1,4,pain,stimulus,11,high,high
426,26,3,2,pain,stimulus,4,high,med
427,26,3,2,pain,stimulus,5,high,high
428,26,3,2,pain,stimulus,6,high,med
429,26,3,2,pain,stimulus,7,high,low
430,26,3,2,pain,stimulus,8,high,low
431,26,3,2,pain,stimulus,9,high,high
432,26,3,5,pain,stimulus,,high,low
433,26,3,5,pain,stimulus,1,high,low
434,26,3,5,pain,stimulus,2,high,med
435,26,3,5,pain,stimulus,4,high,high
436,26,3,5,pain,stimulus,6,high,high
437,26,3,5,pain,stimulus,7,high,med
438,26,4,1,pain,stimulus,1,high,med
439,26,4,1,pain,stimulus,4,high,low
440,26,4,1,pain,stimulus,5,high,med
441,26,4,1,pain,stimulus,6,high,low
442,26,4,1,pain,stimulus,10,high,high
443,26,4,1,pain,stimulus,11,high,high
444,26,4,6,pain,stimulus,,high,high
445,26,4,6,pain,stimulus,3,high,high
446,26,4,6,pain,stimulus,5,high,low
447,26,4,6,pain,stimulus,7,high,med
448,26,4,6,pain,stimulus,8,high,med
449,26,4,6,pain,stimulus,10,high,low
450,28,1,3,pain,stimulus,,high,med
451,28,1,3,pain,stimulus,2,high,low
452,28,1,3,pain,stimulus,4,high,high
453,28,1,3,pain,stimulus,7,high,med
454,28,1,3,pain,stimulus,8,high,low
455,28,1,3,pain,stimulus,10,high,high
456,28,1,4,pain,stimulus,,high,med
457,28,1,4,pain,stimulus,1,high,low
458,28,1,4,pain,stimulus,3,high,high
459,28,1,4,pain,stimulus,4,high,high
460,28,1,4,pain,stimulus,6,high,med
461,28,1,4,pain,stimulus,7,high,low
462,29,1,2,pain,stimulus,,high,low
463,29,1,2,pain,stimulus,1,high,high
464,29,1,2,pain,stimulus,2,high,med
465,29,1,2,pain,stimulus,4,high,high
466,29,1,2,pain,stimulus,5,high,low
467,29,1,2,pain,stimulus,10,high,med
468,29,1,4,pain,stimulus,,high,low
469,29,1,4,pain,stimulus,4,high,med
470,29,1,4,pain,stimulus,5,high,high
471,29,1,4,pain,stimulus,6,high,low
472,29,1,4,pain,stimulus,7,high,high
473,29,1,4,pain,stimulus,11,high,med
474,29,3,1,pain,stimulus,,high,high
475,29,3,1,pain,stimulus,2,high,low
476,29,3,1,pain,stimulus,3,high,med
477,29,3,1,pain,stimulus,9,high,low
478,29,3,1,pain,stimulus,10,high,med
479,29,3,1,pain,stimulus,11,high,high
480,29,3,6,pain,stimulus,,high,low
481,29,3,6,pain,stimulus,2,high,low
482,29,3,6,pain,stimulus,4,high,high
483,29,3,6,pain,stimulus,8,high,high
484,29,3,6,pain,stimulus,10,high,med
485,29,3,6,pain,stimulus,11,high,med
486,29,4,1,pain,stimulus,2,high,med
487,29,4,1,pain,stimulus,4,high,med
488,29,4,1,pain,stimulus,7,high,high
489,29,4,1,pain,stimulus,8,high,high
490,29,4,1,pain,stimulus,9,high,low
491,29,4,1,pain,stimulus,10,high,low
492,29,4,5,pain,stimulus,1,high,med
493,29,4,5,pain,stimulus,3,high,low
494,29,4,5,pain,stimulus,5,high,high
495,29,4,5,pain,stimulus,8,high,high
496,29,4,5,pain,stimulus,9,high,med
497,29,4,5,pain,stimulus,10,high,low
498,30,1,3,pain,stimulus,3,high,low
499,30,1,3,pain,stimulus,4,high,med
500,30,1,3,pain,stimulus,5,high,high
501,30,1,3,pain,stimulus,6,high,low
502,30,1,3,pain,stimulus,8,high,high
503,30,1,3,pain,stimulus,10,high,med
504,30,1,6,pain,stimulus,,high,low
505,30,1,6,pain,stimulus,4,high,med
506,30,1,6,pain,stimulus,5,high,high
507,30,1,6,pain,stimulus,6,high,low
508,30,1,6,pain,stimulus,7,high,high
509,30,1,6,pain,stimulus,11,high,med
510,31,1,2,pain,stimulus,3,high,low
511,31,1,2,pain,stimulus,4,high,med
512,31,1,2,pain,stimulus,5,high,high
513,31,1,2,pain,stimulus,6,high,low
514,31,1,2,pain,stimulus,8,high,high
515,31,1,2,pain,stimulus,10,high,med
516,31,1,5,pain,stimulus,,high,low
517,31,1,5,pain,stimulus,4,high,med
518,31,1,5,pain,stimulus,5,high,high
519,31,1,5,pain,stimulus,6,high,low
520,31,1,5,pain,stimulus,7,high,high
521,31,1,5,pain,stimulus,11,high,med
522,31,3,2,pain,stimulus,,high,low
523,31,3,2,pain,stimulus,2,high,low
524,31,3,2,pain,stimulus,4,high,high
525,31,3,2,pain,stimulus,8,high,high
526,31,3,2,pain,stimulus,10,high,med
527,31,3,2,pain,stimulus,11,high,med
528,31,3,4,pain,stimulus,2,high,low
529,31,3,4,pain,stimulus,3,high,med
530,31,3,4,pain,stimulus,4,high,high
531,31,3,4,pain,stimulus,7,high,high
532,31,3,4,pain,stimulus,8,high,low
533,31,3,4,pain,stimulus,11,high,med
534,31,4,1,pain,stimulus,1,high,med
535,31,4,1,pain,stimulus,4,high,low
536,31,4,1,pain,stimulus,5,high,med
537,31,4,1,pain,stimulus,6,high,low
538,31,4,1,pain,stimulus,10,high,high
539,31,4,1,pain,stimulus,11,high,high
540,31,4,6,pain,stimulus,2,high,med
541,31,4,6,pain,stimulus,4,high,med
542,31,4,6,pain,stimulus,7,high,high
543,31,4,6,pain,stimulus,8,high,high
544,31,4,6,pain,stimulus,9,high,low
545,31,4,6,pain,stimulus,10,high,low
546,32,1,3,pain,stimulus,3,high,low
547,32,1,3,pain,stimulus,4,high,med
548,32,1,3,pain,stimulus,5,high,high
549,32,1,3,pain,stimulus,6,high,low
550,32,1,3,pain,stimulus,8,high,high
551,32,1,3,pain,stimulus,10,high,med
552,32,1,6,pain,stimulus,1,high,low
553,32,1,6,pain,stimulus,3,high,med
554,32,1,6,pain,stimulus,6,high,high
555,32,1,6,pain,stimulus,9,high,low
556,32,1,6,pain,stimulus,10,high,med
557,32,1,6,pain,stimulus,11,high,high
558,32,3,1,pain,stimulus,4,high,med
559,32,3,1,pain,stimulus,5,high,high
560,32,3,1,pain,stimulus,6,high,med
561,32,3,1,pain,stimulus,7,high,low
562,32,3,1,pain,stimulus,8,high,low
563,32,3,1,pain,stimulus,9,high,high
564,32,3,5,pain,stimulus,,high,low
565,32,3,5,pain,stimulus,1,high,low
566,32,3,5,pain,stimulus,2,high,med
567,32,3,5,pain,stimulus,4,high,high
568,32,3,5,pain,stimulus,6,high,high
569,32,3,5,pain,stimulus,7,high,med
570,32,4,3,pain,stimulus,1,high,med
571,32,4,3,pain,stimulus,4,high,low
572,32,4,3,pain,stimulus,5,high,med
573,32,4,3,pain,stimulus,6,high,low
574,32,4,3,pain,stimulus,10,high,high
575,32,4,3,pain,stimulus,11,high,high
576,32,4,4,pain,stimulus,,high,high
577,32,4,4,pain,stimulus,3,high,high
578,32,4,4,pain,stimulus,5,high,low
579,32,4,4,pain,stimulus,7,high,med
580,32,4,4,pain,stimulus,8,high,med
581,32,4,4,pain,stimulus,10,high,low
582,33,1,3,pain,stimulus,,high,low
583,33,1,3,pain,stimulus,1,high,high
584,33,1,3,pain,stimulus,2,high,med
585,33,1,3,pain,stimulus,4,high,high
586,33,1,3,pain,stimulus,5,high,low
587,33,1,3,pain,stimulus,10,high,med
588,33,1,6,pain,stimulus,,high,low
589,33,1,6,pain,stimulus,4,high,med
590,33,1,6,pain,stimulus,5,high,high
591,33,1,6,pain,stimulus,6,high,low
592,33,1,6,pain,stimulus,7,high,high
593,33,1,6,pain,stimulus,11,high,med
594,33,3,1,pain,stimulus,,high,high
595,33,3,1,pain,stimulus,2,high,low
596,33,3,1,pain,stimulus,3,high,med
597,33,3,1,pain,stimulus,9,high,low
598,33,3,1,pain,stimulus,10,high,med
599,33,3,1,pain,stimulus,11,high,high
600,33,3,6,pain,stimulus,,high,low
601,33,3,6,pain,stimulus,2,high,low
602,33,3,6,pain,stimulus,4,high,high
603,33,3,6,pain,stimulus,8,high,high
604,33,3,6,pain,stimulus,10,high,med
605,33,3,6,pain,stimulus,11,high,med
606,33,4,2,pain,stimulus,2,high,med
607,33,4,2,pain,stimulus,4,high,med
608,33,4,2,pain,stimulus,7,high,high
609,33,4,2,pain,stimulus,8,high,high
610,33,4,2,pain,stimulus,9,high,low
611,33,4,2,pain,stimulus,10,high,low
612,33,4,5,pain,stimulus,1,high,med
613,33,4,5,pain,stimulus,3,high,low
614,33,4,5,pain,stimulus,5,high,high
615,33,4,5,pain,stimulus,8,high,high
616,33,4,5,pain,stimulus,9,high,med
617,33,4,5,pain,stimulus,10,high,low
618,35,1,1,pain,stimulus,,high,med
619,35,1,1,pain,stimulus,1,high,low
620,35,1,1,pain,stimulus,3,high,high
621,35,1,1,pain,stimulus,4,high,high
622,35,1,1,pain,stimulus,6,high,med
623,35,1,1,pain,stimulus,7,high,low
624,35,1,5,pain,stimulus,,high,med
625,35,1,5,pain,stimulus,2,high,low
626,35,1,5,pain,stimulus,4,high,high
627,35,1,5,pain,stimulus,7,high,med
628,35,1,5,pain,stimulus,8,high,low
629,35,1,5,pain,stimulus,10,high,high
630,35,4,1,pain,stimulus,,high,med
631,35,4,1,pain,stimulus,2,high,low
632,35,4,1,pain,stimulus,3,high,high
633,35,4,1,pain,stimulus,4,high,low
634,35,4,1,pain,stimulus,5,high,med
635,35,4,1,pain,stimulus,8,high,high
636,35,4,6,pain,stimulus,,high,high
