ptb_coord_x,ptb_coord_y
1051.390625,587.19921875
1166.55078125,488.14453125
1026.96484375,680.30859375
1083.51171875,560.6796875
1069.546875,579.9140625
1027.85546875,676.97265625
1027.90234375,676.1953125
1016.625,679.77734375
1040.65625,607.02734375
1030.05859375,646
1029.2109375,660.6640625
1032.90625,647.234375
1053.82421875,589.99609375
1034.82421875,657.61328125
1039.55078125,662.83203125
1087.82421875,556.69140625
1025.44921875,679.4140625
1042.7578125,661.41015625
1070.421875,583.4609375
1029.55859375,653.171875
1017.78515625,697.98046875
1088.7421875,542.8203125
1039.484375,612.53125
1248.0546875,447.1484375
1027.625,684.37109375
1049.8203125,588.171875
1138.27734375,496.16015625
1021.0625,658.89453125
1039.81640625,632.5859375
1160.7890625,481.99609375
1065.05078125,615.46484375
1066.30859375,570.390625
1020.73046875,662.28125
1060.55078125,598.046875
1228.515625,462.96875
1060.95703125,582.28125
