ptb_coord_x,ptb_coord_y
1029.20703125,682.84375
1073.41015625,570.859375
1283.453125,456.73046875
1035.91015625,656.8046875
1154.65234375,489.171875
1039.828125,607.93359375
1033.91796875,657.5390625
1014.0234375,690.69140625
1022.390625,682.9296875
1068.15625,570.74609375
1026.60546875,654.25
1027.77734375,679.734375
1025.73046875,678.18359375
1508.53125,657.7109375
1159.578125,487.94921875
1032.56640625,681.046875
1029.44921875,648.55078125
1528.04296875,668.29296875
1526.046875,684.8828125
1024.21484375,665.03515625
1022.8203125,678.26171875
1023.9375,686.09765625
1113.0078125,527.48828125
1293.671875,453.890625
1019.87109375,681.37890625
1517.578125,677.30078125
1362.87109375,462.4609375
1021.41015625,697.46484375
1023.8671875,687.35546875
1069.78515625,567.62109375
1290.734375,455.54296875
1025.08984375,679.84375
1015.0859375,697.578125
1050.0859375,623.1796875
1452.80859375,523.48828125
1027.59765625,685.578125
