p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
71141.63663555,2.00816212099744,0,0,0,0,0,0,71148.815420757,1,4.99953162801103,71149.317617484,71152.09248508,2.67439115900197
71153.435898443,2.00070573900302,0,0,0,0,0,0,71160.484737241,1,4.99967162500252,71160.986796465,71163.754853329,2.73668532400916
71165.039148441,2.00039943899901,0,0,0,0,0,0,71172.084888886,1,4.99969097600842,71172.586514467,71173.856712928,1.23855741599982
71176.641738681,2.00134335798793,0,0,0,0,0,0,71183.684768232,2,4.99948005299666,71184.18686396,71185.526905639,1.30836239100609
71188.244429899,2.00176508400182,0,0,0,0,0,0,71195.294881699,1,4.99989651198848,71195.7988007,71197.418206237,1.58332929899916
71199.86387179,2.00115624799218,0,0,0,0,0,0,71206.89792313,2,4.99994313000934,71207.399816889,71209.970139152,2.53759149899997
71211.450362598,2.0005648380029,0,0,0,0,0,0,71218.48620448,2,4.99993123699096,71218.988086457,71221.072535853,2.05462704999081
71223.034670785,2.00019833100669,0,0,0,0,0,0,71230.067277817,2,4.99947695700394,71230.569094326,71232.134703568,1.53307885200775
71234.618052345,2.00046047699288,0,0,0,0,0,0,71241.650603532,1,4.9994826260081,71242.15245637,71243.424515879,1.25050224100414
71246.191596601,2.00112270099635,0,0,0,0,0,0,71253.224890156,2,4.99985839199508,71253.726607033,71256.127162081,2.37631820399838
71257.777859023,2.00111376799759,0,0,0,0,0,0,71264.811416953,2,4.99987920699641,71265.313149712,71266.47990011,1.14646238100249
71269.364021295,2.00045526400208,0,0,0,0,0,0,71276.397266422,2,4.99957200000063,71276.899009654,71278.502708053,1.57024387300771
71280.95068703,2.00074939800834,0,0,0,0,0,0,71287.983727674,1,4.9994017190038,71288.484604798,71290.817341609,2.3005934899993
71292.536271576,2.00024177299929,0,0,0,0,0,0,71299.565733708,1,4.99928964300489,71300.0675937,NaN,NaN
71304.121733788,2.0006907920033,0,0,0,0,0,0,71311.156016707,2,4.99994154900196,71311.657318665,71312.7413867,1.05791017699812
71315.708964942,2.00111028300307,0,0,0,0,0,0,71322.742082949,1,4.99967651099723,71323.243224394,71325.344107391,2.07756484400306
71327.295386173,2.00023773299472,0,0,0,0,0,0,71334.327550801,1,4.99943516899657,71334.828435422,71337.246431692,2.38005720998626
71338.897989696,2.00111334001122,0,0,0,0,0,0,71345.931173868,1,4.99966824699368,71346.432913073,71348.940701449,2.47472658401239
71350.482649276,2.00110103099723,0,0,0,0,0,0,71357.103630837,2,4.58794742199825,71358.126477316,NaN,NaN
71362.182548547,2.00019403699844,0,0,0,0,0,0,71369.216353208,2,4.99983566399897,71369.717433051,71371.338859138,1.60667875999934
71373.756405317,2.00110966200009,0,0,0,0,0,0,71380.7820195,1,4.99968131398782,71381.283805977,71382.758471017,1.45013873900461
71385.325447307,2.00111779400322,0,0,0,0,0,0,71392.359909303,1,4.99990974600951,71392.86164082,71394.016016233,1.13320250000106
71396.912596317,2.00091949800844,0,0,0,0,0,0,71403.944958843,2,4.9994896720018,71404.446758371,71405.718087986,1.23814836800739
71408.498088113,2.00113121599134,0,0,0,0,0,0,71415.53101296,2,4.99943419000192,71416.032787452,71418.548246888,2.48291323501326
71420.084958942,2.00112303800415,0,0,0,0,0,0,71427.114147218,2,4.99937819600746,71427.615947138,71428.886317231,1.25057878099324
71431.665650393,2.00069675499981,0,0,0,0,0,0,71438.698064115,1,4.99966822299757,71439.199577379,71441.873082171,2.65145211099298
71443.240049407,2.0002467459999,0,0,0,0,0,0,71450.264735603,2,4.99956216300779,71450.766220279,71451.97593882,1.19480501000362
71454.809462116,2.00111471999844,0,0,0,0,0,0,71461.842868831,1,4.99936950700067,71462.344625937,71463.71093606,1.34613238800375
71466.395756969,2.0011130470084,0,0,0,0,0,0,71473.428390349,2,4.99943114699272,71473.930038857,71475.000359435,1.0364516589907
71477.981028858,2.00110072699317,0,0,0,0,0,0,71485.018420818,2,4.99975344300037,71485.52016943,71487.000077978,1.44968829400023
71489.568138744,2.00111465800728,0,0,0,0,0,0,71496.597242908,1,4.99936646899732,71497.09901392,NaN,NaN
71501.153437942,2.00115225699847,0,0,0,0,0,0,71508.180571346,2,4.99966239200148,71508.681814041,71511.377213882,2.67209867799829
71512.723971306,2.00112798500049,0,0,0,0,0,0,71519.757311981,2,4.99961199599784,71520.259061348,71521.430250503,1.15011077201052
71524.310015897,2.00049647099513,0,0,0,0,0,0,71531.343586025,1,4.99998158500239,71531.844337197,71533.149428759,1.28668427900993
71535.879690358,2.00032348900277,0,0,0,0,0,0,71542.912869412,1,4.99985967700195,71543.413623771,71544.634244464,1.18734555398987
71547.465614261,2.00071131599543,0,0,0,0,0,0,71554.495718125,1,4.99929394799983,71554.997638654,71556.21753955,1.18551645400294
