p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
8575.721999292,4.01200767000046,0,0,0,0,0,0,0,0,0,8592.858650034,8595.356556081,2.40025872600017
8596.959334399,4.0146160130007,0,0,0,0,0,0,0,0,0,8614.078208337,8616.289305546,2.1783545670005
8618.12451545,4.01637001200106,0,0,0,0,0,0,0,0,0,8635.238461917,8638.455407698,3.18157259100008
8639.289309211,4.01788726299856,0,0,0,0,0,0,0,0,0,8656.405923871,8658.689948586,2.24839114900169
8660.456162298,4.0175672660007,0,0,0,0,0,0,0,0,0,8677.586017838,8679.18928576,1.56481696100127
8681.638327429,4.01832211299916,0,0,0,0,0,0,0,0,0,8698.752290709,8700.388796217,1.59907879399907
8702.805677361,4.01728407100018,0,0,0,0,0,0,0,0,0,8719.906743977,8722.437933041,2.49844258600024
8723.955233175,4.01754855000036,0,0,0,0,0,0,0,0,0,8741.069669161,8744.270850902,3.16590205300054
8745.12160266,4.01752396200027,0,0,0,0,0,0,0,0,0,8762.324573296,8764.186999783,1.83054263700069
8766.372458165,4.01519541199923,0,0,0,0,0,0,0,0,0,8783.530140878,8785.554220661,1.98110384699976
8787.587862499,4.01723846099958,0,0,0,0,0,0,0,0,0,8804.707217505,8807.186603961,2.44810648000021
8808.75396459,4.01766439899984,0,0,0,0,0,0,0,0,0,8825.903323402,NaN,NaN
8829.953829422,4.01763018599922,0,0,0,0,0,0,0,0,0,8847.067172108,8849.053673994,1.95113502300046
8851.103105625,4.01842693000071,0,0,0,0,0,0,0,0,0,8868.202153529,8870.019527964,1.78219799900035
8872.253203266,4.01745079899956,0,0,0,0,0,0,0,0,0,8889.368089131,8890.8705098,1.46681120500034
8893.419680622,4.01752643599866,0,0,0,0,0,0,0,0,0,8910.533139067,8911.918411734,1.34936954899968
8914.570299368,4.01560323800004,0,0,0,0,0,0,0,0,0,8931.688635016,8934.534816378,2.81573620100062
8935.735351706,4.01803582699904,0,0,0,0,0,0,0,0,0,8952.847878264,8955.085204109,2.20074460599972
8956.886666396,4.01628350200008,0,0,0,0,0,0,0,0,0,8973.998621551,8975.768019338,1.73342203099855
8978.051906651,4.01754679799888,0,0,0,0,0,0,0,0,0,8995.168935282,8997.334692103,2.13287728599971
8999.21857911,4.01698218999991,0,0,0,0,0,0,0,0,0,9016.336119955,9017.534350242,1.16600293599913
9020.38449944,4.01723288599896,0,0,0,0,0,0,0,0,0,9037.499318693,9039.433597407,1.89824465500169
9041.551045691,4.0165051920012,0,0,0,0,0,0,0,0,0,9058.642745037,9061.683111406,2.99840183600099
9062.700746193,4.0174464039992,0,0,0,0,0,0,0,0,0,9079.801275328,9081.349430753,1.51397563299906
9083.850369717,4.01752081400082,0,0,0,0,0,0,0,0,0,9100.965597874,NaN,NaN
9105.016631818,4.01696346800054,0,0,0,0,0,0,0,0,0,9122.132634443,9123.799743493,1.63194682599897
9126.184253544,4.01549620100013,0,0,0,0,0,0,0,0,0,9143.297176676,9145.481904336,2.14892252900063
9147.349498444,4.01721990099941,0,0,0,0,0,0,0,0,0,9164.467435093,9166.115775495,1.61439312000039
9168.515913102,4.01727942600155,0,0,0,0,0,0,0,0,0,9185.631431631,9188.532109375,2.86657546499919
9189.681467614,4.01833554299992,0,0,0,0,0,0,0,0,0,9206.793858047,NaN,NaN
9210.848042189,4.01802353600033,0,0,0,0,0,0,0,0,0,9227.963200345,9231.680646416,3.68302916499852
9231.998310552,4.01758906000032,0,0,0,0,0,0,0,0,0,9249.113199985,9252.565641306,3.41742246000103
9253.164958618,4.01735164599995,0,0,0,0,0,0,0,0,0,9270.276900145,9271.963704211,1.64898499999981
9274.331219571,4.0175527829997,0,0,0,0,0,0,0,0,0,9291.445611541,9293.230761676,1.74884005999957
9295.497500238,4.01760968999952,0,0,0,0,0,0,0,0,0,9312.611388618,9315.463797591,2.81690190300105
9316.647207036,4.01655268800096,0,0,0,0,0,0,0,0,0,9333.767151696,9335.580128534,1.76535302900083
