p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
72656.825504835,4.01349999500962,0,0,0,0,0,0,0,0,0,72664.882280312,72667.131636641,2.14217275299598
72668.99210886,4.01625272999809,0,0,0,0,0,0,0,0,0,72677.050854587,72678.775453419,1.69984105300682
72681.078859866,4.01632341499499,0,0,0,0,0,0,0,0,0,72689.122035913,72691.112936906,1.97211873000197
72693.142496745,4.01658899300674,0,0,0,0,0,0,0,0,0,72701.192504397,72702.64865257,1.44118616600463
72705.220464829,4.01484787699883,0,0,0,0,0,0,0,0,0,72713.27866372,72714.854521256,1.55247256399889
72717.304486175,4.01585868600523,0,0,0,0,0,0,0,0,0,72725.365255894,72726.742168872,1.35370706600952
72729.38970593,4.0173264079931,0,0,0,0,0,0,0,0,0,72737.452249244,72738.960588303,1.48637864200282
72741.491261997,4.01883045400609,0,0,0,0,0,0,0,0,0,72749.554850346,72751.178194492,1.60574083399842
72753.573983845,4.01695834900602,0,0,0,0,0,0,0,0,0,72761.624297546,72763.780966525,2.13357031899795
72765.648002937,4.01764407899464,0,0,0,0,0,0,0,0,0,72773.69310201,72775.633598037,1.91663824098941
72777.717900663,4.01755409900215,0,0,0,0,0,0,0,0,0,72785.77889509,72787.369200706,1.56663672899595
72789.804447463,4.01717555099458,0,0,0,0,0,0,0,0,0,72797.864887281,72799.323448099,1.43413365799643
72801.890413782,4.01754118999816,0,0,0,0,0,0,0,0,0,72809.951364136,72811.956513824,1.98385028001212
72813.976211002,4.01784102500824,0,0,0,0,0,0,0,0,0,72822.032749926,72823.67871719,1.62215772399213
72826.062786944,4.01780976798909,0,0,0,0,0,0,0,0,0,72834.107380411,72835.76560582,1.64336511299189
72838.132465364,4.01786249798897,0,0,0,0,0,0,0,0,0,72846.176934283,72847.451650646,1.25056624400895
72850.202694842,4.01729746800265,0,0,0,0,0,0,0,0,0,72858.245937489,72860.821504795,2.55112446700514
72862.272029215,4.01691698399372,0,0,0,0,0,0,0,0,0,72870.331036713,72872.65732728,2.30190200600191
72874.357904705,4.01775718000135,0,0,0,0,0,0,0,0,0,72882.419436094,72884.944294848,2.5058423869923
72886.443244319,4.01266690899502,0,0,0,0,0,0,0,0,0,72894.487734535,72897.732290694,3.2269567619951
72898.514229085,4.01735792298859,0,0,0,0,0,0,0,0,0,72906.558115448,72910.470089246,3.88792315899627
72910.583910963,4.017817578002,0,0,0,0,0,0,0,0,0,72918.644727008,72920.469198958,1.80069158600236
72922.670339271,4.01712231099373,0,0,0,0,0,0,0,0,0,72930.730255627,72932.641776139,1.88652664399706
72934.771661738,4.01765756298846,0,0,0,0,0,0,0,0,0,72942.817717652,72944.724985491,1.88679364499694
72946.842486471,4.01660982301109,0,0,0,0,0,0,0,0,0,72954.864998161,72956.177775514,1.29001331899781
72958.894973983,4.01726515599876,0,0,0,0,0,0,0,0,0,72966.939868124,72968.597008772,1.63352450598904
72970.965386122,4.01789493000251,0,0,0,0,0,0,0,0,0,72979.009291451,72980.403647403,1.36991130300157
72983.034967978,4.01731120698969,0,0,0,0,0,0,0,0,0,72991.079467082,72992.405040151,1.30130460200598
72995.104636733,4.01688035699772,0,0,0,0,0,0,0,0,0,73003.166216313,73004.572725476,1.38589742899057
73007.190367282,4.01781654798833,0,0,0,0,0,0,0,0,0,73015.238489516,73016.392467272,1.1394688970031
73019.260446046,4.01753995900799,0,0,0,0,0,0,0,0,0,73027.30453648,73029.081021903,1.7614281319984
73031.329498326,4.01707780500874,0,0,0,0,0,0,0,0,0,73039.371081952,73040.548550982,1.16202753900143
73043.399443553,4.01764300999639,0,0,0,0,0,0,0,0,0,73051.444041091,73055.435214748,3.96676930598915
73055.469569034,4.01702398099587,0,0,0,0,0,0,0,0,0,73063.529410105,73065.802594602,2.24992682899756
73067.553745411,4.01774508599192,0,0,0,0,0,0,0,0,0,73075.595405222,73076.990699274,1.37082302400086
73079.636385403,4.0179651669896,0,0,0,0,0,0,0,0,0,73087.685491319,73090.963899035,3.26145593899128
