p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
72132.75925322,4.02306785299152,0,0,0,0,0,0,0,0,0,72140.820657317,72142.561618496,1.63469893900037
72144.928378647,4.01824457399198,0,0,0,0,0,0,0,0,0,72152.989991883,72156.749776167,3.73833158500202
72157.015765314,4.01709382199624,0,0,0,0,0,0,0,0,0,72165.069175281,72167.016904456,1.92305814000429
72169.101745356,4.0171524049947,0,0,0,0,0,0,0,0,0,72177.143653332,72179.990131815,2.82949095900403
72181.175348293,4.01339912699768,0,0,0,0,0,0,0,0,0,72189.216535287,72191.556300163,2.31741216700175
72193.241713862,4.01654606300872,0,0,0,0,0,0,0,0,0,72201.284752004,72203.091639387,1.78202941900236
72205.326915828,4.01777272899926,0,0,0,0,0,0,0,0,0,72213.387047353,72215.045606997,1.63574299200263
72217.412700033,4.01821406598901,0,0,0,0,0,0,0,0,0,72225.470611641,72227.398876068,1.90540323399182
72229.493682113,4.01796119401115,0,0,0,0,0,0,0,0,0,72237.544913122,72238.934255293,1.36622746899957
72241.569091019,4.01775863100193,0,0,0,0,0,0,0,0,0,72249.613225172,72253.171895428,3.53518822400656
72253.638731242,4.01694687499548,0,0,0,0,0,0,0,0,0,72260.516551201,72261.960825077,1.42108283400012
72264.541466133,4.01735303399619,0,0,0,0,0,0,0,0,0,72272.583679703,72273.895112688,1.28567297200789
72276.609698472,4.01756998398923,0,0,0,0,0,0,0,0,0,72284.671614334,72286.328925929,1.63620926199656
72288.697115658,4.01783990600961,0,0,0,0,0,0,0,0,0,72296.749897204,72298.435984732,1.6702549860056
72300.766737834,4.01771142700454,0,0,0,0,0,0,0,0,0,72308.811131292,72310.935599656,2.10012395399099
72312.83711983,4.01701983099338,0,0,0,0,0,0,0,0,0,72320.631992662,72321.84112816,1.18627932199161
72324.656102641,4.01784004599904,0,0,0,0,0,0,0,0,0,72332.717442836,72336.409121934,3.66722516900336
72336.74227016,4.01626626199868,0,0,0,0,0,0,0,0,0,72344.780916273,72346.143649612,1.33534161299758
72348.811247958,4.01775828099926,0,0,0,0,0,0,0,0,0,72356.856806553,72358.33066077,1.45645040499221
72360.88130215,4.01765357601107,0,0,0,0,0,0,0,0,0,72368.260294326,72371.450716704,3.1681049530016
72372.284906557,4.01717270800145,0,0,0,0,0,0,0,0,0,72380.329345565,72382.289742271,1.93703138100682
72384.354007737,4.01683795799909,0,0,0,0,0,0,0,0,0,72392.398186281,72394.28936021,1.8669175739924
72396.423802396,4.01775881600042,0,0,0,0,0,0,0,0,0,72404.483396259,72407.506950454,2.99924840099993
72408.508119145,4.01864854000451,0,0,0,0,0,0,0,0,0,72416.567910032,72418.178298107,1.58743400599633
72420.607373459,4.01781058199413,0,0,0,0,0,0,0,0,0,72428.657762071,72430.1484779,1.47534412199457
72432.682371851,4.01753107100376,0,0,0,0,0,0,0,0,0,72440.726746832,72442.486905104,1.73596356299822
72444.751560623,4.01679447600327,0,0,0,0,0,0,0,0,0,72452.796566884,72455.607237374,2.78640331901261
72456.822099252,4.01626720400236,0,0,0,0,0,0,0,0,0,72464.866027358,72466.925280914,2.03506870099227
72468.907350634,4.01761308799905,0,0,0,0,0,0,0,0,0,72476.946837447,72479.076444294,2.10386886599008
72480.976863013,4.01768399499997,0,0,0,0,0,0,0,0,0,72489.021532282,72492.130261254,3.09128842799691
72493.047323021,4.01740011099901,0,0,0,0,0,0,0,0,0,72501.091990809,72502.532232229,1.41711903200485
72505.116891664,4.01686462300131,0,0,0,0,0,0,0,0,0,72513.161207261,72514.835277223,1.65118368100957
72517.186774602,4.01656348799588,0,0,0,0,0,0,0,0,0,72524.364740447,72525.575429349,1.18513306300156
72528.405056614,4.01745288699749,0,0,0,0,0,0,0,0,0,72536.465904003,72539.505748851,3.01645498799917
72540.495384472,4.01351759700628,0,0,0,0,0,0,0,0,0,72548.550580834,72550.777386069,2.20462843000132
72552.57838306,4.01769555700594,0,0,0,0,0,0,0,0,0,72560.622920721,72562.630571004,1.99453147700115
