onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
3.41	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l005.png
41.6	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png
78.4	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png
105.89	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l002.png
137.11	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png
169.0	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h013.png
194.39	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png
234.79	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
271.81	0.98	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l031.png
299.9	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png
337.9	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h048.png
362.61	0.98	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h038.png
6.11	1.62	expectrating	1	low_cue	n/a	4.25	Weak	4.25	Weak	0.37	1.25	l005.png
44.7	2.42	expectrating	2	high_cue	n/a	26.98	Moderate	26.98	Moderate	0.48	1.94	h018.png
81.5	2.08	expectrating	3	low_cue	n/a	13.05	Moderate	13.05	Moderate	0.47	1.62	l047.png
107.41	2.9	expectrating	4	low_cue	n/a	0.0		0.0		0.63	2.27	l002.png
140.21	2.62	expectrating	5	high_cue	n/a	21.59	Moderate	21.59	Moderate	0.6	2.02	h039.png
171.0	2.26	expectrating	6	high_cue	n/a	53.96	Strong	53.96	Strong	0.5	1.76	h013.png
196.41	2.08	expectrating	7	high_cue	n/a	60.14	Strong	60.14	Strong	0.58	1.5	h022.png
237.31	1.58	expectrating	8	low_cue	n/a	0.0		0.0		0.45	1.13	l040.png
274.91	1.39	expectrating	9	low_cue	n/a	3.94	Weak	3.94	Weak	0.45	0.94	l031.png
301.8	1.57	expectrating	10	low_cue	n/a	3.91	Weak	3.91	Weak	0.3	1.27	l037.png
340.6	2.55	expectrating	11	high_cue	n/a	13.59	Moderate	13.59	Moderate	1.05	1.5	h048.png
364.81	2.35	expectrating	12	high_cue	n/a	12.75	Moderate	12.75	Moderate	0.47	1.89	h038.png
18.49	7.01	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiaff_H.mp4
55.19	7.0	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1afunaff_M.mp4
87.99	7.02	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aaunaff_L.mp4
114.19	7.01	stimulus	4	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aiunaff_L.mp4
149.89	7.0	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aaunaff_L.mp4
177.49	7.02	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aiaff_M.mp4
209.39	7.01	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aaunaff_L.mp4
251.29	7.01	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1afaff_H.mp4
286.59	7.01	stimulus	9	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiunaff_M.mp4
315.49	7.0	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t1aiaff_M.mp4
347.99	7.01	stimulus	11	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t1afaff_H.mp4
378.49	7.01	stimulus	12	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeaff_H.mp4
32.62	2.53	outcomerating	1	low_cue	high_stim	45.83	Strong	45.83	Strong	0.37	2.17	task-vicarious_scale.png
69.31	2.02	outcomerating	2	high_cue	med_stim	11.67	Moderate	11.67	Moderate	0.75	1.27	task-vicarious_scale.png
97.81	1.44	outcomerating	3	low_cue	low_stim	3.01	Weak	3.01	Weak	0.25	1.19	task-vicarious_scale.png
128.0	2.18	outcomerating	4	low_cue	low_stim	0.0		0.0		0.95	1.23	task-vicarious_scale.png
159.91	1.55	outcomerating	5	high_cue	low_stim	2.77	Barely detectable	2.77	Barely detectable	0.45	1.1	task-vicarious_scale.png
187.31	2.14	outcomerating	6	high_cue	med_stim	7.15	Weak	7.15	Weak	0.52	1.62	task-vicarious_scale.png
222.3	2.67	outcomerating	7	high_cue	low_stim	0.0		0.0		0.6	2.07	task-vicarious_scale.png
262.7	3.39	outcomerating	8	low_cue	high_stim	47.11	Strong	47.11	Strong	1.15	2.24	task-vicarious_scale.png
294.41		outcomerating	9	low_cue	med_stim			9.04	Weak	0.5	3.27	task-vicarious_scale.png
326.11	1.6	outcomerating	10	low_cue	med_stim	1.15	Barely detectable	1.15	Barely detectable	0.53	1.07	task-vicarious_scale.png
355.5	1.91	outcomerating	11	high_cue	high_stim	28.25	Moderate	28.25	Moderate	0.42	1.49	task-vicarious_scale.png
394.6	2.55	outcomerating	12	high_cue	high_stim	20.67	Moderate	20.67	Moderate	0.45	2.1	task-vicarious_scale.png
