,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
0,0,080-bn080,med,high,h055_M099_STD054.png,18,4,vicarious,99,bn080*M.mp4,bn080t1aeaff_M.mp4,1,1133.86328125,503.98046875,72656.825504835,4.01349999500962,0,0,0,0,0,0,0,0,0,72664.882280312,72667.131636641,2.14217275299598
1,1,095-tv095,high,high,h053_M111_STD044.png,30,6,vicarious,99,tv095*H.mp4,tv095t1afaff_H.mp4,1,1425.890625,508.515625,72668.99210886,4.016252729998089,0,0,0,0,0,0,0,0,0,72677.050854587,72678.775453419,1.69984105300682
2,2,064-ak064,high,high,h034_M100_STD047.png,26,6,vicarious,99,ak064*H.mp4,ak064t1aaaff_H.mp4,1,1467.3515625,549.12109375,72681.078859866,4.01632341499499,0,0,0,0,0,0,0,0,0,72689.122035913,72691.11293690599,1.97211873000197
3,3,064-ak064,low,high,h012_M101_STD058.png,4,2,vicarious,99,ak064*L.mp4,ak064t1afunaff_L.mp4,1,1021.17578125,694.1640625,72693.142496745,4.01658899300674,0,0,0,0,0,0,0,0,0,72701.192504397,72702.64865257,1.4411861660046301
4,4,106-nm106,high,low,h031_M086_STD041.png,27,5,vicarious,99,nm106*H.mp4,nm106t1afaff_H.mp4,1,1517.55078125,629.17578125,72705.220464829,4.01484787699883,0,0,0,0,0,0,0,0,0,72713.27866372,72714.854521256,1.5524725639988899
5,5,047-jl047,low,low,h040_M105_STD051.png,11,1,vicarious,99,jl047*L.mp4,jl047t1aaunaff_L.mp4,1,1033.9765625,680.07421875,72717.304486175,4.01585868600523,0,0,0,0,0,0,0,0,0,72725.36525589401,72726.742168872,1.35370706600952
6,6,121-vw121,low,high,h048_M109_STD065.png,8,2,vicarious,99,vw121*L.mp4,vw121t1aeaff_L.mp4,1,1011.1875,691.51171875,72729.38970593,4.0173264079931,0,0,0,0,0,0,0,0,0,72737.452249244,72738.960588303,1.48637864200282
7,7,048-aa048,low,high,h054_M082_STD040.png,2,2,vicarious,99,aa048*L.mp4,aa048t2aaunaff_L.mp4,1,1021.1328125,700.203125,72741.491261997,4.01883045400609,0,0,0,0,0,0,0,0,0,72749.554850346,72751.17819449201,1.60574083399842
8,8,115-jy115,high,high,h036_M095_STD021.png,34,6,vicarious,99,jy115*H.mp4,jy115t2aaaff_H.mp4,1,1042.953125,614.61328125,72753.573983845,4.0169583490060194,0,0,0,0,0,0,0,0,0,72761.62429754599,72763.780966525,2.13357031899795
9,9,048-aa048,high,high,h052_M114_STD048.png,32,6,vicarious,99,aa048*H.mp4,aa048t2aeaff_H.mp4,1,1035.04296875,676.59765625,72765.648002937,4.01764407899464,0,0,0,0,0,0,0,0,0,72773.69310201,72775.633598037,1.91663824098941
10,10,047-jl047,med,low,h008_M117_STD022.png,15,3,vicarious,99,jl047*M.mp4,jl047t1aiunaff_M.mp4,1,1037.8828125,667.7109375,72777.717900663,4.01755409900215,0,0,0,0,0,0,0,0,0,72785.77889509,72787.369200706,1.56663672899595
11,11,048-aa048,med,low,h041_M087_STD043.png,21,3,vicarious,99,aa048*M.mp4,aa048t2afunaff_M.mp4,1,1036.88671875,658.94921875,72789.804447463,4.01717555099458,0,0,0,0,0,0,0,0,0,72797.864887281,72799.323448099,1.43413365799643
12,12,096-bg096,med,low,h007_M093_STD031.png,13,3,vicarious,99,bg096*M.mp4,bg096t2aaaff_M.mp4,1,1513.12109375,630.01953125,72801.890413782,4.01754118999816,0,0,0,0,0,0,0,0,0,72809.951364136,72811.956513824,1.98385028001212
13,13,121-vw121,high,low,h029_M090_STD041.png,31,5,vicarious,99,vw121*H.mp4,vw121t1aaaff_H.mp4,1,1529.70703125,692.671875,72813.97621100201,4.017841025008241,0,0,0,0,0,0,0,0,0,72822.032749926,72823.67871719,1.6221577239921299
14,14,103-jk103,med,low,h015_M087_STD055.png,23,3,vicarious,99,jk103*M.mp4,jk103t2aaunaff_M.mp4,1,1478.14453125,554.79296875,72826.062786944,4.01780976798909,0,0,0,0,0,0,0,0,0,72834.10738041099,72835.76560582,1.64336511299189
15,15,101-mg101,high,high,h038_M097_STD061.png,28,6,vicarious,99,mg101*H.mp4,mg101t2aeaff_H.mp4,1,1148.91796875,499.33984375,72838.132465364,4.01786249798897,0,0,0,0,0,0,0,0,0,72846.176934283,72847.45165064599,1.25056624400895
16,16,096-bg096,high,low,h048_M096_STD037.png,29,5,vicarious,99,bg096*H.mp4,bg096t1aeaff_H.mp4,1,1267.58984375,459.203125,72850.202694842,4.01729746800265,0,0,0,0,0,0,0,0,0,72858.245937489,72860.821504795,2.55112446700514
17,17,106-nm106,low,high,h025_M089_STD035.png,0,2,vicarious,99,nm106*L.mp4,nm106t1aaunaff_L.mp4,1,1020.97265625,675.11328125,72862.272029215,4.01691698399372,0,0,0,0,0,0,0,0,0,72870.331036713,72872.65732728,2.30190200600191
18,18,106-nm106,med,high,h011_M118_STD047.png,12,4,vicarious,99,nm106*M.mp4,nm106t2aaunaff_M.mp4,1,1047.70703125,606.04296875,72874.357904705,4.01775718000135,0,0,0,0,0,0,0,0,0,72882.419436094,72884.944294848,2.5058423869923
19,19,080-bn080,low,high,h004_M095_STD031.png,6,2,vicarious,99,bn080*L.mp4,bn080t1afunaff_L.mp4,1,1087.453125,539.8203125,72886.443244319,4.01266690899502,0,0,0,0,0,0,0,0,0,72894.487734535,72897.73229069401,3.2269567619951003
20,20,096-bg096,low,low,h014_M100_STD028.png,7,1,vicarious,99,bg096*L.mp4,bg096t2afunaff_L.mp4,1,1151.56640625,487.921875,72898.514229085,4.01735792298859,0,0,0,0,0,0,0,0,0,72906.558115448,72910.470089246,3.88792315899627
21,21,115-jy115,med,high,h031_M111_STD042.png,14,4,vicarious,99,jy115*M.mp4,jy115t1aeaff_M.mp4,1,1251.46875,458.81640625,72910.583910963,4.017817578002,0,0,0,0,0,0,0,0,0,72918.644727008,72920.469198958,1.80069158600236
22,22,103-jk103,low,low,h024_M085_STD040.png,9,1,vicarious,99,jk103*L.mp4,jk103t1aaunaff_L.mp4,1,1033.5859375,675.16015625,72922.67033927099,4.01712231099373,0,0,0,0,0,0,0,0,0,72930.730255627,72932.641776139,1.88652664399706
23,23,064-ak064,med,high,h013_M111_STD044.png,20,4,vicarious,99,ak064*M.mp4,ak064t1aiaff_M.mp4,1,1107.55078125,522.05859375,72934.77166173799,4.01765756298846,0,0,0,0,0,0,0,0,0,72942.817717652,72944.72498549099,1.8867936449969398
24,24,092-ch092,low,low,h055_M112_STD025.png,1,1,vicarious,99,ch092*L.mp4,ch092t2aeaff_L.mp4,1,1027.375,684.84765625,72946.842486471,4.016609823011089,0,0,0,0,0,0,0,0,0,72954.86499816099,72956.177775514,1.29001331899781
25,25,095-tv095,med,high,h041_M089_STD031.png,22,4,vicarious,99,tv095*M.mp4,tv095t2afaff_M.mp4,1,1331.94140625,467.12109375,72958.894973983,4.01726515599876,0,0,0,0,0,0,0,0,0,72966.939868124,72968.597008772,1.6335245059890402
26,26,092-ch092,high,high,h047_M096_STD043.png,24,6,vicarious,99,ch092*H.mp4,ch092t2aiaff_H.mp4,1,1389.6640625,490.90625,72970.965386122,4.01789493000251,0,0,0,0,0,0,0,0,0,72979.009291451,72980.403647403,1.3699113030015702
27,27,115-jy115,low,low,h028_M061_STD034.png,3,1,vicarious,99,jy115*L.mp4,jy115t1aaunaff_L.mp4,1,1022.05859375,692.58984375,72983.034967978,4.01731120698969,0,0,0,0,0,0,0,0,0,72991.079467082,72992.405040151,1.30130460200598
