,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
10,10,123-jh123,low,high,h045_M117_STD031.png,8,2,vicarious,99,jh123*L.mp4,jh123t1aaunaff_L.mp4,1,1026.60546875,654.25,72253.638731242,4.01694687499548,0,0,0,0,0,0,0,0,0,72260.516551201,72261.960825077,1.4210828340001203
11,11,049-bm049,low,high,h008_M093_STD031.png,0,2,vicarious,99,bm049*L.mp4,bm049t1afaff_L.mp4,1,1027.77734375,679.734375,72264.541466133,4.01735303399619,0,0,0,0,0,0,0,0,0,72272.58367970299,72273.895112688,1.2856729720078899
12,12,042-ll042,med,low,h046_M079_STD053.png,17,3,vicarious,99,ll042*M.mp4,ll042t1afunaff_M.mp4,1,1025.73046875,678.18359375,72276.609698472,4.01756998398923,0,0,0,0,0,0,0,0,0,72284.671614334,72286.328925929,1.63620926199656
13,13,108-th108,high,high,h033_M120_STD051.png,24,6,vicarious,99,th108*H.mp4,th108t1aeaff_H.mp4,1,1508.53125,657.7109375,72288.697115658,4.01783990600961,0,0,0,0,0,0,0,0,0,72296.749897204,72298.435984732,1.6702549860056002
14,14,097-gf097,low,low,h017_M078_STD029.png,5,1,vicarious,99,gf097*L.mp4,gf097t2aiunaff_L.mp4,1,1159.578125,487.94921875,72300.766737834,4.0177114270045395,0,0,0,0,0,0,0,0,0,72308.81113129201,72310.93559965599,2.1001239539909897
15,15,124-dn124,med,low,h016_M092_STD034.png,23,3,vicarious,99,dn124*M.mp4,dn124t1aeunaff_M.mp4,1,1032.56640625,681.046875,72312.83711983,4.01701983099338,0,0,0,0,0,0,0,0,0,72320.631992662,72321.84112816,1.1862793219916101
16,16,123-jh123,med,high,h040_M112_STD041.png,22,4,vicarious,99,jh123*M.mp4,jh123t2aaaff_M.mp4,1,1029.44921875,648.55078125,72324.65610264099,4.01784004599904,0,0,0,0,0,0,0,0,0,72332.717442836,72336.409121934,3.6672251690033595
17,17,107-hs107,high,low,h038_M113_STD042.png,27,5,vicarious,99,hs107*H.mp4,hs107t1afaff_H.mp4,1,1528.04296875,668.29296875,72336.74227016,4.01626626199868,0,0,0,0,0,0,0,0,0,72344.780916273,72346.143649612,1.33534161299758
18,18,042-ll042,high,high,h006_M091_STD053.png,28,6,vicarious,99,ll042*H.mp4,ll042t1aiaff_H.mp4,1,1526.046875,684.8828125,72348.811247958,4.01775828099926,0,0,0,0,0,0,0,0,0,72356.856806553,72358.33066077,1.45645040499221
19,19,049-bm049,med,low,h035_M119_STD041.png,13,3,vicarious,99,bm049*M.mp4,bm049t2aeaff_M.mp4,1,1024.21484375,665.03515625,72360.88130215,4.01765357601107,0,0,0,0,0,0,0,0,0,72368.260294326,72371.450716704,3.1681049530016
20,20,066-mg066,med,low,h021_M094_STD045.png,21,3,vicarious,99,mg066*M.mp4,mg066t2aaunaff_M.mp4,1,1022.8203125,678.26171875,72372.284906557,4.01717270800145,0,0,0,0,0,0,0,0,0,72380.329345565,72382.289742271,1.9370313810068203
21,21,049-bm049,high,high,h002_M119_STD036.png,26,6,vicarious,99,bm049*H.mp4,bm049t2aeunaff_H.mp4,1,1023.9375,686.09765625,72384.354007737,4.01683795799909,0,0,0,0,0,0,0,0,0,72392.398186281,72394.28936021,1.8669175739923998
22,22,042-ll042,low,high,h043_M086_STD027.png,2,2,vicarious,99,ll042*L.mp4,ll042t1aaunaff_L.mp4,1,1113.0078125,527.48828125,72396.42380239599,4.01775881600042,0,0,0,0,0,0,0,0,0,72404.483396259,72407.506950454,2.99924840099993
23,23,120-kz120,high,low,h010_M081_STD027.png,35,5,vicarious,99,kz120*H.mp4,kz120t2aaaff_H.mp4,1,1293.671875,453.890625,72408.508119145,4.018648540004509,0,0,0,0,0,0,0,0,0,72416.567910032,72418.178298107,1.58743400599633
24,24,097-gf097,med,high,h010_M069_STD038.png,18,4,vicarious,99,gf097*M.mp4,gf097t1aiaff_M.mp4,1,1019.87109375,681.37890625,72420.607373459,4.01781058199413,0,0,0,0,0,0,0,0,0,72428.657762071,72430.14847789999,1.4753441219945702
25,25,052-dr052,high,high,h023_M110_STD061.png,32,6,vicarious,99,dr052*H.mp4,dr052t1aiaff_H.mp4,1,1517.578125,677.30078125,72432.682371851,4.017531071003759,0,0,0,0,0,0,0,0,0,72440.726746832,72442.486905104,1.73596356299822
26,26,043-jh043,high,low,h006_M100_STD019.png,29,5,vicarious,99,jh043*H.mp4,jh043t2aeaff_H.mp4,1,1362.87109375,462.4609375,72444.751560623,4.0167944760032706,0,0,0,0,0,0,0,0,0,72452.796566884,72455.607237374,2.7864033190126096
27,27,124-dn124,low,high,h026_M075_STD041.png,6,2,vicarious,99,dn124*L.mp4,dn124t1aaunaff_L.mp4,1,1021.41015625,697.46484375,72456.82209925201,4.01626720400236,0,0,0,0,0,0,0,0,0,72464.866027358,72466.925280914,2.0350687009922703
28,28,120-kz120,med,low,h023_M087_STD034.png,15,3,vicarious,99,kz120*M.mp4,kz120t2aeaff_M.mp4,1,1023.8671875,687.35546875,72468.907350634,4.01761308799905,0,0,0,0,0,0,0,0,0,72476.946837447,72479.076444294,2.10386886599008
29,29,052-dr052,med,high,h051_M091_STD024.png,16,4,vicarious,99,dr052*M.mp4,dr052t2aaaff_M.mp4,1,1069.78515625,567.62109375,72480.976863013,4.01768399499997,0,0,0,0,0,0,0,0,0,72489.021532282,72492.130261254,3.0912884279969104
30,30,123-jh123,high,high,h056_M108_STD025.png,30,6,vicarious,99,jh123*H.mp4,jh123t1aeaff_H.mp4,1,1290.734375,455.54296875,72493.04732302099,4.017400110999009,0,0,0,0,0,0,0,0,0,72501.091990809,72502.532232229,1.4171190320048501
31,31,043-jh043,low,low,h036_M094_STD048.png,1,1,vicarious,99,jh043*L.mp4,jh043t2aaunaff_L.mp4,1,1025.08984375,679.84375,72505.116891664,4.01686462300131,0,0,0,0,0,0,0,0,0,72513.161207261,72514.835277223,1.6511836810095701
32,32,120-kz120,low,low,h011_M070_STD046.png,11,1,vicarious,99,kz120*L.mp4,kz120t2aaunaff_L.mp4,1,1015.0859375,697.578125,72517.186774602,4.01656348799588,0,0,0,0,0,0,0,0,0,72524.364740447,72525.575429349,1.1851330630015602
33,33,097-gf097,high,low,h025_M102_STD045.png,25,5,vicarious,99,gf097*H.mp4,gf097t2aaunaff_H.mp4,1,1050.0859375,623.1796875,72528.405056614,4.01745288699749,0,0,0,0,0,0,0,0,0,72536.465904003,72539.50574885099,3.01645498799917
34,34,107-hs107,med,high,h046_M091_STD041.png,14,4,vicarious,99,hs107*M.mp4,hs107t2aaaff_M.mp4,1,1452.80859375,523.48828125,72540.495384472,4.01351759700628,0,0,0,0,0,0,0,0,0,72548.55058083401,72550.777386069,2.20462843000132
35,35,109-ib109,med,low,h012_M093_STD039.png,19,3,vicarious,99,ib109*M.mp4,ib109t1afaff_M.mp4,1,1027.59765625,685.578125,72552.57838306,4.01769555700594,0,0,0,0,0,0,0,0,0,72560.622920721,72562.630571004,1.99453147700115
