,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
0,0,109-ib109,low,high,h007_M100_STD036.png,4,2,vicarious,99,ib109*L.mp4,ib109t1aiunaff_L.mp4,1,1029.20703125,682.84375,72132.75925322,4.02306785299152,0,0,0,0,0,0,0,0,0,72140.820657317,72142.561618496,1.63469893900037
1,1,052-dr052,low,low,h020_M086_STD033.png,9,1,vicarious,99,dr052*L.mp4,dr052t1aeunaff_L.mp4,1,1073.41015625,570.859375,72144.928378647,4.01824457399198,0,0,0,0,0,0,0,0,0,72152.989991883,72156.749776167,3.73833158500202
2,2,124-dn124,high,high,h015_M113_STD037.png,34,6,vicarious,99,dn124*H.mp4,dn124t1aiaff_H.mp4,1,1283.453125,456.73046875,72157.015765314,4.01709382199624,0,0,0,0,0,0,0,0,0,72165.069175281,72167.016904456,1.92305814000429
3,3,107-hs107,low,low,h034_M088_STD038.png,7,1,vicarious,99,hs107*L.mp4,hs107t2aeunaff_L.mp4,1,1035.91015625,656.8046875,72169.10174535599,4.0171524049947,0,0,0,0,0,0,0,0,0,72177.14365333201,72179.990131815,2.82949095900403
4,4,066-mg066,high,low,h054_M080_STD041.png,31,5,vicarious,99,mg066*H.mp4,mg066t1aaaff_H.mp4,1,1154.65234375,489.171875,72181.17534829299,4.01339912699768,0,0,0,0,0,0,0,0,0,72189.216535287,72191.55630016299,2.31741216700175
5,5,066-mg066,low,high,h016_M099_STD043.png,10,2,vicarious,99,mg066*L.mp4,mg066t2aeunaff_L.mp4,1,1039.828125,607.93359375,72193.24171386201,4.01654606300872,0,0,0,0,0,0,0,0,0,72201.28475200401,72203.091639387,1.78202941900236
6,6,043-jh043,med,high,h044_M077_STD044.png,20,4,vicarious,99,jh043*M.mp4,jh043t2aeunaff_M.mp4,1,1033.91796875,657.5390625,72205.326915828,4.017772728999259,0,0,0,0,0,0,0,0,0,72213.387047353,72215.045606997,1.6357429920026298
7,7,108-th108,med,high,h009_M103_STD035.png,12,4,vicarious,99,th108*M.mp4,th108t2aaunaff_M.mp4,1,1014.0234375,690.69140625,72217.412700033,4.018214065989009,0,0,0,0,0,0,0,0,0,72225.470611641,72227.398876068,1.9054032339918203
8,8,108-th108,low,low,h002_M104_STD057.png,3,1,vicarious,99,th108*L.mp4,th108t1aaunaff_L.mp4,1,1022.390625,682.9296875,72229.493682113,4.01796119401115,0,0,0,0,0,0,0,0,0,72237.54491312201,72238.934255293,1.36622746899957
9,9,109-ib109,high,low,h019_M102_STD031.png,33,5,vicarious,99,ib109*H.mp4,ib109t1aiaff_H.mp4,1,1068.15625,570.74609375,72241.569091019,4.01775863100193,0,0,0,0,0,0,0,0,0,72249.613225172,72253.171895428,3.5351882240065597
