,src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename,param_C_stim_num,event03_C_stim_match,event03_C_stim_filename
0,105,4,cognitive,1,1,2,high_cue,high_stim,6,1646352057.55375,1646352057.55857,1646352060.35204,1646352060.35662,8.48551869392395,1646352068.85096,1646352068.85496,high_cue,h035.png,1646352069.83891,1646352069.84066,1.89864706993103,1646352071.78392,1646352071.79764,1646352073.36743,1.58351683616638,53.1761970984455,FIX,1646352075.80007,1646352075.81205,1.03748273849487,high_stim,1646352078.86635,1646352078.86768,,2.0,right,1646352081.31407,2.44772410392761,1646352085.8488,1646352085.85761,4.38876032829285,1646352090.2649,1646352090.26711,1646352091.57006,1.30515456199646,28.2497354949743,FIX,1646352456.38502,1646352456.38699,398.831266403198,,0,,,0,,14,same,14_150.jpg
1,105,4,cognitive,1,1,2,low_cue,high_stim,3,1646352057.55375,1646352057.55857,1646352094.36438,1646352094.3701,7.4731764793396,1646352101.84676,1646352101.8496,low_cue,l047.png,1646352102.83874,1646352102.84019,1.89881300926208,1646352104.76306,1646352104.76444,1646352105.79662,1.0335578918457,24.4059097796912,FIX,1646352108.77921,1646352108.78062,8.15834212303162,high_stim,1646352118.96125,1646352118.96259,,1.0,left,1646352121.0796,2.11834192276001,1646352125.96036,1646352125.96256,2.27719259262085,1646352128.26007,1646352128.26129,1646352130.11007,1.85000252723694,29.5998290004706,FIX,1646352456.38502,1646352456.38699,398.831266403198,,0,,,0,,14,diff,14_150_R.jpg
2,105,4,cognitive,1,1,2,high_cue,high_stim,6,1646352057.55375,1646352057.55857,1646352132.30956,1646352132.31093,5.92800092697144,1646352138.2588,1646352138.26093,high_cue,h010.png,1646352139.23875,1646352139.24026,1.99880385398865,1646352141.25842,1646352141.26221,1646352142.16148,0.903062105178833,78.3814756472054,FIX,1646352145.27457,1646352145.27798,2.26298928260803,high_stim,1646352149.55736,1646352149.55863,,,,,,1646352156.55647,1646352156.55842,1.58108377456665,1646352158.15627,1646352158.15734,1646352159.45709,1.30081725120544,84.0150476848846,FIX,1646352456.38502,1646352456.38699,398.831266403198,,0,,,0,,35,diff,35_150_R.jpg
3,105,4,cognitive,1,1,2,low_cue,med_stim,2,1646352057.55375,1646352057.55857,1646352162.18909,1646352162.20379,0.948464155197144,1646352163.15563,1646352163.15799,low_cue,l022.png,1646352164.13872,1646352164.1402,0.798836946487427,1646352164.95541,1646352164.95653,1646352165.82214,0.866738319396973,16.3895403340348,FIX,1646352168.97156,1646352168.97273,1.06599450111389,med_stim,1646352172.0545,1646352172.05575,,2.0,right,1646352174.94996,2.89545774459839,1646352179.05361,1646352179.06227,4.58394408226013,1646352183.65303,1646352183.65759,1646352186.18913,2.53609824180603,37.1910075397043,FIX,1646352456.38502,1646352456.38699,398.831266403198,,0,,,0,,26,diff,26_100_R.jpg
4,105,4,cognitive,1,1,2,high_cue,low_stim,4,1646352057.55375,1646352057.55857,1646352187.68585,1646352187.6897,3.65170693397522,1646352191.35205,1646352191.35628,high_cue,h049.png,1646352192.33944,1646352192.34187,0.798119068145752,1646352193.15182,1646352193.15303,1646352194.88514,1.73332071304321,56.7615790386782,FIX,1646352197.16798,1646352197.1696,6.26957845687866,low_stim,1646352205.46692,1646352205.4689,,2.0,right,1646352208.0857,2.61877584457397,1646352212.44937,1646352212.46234,4.5881884098053,1646352217.06545,1646352217.06646,1646352218.55626,1.49081516265869,22.6552327086798,FIX,1646352456.38502,1646352456.38699,398.831266403198,,0,,,0,,28,same,28_50.jpg
5,105,4,cognitive,1,1,2,high_cue,med_stim,5,1646352057.55375,1646352057.55857,1646352221.11493,1646352221.12323,5.92262387275696,1646352227.04751,1646352227.05329,high_cue,h034.png,1646352228.03852,1646352228.03977,1.89903211593628,1646352229.96381,1646352229.96538,1646352231.21666,1.25285339355469,58.6030877514096,FIX,1646352233.97996,1646352233.98321,8.4575936794281,med_stim,1646352244.4453,1646352244.46073,,2.0,right,1646352249.26115,4.81585431098938,1646352251.44441,1646352251.45818,2.79314637184143,1646352254.26072,1646352254.26179,1646352255.76077,1.50005269050598,35.7538872544367,FIX,1646352456.38502,1646352456.38699,398.831266403198,,0,,,0,,22,same,22_100.jpg
6,105,4,cognitive,1,1,2,low_cue,high_stim,3,1646352057.55375,1646352057.55857,1646352258.29354,1646352258.29516,3.64401745796204,1646352261.94307,1646352261.95294,low_cue,l030.png,1646352262.93844,1646352262.93974,1.89911890029907,1646352264.85937,1646352264.86067,1646352265.88268,1.0233097076416,27.6943915931417,FIX,1646352268.87553,1646352268.88294,5.06202864646912,high_stim,1646352275.95796,1646352275.96167,,,,,,1646352282.95707,1646352282.95923,2.98048710823059,1646352285.95669,1646352285.95787,1646352287.47335,1.51666164398193,58.2870639987857,FIX,1646352456.38502,1646352456.38699,398.831266403198,,0,,,0,,7,same,7_150.jpg
7,105,4,cognitive,1,1,2,high_cue,low_stim,4,1646352057.55375,1646352057.55857,1646352289.98951,1646352289.99094,1.84804797172546,1646352291.85594,1646352291.8577,high_cue,h045.png,1646352292.83844,1646352292.83969,0.899115085601807,1646352293.7557,1646352293.75671,1646352295.42236,1.66666340827942,50.1944289077348,FIX,1646352297.77185,1646352297.774,2.66577649116516,low_stim,1646352302.45459,1646352302.45572,,2.0,right,1646352305.00415,2.54955840110779,1646352309.4537,1646352309.45567,3.783855676651,1646352313.25322,1646352313.26,1646352315.89086,2.63763976097107,12.3532082341741,FIX,1646352456.38502,1646352456.38699,398.831266403198,,0,,,0,,22,same,22_50.jpg
8,105,4,cognitive,1,1,2,low_cue,low_stim,1,1646352057.55375,1646352057.55857,1646352317.28604,1646352317.28779,6.9515163898468,1646352324.25182,1646352324.25488,low_cue,l002.png,1646352325.23843,1646352325.23974,0.799121856689453,1646352326.06826,1646352326.06932,1646352328.01823,1.94997882843018,51.7003113249664,FIX,1646352330.08441,1646352330.08623,6.25314402580261,low_stim,1646352338.35003,1646352338.35095,,2.0,right,1646352340.95435,2.60432124137878,1646352345.34914,1646352345.36136,1.1884183883667,1646352346.54898,1646352346.55978,1646352349.05774,2.50875282287598,15.6600291318435,FIX,1646352456.38502,1646352456.38699,398.831266403198,,0,,,0,,44,same,44_50.jpg
9,105,4,cognitive,1,1,2,high_cue,med_stim,5,1646352057.55375,1646352057.55857,1646352350.58181,1646352350.58337,1.75575017929077,1646352352.34825,1646352352.35767,high_cue,h008.png,1646352353.33846,1646352353.33982,1.49909806251526,1646352354.84793,1646352354.85541,1646352356.07081,1.22287964820862,47.9609361341638,FIX,1646352358.86409,1646352358.8717,4.5734703540802,med_stim,1646352365.44658,1646352365.45036,,1.0,left,1646352368.35212,2.90553951263428,1646352372.44569,1646352372.44728,2.29186248779297,1646352374.76206,1646352374.76331,1646352376.36212,1.60005140304565,34.5203830122378,FIX,1646352456.38502,1646352456.38699,398.831266403198,,0,,,0,,7,diff,7_100_R.jpg
