rating,rt
7.594550132751465,1.45400047302246
28.78577995300293,2.6753089427948
39.689849853515625,1.45082664489746
65.49946999549866,2.45177364349365
72.98559999465942,1.80629968643188
88.29131007194519,1.46736550331116
102.79672002792358,1.43403697013855
123.6878399848938,1.43430113792419
135.19213008880615,1.90618991851807
156.40004014968872,1.87543511390686
167.60422015190125,2.01753497123718
190.59613013267517,2.18435049057007
201.80029964447021,2.25096726417542
230.99452018737793,1.40064358711243
239.0975501537323,1.84046745300293
261.189120054245,1.72725915908813
269.69229006767273,2.23428344726562
290.700119972229,1.90234756469727
307.389680147171,3.45402455329895
329.69799995422363,2.5927319526672403
338.284539937973,3.88494181632996
358.2920000553131,2.06765913963318
373.09752011299133,2.6731724739074703
394.8889801502228,2.00950026512146
