4964.11301208	3859.442062468	-0.0456872	0.213715	0.0170209	-0.000891574	-0.000533612	0.000850611
4809.52068624	3858.35056862	-0.0537955	0.221924	0.0541222	-0.000635719	-0.000591265	0.000863298
4733.639664542	3856.718301785	-0.0522955	0.216485	0.0786084	-0.00113203	-0.00042907	0.00083453
4653.680065217	3859.335408206	-0.0550735	0.228433	0.0958845	-0.00108912	-0.000446527	0.00056029
4617.227041915	3862.475674983	-0.0473942	0.230968	0.105772	-0.00134031	-0.000244798	0.00084094
4597.829236829	3859.267893122	-0.0443427	0.264493	0.115744	-0.00204606	-0.000464312	0.000896308
4548.821022391	3865.052174506	-0.0471978	0.240269	0.0922996	-0.00290445	-0.00045731	0.000827217
4560.513301656	3863.756341529	-0.0481655	0.255251	0.0828647	-0.00235004	-0.000325529	0.000865547
4521.007391832	3864.066030281	-0.0472087	0.229511	0.0486569	-0.00223445	-0.00054717	0.000432208
4547.654919483	3871.09265443	-0.0299089	0.229914	0.0658185	-0.00160492	-0.00092341	0.000481525
4524.845492839	3869.708921381	-0.0475926	0.306425	0.0451451	-0.00181279	-0.000726364	0.000455245
4523.549466205	3865.664050334	-0.0680529	0.226396	0.0434405	-0.00111039	-0.000382127	0.000414265
4506.576333243	3870.649240151	-0.0742703	0.177139	-0.00450139	-0.000651713	-0.00121962	-0.000425592
4523.497239863	3880.27747813	-0.0896863	0.151206	0.112232	-0.00827874	-0.00232859	-1.68176e-05
4502.339792338	3886.461957616	-0.105383	0.0374293	0.187787	-0.0122995	-0.00244879	-0.000226637
4495.381916563	3873.900890508	-0.105452	0.0749336	0.154528	-0.00965661	-0.00204898	-0.000650395
4493.965384067	3878.243382393	-0.116892	0.140387	0.0698516	-0.0080734	-0.00150709	-0.00131911
4490.919882007	3879.827540654	-0.13314	0.134208	0.133175	-0.00762652	-0.00109685	-0.000977961
4509.957239719	3873.212856361	-0.130102	0.121082	0.144794	-0.00772701	-0.00160082	-0.000936234
4487.898673757	3874.866649744	-0.130566	0.122425	0.0825727	-0.00652936	-0.00127667	-0.000966512
4511.955860479	3872.942959107	-0.124213	0.114639	0.0912757	-0.00563385	-0.00126982	-0.0011713
4480.531441924	3873.934648049	-0.12812	0.154243	0.0774078	-0.00520532	-0.00100431	-0.00129651
4503.053195604	3869.572097335	-0.137402	0.170084	0.0768029	-0.00509728	-0.00117583	-0.00153467
4487.375875235	3865.185573874	-0.124986	0.211097	0.0811765	-0.0046116	-0.00099189	-0.00142476
4485.773767991	3867.304145005	-0.134598	0.229891	0.0697538	-0.00475589	-0.000384541	-0.000941495
4488.310919389	3868.255227049	-0.133655	0.192078	0.0163401	-0.00524344	-0.00046	-0.00062941
4488.966745253	3869.177607029	-0.140322	0.141021	0.00792045	-0.00560807	-0.000230334	-0.000786157
4495.737440963	3869.149720364	-0.139712	0.108126	-0.0305787	-0.00564888	-0.000938081	-0.000509331
4472.144833236	3861.465721091	-0.135637	0.166441	-0.0291475	-0.00508271	-0.000784148	-0.000592339
4500.37905708	3858.482989508	-0.127589	0.156458	-0.0114185	-0.00460261	-0.000761613	-0.000894521
4476.319408871	3860.597809801	-0.123964	0.181053	-0.0350798	-0.00503715	-0.000504124	-0.000782022
4494.794905325	3866.695856935	-0.123496	0.186868	0.0272857	-0.00507619	-0.000760586	-0.000763248
4505.021422345	3857.219772513	-0.130176	0.170585	0.0617112	-0.00555283	-0.00089617	-0.000658565
4485.192856961	3859.158955741	-0.126711	0.160086	0.0206099	-0.00537892	-0.000763349	-0.000770856
4492.909620008	3857.306857186	-0.122434	0.149343	0.0565367	-0.00449716	-0.000448366	-0.000666669
4483.106050739	3858.704125868	-0.121436	0.187954	0.0332223	-0.00404599	-0.000476159	-0.000740421
4483.953337516	3854.790044911	-0.109211	0.164961	0.043585	-0.00364586	-0.000447822	-0.00079655
4495.430290142	3851.1946221	-0.106638	0.216793	0.0551307	-0.00379351	-0.000894924	-0.00114667
4478.149685296	3855.429807404	-0.112839	0.213253	0.0632383	-0.00449312	-0.000828223	-0.000808138
4499.625520867	3857.143124955	-0.112781	0.218268	0.0599445	-0.00486258	-0.00115319	-0.000745628
4468.888178365	3851.303070241	-0.113452	0.190473	0.0286972	-0.00471407	-0.00067343	-0.000792095
4492.174063355	3857.719775522	-0.119984	0.186117	0.0665661	-0.00427137	-0.000710539	-0.00103882
4482.35016006	3848.117467249	-0.135408	0.0622663	0.163529	-0.00841647	-0.0007958	-0.00133436
4482.550610752	3860.769532948	-0.0947574	-0.742996	0.598264	-0.0391209	-0.00361872	0.00101119
4489.161630844	3877.461740377	-0.0929097	-0.574147	0.599576	-0.0368858	-0.00419298	0.000485995
4452.042507643	3867.371007768	-0.0888494	-0.402304	0.57002	-0.0337075	-0.003275	0.00101487
4443.520303105	3873.329621577	-0.0995826	-0.35447	0.561293	-0.0309256	-0.00273487	0.00106806
4454.13338067	3865.80120054	-0.120841	-0.305506	0.547777	-0.0291886	-0.00239075	0.000942282
4434.84570039	3865.904919363	-0.13079	-0.301772	0.473725	-0.027986	-0.00165424	0.000108714
4461.965405541	3867.015656641	-0.143284	-0.317673	0.487424	-0.0261948	-0.00176214	-0.000102204
4444.540964213	3862.529980594	-0.136385	-0.254659	0.436483	-0.0246422	-0.00122663	-0.000439405
4467.781900303	3869.960553684	-0.116236	-0.280013	0.560301	-0.0265032	-0.00119316	0.000333369
4469.399953705	3870.00523758	-0.044727	-0.260499	0.575578	-0.0262842	-0.00111083	0.00510182
4459.250705986	3858.991146512	-0.00856816	-0.339892	0.631162	-0.0314829	0.000434494	0.0138711
4493.59669606	3877.296703506	0.0326084	-0.561088	0.979236	-0.0380321	0.0027892	0.0138645
4466.177652636	3881.985250964	0.0972534	-0.541934	1.25046	-0.0385568	0.00332645	0.0114056
4447.58443287	3868.91700533	0.123162	-0.401799	1.27016	-0.0368708	0.00322349	0.0099152
4450.973365935	3869.492514338	0.217331	-0.39081	1.2017	-0.0355286	0.00352217	0.0151865
4410.840525968	3861.39266129	0.8605	-0.610133	1.30835	-0.0452142	-0.00188228	0.0445102
4443.964762116	3872.609460688	1.07459	-1.2315	1.59377	-0.064468	-0.00441787	0.0514358
4429.369533019	3881.170340646	0.941887	-0.931987	1.30479	-0.0549179	-0.00291265	0.0464833
4435.000238992	3866.934279765	0.867134	-0.746898	1.2811	-0.0499702	-0.00183773	0.0418522
4430.35637543	3875.601977065	0.822864	-0.672972	1.25634	-0.0469984	-0.000894019	0.0396717
4425.188964197	3868.099811893	0.730104	-0.566502	1.33931	-0.0451152	0.000478573	0.0359985
4446.111179142	3870.941479352	0.695305	-0.558877	1.35388	-0.0434967	0.000971434	0.0338938
4416.53844125	3865.5433712	0.641074	-0.545325	1.34215	-0.0433335	0.00203597	0.0323837
4448.357339919	3868.540453814	0.570224	-0.581497	1.30703	-0.0406825	0.00285022	0.0305557
4433.535546958	3865.39578388	0.523074	-0.542461	1.30744	-0.0388886	0.00350188	0.0288883
4430.79815891	3864.081033632	0.503668	-0.502752	1.30152	-0.0378398	0.00366976	0.0278927
4445.962098621	3855.020802985	0.481466	-0.441357	1.32495	-0.0376088	0.00387526	0.0272515
4433.662581113	3857.545280016	0.473571	-0.423151	1.26878	-0.0370876	0.00393769	0.0265623
4443.222249086	3856.287607738	0.473236	-0.378087	1.33113	-0.0368688	0.00404282	0.0262322
4449.560151095	3855.378111072	0.465361	-0.370109	1.3746	-0.0372355	0.00417331	0.0261357
4429.786701625	3861.309653615	0.454813	-0.374279	1.36033	-0.0377895	0.00400293	0.025777
4450.676382127	3857.642638724	0.439334	-0.391952	1.34141	-0.037264	0.00401924	0.0253451
4443.782290983	3853.854618538	0.427913	-0.396763	1.32005	-0.0356978	0.00405553	0.025094
4431.289814266	3856.922967074	0.417989	-0.373684	1.33021	-0.0352956	0.00415527	0.0247197
4454.881565823	3848.739454031	0.408223	-0.41123	1.30565	-0.0343598	0.00427068	0.0243529
4436.205404634	3849.509517374	0.405411	-0.373324	1.29477	-0.0343031	0.0043647	0.0239964
4434.077930359	3854.943992347	0.402917	-0.348312	1.30894	-0.0343703	0.0044929	0.0235372
4453.72306142	3848.837465058	0.408919	-0.318993	1.34293	-0.0351891	0.00395664	0.0243002
4434.278916158	3850.827692299	0.414909	-0.326683	1.34844	-0.0360488	0.00458809	0.024838
4453.732158222	3851.467454792	0.422186	-0.340626	1.30507	-0.0351042	0.00417618	0.0246435
4455.249076597	3852.09792173	0.410154	-0.347034	1.2454	-0.0336149	0.00444583	0.0244043
4437.895911383	3852.687455611	0.411865	-0.302044	1.22689	-0.0331136	0.00406299	0.0239986
4468.767565481	3852.138039389	0.399011	-0.330111	1.20709	-0.0321303	0.00364135	0.0231829
4437.997902579	3851.169670874	0.385617	-0.260944	1.1903	-0.0318584	0.00358478	0.0229227
4448.249141494	3853.221868481	0.378216	-0.282089	1.19169	-0.0318595	0.0038645	0.0225576
4439.966771447	3852.868963552	0.369886	-0.271414	1.18485	-0.0327588	0.00386666	0.0225576
