src_subject_id,session_id,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_administer_type,param_cond_type,param_trigger_onset,param_start_biopac,event01_fixation_onset,event01_fixation_biopac,event01_fixation_duration,event02_cue_onset,event02_cue_biopac,event02_cue_type,event02_cue_filename,event03_expect_displayonset,event03_expect_biopac,event03_expect_responseonset,event03_expect_RT,event04_fixation_onset,event04_fixation_biopac,event04_fixation_duration,event05_administer_type,event05_administer_displayonset,event05_administer_biopac,event06_actual_onset,event06_actual_biopac,event06_actual_responseonset,event06_actual_RT,param_end_instruct_onset,param_end_biopac,param_experiment_duration,delay_between_medoc
1,1,3,3,2,high,48,2,1606247055.50699,1606247055.50858,1606247259.64075,1606247259.65526,3.60094356536865,1606247263.25878,1606247263.26045,high,h010.png,1606247264.25915,1606247264.24437,1606247268.17751,3.91834330558777,1606247268.7275,1606247268.72919,0.700829267501831,48,1606247269.49446,1606247269.50518,1606247276.01358,1606247275.99688,1606247279.27041,3.2568256855011,1606247733.43607,1606247733.44057,677.929084539413,0.0555450916290283
1,1,3,3,2,low,49,3,1606247055.50699,1606247055.50858,1606247280.0651,1606247280.07218,2.00088238716125,1606247282.08253,1606247282.08397,low,l012.png,1606247283.0829,1606247283.06852,1606247286.78709,3.7041757106781,1606247287.3345,1606247287.33885,0.700998067855835,49,1606247288.10146,1606247288.10468,1606247294.62058,1606247294.60398,1606247297.05499,2.43440461158752,1606247733.43607,1606247733.44057,677.929084539413,0.0599420070648193
1,1,3,3,2,low,48,1,1606247055.50699,1606247055.50858,1606247298.67211,1606247298.68866,1.20087242126465,1606247299.88923,1606247299.89092,low,l007.png,1606247300.88961,1606247300.87531,1606247304.37442,3.48480105400085,1606247304.94113,1606247304.94221,0.700987339019775,48,1606247305.72476,1606247305.73792,1606247312.24388,1606247312.22723,NaN,NaN,1606247733.43607,1606247733.44057,677.929084539413,0.0768580436706543
1,1,3,3,2,low,48,1,1606247055.50699,1606247055.50858,1606247316.26206,1606247316.27184,1.10086512565613,1606247317.37915,1606247317.3808,low,l025.png,1606247318.37952,1606247318.36528,1606247320.34713,1.96759605407715,1606247322.43105,1606247322.43215,2.301114320755,48,1606247324.78193,1606247324.78998,1606247331.30106,1606247331.28421,1606247334.15395,2.85288906097412,1606247733.43607,1606247733.44057,677.929084539413,0.0431821346282959
1,1,3,3,2,low,48,1,1606247055.50699,1606247055.50858,1606247335.35258,1606247335.3551,1.10090446472168,1606247336.46967,1606247336.47212,low,l014.png,1606247337.47005,1606247337.45657,1606247339.73774,2.26769042015076,1606247341.52157,1606247341.52269,1.60092353820801,48,1606247343.17219,1606247343.17345,1606247349.69132,1606247349.67457,1606247351.74239,2.05106353759766,1606247733.43607,1606247733.44057,677.929084539413,0.0386030673980713
1,1,3,3,2,low,49,3,1606247055.50699,1606247055.50858,1606247353.74284,1606247353.75551,3.60083913803101,1606247357.36087,1606247357.36259,low,l005.png,1606247358.36125,1606247358.34583,1606247360.94574,2.5844783782959,1606247362.41277,1606247362.41469,0.900935888290405,49,1606247363.36313,1606247363.36486,1606247369.88225,1606247369.86551,1606247372.87074,2.98848032951355,1606247733.43607,1606247733.44057,677.929084539413,0.0378069877624512
1,1,3,3,2,low,48,1,1606247055.50699,1606247055.50858,1606247373.95045,1606247373.95207,1.80087399482727,1606247375.7678,1606247375.77234,low,l002.png,1606247376.76818,1606247376.75425,1606247378.62071,1.85252213478088,1606247380.81971,1606247380.82163,0.700942039489746,48,1606247381.56999,1606247381.57212,1606247388.08911,1606247388.07222,1606247391.89073,3.80161309242249,1606247733.43607,1606247733.44057,677.929084539413,0.0365669727325439
1,1,3,3,2,low,49,3,1606247055.50699,1606247055.50858,1606247392.44075,1606247392.4555,1.80081272125244,1606247394.2581,1606247394.26001,low,l038.png,1606247395.25848,1606247395.24379,1606247396.95938,1.70089673995972,1606247399.31001,1606247399.31108,0.700903177261353,49,1606247400.04362,1606247400.05573,1606247406.56274,1606247406.54613,1606247408.33027,1.76752138137817,1606247733.43607,1606247733.44057,677.929084539413,0.0264570713043213
1,1,3,3,2,high,48,2,1606247055.50699,1606247055.50858,1606247410.61427,1606247410.62276,4.60088300704956,1606247415.23268,1606247415.23448,high,h034.png,1606247416.23305,1606247416.21725,1606247419.22092,2.98786401748657,1606247420.28458,1606247420.28926,0.600913286209106,48,1606247420.93482,1606247420.93648,1606247427.45395,1606247427.43731,1606247429.52162,2.06766366958618,1606247733.43607,1606247733.44057,677.929084539413,0.033073902130127
1,1,3,3,2,low,50,5,1606247055.50699,1606247055.50858,1606247431.50547,1606247431.50743,2.40092158317566,1606247433.92305,1606247433.92532,low,l052.png,1606247434.92343,1606247434.90917,1606247437.50798,2.58453941345215,1606247438.97496,1606247438.97653,0.701168060302734,50,1606247439.77526,1606247439.77687,1606247446.29438,1606247446.27772,1606247448.62878,2.33439135551453,1606247733.43607,1606247733.44057,677.929084539413,0.0857260227203369
1,1,3,3,2,low,50,5,1606247055.50699,1606247055.50858,1606247450.34591,1606247450.35614,1.50096940994263,1606247451.86315,1606247451.86427,low,l017.png,1606247452.86353,1606247452.84925,1606247455.48769,2.62415790557861,1606247456.91505,1606247456.91736,0.901045560836792,50,1606247457.88208,1606247457.88936,1606247464.40121,1606247464.38474,1606247466.08782,1.68660354614258,1606247733.43607,1606247733.44057,677.929084539413,0.0535969734191895
1,1,3,3,2,low,50,5,1606247055.50699,1606247055.50858,1606247468.45274,1606247468.45615,1.40098166465759,1606247469.86994,1606247469.8725,low,l011.png,1606247470.87031,1606247470.85487,1606247472.67118,1.80085253715515,1606247474.92184,1606247474.92363,2.30093455314636,50,1606247477.27273,1606247477.27449,1606247483.79185,1606247483.77514,1606247486.64315,2.85128569602966,1606247733.43607,1606247733.44057,677.929084539413,0.0315511226654053
1,1,3,3,2,low,49,3,1606247055.50699,1606247055.50858,1606247487.84338,1606247487.85811,2.70084476470947,1606247490.56107,1606247490.5631,low,l040.png,1606247491.56145,1606247491.54662,1606247493.34556,1.78410220146179,1606247495.61298,1606247495.61475,0.600883483886719,49,1606247496.2799,1606247496.28918,1606247502.79902,1606247502.78257,1606247504.90465,2.1056182384491,1606247733.43607,1606247733.44057,677.929084539413,0.0640840530395508
1,1,3,3,2,high,49,4,1606247055.50699,1606247055.50858,1606247506.85055,1606247506.85613,2.40092134475708,1606247509.26813,1606247509.27278,high,h011.png,1606247510.26851,1606247510.25407,1606247513.88793,3.61939573287964,1606247514.43674,1606247514.43969,0.500946998596191,49,1606247515.00363,1606247515.00627,1606247521.52275,1606247521.50599,NaN,NaN,1606247733.43607,1606247733.44057,677.929084539413,0.0475549697875977
1,1,3,3,2,high,50,6,1606247055.50699,1606247055.50858,1606247525.54093,1606247525.55555,2.10089015960693,1606247527.6584,1606247527.65998,high,h041.png,1606247528.65878,1606247528.64456,1606247531.7935,3.13471817970276,1606247532.7103,1606247532.71177,0.900970220565796,50,1606247533.66066,1606247533.66247,1606247540.17979,1606247540.16314,1606247542.98807,2.80824208259583,1606247733.43607,1606247733.44057,677.929084539413,0.0408859252929688
1,1,3,3,2,high,48,2,1606247055.50699,1606247055.50858,1606247544.24799,1606247544.24964,2.50098180770874,1606247546.76561,1606247546.76754,high,h024.png,1606247547.76598,1606247547.75098,1606247550.30482,2.53882622718811,1606247551.81751,1606247551.82275,0.701020479202271,48,1606247552.5678,1606247552.57321,1606247559.08692,1606247559.0702,1606247561.1047,2.01777410507202,1606247733.43607,1606247733.44057,677.929084539413,0.0366818904876709
1,1,3,3,2,high,48,2,1606247055.50699,1606247055.50858,1606247563.15512,1606247563.15694,2.00085115432739,1606247565.17255,1606247565.17354,high,h026.png,1606247566.17293,1606247566.15845,1606247568.65733,2.4843909740448,1606247570.22446,1606247570.22661,0.500972747802734,48,1606247570.79134,1606247570.7931,1606247577.31046,1606247577.29408,1606247579.46152,2.15104246139526,1606247733.43607,1606247733.44057,677.929084539413,0.0570979118347168
1,1,3,3,2,high,49,4,1606247055.50699,1606247055.50858,1606247581.36199,1606247581.37302,1.10090851783752,1606247582.47908,1606247582.48095,high,h015.png,1606247583.47946,1606247583.46557,1606247586.8143,3.33483481407166,1606247587.53099,1606247587.53275,0.8009934425354,49,1606247588.38131,1606247588.38299,1606247594.90044,1606247594.88385,1606247598.32177,3.42132592201233,1606247733.43607,1606247733.44057,677.929084539413,0.0323421955108643
1,1,3,3,2,high,50,6,1606247055.50699,1606247055.50858,1606247598.96864,1606247598.9705,1.1010570526123,1606247600.08573,1606247600.08987,high,h047.png,1606247601.0861,1606247601.07197,1606247604.68839,3.60227584838867,1606247605.23767,1606247605.23984,0.700921297073364,50,1606247605.98795,1606247605.98995,1606247612.50708,1606247612.49049,1606247615.24152,2.73443651199341,1606247733.43607,1606247733.44057,677.929084539413,0.0414040088653564
1,1,3,3,2,high,49,4,1606247055.50699,1606247055.50858,1606247616.55861,1606247616.57297,3.20097017288208,1606247619.77649,1606247619.77846,high,h006.png,1606247620.77687,1606247620.76197,NaN,NaN,1606247624.79505,1606247624.79593,0.601022720336914,49,1606247625.47864,1606247625.49001,1606247631.99777,1606247631.9807,1606247635.65517,3.65738558769226,1606247733.43607,1606247733.44057,677.929084539413,0.0748898983001709
1,1,3,3,2,low,49,3,1606247055.50699,1606247055.50858,1606247636.21603,1606247636.22346,1.1009955406189,1606247637.33312,1606247637.33507,low,l018.png,1606247638.3335,1606247638.31903,1606247640.25522,1.92171669006348,1606247642.38503,1606247642.39054,2.40087604522705,49,1606247644.83595,1606247644.83995,1606247651.35508,1606247651.33824,NaN,NaN,1606247733.43607,1606247733.44057,677.929084539413,0.0397129058837891
1,1,3,3,2,high,50,6,1606247055.50699,1606247055.50858,1606247655.38994,1606247655.39151,1.70107007026672,1606247657.10725,1606247657.1091,high,h003.png,1606247658.10763,1606247658.09373,NaN,NaN,1606247662.12581,1606247662.12731,0.801081657409668,50,1606247662.99281,1606247662.99451,1606247669.51193,1606247669.49518,1606247671.44623,1.93428587913513,1606247733.43607,1606247733.44057,677.929084539413,0.0531749725341797
1,1,3,3,2,high,49,4,1606247055.50699,1606247055.50858,1606247673.56346,1606247673.57358,3.40091681480408,1606247676.98142,1606247676.98354,high,h027.png,1606247677.9818,1606247677.96675,1606247680.29945,2.31764984130859,1606247682.03333,1606247682.03497,0.800887107849121,49,1606247682.88365,1606247682.89024,1606247689.40278,1606247689.38601,1606247692.70545,3.30266189575195,1606247733.43607,1606247733.44057,677.929084539413,0.0378801822662354
1,1,3,3,2,high,49,4,1606247055.50699,1606247055.50858,1606247693.45431,1606247693.45697,2.50099110603333,1606247695.97192,1606247695.974,high,h050.png,1606247696.9723,1606247696.95754,1606247699.94042,2.96810626983643,1606247701.02383,1606247701.02576,2.70089817047119,49,1606247703.77487,1606247703.77637,1606247710.294,1606247710.27728,1606247712.81186,2.51785588264465,1606247733.43607,1606247733.44057,677.929084539413,0.0307869911193848
1,1,3,3,2,high,48,2,1606247055.50699,1606247055.50858,1606247714.34553,1606247714.35721,2.10091328620911,1606247716.463,1606247716.46414,high,h023.png,1606247717.46337,1606247717.44894,1606247720.48143,3.01804637908936,1606247721.5149,1606247721.51685,1.10089492797852,48,1606247722.69868,1606247722.70044,1606247729.21781,1606247729.20123,1606247732.88897,3.67114782333374,1606247733.43607,1606247733.44057,677.929084539413,0.0630700588226318
