,src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename,param_C_stim_num,event03_C_stim_match,event03_C_stim_filename
0,100,4,cognitive,5,1,1,high_cue,med_stim,5,1643044853.83625,1643044853.83803,1643044856.63771,1643044856.63995,6.98416519165039,1643044863.64032,1643044863.64314,high_cue,h051.png,1643044864.6237,1643044864.62546,1.69818186759949,1643044866.358,1643044866.3592,1643044868.69243,2.33442974090576,17.0519648540015,FIX,1643044870.37617,1643044870.38537,5.64570903778076,med_stim,1643044878.0457,1643044878.05103,,1.0,left,1643044882.34935,4.30365467071533,1643044885.03164,1643044885.03456,1.79024291038513,1643044886.83231,1643044886.83349,,,,FIX,1643045252.65206,1643045252.66842,398.815809011459,,0,,,0,,14,same,14_100.jpg
1,100,4,cognitive,5,1,1,high_cue,high_stim,6,1643044853.83625,1643044853.83803,1643044890.86714,1643044890.86948,4.4547336101532,1643044895.33548,1643044895.33718,high_cue,h023.png,1643044896.32323,1643044896.3247,0.498653888702393,1643044896.83604,1643044896.8368,1643044898.50349,1.66745734214783,13.9247732204094,FIX,1643044900.8542,1643044900.85618,2.06767630577087,high_stim,1643044904.93906,1643044904.93992,,2.0,right,1643044907.70277,2.76371335983276,1643044911.94167,1643044911.94352,1.38020801544189,1643044913.34219,1643044913.34298,1643044916.64926,3.30707025527954,28.739795291688,FIX,1643045252.65206,1643045252.66842,398.815809011459,,0,,,0,,28,same,28_150.jpg
2,100,4,cognitive,5,1,1,low_cue,high_stim,3,1643044853.83625,1643044853.83803,1643044917.36036,1643044917.36722,3.86152052879333,1643044921.22847,1643044921.23444,low_cue,l013.png,1643044922.223,1643044922.22437,1.098876953125,1643044923.34592,1643044923.34759,1643044925.08279,1.7368631362915,20.1794586645109,FIX,1643044927.36409,1643044927.36769,2.15778946876526,high_stim,1643044931.53231,1643044931.53346,,1.0,left,1643044933.635,2.10269379615784,1643044938.53492,1643044938.53667,2.7869565486908,1643044941.33597,1643044941.33704,1643044943.37021,2.03424620628357,12.9773953378174,FIX,1643045252.65206,1643045252.66842,398.815809011459,,0,,,0,,28,diff,28_150_R.jpg
3,100,4,cognitive,5,1,1,high_cue,low_stim,4,1643044853.83625,1643044853.83803,1643044945.3708,1643044945.37226,5.25107359886169,1643044950.63944,1643044950.64124,high_cue,h006.png,1643044951.62278,1643044951.62404,2.89909410476685,1643044954.54089,1643044954.54204,1643044956.32504,1.78414607048035,17.8503183022168,FIX,1643044958.55906,1643044958.56068,4.16282200813293,low_stim,1643044964.7447,1643044964.74575,,1.0,left,1643044968.40127,3.65657544136047,1643044971.73064,1643044971.73381,1.39124274253845,1643044973.14783,1643044973.14996,1643044974.99932,1.85149240493774,1.40862873533847,FIX,1643045252.65206,1643045252.66842,398.815809011459,,0,,,0,,44,diff,44_50_R.jpg
4,100,4,cognitive,5,1,1,high_cue,med_stim,5,1643044853.83625,1643044853.83803,1643044977.16599,1643044977.16691,5.05588436126709,1643044982.23455,1643044982.23601,high_cue,h003.png,1643044983.22277,1643044983.2241,2.89910483360291,1643044986.13601,1643044986.13706,1643044989.43743,3.30142378807068,23.3253508809759,FIX,1643044990.15417,1643044990.15624,8.6677086353302,med_stim,1643045000.84149,1643045000.84258,,1.0,left,1643045003.58211,2.74061799049377,1643045007.8441,1643045007.84577,2.77777647972107,1643045010.64515,1643045010.64649,1643045013.54931,2.90416502952576,18.8802438430072,FIX,1643045252.65206,1643045252.66842,398.815809011459,,0,,,0,,27,same,27_100.jpg
5,100,4,cognitive,5,1,1,low_cue,low_stim,1,1643044853.83625,1643044853.83803,1643045014.66331,1643045014.66759,10.1585655212402,1643045024.83377,1643045024.8356,low_cue,l012.png,1643045025.82278,1643045025.82402,2.89909505844116,1643045028.73523,1643045028.73622,1643045030.28618,1.55094957351685,23.5899901707433,FIX,1643045032.75339,1643045032.7553,0.868487119674683,low_stim,1643045035.6378,1643045035.63923,,1.0,left,1643045038.80375,3.16594934463501,1643045042.64041,1643045042.64203,2.88146662712097,1643045045.54149,1643045045.54287,,,,FIX,1643045252.65206,1643045252.66842,398.815809011459,,0,,,0,,22,diff,22_50_R.jpg
6,100,4,cognitive,5,1,1,low_cue,med_stim,2,1643044853.83625,1643044853.83803,1643045049.57633,1643045049.57798,2.54554653167725,1643045052.12728,1643045052.13447,low_cue,l055.png,1643045053.12277,1643045053.12404,0.499104022979736,1643045053.64451,1643045053.64559,1643045055.58279,1.93828010559082,22.4942951877213,FIX,1643045057.66268,1643045057.66779,4.2591986656189,med_stim,1643045063.93168,1643045063.93323,,,,,,1643045070.9343,1643045070.93567,11.7875823974609,1643045082.7387,1643045082.74984,1643045084.81601,2.07731628417969,9.46232220802562,FIX,1643045252.65206,1643045252.66842,398.815809011459,,0,,,0,,27,diff,27_100_R.jpg
7,100,4,cognitive,5,1,1,low_cue,med_stim,2,1643044853.83625,1643044853.83803,1643045086.75686,1643045086.76746,1.96501421928406,1643045088.74094,1643045088.74309,low_cue,l005.png,1643045089.7228,1643045089.72405,1.09907388687134,1643045090.84172,1643045090.84296,1643045092.80925,1.96753168106079,22.8336541779175,FIX,1643045094.85988,1643045094.86153,3.2619936466217,med_stim,1643045100.12852,1643045100.13373,,1.0,left,1643045102.23691,2.10839533805847,1643045107.13113,1643045107.13437,2.89074993133545,1643045110.03221,1643045110.03327,,,,FIX,1643045252.65206,1643045252.66842,398.815809011459,,0,,,0,,28,diff,28_100_R.jpg
8,100,4,cognitive,5,1,1,high_cue,high_stim,6,1643044853.83625,1643044853.83803,1643045114.06705,1643045114.06859,1.95483040809631,1643045116.03445,1643045116.03633,high_cue,h040.png,1643045117.02288,1643045117.02419,1.69899415969849,1643045118.73546,1643045118.73612,1643045120.20279,1.46733832359314,16.9847325319886,FIX,1643045122.75362,1643045122.75607,3.26825785636902,high_stim,1643045128.03892,1643045128.03996,,2.0,right,1643045131.04972,3.01079106330872,1643045135.04154,1643045135.04323,4.58034086227417,1643045139.64325,1643045139.64437,1643045141.51604,1.87278699874878,6.98105740682979,FIX,1643045252.65206,1643045252.66842,398.815809011459,,0,,,0,,26,same,26_150.jpg
9,100,4,cognitive,5,1,1,low_cue,low_stim,1,1643044853.83625,1643044853.83803,1643045143.67809,1643045143.68011,1.24378824234009,1643045144.92856,1643045144.9343,low_cue,l019.png,1643045145.92281,1643045145.9242,1.19907188415527,1643045147.14605,1643045147.14741,1643045148.49941,1.35335779190063,22.5818325742615,FIX,1643045151.16422,1643045151.16745,8.65766334533691,low_stim,1643045161.83486,1643045161.83574,,1.0,left,1643045165.58693,3.75207018852234,1643045168.83747,1643045168.83916,7.98440647125244,1643045176.84046,1643045176.84171,,,,FIX,1643045252.65206,1643045252.66842,398.815809011459,,0,,,0,,27,diff,27_50_R.jpg
