rating,rt
14.230409860610962,1.48466801643372
32.70407009124756,3.02240347862244
47.192880153656006,2.49205827713013
70.70177006721497,1.60076570510864
83.7066900730133,1.58923125267029
100.59642004966736,1.60891246795654
107.39899015426636,1.0171947479248
126.1060700416565,1.51835870742798
135.59298992156982,1.43972229957581
159.50204014778137,1.26740550994873
172.39023995399475,2.70123386383057
196.6994400024414,1.86874747276306
207.28678011894226,2.7014918327331503
228.39477014541626,2.0010924339294403
236.19772005081177,2.13622069358826
255.68843007087708,2.53441333770752
268.4932699203491,2.35117244720459
289.0010299682617,2.91791129112244
297.28750014305115,2.07138299942017
317.19502997398376,2.61778497695923
329.9998800754547,2.25112438201904
361.49513006210327,2.8884885311126696
369.39811992645264,2.1382896900177
394.7910599708557,3.6182045936584495
