onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttlplateau	onset03_stim_ttlplateau_duration
5.7055699825286865	8.305239915847778	12.945339918136597	23.903259992599487	high_cue	high_stim	1.5340473651886	67.9841612022244	2.39988732337952	83.5064746874607	1	1	1	67.9841612022244	83.5064746874607	12.97625	17.38675	22.387	26.36	12.97625	17.47625	21.97625	17.38675	5.000250000000001
32.30218982696533	35.301809787750244	45.25220990180969	58.498859882354736	low_cue	high_stim	1.79060792922974	48.6214847041173	1.43332576751709	52.6604753344663	-1	1	1	48.6214847041173	52.6604753344663	45.30275	49.662	54.66225	58.65025	45.30275	49.80275	54.30275	49.662	5.000250000000001
63.09826993942261	65.49796986579895	70.1407699584961	81.89587998390198	low_cue	high_stim	2.61666679382324	56.6289479942471	1.78990530967712	71.7829048021751	-1	1	1	56.6289479942471	71.7829048021751	70.209	74.5495	79.54975	83.617	70.209	74.709	79.209	74.5495	5.000250000000008
95.09420990943909	97.49389982223511	102.72358989715576	115.60825991630554	high_cue	high_stim	1.86741185188293	80.4997586846627	1.88329529762268	64.3673475477762	1	1	1	80.4997586846627	64.3673475477762	102.8105	107.181	112.18	116.24375	102.8105	107.3105	111.8105	107.181	4.999000000000009
120.20767998695374	123.20729994773865	138.45205998420715	149.00401997566223	low_cue	low_stim	1.24141597747803	61.7925091209847	1.38331532478333	39.4198466588042	-1	-1	1	61.7925091209847	39.4198466588042	138.55225	142.4175	147.4165	151.05	138.55225	143.05225	147.55225	142.4175	4.999000000000024
159.90262985229492	162.90224981307983	187.01922988891602	208.39646983146667	high_cue	low_stim	1.19323968887329	80.0054164525846	1.99252414703369	44.8376894440633	1	-1	1	80.0054164525846	44.8376894440633	187.14925	191.0535	196.05375	199.6875	187.14925	191.64925	196.14925	191.0535	5.000249999999994
219.29507994651794	221.49479985237122	228.52195978164673	241.39226984977722	low_cue	med_stim	1.75446557998657	49.8048715561304	2.46664309501648	67.6448195542644	-1	0	-2	49.8048715561304	67.6448195542644	228.66625	232.8915	237.89075	241.74	228.66625	233.16625	237.66625	232.8915	4.999249999999989
252.49085998535156	255.10719990730286	260.1339099407196	274.00478982925415	high_cue	med_stim	1.35003471374512	71.9299875128087	3.16750264167786	70.9743939624313	1	0	-2	71.9299875128087	70.9743939624313	260.30275	264.46825	269.46725	273.35125	260.30275	264.80275	269.30275	264.46825	4.998999999999967
283.90352988243103	285.8032898902893	291.42424988746643	302.80112981796265	high_cue	med_stim	4.0		1.84073567390442	41.8838217277146	1	0	-2	0.0	41.8838217277146	291.60925	295.7285	300.7285	304.6165	291.60925	296.10925	300.60925	295.7285	5.0
311.8999698162079	314.8995897769928	320.55005979537964	334.9970397949219	low_cue	med_stim	1.61966061592102	27.28636280995	1.51659154891968	40.5251034937539	-1	0	-2	27.28636280995	40.5251034937539	320.74525	324.86475	329.865	333.78425	320.74525	325.24525	329.74525	324.86475	5.000249999999994
341.2962398529053	343.1959898471832	353.55556988716125	365.2931900024414	high_cue	low_stim	1.60909914970398	71.7166269597463	1.98400831222534	32.2756443145776	1	-1	1	71.7166269597463	32.2756443145776	353.76675	357.63625	362.63625	366.32	353.76675	358.26675	362.76675	357.63625	5.0
371.5923898220062	373.4921398162842	378.34030985832214	395.00607991218567	low_cue	low_stim	1.35001397132874	55.8541802039112	1.92297840118408	50.0472149986114	-1	-1	1	55.8541802039112	50.0472149986114	378.56825	382.39875	387.39775	391.08575	378.56825	383.06825	387.56825	382.39875	4.998999999999967
