param_fmriSession,param_counterbalanceVer,param_counterbalanceBlockNum,param_videoSubject,param_videoFilename,param_cue_type,param_administer_type,param_cond_type,p1_fixation_onset,p1_fixation_duration,p2_cue_onset,p2_cue_type,p2_cue_filename,p3_expect_onset,p3_expect_responseonset,p3_expect_RT,p4_fixation_onset,p4_fixation_duration,p5_administer_type,p5_administer_filename,p5_administer_onset,p6_actual_onset,p6_actual_responseonset,p6_actual_RT,param_end_instruct_onset,param_experimentDuration,param_runNum,param_triggerOnset
1,2,1,107-hs107,hs107t2aeunaff_L.mp4,high,low,2,8201.1006401622,2.20952174434387,8203.34250081823,high,h006.png,8204.42577861287,NaN,NaN,8208.44364028858,0.415365783052039,hs107t2aeunaff_L.mp4,hs107t2aeunaff_L.mp4,8209.02754458128,8215.51492037534,NaN,8215.54185331088,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,095-tv095,tv095t1afaff_H.mp4,high,high,6,8219.55927913837,4.01573671310871,8223.60800637516,high,h018.png,8224.64130177655,NaN,NaN,8228.65888665894,0.915596939234092,tv095t1afaff_H.mp4,tv095t1afaff_H.mp4,8229.60271813744,8236.0970310473,NaN,8236.12397991534,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,121-vw121,vw121t1aiaff_M.mp4,high,med,4,8240.14263551531,0.61450683260955,8240.79036024719,high,h033.png,8241.82362648402,NaN,NaN,8245.84123891071,0.115569178888109,vw121t1aiaff_M.mp4,vw121t1aiaff_M.mp4,8245.98468779333,8252.47941170752,NaN,8252.4896824951,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,123-jh123,jh123t1aeaff_H.mp4,high,high,6,8256.50678778242,0.416082205187195,8256.95608707675,high,h048.png,8257.98943324609,NaN,NaN,8262.006561487,0.215996277736849,jh123t1aeaff_H.mp4,jh123t1aeaff_H.mp4,8262.25069670905,8268.74505498601,NaN,8268.75540003521,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,095-tv095,tv095t2afaff_M.mp4,high,med,4,8272.77371970261,0.215101087622315,8273.0218272464,high,h034.png,8274.05509996425,NaN,NaN,8278.07448386821,0.414079571733964,tv095t2afaff_M.mp4,tv095t2afaff_M.mp4,8278.51955835127,8285.01178221415,NaN,8285.03779457561,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,103-jk103,jk103t1aaunaff_L.mp4,high,low,2,8289.05568919647,2.91525776614435,8292.00405198422,high,h031.png,8293.03740058394,NaN,NaN,8297.05434735645,0.216137779885685,jk103t1aaunaff_L.mp4,jk103t1aaunaff_L.mp4,8297.29798894123,8303.79269638284,NaN,8303.80335198065,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,049-bm049,bm049t2aeaff_M.mp4,low,med,3,8307.82023583331,1.71625119763667,8309.56969169815,low,l002.png,8310.60306811222,NaN,NaN,8314.61997086784,0.316158465124317,bm049t2aeaff_M.mp4,bm049t2aeaff_M.mp4,8314.96357966949,8321.45821879041,NaN,8321.46902426168,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,121-vw121,vw121t1aeaff_L.mp4,high,low,2,8325.48587570927,0.416266374013503,8325.91875535359,high,h003.png,8326.95209396175,NaN,NaN,8330.96900346842,0.416184551206243,vw121t1aeaff_L.mp4,vw121t1aeaff_L.mp4,8331.41372257586,8337.90667933345,NaN,8337.91808078801,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,103-jk103,jk103t2aaunaff_M.mp4,low,med,3,8341.93493223559,0.416286897225291,8342.36782430186,low,l023.png,8343.40117263154,NaN,NaN,8347.41804271204,0.21619772926897,jk103t2aaunaff_M.mp4,jk103t2aaunaff_M.mp4,8347.66405337764,8354.15574579733,NaN,8354.16710917593,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,107-hs107,hs107t2aaaff_M.mp4,high,med,4,8358.18399005812,1.71627226093551,8359.93347832803,high,h037.png,8360.96683880961,NaN,NaN,8364.98375857789,0.316175747828311,hs107t2aaaff_M.mp4,hs107t2aaaff_M.mp4,8365.32754695765,8371.82142563954,NaN,8371.83279954979,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,047-jl047,jl047t1aiaff_H.mp4,low,high,5,8375.84972093832,1.31621598412676,8377.19914726053,low,l020.png,8378.23242348892,NaN,NaN,8382.24946666652,0.616111423760231,jl047t1aiaff_H.mp4,jl047t1aiaff_H.mp4,8382.89337678133,8389.38705401169,NaN,8389.39845087553,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,108-th108,th108t1aeaff_H.mp4,high,high,6,8393.41527288851,0.416333884579217,8393.84818844846,high,h014.png,8394.88155298067,NaN,NaN,8398.89846761815,0.516200645724894,th108t1aeaff_H.mp4,th108t1aeaff_H.mp4,8399.44339428007,8405.93606425278,NaN,8405.94752862718,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,096-bg096,bg096t2afunaff_L.mp4,high,low,2,8409.96436036168,4.01629516051798,8414.01371166615,high,h005.png,8415.04706485659,NaN,NaN,8419.06393844765,0.216193948677756,bg096t2afunaff_L.mp4,bg096t2afunaff_L.mp4,8419.30818492711,8425.80250269772,NaN,8425.81302165415,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,096-bg096,bg096t2aaaff_M.mp4,high,med,4,8429.82987445195,1.91630526009976,8431.77943514719,high,h026.png,8432.81267627009,NaN,NaN,8436.82965517763,0.116138698029317,bg096t2aaaff_M.mp4,bg096t2aaaff_M.mp4,8436.9778775974,8443.46803401669,NaN,8443.47873876219,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,047-jl047,jl047t1aaunaff_L.mp4,low,low,1,8447.49555672454,1.61627993013462,8449.12838538488,low,l026.png,8450.16172858376,NaN,NaN,8454.17861108621,0.216173155422439,jl047t1aaunaff_L.mp4,jl047t1aaunaff_L.mp4,8454.42363933803,8460.91700061894,NaN,8460.92764730536,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,049-bm049,bm049t2aeunaff_H.mp4,low,high,5,8464.94453007785,0.716300075288018,8465.67740210698,low,l042.png,8466.71082388816,NaN,NaN,8470.72766048342,4.31617412757441,bm049t2aeunaff_H.mp4,bm049t2aeunaff_H.mp4,8475.07173807844,8481.56508855766,NaN,8481.57650135399,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,095-tv095,tv095t2aeunaff_L.mp4,low,low,1,8485.59332525727,2.91632362297423,8488.54277955586,low,l051.png,8489.57612302478,NaN,NaN,8493.59300876773,0.416190222094883,tv095t2aeunaff_L.mp4,tv095t2aeunaff_L.mp4,8494.0387324324,8500.53059875932,NaN,8500.5420744755,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,092-ch092,ch092t2aeaff_L.mp4,low,low,1,8504.55892214249,3.11633177825024,8507.69167033024,low,l044.png,8508.7250262211,NaN,NaN,8512.7418738881,0.71622932421451,ch092t2aeaff_L.mp4,ch092t2aeaff_L.mp4,8513.48630075579,8519.97948191851,NaN,8519.99098139841,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,108-th108,th108t1aaunaff_L.mp4,low,low,1,8524.00781070253,2.91631120103011,8526.95724312769,low,l006.png,8527.99059712826,NaN,NaN,8532.00749502312,5.3161754777866,th108t1aaunaff_L.mp4,th108t1aaunaff_L.mp4,8537.35178973213,8543.8449865573,NaN,8543.85625704135,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,047-jl047,jl047t1aiunaff_M.mp4,low,med,3,8547.87312145097,2.91627852591409,8550.82252255123,low,l018.png,8551.85591597797,NaN,NaN,8555.87279659012,0.316190060068038,jl047t1aiunaff_M.mp4,jl047t1aiunaff_M.mp4,8556.21675347625,8562.71053791339,NaN,8562.72188400928,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,064-ak064,ak064t1aiaff_M.mp4,low,med,3,8566.73873275645,2.91628824743748,8569.67147251888,low,l053.png,8570.70482948991,NaN,NaN,8574.72170497126,0.116192166398832,ak064t1aiaff_M.mp4,ak064t1aiaff_M.mp4,8574.86708870672,8581.35944759074,NaN,8581.37079314654,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,124-dn124,dn124t1aaunaff_L.mp4,high,low,2,8585.38766376713,2.91628743731053,8588.33706216697,high,h039.png,8589.37041184686,NaN,NaN,8593.38731784299,0.316175747828311,dn124t1aaunaff_L.mp4,dn124t1aaunaff_L.mp4,8593.73125933671,8600.22500947848,NaN,8600.23637285708,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,064-ak064,ak064t1aaaff_H.mp4,high,high,6,8604.25327075194,1.31628457486113,8605.58609433549,high,h052.png,8606.61938379595,NaN,NaN,8610.63631571614,1.61621025922977,ak064t1aaaff_H.mp4,ak064t1aaaff_H.mp4,8612.27996280978,8618.77389604021,NaN,8618.78532719941,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,108-th108,th108t2aaunaff_M.mp4,high,med,4,8622.80219052886,0.016275447431326,8622.83509571918,high,h015.png,8623.86845620076,NaN,NaN,8627.88534248381,0.316202482012159,th108t2aaunaff_M.mp4,th108t2aaunaff_M.mp4,8628.23039736179,8634.72294014459,NaN,8634.73442801267,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,124-dn124,dn124t1aiaff_H.mp4,low,high,5,8638.75123112269,4.01636645167855,8642.78393324123,low,l049.png,8643.81731235573,NaN,NaN,8647.83421889194,0.816182498883791,dn124t1aiaff_H.mp4,dn124t1aiaff_H.mp4,8648.67867265584,8655.17193753166,NaN,8655.18326661489,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,092-ch092,ch092t2aiaff_H.mp4,low,high,5,8659.20013372493,1.71629359427243,8660.93292069075,low,l017.png,8661.96629278415,NaN,NaN,8665.98314558195,0.416205614503269,ch092t2aiaff_H.mp4,ch092t2aiaff_H.mp4,8666.42768727161,8672.92075663683,NaN,8672.93223667368,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,121-vw121,vw121t1aaaff_H.mp4,low,high,5,8676.94908866136,2.41631903225607,8679.38187028034,low,l034.png,8680.4152402134,NaN,NaN,8684.43212325593,0.716181526731816,vw121t1aaaff_H.mp4,vw121t1aaaff_H.mp4,8685.23990690023,8691.73653515248,NaN,8691.74784911334,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,103-jk103,jk103t1aaaff_H.mp4,low,high,5,8695.7646875989,0.0162832786591025,8695.83091843535,low,l008.png,8696.86428728825,NaN,NaN,8700.88117060082,4.41620048369987,jk103t1aaaff_H.mp4,jk103t1aaaff_H.mp4,8705.34783739351,8711.83517592173,NaN,8711.84668377294,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,096-bg096,bg096t1aeaff_H.mp4,high,high,6,8715.86357707708,3.01627733772875,8718.94627698127,high,h038.png,8719.97965204514,NaN,NaN,8723.99656695266,0.51614582714501,bg096t1aeaff_H.mp4,bg096t1aeaff_H.mp4,8724.56922425498,8731.0677376723,NaN,8731.07893335465,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,107-hs107,hs107t1afaff_H.mp4,high,high,6,8735.09582638875,2.9162544921528,8738.06185939223,high,h047.png,8739.09521933373,NaN,NaN,8743.11208914419,0.316200321673023,hs107t1afaff_H.mp4,hs107t1afaff_H.mp4,8743.50108611,8749.99973886913,NaN,8750.01117380893,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,064-ak064,ak064t1afunaff_L.mp4,high,low,2,8754.02799312148,4.01631622381683,8758.07738439221,high,h001.png,8759.11076161641,NaN,NaN,8763.1276462792,4.21617666597194,ak064t1afunaff_L.mp4,ak064t1afunaff_L.mp4,8767.374559156,8773.86517086654,NaN,8773.87650481053,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,124-dn124,dn124t1aeunaff_M.mp4,high,med,4,8777.89335436782,4.01627166684193,8781.94268433895,high,h012.png,8782.97598163065,NaN,NaN,8786.9929267829,0.116196217031757,dn124t1aeunaff_M.mp4,dn124t1aeunaff_M.mp4,8787.13695922686,8793.38060594244,NaN,8793.39205654469,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,123-jh123,jh123t1aaunaff_L.mp4,low,low,1,8797.40889043953,0.416307150395369,8797.84177170411,low,l036.png,8798.87514541776,NaN,NaN,8802.89202062907,0.516186873568586,jh123t1aaunaff_L.mp4,jh123t1aaunaff_L.mp4,8803.43603940889,8809.92963103585,NaN,8809.94111512334,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,049-bm049,bm049t1afaff_L.mp4,low,low,1,8813.95796279034,2.21626334953908,8816.19071087007,low,l015.png,8817.22409592549,NaN,NaN,8821.24093819165,4.61623267273717,bm049t1afaff_L.mp4,bm049t1afaff_L.mp4,8825.88550585938,8832.37834703888,NaN,8832.38981519387,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,123-jh123,jh123t2aaaff_M.mp4,low,med,3,8836.40669715624,2.91627798583067,8839.33943880896,low,l038.png,8840.37273556057,NaN,NaN,8844.38972878035,0.616100892111717,jh123t2aaaff_M.mp4,jh123t2aaaff_M.mp4,8845.03282687806,8851.52805631137,NaN,8851.53872325096,8872.83753042026,674.652902522303,3,8198.18462789796
1,2,1,092-ch092,ch092t2aaaff_M.mp4,low,med,3,8855.5557072893,1.01630488204137,8856.58839050488,low,l024.png,8857.62178717213,NaN,NaN,8861.63884709235,0.616081179026878,ch092t2aaaff_M.mp4,ch092t2aaaff_M.mp4,8862.27782353494,8868.77674012536,NaN,8868.78774839838,8872.83753042026,674.652902522303,3,8198.18462789796
