param_fmriSession,param_counterbalanceVer,param_counterbalanceBlockNum,param_cue_type,param_administer_type,param_cond_type,param_triggerOnset,p1_fixation_onset,p1_fixation_duration,p2_cue_onset,p2_cue_type,p2_cue_filename,p3_expect_onset,p3_expect_responseonset,p3_expect_RT,p4_fixation_onset,p4_fixation_duration,p5_administer_type,p5_administer_filename,p5_administer_onset,p6_actual_onset,p6_actual_responseonset,p6_actual_RT,param_end_instruct_onset,param_experimentDuration,param_runNum,param_cogStimNum,param_cogStimMatch,param_cogStimFilename
1,4,1,high,100,4,6217.64290937666,6220.41506563367,3.00122571986412,6223.44819868598,high,h018.png,6224.45658159449,2.36655693967077,6224.48147161995,6228.53126058226,1.30074639561644,100,38_100_R.jpg,6229.9478211675,6236.47312354684,3.43319651214006,6236.49743325241,0,0,3,38,different,38_100_R.jpg
1,4,1,high,150,6,6217.64290937666,6240.54719602066,1.2004555605663,6241.78049325841,high,h056.png,6242.78865122207,3.86638762344319,6242.81382560159,6247.23017771453,0.100389940402238,150,25_150.jpg,6247.36348332357,6253.89642275588,NaN,6253.9131013494,0,0,3,25,same,25_150.jpg
1,4,1,high,150,6,6217.64290937666,6257.94619983635,4.00043881797228,6261.97928509126,high,h003.png,6262.98737176389,3.13310415783417,6263.01264551879,6267.06232187366,0.900283273878813,150,30_150_R.jpg,6267.99561641098,6274.51915757751,2.6499250633924,6274.54522471531,0,0,3,30,different,30_150_R.jpg
1,4,1,low,50,1,6217.64290937666,6278.59498748356,4.00046717236455,6282.6281046034,low,l018.png,6283.63645888748,1.99983635465105,6283.66143343604,6287.7110916981,3.60028300383783,50,14_50_R.jpg,6291.34424554363,6297.87383969777,2.29993600008675,6297.89385708846,0,0,3,14,different,14_50_R.jpg
1,4,1,low,50,1,6217.64290937666,6301.94363497906,3.00089491862309,6304.97676236049,low,l041.png,6305.98540882983,2.56646053473651,6306.01013575003,6310.05981939602,0.200710480054113,50,7_50.jpg,6310.30980143824,6316.83315330545,3.84981164582405,6316.85939813077,0,0,3,7,same,7_50.jpg
1,4,1,low,100,3,6217.64290937666,6321.2591426712,3.00034430333289,6324.27566139995,low,l043.png,6325.28317963453,2.19984958670102,6325.29231190911,6329.34202742005,0.100207392125412,100,14_100.jpg,6329.47534707126,6335.99573955006,1.86658070335125,6336.00829838542,0,0,3,14,same,14_100.jpg
1,4,1,high,50,2,6217.64290937666,6340.05807762622,1.30035753538232,6341.39128710037,high,h013.png,6342.39863277822,3.43313197214229,6342.40797109472,6346.45766554239,0.100222244425822,50,25_50.jpg,6346.59102299946,6353.12615436131,3.36651346293547,6353.14060997048,0,0,3,25,same,25_50.jpg
1,4,1,high,100,4,6217.64290937666,6357.19040352351,3.00034970416891,6360.22354386694,high,h042.png,6361.2316875184,2.73306824227075,6361.2569664041,6365.30657875905,0.400194430117153,100,47_100_R.jpg,6365.73986519512,6372.2748979917,NaN,6372.28949213233,0,0,3,47,different,47_100_R.jpg
1,4,1,low,50,1,6217.64290937666,6376.32261573318,1.30037535814245,6377.6558541018,low,l040.png,6378.66381520498,3.28309403126514,6378.68920912849,6382.73888467324,0.300205501832352,50,44_50_R.jpg,6383.07219649324,6389.60139476605,3.5998239327273,6389.62181991991,0,0,3,44,different,44_50_R.jpg
1,4,1,high,50,2,6217.64290937666,6393.77159457,1.30036617672067,6395.10481133528,high,h023.png,6396.11296308798,2.61646742080393,6396.1381852649,6400.18785783918,3.50020739212414,50,26_50_R.jpg,6403.72098333032,6410.2499709705,3.13317706912767,6410.27061485824,0,0,3,26,different,26_50_R.jpg
1,4,1,low,100,3,6217.64290937666,6414.32048240272,1.90036806701301,6416.25359250148,low,l010.png,6417.26089119205,3.28310186247836,6417.27024868152,6421.31995744141,0.400179037733324,100,26_100.jpg,6421.75327304199,6428.27617393934,3.78312454599291,6428.28622192578,0,0,3,26,same,26_100.jpg
1,4,1,low,50,1,6217.64290937666,6432.61929394863,4.00037589822659,6436.63571492224,low,l038.png,6437.64382103788,3.03304528871558,6437.66915312182,6441.71875008439,1.00020091112128,50,43_50_R.jpg,6442.75204300146,6449.2867004399,NaN,6449.30165643658,0,0,3,43,different,43_50_R.jpg
1,4,1,low,150,5,6217.64290937666,6453.33478597835,0.900348083918288,6454.25136573655,low,l004.png,6455.25918857831,2.14982163737204,6455.284732105,6459.33441008012,1.20019253982446,150,44_150_R.jpg,6460.56767194238,6467.0978334544,NaN,6467.11728105684,0,0,3,44,different,44_150_R.jpg
1,4,1,high,100,4,6217.64290937666,6471.15038467459,2.60044421880957,6473.76687045823,high,h038.png,6474.77519260734,2.29978423657849,6474.80028219371,6478.84991642205,0.800203341497763,100,30_100.jpg,6479.68320339821,6486.2047476054,2.5665353363238,6486.21616686425,0,0,3,30,same,30_100.jpg
1,4,1,high,150,6,6217.64290937666,6490.26592342154,3.00035591513097,6493.29907510673,high,h048.png,6494.30681153511,1.6332480901292,6494.33237342464,6498.38212566126,0.200189569364738,150,19_150.jpg,6498.61545557407,6505.14395983938,3.06651805364709,6505.16504416534,0,0,3,19,same,19_150.jpg
1,4,1,low,150,5,6217.64290937666,6509.21485635125,1.30034349320704,6510.5314080251,low,l030.png,6511.53951792133,1.51651629837488,6511.56477547372,6515.61444966825,4.10020739212541,150,37_150.jpg,6519.74754167421,6526.26708082082,3.3998242027692,6526.2804951487,0,0,3,37,same,37_150.jpg
1,4,1,low,150,5,6217.64290937666,6530.33026952875,3.00035807546556,6533.3633931296,low,l029.png,6534.37071315347,3.23314952486089,6534.38004633918,6538.42977427203,0.600203071456235,150,14_150_R.jpg,6539.06306961948,6545.58853861463,3.7664794376642,6545.61269304615,0,0,3,14,different,14_150_R.jpg
1,4,1,low,100,3,6217.64290937666,6549.92911293959,1.00034808391865,6550.94571997202,low,l056.png,6551.95333353136,2.16651076251765,6551.9623750719,6556.01207005965,0.100205231789914,100,37_100_R.jpg,6556.14540834375,6562.67054086678,2.43324079899958,6562.69501070716,0,0,3,37,different,37_100_R.jpg
1,4,1,high,150,6,6217.64290937666,6566.7447804965,1.90038102902145,6568.66133433069,high,h039.png,6569.66895788158,2.39985498753776,6569.69470934048,6573.74439568689,1.00021900392403,150,45_150.jpg,6574.77765052807,6581.3036223411,NaN,6581.32725073114,0,0,3,45,same,45_150.jpg
1,4,1,low,150,5,6217.64290937666,6585.3603673109,0.400372657724802,6585.7769999973,low,l023.png,6586.7844925779,1.88317423368881,6586.79369884395,6590.84337060811,0.50020469170704,150,26_150.jpg,6591.37667702727,6597.89725637501,NaN,6597.90963563256,0,0,3,26,same,26_150.jpg
1,4,1,low,150,5,6217.64290937666,6601.9427295288,2.40035996575807,6604.3759025473,low,l006.png,6605.38370783634,1.49984202552969,6605.40929024906,6609.45895229171,4.30019145965707,150,43_150.jpg,6613.7920380867,6620.31855349394,3.54983027871003,6620.34163991002,0,0,3,43,same,43_150.jpg
1,4,1,high,150,6,6217.64290937666,6624.44144818032,1.00038129906352,6625.45798446179,high,h032.png,6626.46538036742,2.83314169364894,6626.4746946502,6630.52441205143,0.800213333044667,150,47_150_R.jpg,6631.35764906984,6637.87616259759,3.76645702419319,6637.89063954006,0,0,3,47,different,47_150_R.jpg
1,4,1,high,150,6,6217.64290937666,6642.20706159384,4.00036320626077,6646.22345799364,high,h037.png,6647.23138291121,2.89979233783288,6647.25682166168,6651.3064764132,0.200190379488959,150,7_150_R.jpg,6651.53982360868,6658.06821607667,3.1165009059896,6658.08946512815,0,0,3,7,different,7_150_R.jpg
1,4,1,high,50,2,6217.64290937666,6662.1392330272,4.00040479270228,6666.15560053252,high,h012.png,6667.16379360163,3.08313048691252,6667.18898175327,6671.23867188027,0.800182818318717,50,38_50.jpg,6672.07196020664,6678.60304742205,3.74981515636773,6678.62157121138,0,0,3,38,same,38_50.jpg
1,4,1,high,50,2,6217.64290937666,6682.92131683198,2.60037859864497,6685.55448850027,high,h021.png,6686.5622362704,1.86652183423212,6686.58786161977,6690.6375325738,1.20021738367268,50,45_50.jpg,6691.87080064702,6698.40473572356,NaN,6698.42040301043,0,0,3,45,same,45_50.jpg
