onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean
3.389940023422241	6.107630014419556	18.49559998512268	32.58419990539551	low_cue	high_stim	4.0		3.27355527877808	27.8014587799341	-1	1	1	0.0	4.63180601198879
41.58756995201111	44.688730001449585	55.192659854888916	69.28126001358032	high_cue	med_stim	2.4691104888916	65.498768551379	3.46810698509216	30.8849453307286	1	0	-2	18.845212391305616	7.7152925627832865
78.38467001914978	81.48582983016968	87.98826003074646	97.79192996025085	low_cue	low_stim	2.97197413444519	18.5077515531349	3.46812438964844	10.859503235322	-1	-1	1	-28.145804606938487	-12.310149532623312
105.87828993797302	107.39551997184753	114.18139982223511	127.98655986785889	low_cue	low_stim	3.26803207397461	4.15128526642169	4.0		-1	-1	1	-42.5022708936517	0.0
137.08996987342834	140.19112992286682	149.89475989341736	159.88182997703552	high_cue	low_stim	2.78447890281677	72.9480351459985	3.72627711296082	13.7562076747543	1	-1	1	26.294478985925117	-9.413445093191012
168.98522996902466	170.9859800338745	177.48840999603271	187.2920799255371	high_cue	med_stim	2.50531649589539	78.4193808177719	4.0		1	0	-2	31.76582465769851	0.0
194.3780698776245	196.39548993110657	209.38367986679077	222.28850984573364	high_cue	low_stim	3.51827502250671	102.753300254576	3.51952457427979	48.749064522348	1	-1	1	56.09974409450262	25.579411754402688
234.7765200138092	237.2774498462677	251.2826898097992	262.68695998191833	low_cue	high_stim	2.80125403404236	8.32565033042684	4.0		-1	1	1	-38.32790582964655	0.0
271.77368998527527	274.89152002334595	286.57922983169556	294.3821499347687	low_cue	med_stim	2.4677574634552	8.2295165623949	3.7260684967041	8.29241291009267	-1	0	-2	-38.42403959767849	-14.877239857852642
299.8842098712921	301.7849199771881	315.4900498390198	326.077339887619	low_cue	med_stim	2.32322549819946	31.0817298303779	4.0		-1	0	-2	-15.571826329695487	0.0
337.88175988197327	340.58276987075806	347.9855399131775	355.48833990097046	high_cue	high_stim	2.52557325363159	69.7751405688319	3.55325794219971	21.8439769224375	1	1	1	23.121584408758515	-1.3256758455078135
362.57432985305786	364.79182982444763	378.48027992248535	394.58630990982056	high_cue	high_stim	2.45108461380005	53.4985588794937	4.0		1	1	1	6.8450027194203145	0.0
