onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.68	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l004.png
33.39	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png
71.09	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png
100.68	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png
135.79	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png
170.59	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png
196.88	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
236.98	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l002.png
268.28	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png
301.89	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l008.png
333.89	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h056.png
372.48	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l032.png
7.7	2.2	expectrating	1	low_cue	n/a	9.73	Weak	9.73	Weak	0.87	1.33	l004.png
35.69	2.13	expectrating	2	low_cue	n/a	14.43	Moderate	14.43	Moderate	0.43	1.7	l029.png
73.39	1.59	expectrating	3	low_cue	n/a	9.73	Weak	9.73	Weak	0.05	1.54	l043.png
103.48	2.47	expectrating	4	high_cue	n/a	7.18	Weak	7.18	Weak	0.68	1.79	h017.png
137.5	1.45	expectrating	5	high_cue	n/a	7.27	Weak	7.27	Weak	0.23	1.22	h040.png
172.39	2.5	expectrating	6	high_cue	n/a	5.51	Weak	5.51	Weak	0.77	1.73	h018.png
199.89	2.0	expectrating	7	high_cue	n/a	21.72	Moderate	21.72	Moderate	0.65	1.35	h024.png
239.68	2.77	expectrating	8	low_cue	n/a	8.55	Weak	8.55	Weak	0.62	2.16	l002.png
271.3	3.88	expectrating	9	high_cue	n/a	18.22	Moderate	18.22	Moderate	0.47	3.42	h046.png
304.19	1.98	expectrating	10	low_cue	n/a	9.99	Weak	9.99	Weak	0.2	1.78	l008.png
336.89	2.84	expectrating	11	high_cue	n/a	22.37	Moderate	22.37	Moderate	0.72	2.12	h056.png
375.48	1.71	expectrating	12	low_cue	n/a	16.17	Moderate	16.17	Moderate	0.33	1.37	l032.png
15.68	7.01	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1afunaff_M.mp4
46.47	7.01	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aeunaff_L.mp4
84.18	7.0	stimulus	3	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aaunaff_H.mp4
114.78	7.01	stimulus	4	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2aaunaff_L.mp4
149.78	7.01	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t2aaunaff_M.mp4
180.97	7.01	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiaff_H.mp4
212.17	7.0	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aaunaff_L.mp4
251.27	7.02	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2aeaff_H.mp4
279.17	7.01	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aiaff_H.mp4
316.47	7.01	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aeaff_M.mp4
349.17	7.0	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t1aiaff_M.mp4
383.37	7.02	stimulus	12	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aaunaff_L.mp4
27.89	1.77	outcomerating	1	low_cue	med_stim	1.15	Barely detectable	1.15	Barely detectable	0.65	1.12	task-vicarious_scale.png
55.4	3.33	outcomerating	2	low_cue	low_stim	8.75	Weak	8.75	Weak	0.35	2.98	task-vicarious_scale.png
93.3	2.3	outcomerating	3	low_cue	high_stim	6.75	Weak	6.75	Weak	0.5	1.8	task-vicarious_scale.png
124.69		outcomerating	4	high_cue	low_stim			6.01	Weak	0.62	3.02	task-vicarious_scale.png
159.69		outcomerating	5	high_cue	med_stim			13.2	Moderate	0.52	2.2	task-vicarious_scale.png
190.9		outcomerating	6	high_cue	high_stim			16.77	Moderate	0.73	3.0	task-vicarious_scale.png
231.0	3.7	outcomerating	7	high_cue	low_stim	13.87	Moderate	13.87	Moderate	0.88	2.82	task-vicarious_scale.png
259.29		outcomerating	8	low_cue	high_stim			9.54	Weak	1.22	2.77	task-vicarious_scale.png
295.69	2.12	outcomerating	9	high_cue	high_stim	37.33	Strong	37.33	Strong	0.63	1.49	task-vicarious_scale.png
327.7	2.05	outcomerating	10	low_cue	med_stim	22.32	Moderate	22.32	Moderate	0.63	1.42	task-vicarious_scale.png
361.6	3.07	outcomerating	11	high_cue	med_stim	0.0		0.0		0.67	2.4	task-vicarious_scale.png
394.69	2.78	outcomerating	12	low_cue	low_stim	0.0		0.0		1.23	1.55	task-vicarious_scale.png
