onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
11.6	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png
42.41	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png
74.21	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png
110.6	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
139.91	0.98	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png
181.3	1.0	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png
216.11	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l011.png
250.41	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l016.png
287.7	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png
318.0	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png
343.91	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h051.png
374.8	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l025.png
14.87	1.67	expectrating	1	low_cue	n/a	28.0	Moderate	28.0	Moderate	0.35	1.32	l019.png
44.21	1.82	expectrating	2	high_cue	n/a	41.92	Strong	41.92	Strong	0.62	1.2	h053.png
77.42	2.33	expectrating	3	high_cue	n/a	73.19	Very Strong	73.19	Very Strong	0.17	2.17	h004.png
113.3	1.8	expectrating	4	high_cue	n/a	61.37	Strong	61.37	Strong	0.07	1.73	h001.png
143.12	3.52	expectrating	5	low_cue	n/a	28.52	Moderate	28.52	Moderate	0.33	3.18	l036.png
183.71	1.72	expectrating	6	low_cue	n/a	20.61	Moderate	20.61	Moderate	0.37	1.35	l046.png
218.71	2.85	expectrating	7	low_cue	n/a	11.63	Moderate	11.63	Moderate	0.87	1.98	l011.png
253.11	3.63	expectrating	8	low_cue	n/a	24.92	Moderate	24.92	Moderate	0.65	2.98	l016.png
289.5	1.8	expectrating	9	high_cue	n/a	63.13	Strong	63.13	Strong	0.4	1.4	h041.png
320.62	1.77	expectrating	10	high_cue	n/a	48.08	Strong	48.08	Strong	0.23	1.53	h014.png
345.71	1.92	expectrating	11	high_cue	n/a	72.44	Very Strong	72.44	Very Strong	0.57	1.35	h051.png
376.7	1.69	expectrating	12	low_cue	n/a	16.04	Moderate	16.04	Moderate	0.4	1.29	l025.png
21.5	7.01	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1aaunaff_L.mp4
57.49	7.01	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1aeaff_M.mp4
85.1	7.0	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2afunaff_L.mp4
120.0	7.01	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1afaff_H.mp4
156.8	7.01	stimulus	5	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2aaaff_M.mp4
196.79	7.01	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afaff_H.mp4
235.79	7.01	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeaff_M.mp4
265.79	7.0	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiaff_H.mp4
297.09	7.01	stimulus	9	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t2aeunaff_L.mp4
