ISI01_biopac,ISI01_duration,ISI01_onset,ISI02_biopac,ISI02_duration,ISI02_onset,ISI03_biopac,ISI03_duration,ISI03_onset,ITI_biopac,ITI_duration,ITI_onset,delay_between_medoc,event01_cue_biopac,event01_cue_filename,event01_cue_onset,event01_cue_type,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,event02_expect_biopac,event02_expect_displayonset,event02_expect_responseonset,event03_stimulusC_RT,event03_stimulusC_reseponseonset,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulus_C_stim_filename,event03_stimulus_C_stim_match,event03_stimulus_C_stim_num,event03_stimulus_P_delay_between_medoc,event03_stimulus_P_trigger,event03_stimulus_V_filename,event03_stimulus_V_patientid,event03_stimulus_biopac,event03_stimulus_displayonset,event03_stimulus_type,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,event04_actual_biopac,event04_actual_displayonset,event04_actual_responseonset,param_cond_type,param_counterbalance_block_num,param_counterbalance_ver,param_cue_type,param_end_biopac,param_end_instruct_onset,param_experiment_duration,param_run_num,param_start_biopac,param_stimulus_type,param_task_name,param_trigger_onset,session_id,src_subject_id,trial_no
1613572522.14081,1.6859445571899399,1613572522.13887,1613572527.88492,6.35047388076782,1613572527.87434,1613572543.24865,7.0780754089355495,1613572543.24674,1613572520.54075,0.588071346282959,1613572520.53827,0.0524938106536865,1613572521.1408699,l027.png,1613572521.1385,low_cue,2.5678539276123,5.77948582515591,FIX,1613572523.85765,1613572523.8561802,1613572526.42403,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1613572534.28001,1613572534.2789,high_stim,1.6007392406463603,28.5187277886708,FIX,1613572550.3499699,1613572550.34939,1613572551.95013,3,1,4,low_cue,1613572916.36783,1613572916.35255,398.591194629669,2,1613572517.7635698,high_stim,pain,1613572517.76135,4,4,1
1613572560.3381,2.08836936950684,1613572560.33645,1613572566.45716,4.46941876411438,1613572566.4554,1613572579.94572,7.08105611801147,1613572579.94376,1613572554.38581,4.94142770767212,1613572554.3842301,0.0437400341033936,1613572559.33787,h036.png,1613572559.33608,high_cue,2.3178162574768097,74.1198612229247,FIX,1613572562.4500198,1613572562.43723,1613572564.75505,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1613572570.97069,1613572570.96922,med_stim,3.80284237861633,66.7407790544717,FIX,1613572587.05019,1613572587.0464098,1613572590.84925,5,1,4,high_cue,1613572916.36783,1613572916.35255,398.591194629669,2,1613572517.7635698,med_stim,pain,1613572517.76135,4,4,2
1613572597.1349301,2.09131336212158,1613572597.1335,1613572603.2537901,0.472363948822021,1613572603.25245,1613572612.74075,2.78549194335938,1613572612.73932,1613572591.39995,4.72751116752625,1613572591.39803,0.035876989364624,1613572596.1345901,l032.png,1613572596.13313,low_cue,1.30065107345581,3.2973463670210403,FIX,1613572599.24999,1613572599.2342901,1613572600.53494,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1613572603.76281,1613572603.76148,low_stim,1.76747798919678,32.029785156997,FIX,1613572615.5413,1613572615.54037,1613572617.30785,1,1,4,low_cue,1613572916.36783,1613572916.35255,398.591194629669,2,1613572517.7635698,low_stim,pain,1613572517.76135,4,4,3
1613572624.64579,0.481052160263062,1613572624.64376,1613572629.16769,0.762700796127319,1613572629.1621099,1613572638.9340599,6.79239130020142,1613572638.93242,1613572619.5671,4.06720638275146,1613572619.55853,0.0406830310821533,1613572623.6454,l023.png,1613572623.64339,low_cue,2.30526971817017,8.32565033042684,FIX,1613572625.15034,1613572625.14395,1613572627.44922,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1613572629.96796,1613572629.9663,low_stim,1.7676024436950701,11.826943522873302,FIX,1613572645.74996,1613572645.73496,1613572647.50256,1,1,4,low_cue,1613572916.36783,1613572916.35255,398.591194629669,2,1613572517.7635698,low_stim,pain,1613572517.76135,4,4,4
1613572655.8408,2.08608603477478,1613572655.83873,1613572661.9597,3.66713809967041,1613572661.95768,1613572674.64786,2.97907209396362,1613572674.64574,1613572649.7674599,5.072551250457759,1613572649.75313,0.0466239452362061,1613572654.84009,h027.png,1613572654.83836,high_cue,2.45973372459412,60.7671825424757,FIX,1613572657.95006,1613572657.9395099,1613572660.39925,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1613572665.67299,1613572665.6719902,low_stim,2.8690338134765603,21.5014343240479,FIX,1613572677.65008,1613572677.64686,1613572680.5159,4,1,4,high_cue,1613572916.36783,1613572916.35255,398.591194629669,2,1613572517.7635698,low_stim,pain,1613572517.76135,4,4,5
1613572687.73572,0.990858793258667,1613572687.73396,1613572692.75454,0.47232079505920394,1613572692.7525,1613572702.24121,2.78545236587524,1613572702.2393599,1613572681.6667,5.06066608428955,1613572681.66503,0.0524909496307373,1613572686.7353199,h042.png,1613572686.7335901,high_cue,2.11758041381836,121.712936001214,FIX,1613572688.75056,1613572688.7343302,1613572690.8519099,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1613572693.27933,1613572693.2779698,med_stim,2.7421860694885294,135.0,FIX,1613572705.05035,1613572705.04041,1613572707.7826,5,1,4,high_cue,1613572916.36783,1613572916.35255,398.591194629669,2,1613572517.7635698,med_stim,pain,1613572517.76135,4,4,6
1613572713.1452599,0.9813823699951171,1613572713.14343,1613572718.1675801,6.96284413337708,1613572718.16197,1613572734.1363199,5.890221118926999,1613572734.1345901,1613572709.0771,3.05040788650513,1613572709.07525,0.0418260097503662,1613572712.14475,h011.png,1613572712.14306,high_cue,2.18875193595886,65.89776549883891,FIX,1613572714.15034,1613572714.14381,1613572716.33256,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1613572725.1681302,1613572725.1672099,low_stim,2.38444590568542,64.6758185980528,FIX,1613572740.04996,1613572740.0368,1613572742.42124,4,1,4,high_cue,1613572916.36783,1613572916.35255,398.591194629669,2,1613572517.7635698,low_stim,pain,1613572517.76135,4,4,7
1613572753.54382,1.4829828739166298,1613572753.54183,1613572759.06752,7.964259386062619,1613572759.06056,1613572776.03533,4.39126324653625,1613572776.03355,1613572744.06678,8.47078585624695,1613572744.05496,0.0390539169311523,1613572752.5435,l039.png,1613572752.54146,low_cue,2.24018573760986,23.3507297724187,FIX,1613572755.05006,1613572755.04239,1613572757.2825801,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1613572767.0655198,1613572767.0647302,high_stim,2.3177342414856,27.6943915931417,FIX,1613572780.45011,1613572780.43519,1613572782.7529302,3,1,4,low_cue,1613572916.36783,1613572916.35255,398.591194629669,2,1613572517.7635698,high_stim,pain,1613572517.76135,4,4,8
1613572790.5410302,2.08585429191589,1613572790.53896,1613572796.66005,5.66690468788147,1613572796.6579099,1613572811.33446,0.794765710830688,1613572811.33005,1613572784.47193,5.05553936958313,1613572784.47003,0.0377140045166016,1613572789.5404,l053.png,1613572789.53859,low_cue,3.15945529937744,15.3369113377359,FIX,1613572792.65005,1613572792.63975,1613572795.7992,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1613572802.36432,1613572802.36324,med_stim,2.00219011306763,33.2449372403005,FIX,1613572812.14985,1613572812.1470199,1613572814.14921,2,1,4,low_cue,1613572916.36783,1613572916.35255,398.591194629669,2,1613572517.7635698,med_stim,pain,1613572517.76135,4,4,9
1613572818.6341698,0.892042875289917,1613572818.6327698,1613572823.55281,7.67354226112366,1613572823.55127,1613572840.24243,3.58398485183716,1613572840.2408302,1613572816.1676,1.46051335334778,1613572816.16519,0.0785260200500488,1613572817.6342099,l004.png,1613572817.6324,low_cue,1.4674785137176498,13.695876504409,FIX,1613572819.5501301,1613572819.53311,1613572821.00059,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1613572831.30505,1613572831.3039,med_stim,1.67373180389404,12.255024573738899,FIX,1613572843.85007,1613572843.84217,1613572845.51591,2,1,4,low_cue,1613572916.36783,1613572916.35255,398.591194629669,2,1613572517.7635698,med_stim,pain,1613572517.76135,4,4,10
