onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
4.11	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h012.png
33.5	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png
71.6	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png
105.6	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
132.81	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png
163.3	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h021.png
196.9	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l008.png
231.41	0.98	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l025.png
270.41	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h007.png
297.7	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l024.png
327.2	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png
372.6	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png
7.26	1.89	expectrating	1	high_cue	n/a	52.94	Strong	52.94	Strong	0.45	1.44	h012.png
36.6	1.4	expectrating	2	low_cue	n/a	3.0	Barely detectable	3.0	Barely detectable	0.32	1.08	l043.png
73.62	1.42	expectrating	3	high_cue	n/a	54.14	Strong	54.14	Strong	0.33	1.08	h017.png
108.7	1.6	expectrating	4	high_cue	n/a	45.5	Strong	45.5	Strong	0.42	1.19	h033.png
135.92	1.02	expectrating	5	high_cue	n/a	48.58	Strong	48.58	Strong	0.35	0.67	h026.png
165.3	1.75	expectrating	6	high_cue	n/a	42.24	Strong	42.24	Strong	0.3	1.45	h021.png
199.3	1.54	expectrating	7	low_cue	n/a	0.46	No sensation	0.46	No sensation	0.08	1.45	l008.png
234.31	1.86	expectrating	8	low_cue	n/a	0.0		0.0		0.05	1.81	l025.png
272.21	1.41	expectrating	9	high_cue	n/a	33.05	Strong	33.05	Strong	0.52	0.89	h007.png
300.2	1.88	expectrating	10	low_cue	n/a	16.32	Moderate	16.32	Moderate	0.4	1.48	l024.png
329.11	1.67	expectrating	11	low_cue	n/a	1.38	Barely detectable	1.38	Barely detectable	0.47	1.2	l041.png
374.61	2.59	expectrating	12	low_cue	n/a	9.95	Weak	9.95	Weak	0.78	1.8	l030.png
14.49	7.0	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aeaff_M.mp4
49.49	7.02	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aaunaff_L.mp4
86.49	7.02	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t1aeunaff_L.mp4
119.89	7.01	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh123t1aeaff_H.mp4
143.2	7.0	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aeunaff_L.mp4
