onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
3.42	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l005.png
41.61	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png
78.41	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png
105.91	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l002.png
137.12	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png
169.01	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h013.png
194.41	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png
234.8	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
271.8	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l031.png
299.91	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png
337.91	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h048.png
362.6	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h038.png
6.15	1.55	expectrating	1	low_cue	n/a	10.58	Moderate	10.58	Moderate	0.23	1.32	l005.png
44.71	2.17	expectrating	2	high_cue	n/a	46.78	Strong	46.78	Strong	0.8	1.37	h018.png
81.53	1.78	expectrating	3	low_cue	n/a	1.15	Barely detectable	1.15	Barely detectable	0.07	1.72	l047.png
107.41	2.19	expectrating	4	low_cue	n/a	0.47	No sensation	0.47	No sensation	0.57	1.62	l002.png
140.22	2.31	expectrating	5	high_cue	n/a	41.25	Strong	41.25	Strong	0.05	2.26	h039.png
171.01	2.92	expectrating	6	high_cue	n/a	38.08	Strong	38.08	Strong	0.8	2.12	h013.png
196.41	1.14	expectrating	7	high_cue	n/a	78.79	Very Strong	78.79	Very Strong	0.52	0.62	h022.png
237.31	1.24	expectrating	8	low_cue	n/a	0.0		0.0		0.05	1.19	l040.png
274.9	1.77	expectrating	9	low_cue	n/a	8.33	Weak	8.33	Weak	0.55	1.22	l031.png
301.81	2.58	expectrating	10	low_cue	n/a	6.49	Weak	6.49	Weak	0.93	1.65	l037.png
340.61	3.42	expectrating	11	high_cue	n/a	3.94	Weak	3.94	Weak	2.98	0.43	h048.png
364.8	0.94	expectrating	12	high_cue	n/a	25.95	Moderate	25.95	Moderate	0.05	0.89	h038.png
18.5	7.01	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiaff_H.mp4
55.2	7.01	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1afunaff_M.mp4
88.0	7.0	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aaunaff_L.mp4
114.2	7.01	stimulus	4	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aiunaff_L.mp4
149.9	7.01	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aaunaff_L.mp4
177.5	7.0	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aiaff_M.mp4
209.4	7.02	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aaunaff_L.mp4
251.3	7.02	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1afaff_H.mp4
286.6	7.01	stimulus	9	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiunaff_M.mp4
315.5	7.01	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t1aiaff_M.mp4
348.0	7.0	stimulus	11	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t1afaff_H.mp4
378.5	7.01	stimulus	12	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeaff_H.mp4
32.63	1.83	outcomerating	1	low_cue	high_stim	10.86	Moderate	10.86	Moderate	0.28	1.55	task-vicarious_scale.png
69.32	1.73	outcomerating	2	high_cue	med_stim	18.8	Moderate	18.8	Moderate	0.05	1.68	task-vicarious_scale.png
97.82	1.69	outcomerating	3	low_cue	low_stim	14.09	Moderate	14.09	Moderate	0.05	1.64	task-vicarious_scale.png
128.01	1.77	outcomerating	4	low_cue	low_stim	0.0		0.0		0.7	1.07	task-vicarious_scale.png
159.93	2.12	outcomerating	5	high_cue	low_stim	34.52	Strong	34.52	Strong	0.53	1.58	task-vicarious_scale.png
187.32	2.52	outcomerating	6	high_cue	med_stim	6.26	Weak	6.26	Weak	0.05	2.47	task-vicarious_scale.png
222.32	1.77	outcomerating	7	high_cue	low_stim	58.09	Strong	58.09	Strong	0.03	1.73	task-vicarious_scale.png
262.72	1.32	outcomerating	8	low_cue	high_stim	26.15	Moderate	26.15	Moderate	0.05	1.27	task-vicarious_scale.png
294.41	2.2	outcomerating	9	low_cue	med_stim	18.51	Moderate	18.51	Moderate	0.33	1.87	task-vicarious_scale.png
326.12	1.67	outcomerating	10	low_cue	med_stim	2.99	Barely detectable	2.99	Barely detectable	0.05	1.62	task-vicarious_scale.png
355.52	1.75	outcomerating	11	high_cue	high_stim	13.64	Moderate	13.64	Moderate	0.38	1.37	task-vicarious_scale.png
394.62	2.77	outcomerating	12	high_cue	high_stim	23.54	Moderate	23.54	Moderate	0.05	2.72	task-vicarious_scale.png
