event01_cue_onset	event02_expect_displayonset	event03_stimulus_displayonset	event04_actual_displayonset	param_cue_type	param_stimulus_type	event02_expect_RT	event02_expect_angle	event04_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad
9.791490077972412	12.509169816970825	24.19685983657837	33.000149965286255	high_cue	med_stim	1.45080590248108	31.439473548892312	1.7552418708801298	18.278291676221645	1	0	-2
41.50331974029541	43.0038800239563	51.090229988098145	59.49335980415344	high_cue	high_stim	2.51807427406311	21.161805285679318	2.4677183628082298	11.255010766477145	1	1	1
67.3963098526001	69.49708986282349	77.70015001296997	87.50380992889404	low_cue	high_stim	1.2082703113555902	-22.702166674632583	2.1515908241272	-7.074729331582762	-1	1	1
96.79059982299805	100.6920599937439	110.89585995674133	119.29900002479553	high_cue	low_stim	1.6675560474395799	25.93601990323212	1.83967638015747	3.448247010177247	1	-1	1
128.40239000320435	132.30384993553162	146.9926598072052	156.79630994796753	high_cue	med_stim	1.33479309082031	13.590463053847014	2.10899543762207	0.13019415274824464	1	0	-2
171.0016098022461	174.90305995941162	181.8056399822235	191.69265985488892	low_cue	low_stim	1.61892032623291	-22.702166674632583	2.80125498771667	-6.610920062607986	-1	-1	1
198.29511976242065	199.79568004608154	210.09951996803284	228.9065399169922	low_cue	med_stim	1.42630386352539	-20.172672469794833	1.9842460155487098	3.5393372029286434	-1	0	-2
234.89209985733032	236.99288988113403	246.29635977745056	256.20004987716675	low_cue	med_stim	2.501051902771	-19.943059016012313	2.02198934555054	-2.930482782244516	-1	0	-2
262.202290058136	264.90329003334045	274.1900899410248	285.8110899925232	high_cue	high_stim	2.71878027915955	3.311980523226815	1.86748838424683	-7.5395651541960795	1	1	1
291.0964000225067	293.2972197532654	308.00269985198975	322.99161982536316	low_cue	low_stim	2.2581205368042	-17.653000207049722	1.83424139022827	-7.770595271091556	-1	-1	1
336.5966999530792	338.2973299026489	354.0031900405884	367.0913999080658	high_cue	low_stim	1.42468810081482	18.808508419571016	2.66788792610168	-4.079209284640276	1	-1	1
371.5930800437927	373.3937499523163	380.2963299751282	394.80173993110657	low_cue	high_stim	1.4673271179199199	-11.075185692326581	1.77030062675476	-0.6455789221897552	-1	1	1
