sub,ses,run,runtype,signature,condition,tr1,tr2,tr3,tr4,tr5,tr6,tr7,tr8,tr9,tr10,tr11,tr12,tr13,tr14,tr15,tr16,tr17,tr18,tr19,tr20,tr21,tr22,tr23,tr24,tr25,tr26,tr27,tr28,tr29,tr30,tr31,tr32,tr33,tr34,tr35,tr36,tr37,tr38,tr39,tr40,tr41,tr42
sub-0019,ses-01,run-04,pain,NPS,cueH_stimH,-7.87815080055258,15.7042350337838,-12.3559229070758,7.10667881712607,-12.7523889386469,10.4277580931489,-4.94792877892051,-7.99000773820582,-5.58916832556215,-4.64984149101136,-7.4370270119295,-11.279758054929,-2.06954838029005,3.45039310627979,1.83278907769337,8.49329159905251,13.2485778755385,-0.744365791898291,8.93902903521857,-8.46003726903266,18.7879604903358,-10.9088109102949,25.9554015162619,-10.3777798754176,24.5846860776442,8.7648646789372,21.4386786423301,2.81074198041851,20.1099276800591,1.24255182498689,5.67689621812334,-12.1230403853479,4.70355917800156,-3.10596014504283,11.3070758828551,0.636524772297786,3.8012083934068,0.399166559333359,-2.37835041498953,-6.92818281231372,1.37558245318538,-11.0348164207938
sub-0019,ses-01,run-04,pain,NPS,cueL_stimH,6.20557877473175,2.4373433596805,-15.9645423981702,-8.68746742314268,-10.2473621521246,-6.64972732582133,-2.3034972878963,-17.3119312439117,-10.2148173501107,-26.397338365532,-16.52385250571,-13.0688257987741,-4.11532969784191,-15.9293335944591,-6.16373990391206,-8.95905809792896,-8.11306155059646,-11.7988815542582,-7.07011852988537,-12.1394507294779,-5.54351953706965,-14.7243568592313,-8.16549870918167,-11.7193645054382,-9.14877026989003,1.06016826825305,-1.66272376606259,-9.41669240443569,-12.12261555413,-10.1324475524195,-21.55742321214,-14.2429647627681,-21.081873862972,-7.45353012103333,-19.367471406456,1.66785587070474,-13.0398676171911,-12.7445727879302,-13.6086366216222,-17.8217266614607,1.43759786945215,-4.95008894690302
sub-0019,ses-01,run-04,pain,NPS,cueH_stimM,1.05179477402743,-22.7978841553741,-6.54201785571325,-5.8868568228698,-10.2591897959296,-18.5844313477066,-27.1630889801705,-16.2887496642804,-31.5635708841672,-9.73846092876195,-26.6919731033884,-17.5309054292829,-31.9207515380067,-16.0937280147959,-18.464644910968,2.61751442131437,-6.77515306158684,3.87511237156017,-11.3380984302774,-0.590619765854139,-10.6290103109061,10.747881112745,-5.88292532160078,10.7669005450328,-15.9884039091259,6.02420218058855,-16.8734080972977,9.17099750691275,1.03894560825328,11.3741632671164,-12.1481056422547,-0.813731467869325,-19.126342796993,-3.61817179938109,-7.16052410157185,-1.02291648313432,-11.5512596587285,4.04380461949236,-13.1510321776183,0.82177880681988,-1.79242987836434,2.87806830990965
sub-0019,ses-01,run-04,pain,NPS,cueL_stimM,-0.805427247456338,-15.992254418309,0.0390822110035445,-7.6112172333892,11.1135994783553,-8.93119779919329,-0.315532554005506,-11.2799006919343,-0.952004265943653,-9.30062229782869,-11.5039915045007,-18.1571935868354,-8.54415889202351,-5.12026033890513,-8.12966479543782,-2.05373836890622,-13.2200642361793,-2.68606078617246,-17.6986233899516,0.452075650592044,-13.5154806588825,-8.11445442092083,-14.0512208564306,0.425876482340018,-12.6959713096147,2.9318277313492,-15.6848548688821,4.3800995099878,-18.350885808286,-4.97881015097739,-16.087881313705,-15.477780347844,-15.4734358585823,-8.15338606366965,-4.0743979692006,-6.17308426074913,-8.90034693723553,-11.7347375873215,-13.3244524569969,-2.63461066708154,-8.22008592765737,-1.29614501882579
sub-0019,ses-01,run-04,pain,NPS,cueH_stimL,1.15453927597728,-0.00596524881521532,6.85451970419381,-0.658768712518652,-2.27148469564632,-9.55271852797553,-2.32937133161326,-0.0841187206847636,-0.159028488852123,3.81640560824588,-2.42623526124357,-4.57262333738159,8.13248061481922,-4.17296028617192,-2.9031681644194,-10.3143452199117,6.06228352224365,2.89205928786864,2.02277473304321,8.42306359948261,-15.5335392296293,5.57554786184068,-0.987818835776997,5.29505167736286,0.00431136722969666,1.37198869693005,5.18506684120464,9.02964347467632,3.57583336091768,27.5391687772406,-3.18341692882969,12.9957661325038,8.13607342724063,11.8657426503378,-11.6126205800569,-12.2989660337644,-6.39246126009048,-11.2494056051056,4.38367935939299,4.14437696156208,-3.67622402740815,-1.34134602690569
sub-0019,ses-01,run-04,pain,NPS,cueL_stimL,10.235402821234,16.6683203451095,-2.36925711112559,15.2329781108837,-4.36985917338529,1.71853324910514,-7.81893924123571,-1.36245207426176,0.928800700661546,9.50949605998552,-5.57001976856045,5.18148371226085,-2.44428158408959,12.2000562461937,-1.55819887498521,12.1206712462362,7.77919538347466,7.23571892302356,6.50190835378849,-5.20408185901485,6.10329475035273,-0.0784545852238461,12.0570374692403,1.68352784665412,0.794665936145686,-3.20085294687708,-10.8534307709671,-9.54013621893606,-8.97664456364814,-9.15129133484602,-6.90986496604217,-1.30116035378626,2.683033349973,-10.0348567875408,-3.15036020276385,-18.3798109849495,-14.7459221617912,-13.4942804155588,-8.60654880130146,-9.78203133918352,-5.10072110422219,-14.4421829455558
sub-0019,ses-01,run-04,pain,NPS,rating,-0.833667979558777,-10.8577541166902,0.520278539352017,-8.081720699592,0.603748341947366,-10.9401088512358,-1.01661464723002,-16.4858673630476,-5.51491803867621,-8.75863314669575,-5.91506464484925,-10.6246490841566,-1.04702073652057,-8.68099483811037,0.940675798416081,-13.1295627477666,-3.40382714579816,-8.89239123184786,-4.35110918476102,-3.88634330705538,-0.391205070434824,-3.6315074470474,0.658725748689011,-3.26919884907754,1.66240365993272,-2.67004059400812,-0.322743344659096,-2.91910282165714,-0.266310811930907,-3.49571158328096,0.687808300127039,-1.69453667516191,-2.13290871211959,-9.65905628664259,-6.60386076414653,-9.03694056196702,-9.60945766200302,-9.01991357176905,-7.26048278228513,-8.50450964615939,-8.23378056175356,-11.90551800831
sub-0019,ses-01,run-04,pain,NPS,cueH,-8.05372082867736,-11.4770540429479,-8.78989426824847,-12.8410547892716,-12.2015301019239,-12.1611390971069,-20.3170491749925,-7.73263334288074,-16.8825157874848,-15.3447767722381,-16.8153038731153,-5.711615438408,-17.1096579415737,-0.0756760452953582,-19.3920226963666,-13.7669498928939,-28.3642598910373,-17.7058150100386,-27.4000847787809,-20.4154100814294,-26.709957385512,-10.3355933254116,-13.8050225790411,-7.33879579387697,-10.3226524846008,-11.4021855022851,-12.0435724956085,-7.35707520285392,-0.978420679783314,-6.05054333337329,-4.07997361780107,-14.5369401130223,-5.17651102298622,-16.51500111444,-5.46270410109943,-3.16771668034502,-4.98828483196919,-4.1032171183926,-11.8424096678839,3.23788718840723,-6.82747541870837,0.155687306265384
sub-0019,ses-01,run-04,pain,NPS,cueL,-10.6496456955562,-6.59364251048869,-3.06479574926219,-9.32696192398831,-2.31608210487048,-12.4483986856043,-10.3525104334478,-11.5247099328684,-12.7026401549828,-15.9320974873463,-12.333286412952,-12.7698191541228,-8.37289431918805,-11.6554462293791,-6.18584023336514,-10.1591055399393,-15.7033114331734,-8.22839557183717,-19.8951930914605,-12.2118067190778,-22.2573524974592,-14.3070345703474,-19.4912137337573,-18.7324956936789,-17.3295923327367,-16.0522550355741,-10.6681479441351,-20.8496253569052,-14.7732842506425,-25.0983145273806,-13.4987522884233,-25.2494502318967,-10.177376272695,-23.2498323998874,-5.6435374653035,-20.3271242477533,-4.65032964559067,-23.3704681278407,-8.60182659825459,-21.266894092745,0.0457403282888285,-21.3273614290541
sub-0019,ses-01,run-04,pain,NPSpos,cueH_stimH,-10.1143216687049,19.4150808614945,-11.6545370607196,15.1954563427137,-4.55247993351357,12.6925295723454,-6.18518174947204,-10.6706526350811,-7.93104415366303,-13.1017184170847,-8.32005593121038,-13.5336091038056,-5.12883445555671,-9.12787448717979,-2.3666337544556,-1.98929904667115,5.406770233639,-7.55249627876399,12.1908083367112,-13.6042457973084,18.2252067017171,-11.7730926574055,22.5239680940063,-11.9507258155544,14.3387615320511,4.10019379513957,22.1843897748508,1.80003929450257,11.8834240694391,0.761216293860812,-0.576687444879994,-15.2038622797512,-0.890931011648365,-11.1395478351107,9.77945529770834,-3.65721371949065,-0.489965798203292,-7.91956000160903,-3.81647223679805,-4.62989909954836,4.44304390020584,-11.8600106707473
