onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
9.08	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h051.png
45.48	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png
87.19	0.98	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png
129.09	0.98	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
155.39	0.99	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
189.58	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png
214.09	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png
238.98	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l012.png
267.98	1.0	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l051.png
304.99	0.98	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png
339.19	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png
370.08	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h007.png
10.7	2.38	expectrating	1	high_cue	n/a	59.12	Strong	59.12	Strong	0.5	1.88	h051.png
47.4	1.88	expectrating	2	low_cue	n/a	1.84	Barely detectable	1.84	Barely detectable	0.62	1.27	l045.png
89.49	2.38	expectrating	3	high_cue	n/a	57.99	Strong	57.99	Strong	0.42	1.97	h053.png
130.99		expectrating	4	high_cue	n/a			38.48	Strong	0.53	3.48	h001.png
158.59	3.22	expectrating	5	low_cue	n/a	5.3	Weak	5.3	Weak	2.15	1.07	l040.png
192.28	3.28	expectrating	6	low_cue	n/a	3.31	Weak	3.31	Weak	0.75	2.53	l028.png
216.39	1.57	expectrating	7	low_cue	n/a	6.24	Weak	6.24	Weak	0.12	1.45	l037.png
241.38	2.52	expectrating	8	low_cue	n/a	4.43	Weak	4.43	Weak	1.1	1.42	l012.png
271.2	3.02	expectrating	9	low_cue	n/a	4.86	Weak	4.86	Weak	0.47	2.55	l051.png
308.09	2.05	expectrating	10	high_cue	n/a	53.46	Strong	53.46	Strong	0.75	1.3	h026.png
