onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttlplateau	onset03_stim_ttlplateau_duration
4.992059946060181	7.609699964523315	16.82772994041443	28.80094003677368	low_cue	high_stim	1.55079245567322	20.9372852742747	2.50791096687317	24.6148730721051	-1	1	1	20.9372852742747	24.6148730721051	16.44325	20.80725	25.8075	29.8595	16.44325	20.94325	25.44325	20.80725	5.000250000000001
37.40413999557495	39.704999923706055	50.025399923324585	65.49795007705688	high_cue	med_stim	1.72067427635193	43.5311992856142	2.55121946334839	29.6591092359951	1	0	-2	43.5311992856142	29.6591092359951	49.63925	53.73375	58.73525	62.602	49.63925	54.13925	58.63925	53.73375	5.0015
70.69988989830017	73.00075006484985	77.92519998550415	88.30645990371704	low_cue	low_stim	1.62492275238037	29.8590161649231	1.6691370010376	30.5702477502442	-1	-1	1	29.8590161649231	30.5702477502442	77.54175	81.295	86.29525	89.97925	77.54175	82.04175	86.54175	81.295	5.000249999999994
100.19422006607056	102.79519987106323	108.23832988739014	123.70299005508423	high_cue	low_stim	1.75085234642029	45.1623105559367	2.27262091636658	32.029785156997	1	-1	1	45.1623105559367	32.029785156997	107.85725	111.60125	116.60125	120.30575	107.85725	112.35725	116.85725	111.60125	5.0
132.60630989074707	135.207279920578	145.55220007896423	156.39851999282837	low_cue	med_stim	1.4017379283905	18.7257878452726	2.11048698425293	30.3722863576449	-1	0	-2	18.7257878452726	30.3722863576449	145.16875	149.23275	154.233	158.12225	145.16875	149.66875	154.16875	149.23275	5.000249999999994
165.3018400669098	167.6026999950409	177.82663989067078	190.5945999622345	high_cue	high_stim	1.58961486816406	39.1273717189332	1.48400187492371	43.0474909506004	1	1	1	39.1273717189332	43.0474909506004	177.44	181.81425	186.8145	190.94875	177.44	181.94	186.44	181.81425	5.0002500000000225
199.39789009094238	201.79877996444702	212.11291003227234	231.0096800327301	low_cue	low_stim	2.06013631820679	30.8849453307286	2.55107069015503	18.434948822922	-1	-1	1	30.8849453307286	18.434948822922	211.73625	215.537	220.536	224.24025	211.73625	216.23625	220.73625	215.537	4.998999999999995
236.39502000808716	239.09602999687195	245.41079998016357	261.20426988601685	low_cue	high_stim	1.71749687194824	41.5167285310023	2.22133135795593	34.8981235610295	-1	1	1	41.5167285310023	34.8981235610295	245.03775	249.43725	254.4375	258.60525	245.03775	249.53775	254.03775	249.43725	5.000249999999994
266.50624990463257	269.7074398994446	278.23549008369446	290.69860005378723	high_cue	high_stim	2.03479647636414	35.4554744344419	3.17705273628235	29.6591092359951	1	1	1	35.4554744344419	29.6591092359951	277.83925	282.254	287.25375	291.42025	277.83925	282.33925	286.83925	282.254	4.999750000000006
304.5037500858307	307.40482997894287	317.6196699142456	329.69648003578186	high_cue	med_stim	2.10411977767944	33.5627437810924	1.71748661994934	34.7096845427188	1	0	-2	33.5627437810924	34.7096845427188	317.241	321.35025	326.3505	330.3085	317.241	321.741	326.241	321.35025	5.000249999999994
335.8987898826599	338.29969000816345	344.61776995658875	358.30714988708496	high_cue	low_stim	2.02592515945435	31.2005146039806	3.10181570053101	26.8753140984286	1	-1	1	31.2005146039806	26.8753140984286	344.24225	348.02125	353.022	356.74	344.24225	348.74225	353.24225	348.02125	5.000749999999982
371.19529008865356	373.095999956131	383.2328100204468	394.90412998199463	low_cue	med_stim	1.13395357131958	28.1272760939204	2.68821048736572	28.9860411726737	-1	0	-2	28.1272760939204	28.9860411726737	382.84875	386.94425	391.94325	395.897	382.84875	387.34875	391.84875	386.94425	4.998999999999967
