onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean
4.992059946060181	7.609699964523315	16.82772994041443	28.80094003677368	low_cue	high_stim	1.55079245567322	20.9372852742747	2.50791096687317	24.6148730721051	-1	1	1	-12.236935860735358	-5.706544757674433
37.40413999557495	39.704999923706055	50.025399923324585	65.49795007705688	high_cue	med_stim	1.72067427635193	43.5311992856142	2.55121946334839	29.6591092359951	1	0	-2	10.356978150604142	-0.6623085937844344
70.69988989830017	73.00075006484985	77.92519998550415	88.30645990371704	low_cue	low_stim	1.62492275238037	29.8590161649231	1.6691370010376	30.5702477502442	-1	-1	1	-3.315204970086956	0.24882992046466512
100.19422006607056	102.79519987106323	108.23832988739014	123.70299005508423	high_cue	low_stim	1.75085234642029	45.1623105559367	2.27262091636658	32.029785156997	1	-1	1	11.988089420926642	1.7083673272174664
132.60630989074707	135.207279920578	145.55220007896423	156.39851999282837	low_cue	med_stim	1.4017379283905	18.7257878452726	2.11048698425293	30.3722863576449	-1	0	-2	-14.448433289737459	0.05086852786536511
165.3018400669098	167.6026999950409	177.82663989067078	190.5945999622345	high_cue	high_stim	1.58961486816406	39.1273717189332	1.48400187492371	43.0474909506004	1	1	1	5.95315058392314	12.726073120820864
199.39789009094238	201.79877996444702	212.11291003227234	231.0096800327301	low_cue	low_stim	2.06013631820679	30.8849453307286	2.55107069015503	18.434948822922	-1	-1	1	-2.289275804281459	-11.886469006857535
236.39502000808716	239.09602999687195	245.41079998016357	261.20426988601685	low_cue	high_stim	1.71749687194824	41.5167285310023	2.22133135795593	34.8981235610295	-1	1	1	8.342507395992243	4.576705731249966
266.50624990463257	269.7074398994446	278.23549008369446	290.69860005378723	high_cue	high_stim	2.03479647636414	35.4554744344419	3.17705273628235	29.6591092359951	1	1	1	2.281253299431846	-0.6623085937844344
304.5037500858307	307.40482997894287	317.6196699142456	329.69648003578186	high_cue	med_stim	2.10411977767944	33.5627437810924	1.71748661994934	34.7096845427188	1	0	-2	0.3885226460823432	4.388266712939263
335.8987898826599	338.29969000816345	344.61776995658875	358.30714988708496	high_cue	low_stim	2.02592515945435	31.2005146039806	3.10181570053101	26.8753140984286	1	-1	1	-1.9737065310294568	-3.4461037313509344
371.19529008865356	373.095999956131	383.2328100204468	394.90412998199463	low_cue	med_stim	1.13395357131958	28.1272760939204	2.68821048736572	28.9860411726737	-1	0	-2	-5.046945041089657	-1.335376657105833
