onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
3.87	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h019.png	n/a	n/a	n/a
36.19	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l038.png	n/a	n/a	n/a
63.58	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png	n/a	n/a	n/a
103.48	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png	n/a	n/a	n/a
138.99	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h009.png	n/a	n/a	n/a
190.58	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png	n/a	n/a	n/a
219.19	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l052.png	n/a	n/a	n/a
252.58	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h005.png	n/a	n/a	n/a
281.68	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h023.png	n/a	n/a	n/a
312.17	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l010.png	n/a	n/a	n/a
348.79	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png	n/a	n/a	n/a
375.58	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l033.png	n/a	n/a	n/a
5.69		expectrating	1	high_cue	n/a			48.25	Strong	0.12	3.95	h019.png	n/a	n/a	n/a
38.69	3.57	expectrating	2	low_cue	n/a	14.48	Moderate	14.48	Moderate	0.32	3.25	l038.png	n/a	n/a	n/a
66.08	2.1	expectrating	3	high_cue	n/a	87.7	Very Strong	87.7	Very Strong	0.12	1.98	h033.png	n/a	n/a	n/a
105.98	1.95	expectrating	4	low_cue	n/a	57.14	Strong	57.14	Strong	0.05	1.9	l019.png	n/a	n/a	n/a
142.89	3.8	expectrating	5	high_cue	n/a	49.55	Strong	49.55	Strong	0.05	3.75	h009.png	n/a	n/a	n/a
192.99	2.8	expectrating	6	low_cue	n/a	16.14	Moderate	16.14	Moderate	0.23	2.57	l029.png	n/a	n/a	n/a
220.99	3.52	expectrating	7	low_cue	n/a	27.2	Moderate	27.2	Moderate	0.05	3.47	l052.png	n/a	n/a	n/a
254.18	3.76	expectrating	8	high_cue	n/a	34.2	Strong	34.2	Strong	0.05	3.71	h005.png	n/a	n/a	n/a
283.28	1.37	expectrating	9	high_cue	n/a	33.88	Strong	33.88	Strong	0.05	1.32	h023.png	n/a	n/a	n/a
316.09	1.43	expectrating	10	low_cue	n/a	28.74	Moderate	28.74	Moderate	0.05	1.38	l010.png	n/a	n/a	n/a
350.49	2.95	expectrating	11	high_cue	n/a	32.79	Strong	32.79	Strong	0.05	2.9	h046.png	n/a	n/a	n/a
379.48	2.49	expectrating	12	low_cue	n/a	26.15	Moderate	26.15	Moderate	0.05	2.44	l033.png	n/a	n/a	n/a
19.6	6.99	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_100_R.jpg	diff	diff	True
45.59	6.99	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	39_100.jpg	same		False
77.78	7.0	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	31_50.jpg	same	same	True
118.88	7.0	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	41_100.jpg	same	same	True
157.48	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	17_150.jpg	same	same	True
