sub	ses	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
0011	01	0.6478232567663774	2.0738995387262835	0.5109928021105486	3155.530313297194	3.6288541125925264	3.6553374455312273	3.5273624474382035	3.7038624448081485	0.16442981009615767	0.4361976125660119	0.39937257733783044	1.483821153640747	0.43682563304901123	0	0.02424378688929381	35.62461426019165	15.388168978153448	19.259263200477676	224	320	320	3.1001069532981274	11.698460593695842	11.295631736076189	19.088327661234597	40.181873368359476	81.23572873943408	73.57839128766314	99.31757175519586	0.800000011920929	0.800000011920929	0.800000011920929	5.978605890687726	6.596770711536461	8.186016810300554	4.449454229325056	6155605	0	26.637399319559336	8.572769190301436	4.134019439513586	126.30616989021811	431.14428337511447	404.6037045866251	29150	262.8144298121333	665.1963735869153	130.51058256794187	0.12300520650669444	68.6064153999792	818.9295192233759	817.9876655191183	66173	706.1580492220819	937.2923649214208	69.92214730040423	0.6192778871931841	49.34384492229273	1000.6174688645866	1000.0593325830996	451725	915.7570064514875	1086.7940270267427	52.391086500451195	0.16321586072444916	0.4382016956806183	0.5133643746376038	0.6021217316759537
0013	01	0.6382865136890602	2.153641392606569	0.5513459316686593	2690.6273530782746	3.641183279075474	3.694012444954925	3.4980124478755528	3.7315249443959453	0.1738804251784865	0.42892933893465884	0.39719023588685465	1.5660827159881592	0.5212431430816651	1.1275043078718163e-6	0.02642527842753824	31.781521481625997	14.164939020388623	17.531106212320033	224	320	320	3.324708839616712	12.39908310791546	11.219319525809452	17.934166629896183	36.70783310175068	75.7473869003129	68.5260229148689	93.12284874254313	0.800000011920929	0.800000011920929	0.800000011920929	7.232017965232425	7.035482172249072	9.518556628474181	4.745360612869263	5856945	0	28.472163677215576	9.660400300145877	0.27357438645085974	105.84631660928291	420.04270133706984	394.20388519763947	48789	267.07059006392956	649.0551716834307	118.56672698518776	0.0947035711519395	66.20891258527251	813.2080442415569	813.4480214864016	68899	705.2368517965078	918.1467769369482	65.60502185471307	0.4048345739417263	52.89174990208677	1000.9598460368697	1000.0423798710108	500642	910.7702833414078	1094.314052760601	55.76179823396283	0.1458628922700882	0.4204064905643463	0.49668797850608826	0.5934577089409635
0014	01	0.6525964930289729	2.053711741929249	0.6086396340321292	1835.047622020502	3.6062624462625017	3.6507749455992142	3.4513249485712505	3.7166874446170413	0.17673534208050715	0.4346847005912747	0.3885799573282182	1.523068904876709	0.6094159603118896	0	0.028275420836265778	30.30318678879966	13.482446036913293	16.921804420799763	224	320	320	3.2398063868365146	11.30095369291872	10.205621968027103	16.076105824326074	29.57823731471653	63.119465381459875	57.05714384764735	78.47372884676564	0.800000011920929	0.800000011920929	0.800000011920929	399.8718923964363	8.34897517572723	11.06088506007022	5.631298180669546	5089974	0	33.60995861515403	11.904018181129384	7.14350306679378	96.14504044469041	402.24998227595034	376.9413171671331	47033	257.7949030287564	622.6437483131886	116.34562839214738	0.22439345516554132	68.813132237836	805.1430810564597	804.3864874914289	63331	688.9745131991804	924.6591612659395	71.17807564478224	0.49916369774571434	58.88224597618151	1000.7063426118283	1000.059280063957	481507	899.9407260939479	1103.5566129423678	62.20774188249545	0.15787507593631744	0.42547565698623657	0.48123472929000854	0.559008877359839
0015	01	0.8107519108505716	1.7008117550940829	0.5466361152901947	1556.7041127326186	3.61646244611051	3.7235624445145956	3.436574948791043	3.689249945025892	0.17770682443649993	0.42467774004073044	0.3976154355227697	1.64469575881958	0.5727507591247558	8.55221245736272e-6	0.024226454171392936	36.19391772495249	16.44800454744511	20.139643574079944	224	320	320	3.4799827394686678	10.793152537752814	10.0146472532383	15.77080648249342	33.2201155112576	57.41714264077576	53.31000009360008	69.29274212876689	0.800000011920929	0.800000011920929	0.800000011920929	7.489243353272213	9.45515575530859	13.442446822905467	6.377405643463135	6311767	0	44.58489838242531	15.46702188361149	-0.46832008890212284	154.65933342611908	487.5269716129529	479.4442456960678	39363	278.1573800742626	712.6124454230071	137.770268278308	-0.047042602771858455	77.75177188070724	829.9099054815907	828.6641457974911	40650	706.2094162747264	958.521221156418	76.77589565841663	0.4630478563215603	61.20524930891721	1002.4994411700045	1000.0569224655628	407204	903.1431331336498	1110.4657576680183	63.41182967524596	0.14811302721500397	0.4383179843425751	0.5068642497062683	0.43834952605500693
0016	01	0.6164795941307204	2.259769713028978	0.5411513389486876	3052.974827355759	3.663787445405313	3.733699944363535	3.542462447213196	3.715199944639207	0.16018446810911519	0.4492086073588958	0.39060692453198903	1.5965394973754883	0.5494426131248473	0	0.014753694188777233	35.719735431098584	14.411054089678725	18.31171823065416	224	320	320	3.5340015454138443	11.754981396828155	10.629607685514285	16.599840114300854	39.10408573452821	83.82566969251249	76.15790313011571	105.54395396330644	0.800000011920929	0.800000011920929	0.800000011920929	6.772822872390083	6.207536320464555	9.421168864978815	8.47009027004242	5796281	0	30.078445561230183	9.896647403276544	1.0191973720931014	92.32818389288659	390.1952637667367	370.5183238014579	43461	253.14019784331322	594.2538332641125	104.842642642521	-0.07062344272208643	69.42451540013806	794.3317805945998	794.2634648680687	74471	684.3929189220071	903.5565046593547	67.56779150338619	0.35926789726591624	57.43754871234444	1000.1724804212447	1000.0481580197811	420619	901.3427310660481	1099.6246567569663	60.244373581408446	0.17535720765590668	0.443577378988266	0.4859921932220459	0.4729929665627205
0017	01	0.6630380028192313	2.062265291406812	0.5931991784508048	1558.862129857404	3.5638499468944977	3.5708124467907485	3.493187447947451	3.6275499459452933	0.1801647885734647	0.43180973440581755	0.38802547702071777	1.584336280822754	0.5811117887496948	1.4522526450682287e-5	0.01089285803929367	27.87007197289914	12.698680152649466	16.104609355935082	224	320	320	3.3996227307103517	11.26335542829369	10.156014676174804	15.80506586952037	31.31896749134177	57.24696516860013	53.33454913646932	71.43771474946608	0.800000011920929	0.800000011920929	0.800000011920929	17.384652939722184	9.171275748924657	13.80162469193244	12.195122078061104	5357699	0	42.88912498950958	14.603802189110853	7.293602712744828	127.34971468506811	449.99409976987516	438.43525847792625	45227	264.0509041249752	667.727118998766	128.96443109360445	0.060312197196327855	70.92453245835068	800.7822671721116	801.4021527916193	57821	682.7500954717398	915.2822058200836	71.15066445668549	0.3614361479480932	60.79245639287202	1000.4313481372719	1000.0589240342379	496640	897.077893152833	1104.9251911789179	63.27451751640773	0.1550264060497284	0.4392407536506653	0.5027812123298645	0.49904453917389385
0018	01	0.5424069051641893	2.4277438271486123	0.5204611350356748	3497.328045475577	3.7078249447491025	3.738812444287353	3.608874946223573	3.775787443736383	0.1949143507353706	0.4285920895385022	0.3764935597261272	1.4661517143249512	0.44565391540527344	0	0.027831010649713904	29.560517017454263	14.30677265187721	18.495267319759773	224	320	320	3.5364224404757594	12.046116121848465	11.496186538913408	18.906021054415998	38.81647335026882	86.86456990577234	78.36231946819458	109.40591514854262	0.800000011920929	0.800000011920929	0.800000011920929	6.4072317572829505	5.988271249421584	7.485207636072398	4.039027579128742	6006434	0	24.088176526129246	7.779365615496902	8.306357250400461	76.40456931490912	378.20083354065815	354.8018081858754	70378	257.47584242373705	582.4959050863981	100.32717908052554	0.5576080811530928	62.6964785029802	795.6530394726531	793.9852286875248	54467	690.5277270823717	905.2628716416656	65.91152965332294	0.8192812450455089	49.06053553742984	1000.4990906579376	1000.0242982059717	441365	914.7667521983385	1087.16996794939	52.89442778309997	0.1646762192249298	0.41257691383361816	0.4834679663181305	0.5579054172765295
0019	01	0.6255928402567356	2.137291295868455	0.5380048657881233	3278.135025	3.6836541117759425	3.7244249445017434	3.5541624470388524	3.772374943787233	0.17827205040661864	0.44626413004572546	0.3754638195476559	1.5455634593963623	0.5134200334548948	0	0.016498928235334085	34.7337853306867	15.373398475277304	20.426242461379687	224	320	320	3.458509248563711	11.62890041826483	10.884043928825008	17.56472211964648	40.673000787194084	85.29656545821	77.21077026360973	105.66274454542508	0.800000011920929	0.800000011920929	0.800000011920929	8.273637427989453	6.200259036159348	8.261649494291607	4.182011168450117	5787559	0	25.092067010700703	8.539216856726902	7.404312896894744	97.72348570424286	404.8663553070346	384.9322817288339	43660	262.6552686095238	609.3252690508962	111.29878388177801	0.3372883993721625	67.46251996059948	810.3099708736111	807.2529916651547	56967	701.3919328339398	927.5950443930924	69.41721722008866	0.5164463855998416	53.118637115753224	1000.1331162209603	1000.0000138767064	387548	906.1232258565724	1093.8768018968403	56.93222567948123	0.17225119471549988	0.4507814347743988	0.5073837637901306	0.599095056465485
0020	01	0.5816480977688644	2.289852375629677	0.580816053660235	3923.9671766806696	3.9518249411132196	4.017699940131606	3.823224943029509	4.0145499401785445	0.16512915129151293	0.43863577165183415	0.3962350770566529	1.4933192729949951	0.5560906410217286	0	0.01970305431895114	29.684036691034454	12.641913714780873	15.885270729463075	224	320	320	3.3300131930928143	12.183353482455699	11.208365099686233	18.11172862351019	48.46137758404775	91.8740094580104	84.9480454485206	114.50874930350366	0.800000011920929	0.800000011920929	0.800000011920929	12.608684888545952	5.721512948479486	7.731823409169006	3.859101839363575	5502494	0	23.15461103618145	8.155621236553106	1.6611008166114614	139.81186428358913	440.9732173730576	423.228519808501	47388	264.84112729504704	653.5430019237101	127.09380704449359	0.39641506305145136	62.997509592300716	802.0575810210439	802.3647483885288	82198	694.2626844702289	909.1530755104494	65.85706216651978	0.5695219579836848	51.98055380852639	999.4078609604428	1000.0410819686949	550813	907.463692098856	1088.307772975415	55.215059532406165	0.15866181254386902	0.43957456946372986	0.5013811588287354	0.610088411350715
0021	01	0.6418955142820593	2.1392175172143597	0.6058652496132056	1168.1851335445901	3.8686416090194142	3.933162441391312	3.7187874445857485	3.953974941081182	0.18746219867734795	0.44083447604597487	0.37170332527667715	1.5690579414367676	0.6139973700046539	0	0.023966455536299433	26.294231578947368	11.898870274373964	15.46650861609003	224	320	320	3.990432113874119	12.437919198256555	10.823912255903977	16.043385455581255	30.65093632138982	67.85147406319635	60.906175358565406	84.21611569111003	0.800000011920929	0.800000011920929	0.800000011920929	9.560814721282217	7.779574060656579	13.526030521339562	10.494485929608345	5103605	0	40.55496257543564	13.040885926382723	1.7318923334124934	70.47766670204985	381.5540110542285	363.9718954823911	93871	263.8740657046437	563.9452142342925	91.21066250707763	0.16657867366965728	64.61002185969022	804.0930073602799	805.7186040617526	83031	694.9928838722408	905.9943064823747	64.77882186641897	0.2977551504157736	60.12687748575254	999.9728783755767	1000.0444664023817	502373	897.0562061779201	1101.9210226088762	62.33369346201875	0.1870015263557434	0.4569372236728668	0.5039788484573364	0.5296389628129342
0023	01	0.5805351011874857	2.3070182658164415	0.6105844629879672	3353.74931741404	3.748195777480864	3.7422749442357577	3.6506249456014492	3.8516874426053844	0.17184773300915832	0.435881984843897	0.39227028214694465	1.471083641052246	0.5505651056766512	0	0.025186750216848335	27.629306728038628	12.073388833215787	15.143233331825282	224	320	320	3.5573455887233374	11.460511427460075	10.69531410792854	17.06808530760221	38.5821684657535	78.52569294516442	72.16079564852346	99.37452553465245	0.800000011920929	0.800000011920929	0.800000011920929	5.793435346520573	6.592894887122919	9.053003633681742	4.446840025484562	5299256	0	26.546287424862385	9.135452757137875	1.1319402001348413	101.29083962943393	406.8569262516307	388.26752707362175	60248	261.3461784068495	614.8766980692744	109.14438733389264	0.33982755623907046	66.92787233897509	792.1983072633119	790.2349148318172	81974	682.6124026998878	908.3389433268454	68.952428500686	0.6200546607576731	54.8741958281746	1001.0856858076994	1000.0449123978615	545899	906.6163542866707	1098.0999808385968	58.59145758959483	0.1692333221435547	0.43466854095458984	0.4988677501678467	0.5913570081542671
0024	01	0.5945877824460027	2.1891056921918137	0.5371033588968275	3865.23130822304	3.7058666114449514	3.7454124441890055	3.587312446544879	3.7848749436009683	0.188745770081304	0.43054338563809186	0.38071084428060414	1.5121240615844727	0.48382327556610094	0	0.009432048316600957	26.36858958774702	12.655828911472518	16.498894270852574	224	320	320	3.5043289603642793	11.760292040265053	11.402099875179966	18.941678624910562	40.40465593239776	89.97837937645379	80.51242187759574	111.15423032393566	0.800000011920929	0.800000011920929	0.800000011920929	4.502408307185326	5.894306202974465	7.006525519157973	3.975649118423462	5479702	0	20.06460414454341	6.963520872512658	1.0627166794384877	86.20422821850156	386.4896837912799	363.5234162658453	57864	257.98235607519746	596.7728864582255	103.7346319868289	0.5576185756486387	64.74526969829765	813.649603082559	809.5415517389774	61593	707.6655430793762	933.0351524800062	68.83629906805615	0.6623099926587428	48.53592764011786	1000.69660804437	1000.0621118359268	504007	914.5856557898223	1088.5824242383242	52.796858162766185	0.15929031372070312	0.41840797662734985	0.49265575408935547	0.5342824903756803
0025	01	0.5768069677616272	2.289725808650144	0.6216274472188404	3084.975215029425	3.6018249463286254	3.6486249456312514	3.466762448341214	3.690087445013412	0.17174163732173858	0.44259485688447386	0.38566350579378755	1.5100350379943848	0.5624986886978149	0	0.024775028535278368	27.69735233423833	11.788271233269473	15.031877789257017	224	320	320	3.6765966135649926	13.048281507839592	11.01759022798241	16.327892562542647	37.38140212904722	77.74786340698087	70.76078795034852	97.15309831501746	0.800000011920929	0.800000011920929	0.800000011920929	4.016536047705587	6.743340092041793	9.852067463667352	9.04824123159051	5212848	0	31.160787984728813	9.858005052034455	0.9279246320643142	92.32636913252965	403.39081160470556	384.7679907679558	59919	263.9957441687584	604.4418687969446	104.65243279628109	0.6821930505616045	57.82055440623069	799.7679273885881	800.2612926699221	76026	698.940345402807	897.5177893303335	61.33037742138002	0.554425395310779	57.390128442908875	1000.4192433017413	1000.000008199364	519799	900.5661272853613	1101.4661144167185	61.24483257457768	0.1697680503129959	0.442986398935318	0.5086995363235474	0.5315586419753087
0026	01	0.5540295921545146	2.374023091826423	0.5848444215311183	7328.073350694444	3.7993832767181104	3.781574943650142	3.779762443677151	3.836812442827039	0.1716344970368759	0.4391515909996591	0.389213911963465	1.5045313835144043	0.5345023393630981	0	0.021565245837488808	28.833241588937017	12.656140038729307	16.119821847409234	224	320	320	3.3094426780230126	11.479214312311752	11.02711271382679	18.292681151145604	39.652841494527514	79.31795751048963	73.10909541814631	100.35648724942176	0.800000011920929	0.800000011920929	0.800000011920929	6.989684078267754	6.528491365909456	7.7076859841574255	4.403400510549545	5659512	0	24.89144455268979	8.297742453491402	0.12834167124379325	113.88590493864274	418.9377203700421	395.1440374813974	50654	261.14611361175776	642.6518411785364	119.39778853500214	0.5624772588580864	65.37558715028774	793.4578664605134	790.4103916436434	77855	686.502371262759	911.5039056837559	68.85534967405079	0.691406792026068	50.77715506818466	1000.8812499970368	1000.0611826181412	503554	912.7270724922419	1091.4929015524685	54.66996233912381	0.16694170236587524	0.4369734227657318	0.5017265677452087	0.594034947506085
