onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttlplateau	onset03_stim_ttlplateau_duration
10.614269971847534	12.365109920501709	21.17886996269226	31.1073899269104	low_cue	low_stim	3.06845092773438	59.5110595001691	2.76848697662354	49.2244032170839	-1	-1	1	59.5110595001691	49.2244032170839	20.74625	24.0955	29.0955	31.94475	20.74625	25.24625	29.74625	24.0955	5.0
35.70958995819092	38.01068997383118	43.83472990989685	56.302759885787964	low_cue	med_stim	1.74116730690002	55.1018764389705	2.38474154472351	65.8037474122088	-1	0	-2	55.1018764389705	65.8037474122088	43.42725	46.9165	51.918	54.95075	43.42725	47.92725	52.42725	46.9165	5.0015
61.305140018463135	64.22320008277893	72.22248005867004	86.31709003448486	low_cue	low_stim	2.6014838218689	84.9101634907121	2.59065985679626	47.7571566326561	-1	-1	1	84.9101634907121	47.7571566326561	71.82375	75.109	80.108	83.0415	71.82375	76.32375	80.82375	75.109	4.999000000000009
91.30279994010925	93.70394992828369	99.83844995498657	112.329509973526	low_cue	high_stim	3.50386548042297	63.0234960789303	2.43462491035461	69.4439547804165	-1	1	1	63.0234960789303	69.4439547804165	99.425	103.15075	108.1505	111.3885	99.425	103.925	108.425	103.15075	4.999749999999992
120.01651000976562	122.91790008544922	131.83633995056152	142.81072998046875	high_cue	med_stim	2.70968627929688	144.462322208026	3.36889481544495	118.964017961886	1	0	-2	144.462322208026	118.964017961886	131.4215	134.897	139.896	142.96375	131.4215	135.9215	140.4215	134.897	4.998999999999995
153.89935994148254	155.8169400691986	167.83337998390198	184.21382999420166	high_cue	high_stim	2.58474612236023	133.531199285614	3.83686590194702	158.79718135619	1	1	1	133.531199285614	158.79718135619	167.41325	171.2685	176.2675	179.5215	167.41325	171.91325	176.41325	171.2685	4.999000000000024
194.20193004608154	197.00326991081238	204.22813987731934	214.21148991584778	high_cue	med_stim	2.01777982711792	134.345219597732	4.0		1	0	-2	134.345219597732	0.0	203.80975	207.344	212.34425	215.42825	203.80975	208.30975	212.80975	207.344	5.000249999999994
219.21387004852295	222.11525988578796	232.53364992141724	242.7084300518036	high_cue	low_stim	3.05596446990967	135.811500683712	3.30183458328247	95.5275401516562	1	-1	1	135.811500683712	95.5275401516562	232.10125	235.38525	240.3855	243.3245	232.10125	236.60125	241.10125	235.38525	5.000249999999994
251.41258001327515	253.81373000144958	264.7243700027466	280.80994987487793	high_cue	low_stim	2.98500108718872	110.259038655298	3.25171113014221	35.2175929681927	1	-1	1	110.259038655298	35.2175929681927	264.30275	267.58675	272.587	275.491	264.30275	268.80275	273.30275	267.58675	5.000249999999994
285.8123400211334	289.01387000083923	296.0204598903656	311.3078498840332	high_cue	high_stim	2.80150818824768	134.674459301341	4.0		1	1	1	134.674459301341	0.0	295.59925	299.3745	304.3735	307.6415	295.59925	300.09925	304.59925	299.3745	4.998999999999967
326.1982901096344	328.1158699989319	340.4338300228119	353.31123995780945	low_cue	med_stim	1.58432579040527	55.3486840879955	3.00716233253479	76.3592832437086	-1	0	-2	55.3486840879955	76.3592832437086	339.99625	343.5315	348.53075	351.649	339.99625	344.49625	348.99625	343.5315	4.999250000000018
366.40082001686096	369.2021598815918	373.8337399959564	394.81438994407654	low_cue	high_stim	1.66766476631165	7.93275831417206	3.67500281333923	64.3673475477762	-1	1	1	7.93275831417206	64.3673475477762	373.39275	377.18825	382.18725	385.4555	373.39275	377.89275	382.39275	377.18825	4.999000000000024
