	corr	dotprod	run	runtype	ses	sub	trial
0	-0.1681991558650833	-190165.24904879168	1.0	pain	1.0	78.0	0.0
1	-0.4542899722504305	-432238.54307848035	1.0	pain	1.0	78.0	1.0
2	-0.15614594332018217	-132825.18359429753	1.0	pain	1.0	78.0	2.0
3	-0.11425892256400862	-144248.29472337782	1.0	pain	1.0	78.0	3.0
4	0.09804398642632187	85050.5051680611	1.0	pain	1.0	78.0	4.0
5	0.029858044416860168	25361.953796222915	1.0	pain	1.0	78.0	5.0
6	0.21134511990749033	161023.16354433296	1.0	pain	1.0	78.0	6.0
7	0.02230032226844454	29349.215124809372	1.0	pain	1.0	78.0	7.0
8	-0.1808249277371339	-160404.22754664838	1.0	pain	1.0	78.0	8.0
9	0.09887787170750648	59830.053781618284	1.0	pain	1.0	78.0	9.0
10	0.07540929175834601	42528.152841398834	1.0	pain	1.0	78.0	10.0
11	-0.212916276472825	-166889.10085103367	1.0	pain	1.0	78.0	11.0
12	-0.0002356749134200169	-1625.7022360395724	5.0	pain	1.0	78.0	0.0
13	-0.07829884965316453	-119028.36326208466	5.0	pain	1.0	78.0	1.0
14	-0.1723047935899583	-208587.76762641777	5.0	pain	1.0	78.0	2.0
15	0.1977567701249998	182162.65505964175	5.0	pain	1.0	78.0	3.0
16	0.01954704243218962	21007.963810481793	5.0	pain	1.0	78.0	4.0
17	-0.13408868926171863	-107203.44128706615	5.0	pain	1.0	78.0	5.0
18	0.26171281739634583	292615.09523348295	5.0	pain	1.0	78.0	6.0
19	0.004190211442476321	4105.115672266716	5.0	pain	1.0	78.0	7.0
20	-0.09224046078024035	-59416.86704539981	5.0	pain	1.0	78.0	8.0
21	-0.08019948296715558	-155816.88127966443	5.0	pain	1.0	78.0	9.0
22	0.22973827040581607	433982.37062797573	5.0	pain	1.0	78.0	10.0
23	0.19044031932076927	261803.3909908291	5.0	pain	1.0	78.0	11.0
