	corr	dotprod	run	runtype	ses	sub	trial
0	-0.18386933310087095	-216104.43527763922	3.0	cognitive	1.0	129.0	0.0
1	0.09726894439920186	100613.2433089006	3.0	cognitive	1.0	129.0	1.0
2	0.49738887929769005	765808.6420638481	3.0	cognitive	1.0	129.0	2.0
3	0.26790183591631933	294137.3134154468	3.0	cognitive	1.0	129.0	3.0
4	0.29930537751427283	402762.6818440746	3.0	cognitive	1.0	129.0	4.0
5	-0.036647031316114916	-80752.2064386078	3.0	cognitive	1.0	129.0	5.0
6	0.1418234997490316	213400.9097579952	3.0	cognitive	1.0	129.0	6.0
7	0.3315905306519456	383470.4965275856	3.0	cognitive	1.0	129.0	7.0
8	0.11399035530198168	117518.6989306073	3.0	cognitive	1.0	129.0	8.0
9	0.17587274831796015	231791.20338342924	3.0	cognitive	1.0	129.0	9.0
10	0.6467678782780569	1395525.306562494	3.0	cognitive	1.0	129.0	10.0
11	0.24291066779772982	231294.82102488427	3.0	cognitive	1.0	129.0	11.0
12	-0.10792870070630244	-178875.7904095974	6.0	cognitive	1.0	129.0	0.0
13	0.0815244739356844	93385.17276642953	6.0	cognitive	1.0	129.0	1.0
14	-0.22104511972432137	-362664.7280125299	6.0	cognitive	1.0	129.0	2.0
15	-0.21254428114585774	-431817.1628138857	6.0	cognitive	1.0	129.0	3.0
16	0.015530888776743622	11287.290199933654	6.0	cognitive	1.0	129.0	4.0
17	-0.0515424289722063	-52346.69472963661	6.0	cognitive	1.0	129.0	5.0
18	0.2580928577924325	314335.45611093106	6.0	cognitive	1.0	129.0	6.0
19	0.32436090653100524	361122.24738230614	6.0	cognitive	1.0	129.0	7.0
20	0.2553784906085261	319493.14076847123	6.0	cognitive	1.0	129.0	8.0
21	0.03275255129316328	26954.057412327675	6.0	cognitive	1.0	129.0	9.0
22	0.0691520181076472	68385.4494947514	6.0	cognitive	1.0	129.0	10.0
23	0.3559945681765678	771798.6466834728	6.0	cognitive	1.0	129.0	11.0
