	corr	dotprod	run	runtype	ses	sub	trial
0	0.032517765162101975	82492.640066812	3.0	pain	1.0	32.0	0.0
1	0.1304914909219833	221933.43868569902	3.0	pain	1.0	32.0	1.0
2	-0.023917569522623694	-60168.64807050656	3.0	pain	1.0	32.0	2.0
3	0.28143840648640783	428877.9291334995	3.0	pain	1.0	32.0	3.0
4	0.14231856233510676	207524.11942255998	3.0	pain	1.0	32.0	4.0
5	0.05378960752376098	96875.41699444159	3.0	pain	1.0	32.0	5.0
6	-0.43083432762249596	-1227041.9308554407	3.0	pain	1.0	32.0	6.0
7	-0.3737368122725259	-1124136.0045346194	3.0	pain	1.0	32.0	7.0
8	-0.01546509110898283	-58920.054276649964	3.0	pain	1.0	32.0	8.0
9	-0.1584170797566358	-572822.6959118639	3.0	pain	1.0	32.0	9.0
10	-0.09749123596221915	-291755.4243985126	3.0	pain	1.0	32.0	10.0
11	-0.0652931743131228	-190701.2074525345	3.0	pain	1.0	32.0	11.0
12	-0.11561704303214013	-357485.4910421082	6.0	pain	1.0	32.0	0.0
13	0.3850390030293624	1117422.430196304	6.0	pain	1.0	32.0	1.0
14	0.3720125405587494	1405317.552997705	6.0	pain	1.0	32.0	2.0
15	0.4150198618157344	989518.1023606558	6.0	pain	1.0	32.0	3.0
16	-0.047056106992377736	-181571.04692928272	6.0	pain	1.0	32.0	4.0
17	0.2395504796624896	1080709.9078030125	6.0	pain	1.0	32.0	5.0
18	0.6951431318253188	2993274.3696348486	6.0	pain	1.0	32.0	6.0
19	-0.1682346381079242	-1127809.0062327655	6.0	pain	1.0	32.0	7.0
20	-0.17359056896790076	-508959.909879895	6.0	pain	1.0	32.0	8.0
21	-0.050549534823579094	-230185.64814456407	6.0	pain	1.0	32.0	9.0
22	0.11946709467739926	631656.7832309878	6.0	pain	1.0	32.0	10.0
23	-0.11093820923300282	-1030407.3748948022	6.0	pain	1.0	32.0	11.0
